date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,ev_over,chosen_prob,edge_score,edge_drivers,edge_reasons,proj
2026-05-21,Sebastian Aho,CAR,MTL,ASSISTS,0.5,0.1499351114034652,0.15258392396349338,120,-154,draftkings,Under,-154,0.39768625528099144,0.39768625528099144,0.8474160760365066,0.61733836445799,MODEL UND · JUICE · CONF60+ · CONS3+ · MATCHUP+,MODEL UND · JUICE · CONF60+ · CONS3+ · MATCHUP+,0.1499351114034652
2026-05-21,Jordan Martinook,CAR,MTL,SOG,1.5,2.6313118934631348,0.7386037718511087,110,-140,draftkings,Over,110,0.5510679208873284,0.5510679208873284,0.7386037718511087,0.5283506373785605,MODEL OVR · CONF60+ · CONS3+ · MATCHUP+,MODEL OVR · CONF60+ · CONS3+ · MATCHUP+,2.6313118934631348
2026-05-21,Alexandre Texier,MTL,CAR,SOG,0.5,1.6588845252990725,0.8096488063390923,-250,180,betmgm,Over,-250,0.1335083288747292,0.1335083288747292,0.8096488063390923,0.498935567810482,MODEL OVR · JUICE+ · CONF60+ · CONS2 · MATCHUP-,MODEL OVR · JUICE+ · CONF60+ · CONS2 · MATCHUP-,1.6588845252990725
2026-05-21,Taylor Hall,CAR,MTL,POINTS,0.5,1.9930602312088013,0.7866825276004099,-125,-105,draftkings,Over,-125,0.4160285496807379,0.4160285496807379,0.7866825276004099,0.4912574346704599,MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,1.9930602312088013
2026-05-21,Andrei Svechnikov,CAR,MTL,SOG,2.5,3.732611894607544,0.6888359414082623,-148,114,fanduel,Over,-148,0.1542656315489801,0.1542656315489801,0.6888359414082623,0.4885363730242834,MODEL OVR · JUICE · CONF60+ · CONS4+ · MATCHUP+,MODEL OVR · JUICE · CONF60+ · CONS4+ · MATCHUP+,3.732611894607544
2026-05-21,Cole Caufield,MTL,CAR,POINTS,0.5,0.4750415682792663,0.37800227012003534,-155,116,pinnacle,Under,116,0.34351509654072365,0.34351509654072365,0.6219977298799646,0.48691131368479396,MODEL UND · CONF60+ · CONS3+ · MATCHUP+,MODEL UND · CONF60+ · CONS3+ · MATCHUP+,0.4750415682792663
2026-05-21,Logan Stankoven,CAR,MTL,SOG,2.5,3.712647676467896,0.6852825981578247,-115,-113,fanduel,Over,-115,0.2811805095994112,0.2811805095994112,0.6852825981578247,0.4856936984239333,MODEL OVR · CONF60+ · CONS4+ · MATCHUP+,MODEL OVR · CONF60+ · CONS4+ · MATCHUP+,3.712647676467896
2026-05-21,Jordan Staal,CAR,MTL,SOG,1.5,2.340726852416992,0.6784294916005015,102,-132,fanduel,Over,102,0.370427573033013,0.370427573033013,0.6784294916005015,0.48021121317807475,MODEL OVR · CONF60+ · CONS4+ · MATCHUP+,MODEL OVR · CONF60+ · CONS4+ · MATCHUP+,2.340726852416992
2026-05-21,Jaccob Slavin,CAR,MTL,SOG,1.5,2.3296167850494385,0.6759182782090329,-120,-110,betmgm,Over,-120,0.2391835100498938,0.2391835100498938,0.6759182782090329,0.4782022424648999,MODEL OVR · CONF60+ · CONS3+ · MATCHUP+,MODEL OVR · CONF60+ · CONS3+ · MATCHUP+,2.3296167850494385
2026-05-21,Nick Suzuki,MTL,CAR,ASSISTS,0.5,0.5734931826591492,0.41272971408223436,-134,101,pinnacle,Under,101,0.1804132746947088,0.1804132746947088,0.5872702859177656,0.45899149689424207,MODEL UND · CONF55+ · CONS3+ · MATCHUP+,MODEL UND · CONF55+ · CONS3+ · MATCHUP+,0.5734931826591492
2026-05-21,Alex Newhook,MTL,CAR,SOG,1.5,2.677159547805786,0.7471651968945532,-130,100,fanduel,Over,-130,0.32190765604420946,0.32190765604420946,0.7471651968945532,0.4489486802548507,MODEL OVR · CONF60+ · CONS4+ · MATCHUP-,MODEL OVR · CONF60+ · CONS4+ · MATCHUP-,2.677159547805786
2026-05-21,Sean Walker,CAR,MTL,SOG,1.5,2.141621828079224,0.6309719626111632,-166,130,draftkings,Over,-166,0.011075554545598776,0.011075554545598776,0.6309719626111632,0.44224518998660406,MODEL OVR · JUICE · CONF60+ · CONS3+ · MATCHUP+,MODEL OVR · JUICE · CONF60+ · CONS3+ · MATCHUP+,2.141621828079224
