date,home,away,market,bet,price,model_prob,ev,edge,book,result
2025-09-28T22:00:00Z,Minnesota Wild,Chicago Blackhawks,totals,under,-110.0,0.6466336598195717,0.3256,0.1791,,
2025-09-28T19:00:00Z,New Jersey Devils,Washington Capitals,puckline,home_pl_-1.5,150.0,0.5181499354275737,0.2954,0.1346,bovada,
2025-09-28T23:00:00Z,Carolina Hurricanes,Nashville Predators,puckline,home_pl_-1.5,160.0,0.476210529619555,0.2381,0.1084,bovada,
2025-09-28T19:00:00Z,Ottawa Senators,New Jersey Devils,totals,over,115.0,0.5577339574708992,0.1991,0.1141,bovada,
2025-09-28T23:00:00Z,Carolina Hurricanes,Nashville Predators,moneyline,home_ml,-155.0,0.7280593197912918,0.1978,0.1451,bovada,
2025-09-28T19:00:00Z,New Jersey Devils,Washington Capitals,moneyline,home_ml,-165.0,0.7375604826909817,0.1846,0.1435,bovada,
2025-09-28T23:00:00Z,Carolina Hurricanes,Nashville Predators,totals,under,-110.0,0.5693745518650648,0.1672,0.1018,,
2025-09-29T00:00:00Z,Edmonton Oilers,Vancouver Canucks,moneyline,away_ml,150.0,0.4648835983420013,0.1622,0.0813,bovada,
2025-09-29T00:00:00Z,Edmonton Oilers,Vancouver Canucks,puckline,away_pl_+1.5,-165.0,0.7122214077066513,0.1439,0.1182,bovada,
2025-09-28T22:00:00Z,Minnesota Wild,Chicago Blackhawks,moneyline,home_ml,-110.0,0.5468642172799607,0.044,0.0469,bovada,
2025-09-28T19:00:00Z,Ottawa Senators,New Jersey Devils,moneyline,home_ml,-215.0,0.7085999562876424,0.0382,0.0562,bovada,
2025-09-28T19:00:00Z,Ottawa Senators,New Jersey Devils,puckline,home_pl_-1.5,105.0,0.49256524049576,0.0098,0.025,bovada,
