date,player,team,market,line,over_price,under_price,book,actual
2025-10-19,Cutter Gauthier,ANA,SOG,3.5,-108,-124,pinnacle,
2025-10-19,Marco Kasper,DET,ASSISTS,0.5,250,-350,draftkings,
2025-10-19,Marco Kasper,DET,ASSISTS,0.5,264,-389,pinnacle,
2025-10-19,Marco Kasper,DET,GOALS,0.5,320,-490,fanduel,
2025-10-19,Marco Kasper,DET,POINTS,0.5,120,-154,draftkings,
2025-10-19,Marco Kasper,DET,POINTS,0.5,130,-166,fanduel,
2025-10-19,Marco Kasper,DET,POINTS,0.5,121,-162,pinnacle,
2025-10-19,Marco Kasper,DET,SOG,1.5,-148,115,draftkings,
2025-10-19,Marco Kasper,DET,SOG,1.5,-152,116,fanduel,
2025-10-19,Marco Kasper,DET,SOG,1.5,-158,118,pinnacle,
2025-10-19,Frank Nazar,CHI,ASSISTS,0.5,176,-234,draftkings,
2025-10-19,Frank Nazar,CHI,ASSISTS,0.5,182,-251,pinnacle,
2025-10-19,Frank Nazar,CHI,GOALS,0.5,230,-320,fanduel,
2025-10-19,Frank Nazar,CHI,POINTS,0.5,-125,-105,draftkings,
2025-10-19,Frank Nazar,CHI,POINTS,0.5,-125,-102,fanduel,
2025-10-19,Frank Nazar,CHI,POINTS,0.5,-126,105,pinnacle,
2025-10-19,Frank Nazar,CHI,SOG,1.5,-154,120,draftkings,
2025-10-19,Frank Nazar,CHI,SOG,1.5,-168,128,fanduel,
2025-10-19,Frank Nazar,CHI,SOG,1.5,-165,120,pinnacle,
2025-10-19,Sam Rinzel,CHI,ASSISTS,0.5,170,-225,draftkings,
2025-10-19,Sam Rinzel,CHI,ASSISTS,0.5,148,-210,pinnacle,
2025-10-19,Sam Rinzel,CHI,POINTS,0.5,135,-175,draftkings,
2025-10-19,Sam Rinzel,CHI,POINTS,0.5,124,-160,fanduel,
2025-10-19,Sam Rinzel,CHI,POINTS,0.5,137,-185,pinnacle,
2025-10-19,Sam Rinzel,CHI,SOG,1.5,-168,130,draftkings,
2025-10-19,Sam Rinzel,CHI,SOG,1.5,-170,130,fanduel,
2025-10-19,Sam Rinzel,CHI,SOG,1.5,-180,132,pinnacle,
2025-10-19,Elias Pettersson,VAN,ASSISTS,0.5,155,-204,draftkings,
2025-10-19,Elias Pettersson,VAN,ASSISTS,0.5,157,-214,pinnacle,
2025-10-19,Elias Pettersson,VAN,GOALS,0.5,290,-440,fanduel,
2025-10-19,Elias Pettersson,VAN,POINTS,0.5,-120,-110,draftkings,
2025-10-19,Elias Pettersson,VAN,POINTS,0.5,-121,-110,pinnacle,
2025-10-19,Elias Pettersson,VAN,SOG,1.5,-130,100,draftkings,
2025-10-19,Elias Pettersson,VAN,SOG,1.5,-118,-110,fanduel,
2025-10-19,Elias Pettersson,VAN,SOG,1.5,-131,-102,pinnacle,
2025-10-19,Connor Bedard,CHI,ASSISTS,0.5,120,-154,draftkings,
2025-10-19,Connor Bedard,CHI,ASSISTS,0.5,120,-160,pinnacle,
2025-10-19,Connor Bedard,CHI,GOALS,0.5,180,-250,fanduel,
2025-10-19,Connor Bedard,CHI,POINTS,0.5,-168,130,draftkings,
2025-10-19,Connor Bedard,CHI,POINTS,0.5,-200,154,fanduel,
2025-10-19,Connor Bedard,CHI,POINTS,0.5,-180,134,pinnacle,
2025-10-19,Connor Bedard,CHI,SOG,2.5,-130,100,draftkings,
2025-10-19,Connor Bedard,CHI,SOG,2.5,-130,100,fanduel,
2025-10-19,Connor Bedard,CHI,SOG,2.5,-131,-102,pinnacle,
2025-10-19,Leo Carlsson,ANA,ASSISTS,0.5,135,-175,draftkings,
2025-10-19,Leo Carlsson,ANA,GOALS,0.5,240,-350,fanduel,
2025-10-19,Leo Carlsson,ANA,POINTS,0.5,-148,115,draftkings,
2025-10-19,Leo Carlsson,ANA,POINTS,0.5,-146,114,fanduel,
2025-10-19,Leo Carlsson,ANA,SOG,1.5,-175,135,draftkings,
2025-10-19,Leo Carlsson,ANA,SOG,1.5,-188,142,fanduel,
2025-10-19,Ryan Leonard,WSH,SOG,1.5,-115,-113,fanduel,
2025-10-19,Emmitt Finnie,DET,GOALS,0.5,360,-600,fanduel,
2025-10-19,Beckett Sennecke,ANA,ASSISTS,0.5,195,-265,draftkings,
2025-10-19,Beckett Sennecke,ANA,ASSISTS,0.5,213,-300,pinnacle,
2025-10-19,Beckett Sennecke,ANA,GOALS,0.5,300,-450,fanduel,
2025-10-19,Beckett Sennecke,ANA,POINTS,0.5,105,-135,draftkings,
2025-10-19,Beckett Sennecke,ANA,POINTS,0.5,104,-132,fanduel,
2025-10-19,Beckett Sennecke,ANA,POINTS,0.5,105,-139,pinnacle,
2025-10-19,Beckett Sennecke,ANA,SOG,1.5,-154,120,draftkings,
2025-10-19,Beckett Sennecke,ANA,SOG,1.5,-170,130,fanduel,
2025-10-19,Beckett Sennecke,ANA,SOG,1.5,-175,129,pinnacle,
2025-10-19,David Tomasek,EDM,ASSISTS,0.5,230,-320,draftkings,
2025-10-19,David Tomasek,EDM,ASSISTS,0.5,249,-361,pinnacle,
2025-10-19,David Tomasek,EDM,GOALS,0.5,320,-490,fanduel,
2025-10-19,David Tomasek,EDM,POINTS,0.5,126,-162,draftkings,
2025-10-19,David Tomasek,EDM,POINTS,0.5,122,-156,fanduel,
2025-10-19,David Tomasek,EDM,POINTS,0.5,127,-175,pinnacle,
2025-10-19,David Tomasek,EDM,SOG,1.5,-140,108,fanduel,
