date,home,away,market,bet,price,model_prob,ev,edge,book,result
2025-10-02T23:00:00Z,Tampa Bay Lightning,Florida Panthers,puckline,home_pl_-1.5,200.0,0.5126388746235027,0.5379,0.1945,bovada,
2025-10-02T23:00:00Z,Tampa Bay Lightning,Florida Panthers,moneyline,home_ml,-105.0,0.719667030907963,0.4051,0.2305,bovada,
2025-10-03T01:00:00Z,Utah Mammoth,Los Angeles Kings,puckline,away_pl_+1.5,-110.0,0.6433032611982867,0.2281244077421838,,,
2025-10-03T01:00:00Z,Utah Mammoth,Los Angeles Kings,moneyline,home_ml,-110.0,0.6203953225270523,0.1844,0.1204,bovada,
2025-10-02T23:00:00Z,Toronto Maple Leafs,Detroit Red Wings,puckline,home_pl_-1.5,145.0,0.4713996278841021,0.1549,0.0806,bovada,
2025-10-02T23:00:00Z,Washington Capitals,Boston Bruins,puckline,home_pl_-1.5,130.0,0.4994012015524202,0.1486,0.0824,draftkings,
2025-10-02T23:00:00Z,Tampa Bay Lightning,Florida Panthers,totals,over,-115.0,0.6101531088797119,0.1407,0.0993,bovada,
2025-10-02T23:00:00Z,New York Rangers,New Jersey Devils,moneyline,home_ml,-105.0,0.5791141266298446,0.1307,0.0899,bovada,
2025-10-03T01:00:00Z,Utah Mammoth,Los Angeles Kings,totals,under,-110.0,0.5850821880422026,0.0938,0.0742,,
2025-10-02T23:00:00Z,Toronto Maple Leafs,Detroit Red Wings,moneyline,home_ml,-175.0,0.69511401847747,0.0923,0.0859,bovada,
2025-10-02T23:00:00Z,Washington Capitals,Boston Bruins,moneyline,home_ml,-198.0,0.7149413731608267,0.076,0.078,draftkings,
2025-10-03T00:00:00Z,St. Louis Blues,Ottawa Senators,puckline,away_pl_+1.5,-215.0,0.7288700119905376,0.0679,0.0765,bovada,
2025-10-02T23:00:00Z,Washington Capitals,Boston Bruins,totals,over,-112.0,0.5520828192168352,0.045,0.0478,draftkings,
2025-10-02T23:00:00Z,New York Rangers,New Jersey Devils,puckline,home_pl_-1.5,200.0,0.3463028726855522,0.0389,0.0281,bovada,
2025-10-03T00:00:00Z,St. Louis Blues,Ottawa Senators,moneyline,away_ml,110.0,0.4912660822967442,0.0317,0.034,bovada,
2025-10-02T23:00:00Z,Philadelphia Flyers,New York Islanders,puckline,away_pl_+1.5,-250.0,0.7211453188929613,0.0096,0.0393,bovada,
2025-10-02T23:00:00Z,Toronto Maple Leafs,Detroit Red Wings,totals,over,-105.0,0.5143609502955244,0.0042,0.0252,bovada,
