date,home,away,market,bet,price,model_prob,ev,edge,book,result
2025-09-29T22:00:00Z,Florida Panthers,Carolina Hurricanes,puckline,home_pl_-1.5,210.0,0.6561755854210987,1.0341,0.3474,bovada,
2025-09-29T22:00:00Z,Florida Panthers,Carolina Hurricanes,moneyline,home_ml,-120.0,0.8386718724901709,0.5376,0.3169,bovada,
2025-09-29T23:00:00Z,Boston Bruins,Philadelphia Flyers,puckline,home_pl_-1.5,115.0,0.7002773470326435,0.5056,0.2567,bovada,
2025-09-29T23:00:00Z,Detroit Red Wings,Pittsburgh Penguins,puckline,home_pl_-1.5,145.0,0.5980394471814463,0.4652,0.2073,bovada,
2025-09-29T23:00:00Z,Boston Bruins,Philadelphia Flyers,moneyline,home_ml,-200.0,0.8664358228279957,0.2997,0.2279,bovada,
2025-09-30T02:00:00Z,Seattle Kraken,Calgary Flames,puckline,home_pl_-1.5,150.0,0.5166146238485072,0.2915,0.1331,bovada,
2025-09-29T23:00:00Z,Detroit Red Wings,Pittsburgh Penguins,moneyline,home_ml,-165.0,0.8025928261770802,0.289,0.2086,bovada,
2025-09-30T02:00:00Z,Seattle Kraken,Calgary Flames,moneyline,home_ml,-155.0,0.7621567820138399,0.2539,0.1792,bovada,
2025-09-29T22:00:00Z,Florida Panthers,Carolina Hurricanes,totals,over,-120.0,0.6290124784486103,0.1532,0.1073,bovada,
2025-09-30T02:00:00Z,Seattle Kraken,Calgary Flames,totals,under,-110.0,0.5803001074370919,0.0849,0.0695,,
2025-09-30T02:00:00Z,Anaheim Ducks,San Jose Sharks,totals,under,-110.0,0.5513084727908503,0.0764,0.0621,,
2025-09-29T23:00:00Z,New York Islanders,New York Rangers,moneyline,home_ml,-210.0,0.7077954116242188,0.0448,0.0613,bovada,
2025-09-30T02:00:00Z,Anaheim Ducks,San Jose Sharks,puckline,away_pl_+1.5,-165.0,0.6449524401396233,0.0358,0.0509,bovada,
2025-09-29T23:00:00Z,New York Islanders,New York Rangers,puckline,home_pl_-1.5,115.0,0.4773176077896242,0.0262,0.0337,bovada,
