market,player,team,line,over_price,under_price,proj_lambda,p_over,ev_over,book
GOALS,Aliaksei Protas,,0.5,350,-550.0,0.3,0.25918177931828207,0.16631800693226928,fanduel
ASSISTS,Connor McMichael,,0.5,250,-350.0,0.4,0.32967995396436056,0.1538798388752619,draftkings
POINTS,Jakob Chychrun,,0.5,128,-167.0,0.7,0.5034146962085905,0.14778550735558638,betonlineag
SOG,Taylor Raddysh,,1.5,-108,-120.0,2.0,0.5939941502901616,0.14398873389216305,betonlineag
POINTS,John Carlson,,0.5,126,-162.0,0.7,0.5034146962085905,0.1377172134314144,draftkings
POINTS,Will Cuylle,,0.5,126,-162.0,0.7,0.5034146962085905,0.1377172134314144,fanduel
POINTS,Jakob Chychrun,,0.5,126,-162.0,0.7,0.5034146962085905,0.1377172134314144,draftkings
POINTS,Jakob Chychrun,,0.5,124,-160.0,0.7,0.5034146962085905,0.12764891950724278,fanduel
POINTS,John Carlson,,0.5,120,-156.0,0.7,0.5034146962085905,0.10751233165889917,betonlineag
GOALS,Connor McMichael,,0.5,320,-490.0,0.3,0.25918177931828207,0.0885634731367847,fanduel
POINTS,John Carlson,,0.5,116,-148.0,0.7,0.5034146962085905,0.08737574381055546,fanduel
GOALS,Will Borgen,,2.5,30000,,0.3,0.003599493183089468,0.08344744810992999,betrivers
SAVES,Total Saves,,24.5,100,-130.0,25.0,0.5266015314436506,0.053203062887301256,bovada
POINTS,Connor McMichael,,0.5,109,-141.0,0.7,0.5034146962085905,0.052136715075953965,betonlineag
SOG,Aliaksei Protas,,1.5,-130,100.0,2.0,0.5939941502901616,0.05091272743643965,draftkings
SOG,Aliaksei Protas,,1.5,-130,100.0,2.0,0.5939941502901616,0.05091272743643965,bovada
SOG,Ryan Leonard,,1.5,-130,100.0,2.0,0.5939941502901616,0.05091272743643965,fanduel
SOG,Ryan Leonard,,1.5,-130,100.0,2.0,0.5939941502901616,0.05091272743643965,betonlineag
SOG,Aliaksei Protas,,1.5,-132,-103.0,2.0,0.5939941502901616,0.04398971869179913,williamhill_us
SOG,Aliaksei Protas,,1.5,-133,103.0,2.0,0.5939941502901616,0.040606293365471,betonlineag
GOALS,Pierre-Luc Dubois,,0.5,300,-450.0,0.3,0.25918177931828207,0.036727117273128274,fanduel
SOG,Aliaksei Protas,,1.5,-135,104.0,2.0,0.5939941502901616,0.03398981717176269,fanduel
POINTS,Connor McMichael,,0.5,105,-135.0,0.7,0.5034146962085905,0.032000127227610364,draftkings
POINTS,Aliaksei Protas,,0.5,104,-132.0,0.7,0.5034146962085905,0.026965980265524547,fanduel
POINTS,Connor McMichael,,0.5,104,-132.0,0.7,0.5034146962085905,0.026965980265524547,fanduel
SOG,Adam Fox,,1.5,-140,108.0,2.0,0.5939941502901616,0.01827568621170561,fanduel
POINTS,Aliaksei Protas,,0.5,102,-132.0,0.7,0.5034146962085905,0.016897686341352802,betonlineag
SOG,Dylan Strome,,1.5,-141,105.0,2.0,0.5939941502901616,0.015266597304460616,williamhill_us
SOG,Dylan Strome,,1.5,-142,110.0,2.0,0.5939941502901616,0.012299889931120356,draftkings
SOG,Tom Wilson,,1.5,-142,110.0,2.0,0.5939941502901616,0.012299889931120356,draftkings
SOG,Dylan Strome,,1.5,-144,110.0,2.0,0.5939941502901616,0.006490087991662619,fanduel
SOG,Dylan Strome,,1.5,-145,110.0,2.0,0.5939941502901616,0.003645288421307513,bovada
SOG,Dylan Strome,,1.5,-145,111.0,2.0,0.5939941502901616,0.003645288421307513,betonlineag
SOG,Tom Wilson,,1.5,-145,110.0,2.0,0.5939941502901616,0.003645288421307513,bovada
SOG,Tom Wilson,,1.5,-147,114.0,2.0,0.5939941502901616,-0.001928196451225217,betonlineag
SOG,Tom Wilson,,1.5,-148,105.0,2.0,0.5939941502901616,-0.004658450865134667,williamhill_us
SOG,John Carlson,,1.5,-148,115.0,2.0,0.5939941502901616,-0.004658450865134667,draftkings
SOG,J.T. Miller,,1.5,-148,114.0,2.0,0.5939941502901616,-0.004658450865134667,fanduel
GOALS,Scott Morrow,,2.5,27500,,0.3,0.003599493183089468,-0.006539881467306774,betrivers
GOALS,Matt Roy,,2.5,27500,,0.3,0.003599493183089468,-0.006539881467306774,betrivers
GOALS,Rasmus Sandin,,2.5,27500,,0.3,0.003599493183089468,-0.006539881467306774,betrivers
SOG,John Carlson,,1.5,-150,115.0,2.0,0.5939941502901616,-0.010009749516397493,bovada
POINTS,Alexis Lafrenière,,0.5,-104,-122.0,0.7,0.5034146962085905,-0.012532711283149367,fanduel
SOG,Tom Wilson,,1.5,-152,116.0,2.0,0.5939941502901616,-0.015220224518942671,fanduel
POINTS,Aliaksei Protas,,0.5,-105,-125.0,0.7,0.5034146962085905,-0.01714273597370436,draftkings
SOG,Connor McMichael,,1.5,-154,120.0,2.0,0.5939941502901616,-0.020295362508434833,draftkings
SOG,J.T. Miller,,1.5,-154,120.0,2.0,0.5939941502901616,-0.020295362508434833,draftkings
SOG,J.T. Miller,,1.5,-154,119.0,2.0,0.5939941502901616,-0.020295362508434833,betonlineag
SOG,John Carlson,,1.5,-154,118.0,2.0,0.5939941502901616,-0.020295362508434833,betonlineag
SOG,Connor McMichael,,1.5,-155,120.0,2.0,0.5939941502901616,-0.022783817264573014,bovada
SOG,J.T. Miller,,1.5,-155,120.0,2.0,0.5939941502901616,-0.022783817264573014,bovada
SOG,Connor McMichael,,1.5,-156,120.0,2.0,0.5939941502901616,-0.025240368754606723,fanduel
SOG,John Carlson,,1.5,-156,120.0,2.0,0.5939941502901616,-0.025240368754606723,fanduel
SOG,Adam Fox,,1.5,-156,121.0,2.0,0.5939941502901616,-0.025240368754606723,betonlineag
ASSISTS,Aliaksei Protas,,0.5,195,-265.0,0.4,0.32967995396436056,-0.02744413580513627,draftkings
SOG,John Carlson,,1.5,-157,115.0,2.0,0.5939941502901616,-0.027665626595085924,williamhill_us
SOG,Connor McMichael,,1.5,-157,115.0,2.0,0.5939941502901616,-0.027665626595085924,williamhill_us
SOG,J.T. Miller,,1.5,-159,115.0,2.0,0.5939941502901616,-0.03242462311225264,williamhill_us
SOG,Connor McMichael,,1.5,-161,124.0,2.0,0.5939941502901616,-0.037065383691104625,betonlineag
POINTS,Pierre-Luc Dubois,,0.5,-110,-120.0,0.7,0.5034146962085905,-0.03893557996541813,draftkings
SOG,Will Cuylle,,1.5,-162,126.0,2.0,0.5939941502901616,-0.039342793975170764,draftkings
SOG,Adam Fox,,1.5,-162,126.0,2.0,0.5939941502901616,-0.039342793975170764,draftkings
GOALS,Conor Sheary,,1.5,2500,,0.3,0.03693631311376678,-0.0396558590420637,betrivers
POINTS,Alexis Lafrenière,,0.5,-111,-116.0,0.7,0.5034146962085905,-0.04305855045033696,betonlineag
SOG,Will Cuylle,,1.5,-164,126.0,2.0,0.5939941502901616,-0.04381429465486181,betonlineag
ASSISTS,Jakob Chychrun,,0.5,190,-255.0,0.4,0.32967995396436056,-0.04392813350335445,draftkings
ASSISTS,Alex Ovechkin,,0.5,190,-255.0,0.4,0.32967995396436056,-0.04392813350335445,draftkings
SOG,Will Cuylle,,1.5,-165,125.0,2.0,0.5939941502901616,-0.04600939498852846,bovada
SOG,Total Shots On Goal,,1.5,-165,125.0,2.0,0.5939941502901616,-0.04600939498852846,bovada
POINTS,Pierre-Luc Dubois,,0.5,-112,-115.0,0.7,0.5034146962085905,-0.04710789646231095,betonlineag
SOG,Alexis Lafrenière,,1.5,-168,130.0,2.0,0.5939941502901616,-0.05243790310855173,draftkings
SOG,Will Cuylle,,1.5,-170,125.0,2.0,0.5939941502901616,-0.056597526009743326,williamhill_us
SOG,Adam Fox,,1.5,-170,130.0,2.0,0.5939941502901616,-0.056597526009743326,bovada
SOG,Alexis Lafrenière,,1.5,-170,130.0,2.0,0.5939941502901616,-0.056597526009743326,bovada
SOG,Will Cuylle,,1.5,-170,130.0,2.0,0.5939941502901616,-0.056597526009743326,fanduel
POINTS,Alexis Lafrenière,,0.5,-115,-115.0,0.7,0.5034146962085905,-0.058833394044809195,draftkings
ASSISTS,Alexis Lafrenière,,0.5,185,-248.0,0.4,0.32967995396436056,-0.060412131201572405,draftkings
SOG,Alexis Lafrenière,,1.5,-175,134.0,2.0,0.5939941502901616,-0.06658062097260325,betonlineag
GOALS,Dylan Strome,,0.5,260,-390.0,0.3,0.25918177931828207,-0.06694559445418458,fanduel
SOG,Alexis Lafrenière,,1.5,-179,130.0,2.0,0.5939941502901616,-0.07416554228516714,williamhill_us
GOALS,Will Cuylle,,1.5,2400,,0.3,0.03693631311376678,-0.07659217215583047,betrivers
GOALS,Ryan Leonard,,1.5,2400,,0.3,0.03693631311376678,-0.07659217215583047,betrivers
POINTS,Adam Fox,,0.5,-120,-106.0,0.7,0.5034146962085905,-0.07707305695091737,fanduel
SOG,Alexis Lafrenière,,1.5,-188,142.0,2.0,0.5939941502901616,-0.09005151444911419,fanduel
POINTS,Pierre-Luc Dubois,,0.5,-125,-102.0,0.7,0.5034146962085905,-0.09385354682453712,fanduel
POINTS,Adam Fox,,0.5,-125,-103.0,0.7,0.5034146962085905,-0.09385354682453712,betonlineag
GOALS,Carson Soucy,,2.5,25000,,0.3,0.003599493183089468,-0.09652721104454343,betrivers
GOALS,Braden Schneider,,2.5,25000,,0.3,0.003599493183089468,-0.09652721104454343,betrivers
GOALS,Vladislav Gavrikov,,2.5,25000,,0.3,0.003599493183089468,-0.09652721104454343,betrivers
GOALS,Declan Chisholm,,2.5,25000,,0.3,0.003599493183089468,-0.09652721104454343,betrivers
POINTS,Adam Fox,,0.5,-130,100.0,0.7,0.5034146962085905,-0.10934322978480149,draftkings
POINTS,Tom Wilson,,0.5,-130,100.0,0.7,0.5034146962085905,-0.10934322978480149,draftkings
POINTS,Tom Wilson,,0.5,-130,102.0,0.7,0.5034146962085905,-0.10934322978480149,fanduel
POINTS,Tom Wilson,,0.5,-130,100.0,0.7,0.5034146962085905,-0.10934322978480149,betonlineag
GOALS,Tom Wilson,,0.5,240,-340.0,0.3,0.25918177931828207,-0.118781950317841,fanduel
ASSISTS,John Carlson,,0.5,165,-218.0,0.4,0.32967995396436056,-0.12634812199444456,draftkings
ASSISTS,Pierre-Luc Dubois,,0.5,160,-212.0,0.4,0.32967995396436056,-0.14283211969266252,draftkings
ASSISTS,Tom Wilson,,0.5,160,-212.0,0.4,0.32967995396436056,-0.14283211969266252,draftkings
POINTS,Alex Ovechkin,,0.5,-147,114.0,0.7,0.5034146962085905,-0.15412632677876303,betonlineag
POINTS,Alex Ovechkin,,0.5,-148,115.0,0.7,0.5034146962085905,-0.15644023878560515,draftkings
POINTS,Alex Ovechkin,,0.5,-158,124.0,0.7,0.5034146962085905,-0.17796840745685855,fanduel
POINTS,Mika Zibanejad,,0.5,-162,126.0,0.7,0.5034146962085905,-0.1858354913169709,draftkings
POINTS,Mika Zibanejad,,0.5,-162,126.0,0.7,0.5034146962085905,-0.1858354913169709,fanduel
GOALS,Sam Carrick,,2.5,22500,,0.3,0.003599493183089468,-0.1865145406217802,betrivers
GOALS,Brandon Duhaime,,2.5,22500,,0.3,0.003599493183089468,-0.1865145406217802,betrivers
POINTS,Mika Zibanejad,,0.5,-164,126.0,0.7,0.5034146962085905,-0.18962512317641528,betonlineag
POINTS,J.T. Miller,,0.5,-166,130.0,0.7,0.5034146962085905,-0.19332343860551165,fanduel
POINTS,Dylan Strome,,0.5,-167,128.0,0.7,0.5034146962085905,-0.19513937791800212,betonlineag
POINTS,Dylan Strome,,0.5,-168,130.0,0.7,0.5034146962085905,-0.19693369890534373,draftkings
POINTS,J.T. Miller,,0.5,-169,129.0,0.7,0.5034146962085905,-0.19870678532478797,betonlineag
POINTS,Dylan Strome,,0.5,-174,136.0,0.7,0.5034146962085905,-0.20726651286693226,fanduel
POINTS,J.T. Miller,,0.5,-175,135.0,0.7,0.5034146962085905,-0.20891976310078642,draftkings
GOALS,Aliaksei Protas,,1.5,2000,,0.3,0.03693631311376678,-0.22433742461089767,betrivers
GOALS,Pierre-Luc Dubois,,1.5,2000,,0.3,0.03693631311376678,-0.22433742461089767,betrivers
ASSISTS,Mika Zibanejad,,0.5,130,-168.0,0.4,0.32967995396436056,-0.24173610588197075,draftkings
SOG,Jakob Chychrun,,2.5,130,-170.0,2.0,0.32332358381693654,-0.256355757221046,bovada
SOG,Jakob Chychrun,,2.5,130,-168.0,2.0,0.32332358381693654,-0.256355757221046,draftkings
SOG,Jakob Chychrun,,2.5,130,-170.0,2.0,0.32332358381693654,-0.256355757221046,fanduel
SOG,Jakob Chychrun,,2.5,130,-179.0,2.0,0.32332358381693654,-0.256355757221046,williamhill_us
SOG,Jakob Chychrun,,2.5,124,-161.0,2.0,0.32332358381693654,-0.275755172250062,betonlineag
GOALS,John Carlson,,2.5,20000,,0.3,0.003599493183089468,-0.27650187019901684,betrivers
GOALS,Justin Sourdif,,2.5,20000,,0.3,0.003599493183089468,-0.27650187019901684,betrivers
POINTS,Artemi Panarin,,0.5,-230,176.0,0.7,0.5034146962085905,-0.2777093489181094,fanduel
POINTS,Artemi Panarin,,0.5,-234,176.0,0.7,0.5034146962085905,-0.2814508182321828,draftkings
GOALS,Connor McMichael,,1.5,1800,,0.3,0.03693631311376678,-0.2982100508384312,betrivers
BLOCKS,1.5,,1.5,-175,135.0,1.5,0.4421745996289252,-0.30515420058311754,bovada
ASSISTS,Dylan Strome,,0.5,110,-142.0,0.4,0.32967995396436056,-0.3076720966748428,draftkings
ASSISTS,J.T. Miller,,0.5,105,-135.0,0.4,0.32967995396436056,-0.3241560943730609,draftkings
ASSISTS,Adam Fox,,0.5,105,-135.0,0.4,0.32967995396436056,-0.3241560943730609,draftkings
GOALS,Mika Zibanejad,,1.5,1700,,0.3,0.03693631311376678,-0.335146363952198,betrivers
GOALS,Matt Rempe,,2.5,18000,,0.3,0.003599493183089468,-0.34849173386080623,betrivers
GOALS,Anthony Beauvillier,,2.5,18000,,0.3,0.003599493183089468,-0.34849173386080623,betrivers
GOALS,Hendrix Lapierre,,2.5,18000,,0.3,0.003599493183089468,-0.34849173386080623,betrivers
GOALS,Nic Dowd,,2.5,18000,,0.3,0.003599493183089468,-0.34849173386080623,betrivers
GOALS,Adam Edstrom,,2.5,18000,,0.3,0.003599493183089468,-0.34849173386080623,betrivers
SOG,Mika Zibanejad,,2.5,-102,-128.0,2.0,0.32332358381693654,-0.3596925104801844,fanduel
SOG,Mika Zibanejad,,2.5,-102,-134.0,2.0,0.32332358381693654,-0.3596925104801844,williamhill_us
GOALS,Alex Ovechkin,,0.5,145,-200.0,0.3,0.25918177931828207,-0.36500464067020894,fanduel
SOG,Mika Zibanejad,,2.5,-106,-122.0,2.0,0.32332358381693654,-0.371654167299161,betonlineag
GOALS,Dylan Strome,,1.5,1600,,0.3,0.03693631311376678,-0.37208267706596476,betrivers
SOG,Mika Zibanejad,,2.5,-110,-120.0,2.0,0.32332358381693654,-0.3827458854403938,bovada
SOG,Mika Zibanejad,,2.5,-110,-120.0,2.0,0.32332358381693654,-0.3827458854403938,draftkings
SOG,Total Shots On Goal,,2.5,-110,-120.0,2.0,0.32332358381693654,-0.3827458854403938,bovada
ASSISTS,Artemi Panarin,,0.5,-115,-115.0,0.4,0.32967995396436056,-0.3836418251970651,draftkings
GOALS,Taylor Raddysh,,2.5,16000,,0.3,0.003599493183089468,-0.4204815975225956,betrivers
GOALS,Juuso Parssinen,,2.5,16000,,0.3,0.003599493183089468,-0.4204815975225956,betrivers
GOALS,Alexis Lafrenière,,1.5,1400,,0.3,0.03693631311376678,-0.4459553032934983,betrivers
GOALS,Tom Wilson,,1.5,1400,,0.3,0.03693631311376678,-0.4459553032934983,betrivers
GOALS,Adam Fox,,2.5,15000,,0.3,0.003599493183089468,-0.45647652935349026,betrivers
GOALS,Noah Laba,,2.5,15000,,0.3,0.003599493183089468,-0.45647652935349026,betrivers
GOALS,Jonny Brodzinski,,2.5,15000,,0.3,0.003599493183089468,-0.45647652935349026,betrivers
SOG,Artemi Panarin,,2.5,-154,120.0,2.0,0.32332358381693654,-0.46672603708115656,draftkings
SOG,Artemi Panarin,,2.5,-155,120.0,2.0,0.32332358381693654,-0.4680805556560076,bovada
SOG,Artemi Panarin,,2.5,-162,120.0,2.0,0.32332358381693654,-0.47709395703680624,williamhill_us
SOG,Artemi Panarin,,2.5,-165,126.0,2.0,0.32332358381693654,-0.4807227290212837,fanduel
GOALS,J.T. Miller,,1.5,1300,,0.3,0.03693631311376678,-0.4828916164072651,betrivers
POINTS,Artemi Panarin,,1.5,209,-286.0,0.7,0.1558049835546038,-0.5185626008162743,betonlineag
GOALS,Jakob Chychrun,,2.5,13000,,0.3,0.003599493183089468,-0.5284663930152796,betrivers
GOALS,Conor Sheary,,2.5,11000,,0.3,0.003599493183089468,-0.600456256677069,betrivers
GOALS,Ryan Leonard,,2.5,11000,,0.3,0.003599493183089468,-0.600456256677069,betrivers
GOALS,Artemi Panarin,,1.5,900,,0.3,0.03693631311376678,-0.6306368688623323,betrivers
SOG,Artemi Panarin,,3.5,158,-208.0,2.0,0.14287653950145296,-0.6313785280862514,betonlineag
GOALS,Will Cuylle,,2.5,10000,,0.3,0.003599493183089468,-0.6364511885079637,betrivers
GOALS,Alex Ovechkin,,1.5,850,,0.3,0.03693631311376678,-0.6491050254192157,betrivers
GOALS,Aliaksei Protas,,2.5,9000,,0.3,0.003599493183089468,-0.6724461203388583,betrivers
GOALS,Pierre-Luc Dubois,,2.5,9000,,0.3,0.003599493183089468,-0.6724461203388583,betrivers
SOG,Total Shots On Goal,,3.5,115,-150.0,2.0,0.14287653950145296,-0.6928154400718761,bovada
SOG,Alex Ovechkin,,3.5,115,-148.0,2.0,0.14287653950145296,-0.6928154400718761,draftkings
SOG,Alex Ovechkin,,3.5,115,-150.0,2.0,0.14287653950145296,-0.6928154400718761,bovada
SOG,Alex Ovechkin,,3.5,112,-146.0,2.0,0.14287653950145296,-0.6971017362569197,fanduel
SOG,Alex Ovechkin,,3.5,110,-150.0,2.0,0.14287653950145296,-0.6999592670469488,williamhill_us
SOG,Alex Ovechkin,,3.5,110,-143.0,2.0,0.14287653950145296,-0.6999592670469488,betonlineag
GOALS,Connor McMichael,,2.5,8000,,0.3,0.003599493183089468,-0.7084410521697531,betrivers
GOALS,Mika Zibanejad,,2.5,8000,,0.3,0.003599493183089468,-0.7084410521697531,betrivers
GOALS,Dylan Strome,,2.5,7500,,0.3,0.003599493183089468,-0.7264385180852004,betrivers
GOALS,Alexis Lafrenière,,2.5,6600,,0.3,0.003599493183089468,-0.7588339567330056,betrivers
GOALS,Tom Wilson,,2.5,6600,,0.3,0.003599493183089468,-0.7588339567330056,betrivers
GOALS,J.T. Miller,,2.5,6000,,0.3,0.003599493183089468,-0.7804309158315424,betrivers
GOALS,Alex Ovechkin,,2.5,4000,,0.3,0.003599493183089468,-0.8524207794933318,betrivers
GOALS,Artemi Panarin,,2.5,4000,,0.3,0.003599493183089468,-0.8524207794933318,betrivers
