date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-02-03,Ryan Nugent-Hopkins,EDM,TOR,BLOCKS,3.5,0.0617,0.9924,8e-06,Under,0.999992
2026-02-03,Yanni Gourde,TBL,BUF,BLOCKS,3.5,0.0636,0.9899,9e-06,Under,0.999991
2026-02-03,Sebastian Aho,CAR,OTT,BLOCKS,3.5,0.0847,1.0072,2.8e-05,Under,0.999972
2026-02-03,Alex Ovechkin,WSH,PHI,BLOCKS,3.5,0.0921,1.0005,4e-05,Under,0.99996
2026-02-03,Beckett Sennecke,ANA,SEA,BLOCKS,3.5,0.0993,0.996,4.9e-05,Under,0.999951
2026-02-03,Chris Kreider,ANA,SEA,BLOCKS,3.5,0.0993,0.996,4.9e-05,Under,0.999951
2026-02-03,Jack Quinn,BUF,TBL,BLOCKS,3.5,0.1051,1.0139,6.4e-05,Under,0.999936
2026-02-03,Drake Batherson,OTT,CAR,BLOCKS,3.5,0.1285,1.0032,0.000128,Under,0.999872
2026-02-03,Dylan Cozens,OTT,CAR,BLOCKS,3.5,0.1285,1.0032,0.000128,Under,0.999872
2026-02-03,Oliver Bjorkstrand,TBL,BUF,BLOCKS,3.5,0.1357,0.9899,0.000148,Under,0.999852
2026-02-03,Curtis Douglas,TBL,BUF,BLOCKS,3.5,0.1371,0.9899,0.000154,Under,0.999846
2026-02-03,Ryan Nugent-Hopkins,EDM,TOR,BLOCKS,2.5,0.0617,0.9924,0.000163,Under,0.999837
2026-02-03,Yanni Gourde,TBL,BUF,BLOCKS,2.5,0.0636,0.9899,0.000173,Under,0.999827
2026-02-03,Anthony Mantha,PIT,NYI,BLOCKS,3.5,0.1433,0.9931,0.00018,Under,0.99982
2026-02-03,Andrei Svechnikov,CAR,OTT,BLOCKS,3.5,0.1444,1.0072,0.000197,Under,0.999803
2026-02-03,Ryan McLeod,BUF,TBL,BLOCKS,3.5,0.1721,1.0139,0.000374,Under,0.999626
2026-02-03,Sebastian Aho,CAR,OTT,BLOCKS,2.5,0.0847,1.0072,0.000401,Under,0.999599
2026-02-03,Alex Ovechkin,WSH,PHI,BLOCKS,2.5,0.0921,1.0005,0.000522,Under,0.999478
