date,player,team,opp,market,line,proj,p_over,p_under,p_push,over_price,under_price,book,side,price,ev,prob,chosen_prob,edge_score,edge_reasons,edge_drivers,proj_lambda
2026-04-27,Bryan Rust,PIT,PHI,SOG,2.5,1.711,0.2458,0.7542092924499421,0.0,-105,-125,draftkings,Under,-125,0.3575767264098958,0.7542092924499421,0.7542092924499421,0.5679298986812786,MODEL UND · CONF60+ · CONS4+ · B2B · MATCHUP+,MODEL UND · CONF60+ · CONS4+ · B2B · MATCHUP+,1.711
2026-04-27,Owen Tippett,PHI,PIT,SOG,2.5,1.838,0.2796,0.7204266683837033,0.0,-122,-108,pinnacle,Under,-108,0.3874883983686138,0.7204266683837033,0.7204266683837033,0.5019355286414704,MODEL UND · CONF60+ · CONS4+ · B2B · MATCHUP+,MODEL UND · CONF60+ · CONS4+ · B2B · MATCHUP+,1.838
2026-04-27,Jack Eichel,VGK,UTA,SOG,3.5,2.649,0.2746,0.7253869054475817,0.0,120,-154,draftkings,Under,-154,0.19641736353042688,0.7253869054475817,0.7253869054475817,0.5007712554392694,JUICE · MODEL UND · CONF60+ · CONS4+ · MATCHUP+,JUICE · MODEL UND · CONF60+ · CONS4+ · MATCHUP+,2.649
2026-04-27,Tomas Hertl,VGK,UTA,SOG,1.5,2.843,0.7762,0.22381735001833658,0.0,-205,154,fanduel,Over,-205,0.15480833289954798,0.7761826499816634,0.7761826499816634,0.5004843889041267,JUICE+ · MODEL OVR · CONF60+ · SINGLE · MATCHUP-,JUICE+ · MODEL OVR · CONF60+ · SINGLE · MATCHUP-,2.843
2026-04-27,Erik Karlsson,PIT,PHI,SOG,2.5,2.08,0.345,0.655037266405847,0.0,-125,-105,draftkings,Under,-105,0.27888228203046317,0.655037266405847,0.655037266405847,0.4885922778460026,MODEL UND · CONF60+ · CONS4+ · B2B · MATCHUP+,MODEL UND · CONF60+ · CONS4+ · B2B · MATCHUP+,2.08
2026-04-27,Porter Martone,PHI,PIT,POINTS,0.5,1.119,0.6735,0.32648935194124107,0.0,-135,105,draftkings,Over,-135,0.1724074243985803,0.6735106480587589,0.6735106480587589,0.4806691032801305,JUICE · MODEL OVR · CONF60+ · CONS3+ · B2B · MATCHUP+,JUICE · MODEL OVR · CONF60+ · CONS3+ · B2B · MATCHUP+,1.119
2026-04-27,Travis Konecny,PHI,PIT,SOG,1.5,2.714,0.7538,0.2461591235787579,0.0,-170,130,fanduel,Over,-170,0.19727668608079635,0.7538408764212421,0.7538408764212421,0.4774785072024859,JUICE+ · MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,JUICE+ · MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,2.714
2026-04-27,Clayton Keller,UTA,VGK,POINTS,0.5,1.46,0.7678,0.2322223685569096,0.0,-238,180,draftkings,Over,-238,0.09037327490657382,0.7677776314430904,0.7677776314430904,0.46449765442816754,JUICE+ · MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,JUICE+ · MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,1.46
2026-04-27,Mark Stone,VGK,UTA,ASSISTS,0.5,0.323,0.2761,0.7238761759318798,0.0,120,-154,draftkings,Under,-154,0.19392564082271085,0.7238761759318798,0.7238761759318798,0.4602231184445806,JUICE · MODEL UND · CONF60+ · CONS3+ · MATCHUP-,JUICE · MODEL UND · CONF60+ · CONS3+ · MATCHUP-,0.323
2026-04-27,Dylan Guenther,UTA,VGK,SOG,3.5,3.062,0.3666,0.6334470917294008,0.0,-115,-115,draftkings,Under,-115,0.18427064975496665,0.6334470917294008,0.6334470917294008,0.4582182317875318,MODEL UND · CONF60+ · CONS4+ · MATCHUP+,MODEL UND · CONF60+ · CONS4+ · MATCHUP+,3.062
2026-04-27,Mitch Marner,VGK,UTA,POINTS,0.5,1.105,0.6686,0.3313534022199951,0.0,-197,146,pinnacle,Over,-197,0.008061114419601279,0.6686465977800049,0.6686465977800049,0.4532132057132767,JUICE+ · MODEL OVR · CONF60+ · CONS3+ · MATCHUP+,JUICE+ · MODEL OVR · CONF60+ · CONS3+ · MATCHUP+,1.105
2026-04-27,Tyson Foerster,PHI,PIT,SOG,1.5,2.53,0.7189,0.2811109730319238,0.0,-154,118,fanduel,Over,-154,0.18570008344085298,0.7188890269680762,0.7188890269680762,0.4495170276399532,JUICE · MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,JUICE · MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,2.53
2026-04-27,Mikhail Sergachev,UTA,VGK,SOG,1.5,2.648,0.7417,0.25833149017965895,0.0,-128,-102,fanduel,Over,-128,0.3210970331174825,0.741668509820341,0.741668509820341,0.4418742494522618,MODEL OVR · CONF60+ · CONS4+ · MATCHUP-,MODEL OVR · CONF60+ · CONS4+ · MATCHUP-,2.648
2026-04-27,Trevor Zegras,PHI,PIT,POINTS,0.5,0.966,0.6194,0.38056530989935355,0.0,-145,114,draftkings,Over,-145,0.04663102810109232,0.6194346901006464,0.6194346901006464,0.43740833691364056,JUICE · MODEL OVR · CONF60+ · CONS3+ · B2B · MATCHUP+,JUICE · MODEL OVR · CONF60+ · CONS3+ · B2B · MATCHUP+,0.966
2026-04-27,JJ Peterka,UTA,VGK,SOG,1.5,2.574,0.7275,0.27252132934269735,0.0,-135,105,draftkings,Over,-135,0.26635176003308236,0.7274786706573027,0.7274786706573027,0.4305223781218311,JUICE · MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,JUICE · MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,2.574
2026-04-27,Pavel Dorofeyev,VGK,UTA,POINTS,0.5,0.394,0.3256,0.6744346956774985,0.0,-110,-118,betmgm,Under,-118,0.24598952252283612,0.6744346956774985,0.6744346956774985,0.421251829052726,MODEL UND · CONF60+ · CONS3+ · MATCHUP-,MODEL UND · CONF60+ · CONS3+ · MATCHUP-,0.394
2026-04-27,Ivan Barbashev,VGK,UTA,POINTS,0.5,0.973,0.622,0.37797671614409556,0.0,-118,-115,betmgm,Over,-118,0.149161660004976,0.6220232838559044,0.6220232838559044,0.4159145545739964,MODEL OVR · CONF60+ · CONS3+ · MATCHUP+,MODEL OVR · CONF60+ · CONS3+ · MATCHUP+,0.973
2026-04-27,Nick Schmaltz,UTA,VGK,SOG,2.5,3.666,0.7088,0.2912331988685124,0.0,-108,-120,fanduel,Over,-108,0.365032357734717,0.7087668011314876,0.7087668011314876,0.415552882501179,MODEL OVR · CONF60+ · CONS4+ · MATCHUP-,MODEL OVR · CONF60+ · CONS4+ · MATCHUP-,3.666
2026-04-27,Shea Theodore,VGK,UTA,POINTS,0.5,0.405,0.3329,0.6671466845705655,0.0,-110,-120,pinnacle,Under,-120,0.22310225504603676,0.6671466845705655,0.6671466845705655,0.4154214201671796,MODEL UND · CONF60+ · CONS3+ · MATCHUP-,MODEL UND · CONF60+ · CONS3+ · MATCHUP-,0.405
2026-04-27,Trevor Zegras,PHI,PIT,SOG,1.5,2.323,0.6743,0.32566507214801765,0.0,-146,112,fanduel,Over,-146,0.13620816610676484,0.6743349278519823,0.6743349278519823,0.4138737483470781,JUICE · MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,JUICE · MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,2.323
2026-04-27,Dylan Guenther,UTA,VGK,POINTS,0.5,1.197,0.6978,0.3021591828881689,0.0,-195,150,draftkings,Over,-195,0.05570790281020599,0.6978408171118311,0.6978408171118311,0.40854820296316,JUICE+ · MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,JUICE+ · MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,1.197
2026-04-27,Evgeni Malkin,PIT,PHI,POINTS,0.5,1.234,0.7089,0.29110222306850086,0.0,-175,130,betmgm,Over,-175,0.11398222089235577,0.7088977769314991,0.7088977769314991,0.40334126205307946,JUICE+ · MODEL OVR · CONF60+ · CONS3+ · B2B · MATCHUP-,JUICE+ · MODEL OVR · CONF60+ · CONS3+ · B2B · MATCHUP-,1.234
2026-04-27,Noah Hanifin,VGK,UTA,SOG,1.5,2.177,0.6398,0.3601715205853089,0.0,-120,-110,draftkings,Over,-120,0.1730188789269338,0.6398284794146911,0.6398284794146911,0.3914010524505489,MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,2.177
2026-04-27,Rasmus Andersson,VGK,UTA,SOG,1.5,2.176,0.6396,0.360377461599518,0.0,-160,122,fanduel,Over,-160,0.03938662490078326,0.639622538400482,0.639622538400482,0.3912362996391816,JUICE+ · MODEL OVR · CONF60+ · CONS4+ · MATCHUP-,JUICE+ · MODEL OVR · CONF60+ · CONS4+ · MATCHUP-,2.176
2026-04-27,Christian Dvorak,PHI,PIT,POINTS,0.5,0.824,0.5615,0.4385088034860336,0.0,105,-135,draftkings,Over,105,0.15105695285363097,0.5614911965139664,0.5614911965139664,0.3910535420442965,MODEL OVR · CONF55+ · CONS3+ · B2B · MATCHUP+,MODEL OVR · CONF55+ · CONS3+ · B2B · MATCHUP+,0.824
2026-04-27,Clayton Keller,UTA,VGK,ASSISTS,0.5,1.137,0.6792,0.32081649029979387,0.0,-128,-103,pinnacle,Over,-128,0.20979562665349216,0.6791835097002061,0.6791835097002061,0.39058362299728144,MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,MODEL OVR · CONF60+ · CONS3+ · MATCHUP-,1.137
2026-04-27,Nick Schmaltz,UTA,VGK,POINTS,0.5,0.597,0.4495,0.5505435899382133,0.0,-168,126,pinnacle,Under,126,0.24422851326036188,0.5505435899382133,0.5505435899382133,0.39015932267687553,MODEL UND · CONF55+ · CONS3+ · MATCHUP+,MODEL UND · CONF55+ · CONS3+ · MATCHUP+,0.597
