gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020711,2026-01-11,Winnipeg Jets,New Jersey Devils,3,4
2025020712,2026-01-11,Boston Bruins,Pittsburgh Penguins,5,2
2025020713,2026-01-11,Nashville Predators,Washington Capitals,6,3
2025020714,2026-01-11,Utah Mammoth,Columbus Blue Jackets,0,1
2025020715,2026-01-11,San Jose Sharks,Vegas Golden Knights,2,2
