date,home,away,market,ev,date_key,total_line_used,model_total,model_spread,period1_home_proj,period1_away_proj,p_home_ml,p_away_ml,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,home_ml_odds,away_ml_odds,home_ml_book,away_ml_book,over_odds,under_odds,over_book,under_book,home_pl_-1.5_odds,away_pl_+1.5_odds,home_pl_-1.5_book,away_pl_+1.5_book,p_f10_yes,p_f10_no,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-05-08T23:00:00Z,Buffalo Sabres,Montréal Canadiens,ev_over,0.0476,2026-05-08,5.5,6.37,0.49,0.93,1.02,0.5566336022117768,0.4433663977882232,0.582008427714218,0.417991572285782,0.2351,0.7649,-135.0,114.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,185.0,-225.0,draftkings,draftkings,0.6578479328659166,0.3421520671340834,,,,,,0.8700000000000001,totals,over,0.582008427714218,-125.0,draftkings,5.5,Over 5.5,0.49458067974907144,total 6.37 vs line 5.5 (+0.87); p=0.582; P1 pace 1.95,MODEL OVR · LINE+
2026-05-09T01:30:00Z,Anaheim Ducks,Vegas Golden Knights,ev_under,0.0278,2026-05-09,6.5,5.98,-0.11,0.96,0.93,0.4785841586419819,0.5214158413580181,0.4351666328515621,0.5648333671484379,0.2651,0.7349,-108.0,-112.0,draftkings,draftkings,102.0,-122.0,draftkings,draftkings,,,draftkings,draftkings,0.6463685465110407,0.3536314534889593,,,,,,-0.5199999999999996,totals,under,0.5648333671484379,-122.0,draftkings,6.5,Under 6.5,0.4685519013593445,total 5.98 vs line 6.5 (-0.52); p=0.565; P1 pace 1.89,MODEL UND · LINE+ · PACE+
2026-05-08T23:00:00Z,Buffalo Sabres,Montréal Canadiens,ev_home_pl_-1.5,-0.33,2026-05-08,5.5,6.37,0.49,0.93,1.02,0.5566336022117768,0.4433663977882232,0.582008427714218,0.417991572285782,0.2351,0.7649,-135.0,114.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,185.0,-225.0,draftkings,draftkings,0.6578479328659166,0.3421520671340834,,,,,,0.8700000000000001,puckline,home_pl_-1.5,0.2351,185.0,draftkings,,Buffalo Sabres -1.5,0.39021671750210224,p=0.235; spread +0.49; cover margin -1.01,MODEL HOME · COVER-
2026-05-08T23:00:00Z,Buffalo Sabres,Montréal Canadiens,ev_away_pl_+1.5,0.1049,2026-05-08,5.5,6.37,0.49,0.93,1.02,0.5566336022117768,0.4433663977882232,0.582008427714218,0.417991572285782,0.2351,0.7649,-135.0,114.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,185.0,-225.0,draftkings,draftkings,0.6578479328659166,0.3421520671340834,,,,,,0.8700000000000001,puckline,away_pl_+1.5,0.7649,-225.0,draftkings,,Montréal Canadiens +1.5,0.35680715420658965,p=0.765; spread +0.49; cover margin -1.99,MODEL AWAY · COVER-
2026-05-08T23:00:00Z,Buffalo Sabres,Montréal Canadiens,ev_home_ml,-0.031,2026-05-08,5.5,6.37,0.49,0.93,1.02,0.5566336022117768,0.4433663977882232,0.582008427714218,0.417991572285782,0.2351,0.7649,-135.0,114.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,185.0,-225.0,draftkings,draftkings,0.6578479328659166,0.3421520671340834,,,,,,0.8700000000000001,moneyline,home_ml,0.5566336022117768,-135.0,draftkings,,Buffalo Sabres,0.3557662437273268,p=0.557; spread +0.49,MODEL HOME · SPREAD+
2026-05-09T01:30:00Z,Anaheim Ducks,Vegas Golden Knights,ev_away_pl_+1.5,0.403,2026-05-09,6.5,5.98,-0.11,0.96,0.93,0.4785841586419819,0.5214158413580181,0.4351666328515621,0.5648333671484379,0.2651,0.7349,-108.0,-112.0,draftkings,draftkings,102.0,-122.0,draftkings,draftkings,,,draftkings,draftkings,0.6463685465110407,0.3536314534889593,,,,,,-0.5199999999999996,puckline,away_pl_+1.5,0.7349,,draftkings,,Vegas Golden Knights +1.5,0.3306549231981634,p=0.735; spread -0.11; cover margin -1.39,MODEL AWAY · COVER-
2026-05-09T01:30:00Z,Anaheim Ducks,Vegas Golden Knights,ev_home_pl_-1.5,-0.4939,2026-05-09,6.5,5.98,-0.11,0.96,0.93,0.4785841586419819,0.5214158413580181,0.4351666328515621,0.5648333671484379,0.2651,0.7349,-108.0,-112.0,draftkings,draftkings,102.0,-122.0,draftkings,draftkings,,,draftkings,draftkings,0.6463685465110407,0.3536314534889593,,,,,,-0.5199999999999996,puckline,home_pl_-1.5,0.2651,,draftkings,,Anaheim Ducks -1.5,0.32389205391964715,p=0.265; spread -0.11; cover margin -1.61,MODEL HOME · COVER-
2026-05-09T01:30:00Z,Anaheim Ducks,Vegas Golden Knights,ev_f10_yes,0.0773,2026-05-09,6.5,5.98,-0.11,0.96,0.93,0.4785841586419819,0.5214158413580181,0.4351666328515621,0.5648333671484379,0.2651,0.7349,-108.0,-112.0,draftkings,draftkings,102.0,-122.0,draftkings,draftkings,,,draftkings,draftkings,0.6463685465110407,0.3536314534889593,,,,,,-0.5199999999999996,first10,f10_yes,0.6463685465110407,,,,Yes,0.31445214239517477,p=0.646; P1 pace 1.89,MODEL YES · PACE-
2026-05-09T01:30:00Z,Anaheim Ducks,Vegas Golden Knights,ev_f10_no,-0.4106,2026-05-09,6.5,5.98,-0.11,0.96,0.93,0.4785841586419819,0.5214158413580181,0.4351666328515621,0.5648333671484379,0.2651,0.7349,-108.0,-112.0,draftkings,draftkings,102.0,-122.0,draftkings,draftkings,,,draftkings,draftkings,0.6463685465110407,0.3536314534889593,,,,,,-0.5199999999999996,first10,f10_no,0.3536314534889593,,,,No,0.31445214239517477,p=0.354; P1 pace 1.89,MODEL NO · PACE-
2026-05-09T01:30:00Z,Anaheim Ducks,Vegas Golden Knights,ev_away_ml,-0.013,2026-05-09,6.5,5.98,-0.11,0.96,0.93,0.4785841586419819,0.5214158413580181,0.4351666328515621,0.5648333671484379,0.2651,0.7349,-108.0,-112.0,draftkings,draftkings,102.0,-122.0,draftkings,draftkings,,,draftkings,draftkings,0.6463685465110407,0.3536314534889593,,,,,,-0.5199999999999996,moneyline,away_ml,0.5214158413580181,-112.0,draftkings,,Vegas Golden Knights,0.2287953043720273,p=0.521; spread -0.11,MODEL AWAY · SPREAD+
