gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020794,2026-01-22,Boston Bruins,Vegas Golden Knights,3,2
2025020795,2026-01-22,Montréal Canadiens,Buffalo Sabres,2,1
2025020796,2026-01-22,Carolina Hurricanes,Chicago Blackhawks,4,2
2025020797,2026-01-22,Columbus Blue Jackets,Dallas Stars,4,3
2025020798,2026-01-22,Nashville Predators,Ottawa Senators,2,5
2025020799,2026-01-22,Winnipeg Jets,Florida Panthers,5,2
2025020800,2026-01-22,Edmonton Oilers,Pittsburgh Penguins,2,5
2025020801,2026-01-22,Minnesota Wild,Detroit Red Wings,1,5
