date,player,team,opp,market,line,book,over_price,under_price,proj_lambda,p_over,side,ev,chosen_prob,source,team_norm,player_norm
2026-02-06,Alex Tuch,BUF,,ASSISTS,0.5,betmgm,140.0,-190.0,0.2789,0.220312,Under,0.1900501052631577,0.7796879999999999,ev,BUF,alex tuch
2026-02-06,Bowen Byram,BUF,,ASSISTS,0.5,betmgm,210.0,-300.0,0.2315,0.190625,Under,0.0791666666666665,0.809375,ev,BUF,bowen byram
2026-02-06,Bowen Byram,BUF,,POINTS,0.5,betmgm,165.0,-220.0,0.2175,0.184562,Under,0.1860916363636364,0.815438,ev,BUF,bowen byram
2026-02-06,Jack Quinn,BUF,,GOALS,0.5,fanduel,270.0,-400.0,0.1806,0.154688,Under,0.05664,0.8453120000000001,ev,BUF,jack quinn
2026-02-06,Jason Zucker,BUF,,ASSISTS,0.5,pinnacle,165.0,-210.0,0.3288,0.258875,Under,0.0940416666666668,0.741125,ev,BUF,jason zucker
2026-02-06,Josh Doan,BUF,,ASSISTS,0.5,betmgm,175.0,-235.0,0.1797,0.152062,Under,0.2087626808510637,0.847938,ev,BUF,josh doan
2026-02-06,Josh Doan,BUF,,GOALS,0.5,fanduel,270.0,-420.0,0.1754,0.150438,Under,0.0518386666666667,0.849562,ev,BUF,josh doan
2026-02-06,Josh Doan,BUF,,POINTS,0.5,pinnacle,-111.0,-119.0,0.3756,0.274687,Under,0.3348197226890756,0.725313,ev,BUF,josh doan
2026-02-06,Owen Power,BUF,,ASSISTS,0.5,betmgm,230.0,-325.0,0.1797,0.152062,Under,0.108842,0.847938,ev,BUF,owen power
2026-02-06,Owen Power,BUF,,POINTS,0.5,draftkings,180.0,-240.0,0.2527,0.202,Under,0.1305000000000001,0.798,ev,BUF,owen power
2026-02-06,Tage Thompson,BUF,,ASSISTS,0.5,draftkings,-105.0,-125.0,0.5375,0.360563,Under,0.1509866,0.639437,ev,BUF,tage thompson
2026-02-06,Tage Thompson,BUF,,GOALS,0.5,fanduel,120.0,-160.0,0.3027,0.235063,Under,0.2430226249999999,0.764937,ev,BUF,tage thompson
