gamePk,date,team,player_id,full_name,position,shots,goals,saves
2025020767,2026-01-18,Dallas Stars,8479414,Nathan Bastian,F,3,0,0
2025020767,2026-01-18,Dallas Stars,8473994,Jamie Benn,F,2,0,0
2025020767,2026-01-18,Dallas Stars,8476278,Colin Blackwell,F,0,0,0
2025020767,2026-01-18,Dallas Stars,8482145,Mavrik Bourque,F,0,0,0
2025020767,2026-01-18,Dallas Stars,8480840,Oskar Bäck,F,1,0,0
2025020767,2026-01-18,Dallas Stars,8475168,Matt Duchene,F,0,1,0
2025020767,2026-01-18,Dallas Stars,8477454,Adam Erne,F,3,0,0
2025020767,2026-01-18,Dallas Stars,8476889,Radek Faksa,F,3,0,0
2025020767,2026-01-18,Dallas Stars,8478449,Roope Hintz,F,0,0,0
2025020767,2026-01-18,Dallas Stars,8484829,Justin Hryckowian,F,0,0,0
2025020767,2026-01-18,Dallas Stars,8482740,Wyatt Johnston,F,3,0,0
2025020767,2026-01-18,Dallas Stars,8478420,Mikko Rantanen,F,2,0,0
2025020767,2026-01-18,Dallas Stars,8480027,Jason Robertson,F,5,0,0
2025020767,2026-01-18,Dallas Stars,8475794,Tyler Seguin,F,0,0,0
2025020767,2026-01-18,Dallas Stars,8479351,Sam Steel,F,0,0,0
2025020767,2026-01-18,Dallas Stars,8483425,Lian Bichsel,D,0,0,0
2025020767,2026-01-18,Dallas Stars,8478476,Kyle Capobianco,D,1,0,0
2025020767,2026-01-18,Dallas Stars,8481581,Thomas Harley,D,0,0,0
2025020767,2026-01-18,Dallas Stars,8480036,Miro Heiskanen,D,3,1,0
2025020767,2026-01-18,Dallas Stars,8476902,Esa Lindell,D,2,0,0
2025020767,2026-01-18,Dallas Stars,8480878,Nils Lundkvist,D,3,0,0
2025020767,2026-01-18,Dallas Stars,8480950,Ilya Lyubushkin,D,1,0,0
2025020767,2026-01-18,Dallas Stars,8475755,Alexander Petrovic,D,0,0,0
2025020767,2026-01-18,Dallas Stars,8479193,Casey DeSmith,G,0,0,0
2025020767,2026-01-18,Dallas Stars,8479979,Jake Oettinger,G,0,0,33
2025020767,2026-01-18,Tampa Bay Lightning,8477416,Oliver Bjorkstrand,F,4,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8478519,Anthony Cirelli,F,1,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8480876,Curtis Douglas,F,2,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8482090,Jack Finley,F,0,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8476878,Zemgus Girgensons,F,0,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8482201,Gage Goncalves,F,0,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8476826,Yanni Gourde,F,2,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8477404,Jake Guentzel,F,1,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8479542,Brandon Hagel,F,1,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8480995,Pontus Holmberg,F,2,1,0
2025020767,2026-01-18,Tampa Bay Lightning,8483752,Dominic James,F,2,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8476453,Nikita Kucherov,F,2,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8477426,Nick Paul,F,0,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8481592,Jakob Pelletier,F,4,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8478010,Brayden Point,F,0,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8483398,Declan Carlile,D,1,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8478416,Erik Cernak,D,2,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8481719,Max Crozier,D,3,1,0
2025020767,2026-01-18,Tampa Bay Lightning,8480426,Charle-Edouard D'Astous,D,2,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8475167,Victor Hedman,D,0,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8482929,Emil Lilleberg,D,1,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8481547,Simon Lundmark,D,3,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8474151,Ryan McDonagh,D,1,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8482655,J.J. Moser,D,1,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8478178,Darren Raddysh,D,0,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8477992,Jonas Johansson,G,0,0,0
2025020767,2026-01-18,Tampa Bay Lightning,8476883,Andrei Vasilevskiy,G,0,0,30
2025020768,2026-01-18,Detroit Red Wings,8478891,Mason Appleton,F,4,1,0
2025020768,2026-01-18,Detroit Red Wings,8477456,J.T. Compher,F,1,2,0
2025020768,2026-01-18,Detroit Red Wings,8477429,Andrew Copp,F,0,0,0
2025020768,2026-01-18,Detroit Red Wings,8479337,Alex DeBrincat,F,2,0,0
2025020768,2026-01-18,Detroit Red Wings,8484471,Emmitt Finnie,F,0,0,0
2025020768,2026-01-18,Detroit Red Wings,8474141,Patrick Kane,F,1,0,0
2025020768,2026-01-18,Detroit Red Wings,8483464,Marco Kasper,F,1,0,0
2025020768,2026-01-18,Detroit Red Wings,8477946,Dylan Larkin,F,0,0,0
2025020768,2026-01-18,Detroit Red Wings,8479992,Michael Rasmussen,F,2,0,0
2025020768,2026-01-18,Detroit Red Wings,8482078,Lucas Raymond,F,0,1,0
2025020768,2026-01-18,Detroit Red Wings,8481725,Elmer Soderblom,F,0,0,0
2025020768,2026-01-18,Detroit Red Wings,8474037,James van Riemsdyk,F,1,0,0
2025020768,2026-01-18,Detroit Red Wings,8480879,Jacob Bernard-Docker,D,1,1,0
2025020768,2026-01-18,Detroit Red Wings,8475279,Ben Chiarot,D,3,0,0
2025020768,2026-01-18,Detroit Red Wings,8482762,Simon Edvinsson,D,1,0,0
2025020768,2026-01-18,Detroit Red Wings,8476979,Erik Gustafsson,D,0,0,0
2025020768,2026-01-18,Detroit Red Wings,8474612,Travis Hamonic,D,0,0,0
2025020768,2026-01-18,Detroit Red Wings,8481607,Albert Johansson,D,3,0,0
2025020768,2026-01-18,Detroit Red Wings,8484223,Axel Sandin-Pellikka,D,5,0,0
2025020768,2026-01-18,Detroit Red Wings,8481542,Moritz Seider,D,0,0,0
2025020768,2026-01-18,Detroit Red Wings,8476434,John Gibson,G,0,0,18
2025020768,2026-01-18,Detroit Red Wings,8475660,Cam Talbot,G,0,0,0
2025020768,2026-01-18,Ottawa Senators,8478020,Michael Amadio,F,1,0,0
2025020768,2026-01-18,Ottawa Senators,8480208,Drake Batherson,F,2,0,0
