date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2025-11-03,Colton Parayko,STL,POINTS,0.5,0.9,0.5422,215,-290,fanduel,Over,0.7078,0.9,0.7078
2025-11-03,Oliver Ekman-Larsson,TOR,POINTS,0.5,0.9,0.5422,202,-283,pinnacle,Over,0.6373,0.9,0.6373
2025-11-03,Oliver Ekman-Larsson,TOR,POINTS,0.5,0.9,0.5422,195,-265,draftkings,Over,0.5993,0.9,0.5993
2025-11-03,Colton Parayko,STL,POINTS,0.5,0.9,0.5422,195,-271,pinnacle,Over,0.5993,0.9,0.5993
2025-11-03,Colton Parayko,STL,POINTS,0.5,0.9,0.5422,190,-255,draftkings,Over,0.5722,0.9,0.5722
2025-11-03,Kris Letang,PIT,POINTS,0.5,0.9,0.5422,182,-252,pinnacle,Over,0.5289,0.9,0.5289
2025-11-03,Connor McDavid,EDM,POINTS,1.5,0.9,0.2022,-116,-114,pinnacle,Under,0.4976,0.9,0.4976
2025-11-03,Kris Letang,PIT,POINTS,0.5,0.9,0.5422,176,-234,draftkings,Over,0.4963,0.9,0.4963
2025-11-03,Connor McDavid,EDM,POINTS,1.5,0.9,0.2022,-111,-115,fanduel,Under,0.4915,0.9,0.4915
2025-11-03,Connor McDavid,EDM,POINTS,1.5,0.9,0.2022,-115,-115,draftkings,Under,0.4915,0.9,0.4915
2025-11-03,Filip Forsberg,NSH,SOG,2.5,2.4,0.394,-195,144,pinnacle,Under,0.4787,2.4,0.4787
2025-11-03,Andrew Mangiapane,EDM,POINTS,0.5,0.9,0.5422,172,-225,fanduel,Over,0.4747,0.9,0.4747
2025-11-03,Leon Draisaitl,EDM,ASSISTS,0.5,0.45,0.3553,-171,128,pinnacle,Under,0.47,0.45,0.47
2025-11-03,Bobby McMann,TOR,ASSISTS,0.5,0.45,0.3553,313,-480,pinnacle,Over,0.4673,0.45,0.4673
2025-11-03,Auston Matthews,TOR,SOG,4.5,2.4,0.0959,126,-162,draftkings,Under,0.4622,2.4,0.4622
2025-11-03,Leon Draisaitl,EDM,ASSISTS,0.5,0.45,0.3553,-162,126,draftkings,Under,0.4571,0.45,0.4571
2025-11-03,Colton Parayko,STL,SOG,1.5,2.4,0.6916,110,-142,draftkings,Over,0.4523,2.4,0.4523
