market,player,team,line,over_price,under_price,proj_lambda,p_over,ev_over,book
SOG,Matvei Michkov,,2.5,115,-148.0,3.3,0.6405735336749161,0.3772330974010696,draftkings
GOALS,Artturi Lehkonen,,0.5,250,-360.0,0.5,0.39346934028736646,0.37714269100578257,fanduel
POINTS,Brendan Gallagher,,0.5,150,-200.0,0.8,0.5506710358827782,0.37667758970694554,betmgm
POINTS,Brendan Gallagher,,0.5,150,-198.0,0.8,0.5506710358827782,0.37667758970694554,draftkings
GOALS,Nathan MacKinnon,,2.5,2800,,0.8,0.047422596071490235,0.3752552860732168,betrivers
SOG,Matvei Michkov,,2.5,114,-148.0,3.3,0.6405735336749161,0.3708273620643202,fanduel
POINTS,Mike Matheson,,0.5,172,-225.0,0.7,0.5034146962085905,0.369287973687366,fanduel
SOG,Luke Hughes,,1.5,-135,100.0,2.9,0.7854094417800117,0.36719421346890924,betmgm
POINTS,Dmitri Voronkov,,0.5,130,-166.0,0.9,0.5934303402594008,0.36488978259662164,fanduel
POINTS,Mike Matheson,,0.5,171,-227.0,0.7,0.5034146962085905,0.36425382672528017,betonlineag
SOG,Jonathan Drouin,,1.5,140,-186.0,1.9,0.5662510042543581,0.35900241021045953,betrivers
SOG,Sam Reinhart,,2.5,100,-130.0,3.5,0.6791528011378658,0.3583056022757316,fanduel
GOALS,J.T. Miller,,1.5,1400,,0.5,0.09020401043104986,0.35306015646574795,betrivers
POINTS,Dmitri Voronkov,,0.5,128,-167.0,0.9,0.5934303402594008,0.3530211757914339,betonlineag
ASSISTS,Michael Bunting,,0.5,310,-455.0,0.4,0.3296799539643607,0.3516878112538786,draftkings
SOG,Dmitri Voronkov,,1.5,-132,102.0,2.8,0.7689217620241717,0.35143824840612004,fanduel
SOG,Kyle Palmieri,,2.5,154,-205.0,2.8,0.5305463165333175,0.3475876439946265,fanduel
SOG,Matvei Michkov,,2.5,110,-155.0,3.3,0.6405735336749161,0.3452044207173238,betmgm
SOG,Matvei Michkov,,2.5,110,-150.0,3.3,0.6405735336749161,0.3452044207173238,williamhill_us
POINTS,Dmitri Voronkov,,0.5,126,-162.0,0.9,0.5934303402594008,0.3411525689862457,draftkings
SOG,Nico Hischier,,2.5,142,-188.0,2.9,0.5540368014428195,0.34076905949162317,fanduel
GOALS,Nathan MacKinnon,,1.5,600,,0.8,0.1912078645890011,0.33845505212300775,betrivers
ASSISTS,Tyson Foerster,,0.5,240,-325.0,0.5,0.39346934028736646,0.3377957569770459,betmgm
ASSISTS,Mackie Samoskevich,,0.5,240,-350.0,0.5,0.39346934028736646,0.3377957569770459,betmgm
GOALS,Adam Fantilli,,0.5,240,-350.0,0.5,0.39346934028736646,0.3377957569770459,fanduel
SOG,Nico Hischier,,2.5,141,-185.0,2.9,0.5540368014428195,0.33522869147719514,betonlineag
POINTS,Dmitri Voronkov,,0.5,125,-165.0,0.9,0.5934303402594008,0.33521826558365175,betmgm
POINTS,Mike Matheson,,0.5,165,-218.0,0.7,0.5034146962085905,0.3340489449527647,draftkings
SOG,Sam Reinhart,,2.5,-104,-130.0,3.5,0.6791528011378658,0.3321843406935061,williamhill_us
GOALS,Aaron Ekblad,,1.5,7500,,0.2,0.017523096306421772,0.3317553192880546,betrivers
SOG,Matthew Schaefer,,1.5,-185,130.0,3.5,0.8641117745995668,0.33119922032906235,betmgm
GOALS,Connor Brown,,1.5,3500,,0.3,0.03693631311376678,0.329707272095604,betrivers
SOG,Nico Hischier,,2.5,140,-185.0,2.9,0.5540368014428195,0.3296883234627668,bovada
SOG,Nico Hischier,,2.5,140,-182.0,2.9,0.5540368014428195,0.3296883234627668,draftkings
SOG,Nico Hischier,,2.5,140,-193.0,2.9,0.5540368014428195,0.3296883234627668,williamhill_us
SOG,Tony DeAngelo,,1.5,-123,-105.0,2.6,0.7326151184283981,0.3282371659311608,betonlineag
POINTS,Anton Lundell,,0.5,110,-142.0,1.0,0.6321205588285577,0.32745317353997117,draftkings
SOG,Kyle Palmieri,,2.5,150,-200.0,2.8,0.5305463165333175,0.3263657913332938,betrivers
SOG,Matthew Schaefer,,1.5,-188,145.0,3.5,0.8641117745995668,0.32374569725891084,draftkings
SOG,Matthew Schaefer,,1.5,-188,142.0,3.5,0.8641117745995668,0.32374569725891084,fanduel
SOG,Dmitri Voronkov,,1.5,-139,107.0,2.8,0.7689217620241717,0.3221028857825686,betonlineag
ASSISTS,Vince Dunn,,0.5,140,-182.0,0.8,0.5506710358827782,0.3216104861186677,draftkings
POINTS,Anton Lundell,,0.5,109,-141.0,1.0,0.6321205588285577,0.3211319679516854,betonlineag
SOG,Nino Niederreiter,,1.5,-110,-125.0,2.4,0.6915589588159976,0.3202489213759955,betmgm
SOG,Nino Niederreiter,,1.5,-110,-120.0,2.4,0.6915589588159976,0.3202489213759955,bovada
SOG,Nino Niederreiter,,1.5,-110,-120.0,2.4,0.6915589588159976,0.3202489213759955,draftkings
SOG,Matthew Schaefer,,1.5,-190,145.0,3.5,0.8641117745995668,0.3189074454414439,bovada
SOG,Matthew Schaefer,,1.5,-190,135.0,3.5,0.8641117745995668,0.3189074454414439,williamhill_us
ASSISTS,Michael Bunting,,0.5,300,-450.0,0.4,0.3296799539643607,0.3187198158574427,betmgm
SOG,Tony DeAngelo,,1.5,-125,-110.0,2.6,0.7326151184283981,0.3187072131711166,betmgm
SOG,Tony DeAngelo,,1.5,-125,-105.0,2.6,0.7326151184283981,0.3187072131711166,bovada
SOG,Tony DeAngelo,,1.5,-125,-105.0,2.6,0.7326151184283981,0.3187072131711166,draftkings
SOG,Tony DeAngelo,,1.5,-125,-108.0,2.6,0.7326151184283981,0.3187072131711166,williamhill_us
SOG,Darnell Nurse,,1.5,-162,126.0,3.1,0.8152982701864131,0.31856880733852,draftkings
SOG,Dmitri Voronkov,,1.5,-141,105.0,2.8,0.7689217620241717,0.3142563450200383,williamhill_us
SOG,Dmitri Voronkov,,1.5,-142,110.0,2.8,0.7689217620241717,0.31041596063274335,draftkings
SOG,Darnell Nurse,,1.5,-165,120.0,3.1,0.8152982701864131,0.3094184339357543,betmgm
SOG,Darnell Nurse,,1.5,-165,125.0,3.1,0.8152982701864131,0.3094184339357543,bovada
GOALS,Ryan O'Reilly,,2.5,9000,,0.5,0.01438767796697068,0.309278694994332,betrivers
SOG,Nino Niederreiter,,1.5,-112,-115.0,2.4,0.6915589588159976,0.3090223149017097,betonlineag
POINTS,Mike Matheson,,0.5,160,-220.0,0.7,0.5034146962085905,0.3088782101423353,betmgm
ASSISTS,Sean Couturier,,0.5,190,-255.0,0.6,0.45118836390597344,0.30844625532732295,draftkings
GOALS,Nico Hischier,,0.5,190,-260.0,0.6,0.45118836390597344,0.30844625532732295,fanduel
SOG,Michael Bunting,,1.5,-135,100.0,2.7,0.7513396028629259,0.3078874568354636,betmgm
SOG,Michael Bunting,,1.5,-135,104.0,2.7,0.7513396028629259,0.3078874568354636,betonlineag
SOG,Michael Bunting,,1.5,-135,105.0,2.7,0.7513396028629259,0.3078874568354636,bovada
SOG,Michael Bunting,,1.5,-135,105.0,2.7,0.7513396028629259,0.3078874568354636,draftkings
SOG,Mackie Samoskevich,,1.5,-135,100.0,2.7,0.7513396028629259,0.3078874568354636,betmgm
SOG,Mackie Samoskevich,,1.5,-135,105.0,2.7,0.7513396028629259,0.3078874568354636,bovada
SOG,Mackie Samoskevich,,1.5,-135,105.0,2.7,0.7513396028629259,0.3078874568354636,draftkings
SOG,Matthew Schaefer,,1.5,-196,149.0,3.5,0.8641117745995668,0.3049851289871008,betonlineag
SOG,Darnell Nurse,,1.5,-167,128.0,3.1,0.8152982701864131,0.30350082718426513,betonlineag
SOG,Nico Hischier,,2.5,135,-190.0,2.9,0.5540368014428195,0.30198648339062595,betmgm
SOG,Tim Stützle,,2.5,135,-180.0,2.9,0.5540368014428195,0.30198648339062595,betrivers
SOG,Sean Monahan,,1.5,-160,122.0,3.0,0.8008517265285443,0.3013840556088845,fanduel
SOG,Michael Bunting,,1.5,-137,100.0,2.7,0.7513396028629259,0.29976267064608353,williamhill_us
SOG,Mackie Samoskevich,,1.5,-137,106.0,2.7,0.7513396028629259,0.29976267064608353,betonlineag
SOG,Mackie Samoskevich,,1.5,-137,100.0,2.7,0.7513396028629259,0.29976267064608353,williamhill_us
POINTS,Ivan Demidov,,0.5,136,-179.0,0.8,0.5506710358827782,0.29958364468335674,betonlineag
SOG,Dmitri Voronkov,,1.5,-145,105.0,2.8,0.7689217620241717,0.29921263238566953,betmgm
SOG,Dmitri Voronkov,,1.5,-145,110.0,2.8,0.7689217620241717,0.29921263238566953,bovada
ASSISTS,Brady Skjei,,0.5,230,-325.0,0.5,0.39346934028736646,0.2984488229483092,betmgm
ASSISTS,Brady Skjei,,0.5,230,-320.0,0.5,0.39346934028736646,0.2984488229483092,draftkings
ASSISTS,Tyson Foerster,,0.5,230,-320.0,0.5,0.39346934028736646,0.2984488229483092,draftkings
SOG,Nino Niederreiter,,1.5,-114,-120.0,2.4,0.6915589588159976,0.2981896244440657,williamhill_us
SOG,Sam Reinhart,,2.5,-110,-125.0,3.5,0.6791528011378658,0.2965644385359256,betmgm
SOG,Sean Monahan,,1.5,-162,126.0,3.0,0.8008517265285443,0.2952046441387569,draftkings
SOG,Sean Monahan,,1.5,-162,115.0,3.0,0.8008517265285443,0.2952046441387569,williamhill_us
SOG,Darnell Nurse,,1.5,-170,125.0,3.1,0.8152982701864131,0.2948854879431268,williamhill_us
ASSISTS,Vince Dunn,,0.5,135,-185.0,0.8,0.5506710358827782,0.29407693432452886,betmgm
POINTS,Ivan Demidov,,0.5,135,-185.0,0.8,0.5506710358827782,0.29407693432452886,betmgm
POINTS,Ivan Demidov,,0.5,135,-175.0,0.8,0.5506710358827782,0.29407693432452886,draftkings
SOG,Nino Niederreiter,,1.5,-115,-113.0,2.4,0.6915589588159976,0.29291457517773456,fanduel
SOG,Sean Monahan,,1.5,-164,125.0,3.0,0.8008517265285443,0.2891759500215592,betonlineag
POINTS,Ivan Demidov,,0.5,134,-172.0,0.8,0.5506710358827782,0.288570223965701,fanduel
SOG,Michael Bunting,,1.5,-140,108.0,2.7,0.7513396028629259,0.2880107477650159,fanduel
SOG,Sean Monahan,,1.5,-165,125.0,3.0,0.8008517265285443,0.28621640927311653,betmgm
SOG,Sean Monahan,,1.5,-165,125.0,3.0,0.8008517265285443,0.28621640927311653,bovada
ASSISTS,Sean Couturier,,0.5,185,-250.0,0.6,0.45118836390597344,0.28588683713202445,betmgm
ASSISTS,Shane Wright,,0.5,290,-420.0,0.4,0.3296799539643607,0.28575182046100656,draftkings
SOG,Darnell Nurse,,1.5,-174,132.0,3.1,0.8152982701864131,0.2838604944314781,fanduel
SOG,Jordan Eberle,,1.5,-125,-104.0,2.5,0.7127025048163542,0.2828645086694376,betrivers
GOALS,Nico Hischier,,1.5,950,,0.6,0.12190138224955764,0.27996451362035524,betrivers
SOG,Kyle Palmieri,,2.5,141,-185.0,2.8,0.5305463165333175,0.2786166228452953,betonlineag
SOG,Brendan Gallagher,,1.5,-102,-127.0,2.2,0.6454298932405317,0.27820429837830785,betonlineag
SOG,Eeli Tolvanen,,1.5,-110,-118.0,2.3,0.6691458157147478,0.27746019363724594,betonlineag
SOG,Eeli Tolvanen,,1.5,-110,-118.0,2.3,0.6691458157147478,0.27746019363724594,fanduel
POINTS,Anton Lundell,,0.5,102,-130.0,1.0,0.6321205588285577,0.2768835288336865,fanduel
SOG,Juraj Slafkovsky,,1.5,-160,122.0,2.9,0.7854094417800117,0.276290342892519,fanduel
GOALS,Erik Haula,,2.5,16000,,0.4,0.007926331867253842,0.2761394306278685,betrivers
GOALS,Adam Fox,,2.5,16000,,0.4,0.007926331867253842,0.2761394306278685,betrivers
SOG,Nico Hischier,,2.5,130,-175.0,2.9,0.5540368014428195,0.2742846433184848,betrivers
SOG,Kyle Palmieri,,2.5,140,-185.0,2.8,0.5305463165333175,0.273311159679962,bovada
SOG,Kyle Palmieri,,2.5,140,-182.0,2.8,0.5305463165333175,0.273311159679962,draftkings
SOG,Kyle Palmieri,,2.5,140,-193.0,2.8,0.5305463165333175,0.273311159679962,williamhill_us
SOG,Sam Reinhart,,2.5,-115,-115.0,3.5,0.6791528011378658,0.26972045430122726,bovada
POINTS,Mackie Samoskevich,,0.5,130,-175.0,0.8,0.5506710358827782,0.2665433825303898,betmgm
POINTS,Jared McCann,,0.5,-135,105.0,1.3,0.7274682069659874,0.2663335454593113,draftkings
GOALS,Artturi Lehkonen,,1.5,1300,,0.5,0.09020401043104986,0.262856146034698,betrivers
SOG,Jesper Bratt,,1.5,-200,150.0,3.3,0.841402380174668,0.26210357026200193,betrivers
SOG,Brendan Gallagher,,1.5,-105,-125.0,2.2,0.6454298932405317,0.26012502966008566,bovada
SOG,Brendan Gallagher,,1.5,-105,-125.0,2.2,0.6454298932405317,0.26012502966008566,draftkings
ASSISTS,Mike Matheson,,0.5,220,-300.0,0.5,0.39346934028736646,0.25910188891957275,draftkings
POINTS,Gustav Forsling,,0.5,220,-300.0,0.5,0.39346934028736646,0.25910188891957275,draftkings
POINTS,Gustav Forsling,,0.5,220,-310.0,0.5,0.39346934028736646,0.25910188891957275,fanduel
ASSISTS,Easton Cowan,,0.5,220,-300.0,0.5,0.39346934028736646,0.25910188891957275,betmgm
ASSISTS,Easton Cowan,,0.5,220,-300.0,0.5,0.39346934028736646,0.25910188891957275,draftkings
SOG,Gabriel Vilardi,,1.5,-157,120.0,2.8,0.7689217620241717,0.25868084611600073,betrivers
GOALS,David Perron,,1.5,3300,,0.3,0.03693631311376678,0.2558346458680705,betrivers
GOALS,Anthony Duclair,,1.5,3300,,0.3,0.03693631311376678,0.2558346458680705,betrivers
GOALS,Nicholas Robertson,,1.5,3300,,0.3,0.03693631311376678,0.2558346458680705,betrivers
SOG,Sam Reinhart,,2.5,-118,-118.0,3.5,0.6791528011378658,0.25470602244114193,betrivers
ASSISTS,Shane Wright,,0.5,280,-400.0,0.4,0.3296799539643607,0.25278382506457053,betmgm
SOG,Gabriel Vilardi,,1.5,-159,115.0,2.8,0.7689217620241717,0.25252035449220417,williamhill_us
SOG,Gabriel Vilardi,,1.5,-160,115.0,2.8,0.7689217620241717,0.24949786328927903,betmgm
POINTS,Jared McCann,,0.5,-140,105.0,1.3,0.7274682069659874,0.2470883547988355,betmgm
