team,player_id,period,player,game_home,game_away,date,shots,goals,assists,points,blocks,saves,toi_sec
Pittsburgh Penguins,8471215,1,Evgeni Malkin,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06465,0.06465,0.0,0.0,60.0
Pittsburgh Penguins,8471215,2,Evgeni Malkin,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06628333333333333,0.06628333333333333,0.0,0.0,60.0
Pittsburgh Penguins,8471215,3,Evgeni Malkin,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06541666666666666,0.06541666666666666,0.0,0.0,60.0
Pittsburgh Penguins,8471215,4,Evgeni Malkin,Pittsburgh Penguins,New York Rangers,2026-01-31,0.04273333333333333,0.0038,0.0,0.0038,0.0,0.0,3.94370625
Pittsburgh Penguins,8471675,1,Sidney Crosby,Pittsburgh Penguins,New York Rangers,2026-01-31,0.9407666666666666,0.09086666666666667,0.05706666666666667,0.14793333333333333,0.0,0.0,143.270325
Pittsburgh Penguins,8471675,2,Sidney Crosby,Pittsburgh Penguins,New York Rangers,2026-01-31,0.9871833333333333,0.09443333333333333,0.06093333333333333,0.15536666666666665,0.0,0.0,143.53185
Pittsburgh Penguins,8471675,3,Sidney Crosby,Pittsburgh Penguins,New York Rangers,2026-01-31,0.9486666666666667,0.09401666666666667,0.0612,0.15521666666666667,0.0,0.0,143.468325
Pittsburgh Penguins,8471675,4,Sidney Crosby,Pittsburgh Penguins,New York Rangers,2026-01-31,0.03451666666666667,0.00345,0.0,0.00345,0.0,0.0,3.18099375
Pittsburgh Penguins,8471724,1,Kris Letang,Pittsburgh Penguins,New York Rangers,2026-01-31,0.020466666666666668,0.0022,0.06275,0.06495,0.036166666666666666,0.0,5.8261666666666665
Pittsburgh Penguins,8471724,2,Kris Letang,Pittsburgh Penguins,New York Rangers,2026-01-31,0.020766666666666666,0.00205,0.0661,0.06815,0.03676666666666667,0.0,5.817
Pittsburgh Penguins,8471724,3,Kris Letang,Pittsburgh Penguins,New York Rangers,2026-01-31,0.019983333333333332,0.002033333333333333,0.06486666666666667,0.0669,0.035083333333333334,0.0,5.657
Pittsburgh Penguins,8471724,4,Kris Letang,Pittsburgh Penguins,New York Rangers,2026-01-31,0.011616666666666668,0.0013666666666666666,0.0,0.0013666666666666666,0.0017166666666666667,0.0,2.157825
Pittsburgh Penguins,8474578,1,Erik Karlsson,Pittsburgh Penguins,New York Rangers,2026-01-31,0.020716666666666668,0.0020666666666666667,0.0656,0.06766666666666667,0.32695,0.0,5.8261666666666665
Pittsburgh Penguins,8474578,2,Erik Karlsson,Pittsburgh Penguins,New York Rangers,2026-01-31,0.021083333333333332,0.002033333333333333,0.0667,0.06873333333333333,0.3387833333333333,0.0,5.817
Pittsburgh Penguins,8474578,3,Erik Karlsson,Pittsburgh Penguins,New York Rangers,2026-01-31,0.02,0.0013666666666666666,0.0657,0.06706666666666666,0.33213333333333334,0.0,5.657
Pittsburgh Penguins,8474578,4,Erik Karlsson,Pittsburgh Penguins,New York Rangers,2026-01-31,0.025316666666666668,0.0021,0.0,0.0021,0.014816666666666667,0.0,4.720275
Pittsburgh Penguins,8475763,1,Kevin Hayes,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06393333333333333,0.06393333333333333,0.0,0.0,60.0
Pittsburgh Penguins,8475763,2,Kevin Hayes,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06731666666666666,0.06731666666666666,0.0,0.0,60.0
Pittsburgh Penguins,8475763,3,Kevin Hayes,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06485,0.06485,0.0,0.0,60.0
Pittsburgh Penguins,8475763,4,Kevin Hayes,Pittsburgh Penguins,New York Rangers,2026-01-31,0.03065,0.0028666666666666667,0.0,0.0028666666666666667,0.0,0.0,2.9209125
Pittsburgh Penguins,8475810,1,Bryan Rust,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06396666666666667,0.06396666666666667,0.0,0.0,60.0
Pittsburgh Penguins,8475810,2,Bryan Rust,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.066,0.066,0.0,0.0,60.0
Pittsburgh Penguins,8475810,3,Bryan Rust,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06498333333333334,0.06498333333333334,0.0,0.0,60.0
Pittsburgh Penguins,8476483,1,Rickard Rakell,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.0659,0.0659,0.0,0.0,60.0
Pittsburgh Penguins,8476483,2,Rickard Rakell,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06695,0.06695,0.0,0.0,60.0
Pittsburgh Penguins,8476483,3,Rickard Rakell,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0,0.0,0.06413333333333333,0.06413333333333333,0.0,0.0,60.0
Pittsburgh Penguins,8476967,1,Brett Kulak,Pittsburgh Penguins,New York Rangers,2026-01-31,0.020416666666666666,0.002,0.06365,0.06565,0.32543333333333335,0.0,5.8261666666666665
Pittsburgh Penguins,8476967,2,Brett Kulak,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0214,0.0021,0.06713333333333334,0.06923333333333334,0.3405,0.0,5.817
Pittsburgh Penguins,8476967,3,Brett Kulak,Pittsburgh Penguins,New York Rangers,2026-01-31,0.02005,0.0020166666666666666,0.06615,0.06816666666666667,0.3333833333333333,0.0,5.657
Pittsburgh Penguins,8476967,4,Brett Kulak,Pittsburgh Penguins,New York Rangers,2026-01-31,0.0012,8.333333333333333e-05,0.0,8.333333333333333e-05,0.0138,0.0,0.28425
Pittsburgh Penguins,8477365,1,Connor Clifton,Pittsburgh Penguins,New York Rangers,2026-01-31,1.0868666666666666,0.10603333333333333,0.05745,0.1634833333333333,0.6794666666666667,0.0,319.2915
Pittsburgh Penguins,8477365,2,Connor Clifton,Pittsburgh Penguins,New York Rangers,2026-01-31,1.1393833333333334,0.11118333333333333,0.059583333333333335,0.17076666666666668,0.7187,0.0,319.742325
