date,home,away,market,ev
2025-11-11T00:00:00Z,New York Rangers,Nashville Predators,ev_over,0.1699
2025-11-11T00:00:00Z,New York Rangers,Nashville Predators,ev_away_ml,0.1402
2025-11-11T03:00:00Z,Vegas Golden Knights,Florida Panthers,ev_home_ml,0.118
2025-11-11T00:00:00Z,New Jersey Devils,New York Islanders,ev_home_ml,0.1092
2025-11-11T00:00:00Z,New Jersey Devils,New York Islanders,ev_away_pl_+1.5,0.0891
2025-11-11T01:30:00Z,Edmonton Oilers,Columbus Blue Jackets,ev_under,0.0874
2025-11-11T01:30:00Z,Edmonton Oilers,Columbus Blue Jackets,ev_away_pl_+1.5,0.0726
2025-11-11T01:30:00Z,Edmonton Oilers,Columbus Blue Jackets,ev_home_ml,0.0674
2025-11-11T03:00:00Z,Vegas Golden Knights,Florida Panthers,ev_away_pl_+1.5,0.0406
2025-11-11T00:00:00Z,New Jersey Devils,New York Islanders,ev_over,0.022
2025-11-11T03:00:00Z,Vegas Golden Knights,Florida Panthers,ev_over,-0.0211
2025-11-11T00:00:00Z,New York Rangers,Nashville Predators,ev_home_pl_-1.5,-0.037
2025-11-11T00:00:00Z,New York Rangers,Nashville Predators,ev_away_pl_+1.5,-0.0462
2025-11-11T03:00:00Z,Vegas Golden Knights,Florida Panthers,ev_under,-0.0635
2025-11-11T00:00:00Z,New Jersey Devils,New York Islanders,ev_under,-0.0974
2025-11-11T00:00:00Z,New York Rangers,Nashville Predators,ev_home_ml,-0.1461
2025-11-11T01:30:00Z,Edmonton Oilers,Columbus Blue Jackets,ev_over,-0.1548
2025-11-11T03:00:00Z,Vegas Golden Knights,Florida Panthers,ev_home_pl_-1.5,-0.1975
2025-11-11T01:30:00Z,Edmonton Oilers,Columbus Blue Jackets,ev_home_pl_-1.5,-0.2051
2025-11-11T01:30:00Z,Edmonton Oilers,Columbus Blue Jackets,ev_away_ml,-0.2142
2025-11-11T00:00:00Z,New Jersey Devils,New York Islanders,ev_away_ml,-0.2427
2025-11-11T03:00:00Z,Vegas Golden Knights,Florida Panthers,ev_away_ml,-0.2432
2025-11-11T00:00:00Z,New York Rangers,Nashville Predators,ev_under,-0.2694
2025-11-11T00:00:00Z,New Jersey Devils,New York Islanders,ev_home_pl_-1.5,-0.2764
