player,position,team
Matthew Wood,F,NSH
Matvei Michkov,F,PHI
Emmitt Finnie,F,DET
Beckett Sennecke,F,ANA
Artyom Levshunov,F,CHI
Zeev Buium,F,MIN
Macklin Celebrini,F,SJS
Collin Graf,F,SJS
Ivan Demidov,F,MTL
Matthew Schaefer,F,NYI
