date,player,team,market,line,over_price,under_price,book,actual
2025-10-17,Marco Rossi,,POINTS,0.5,-105,-125,draftkings,
2025-10-17,Marco Rossi,,POINTS,0.5,106,-136,fanduel,
2025-10-17,Marco Rossi,,POINTS,0.5,-109,-123,pinnacle,
2025-10-17,Marco Rossi,,SOG,1.5,-106,-122,fanduel,
2025-10-17,JJ Peterka,,ASSISTS,0.5,140,-182,draftkings,
2025-10-17,JJ Peterka,,ASSISTS,0.5,137,-185,pinnacle,
2025-10-17,JJ Peterka,,GOALS,0.5,200,-270,fanduel,
2025-10-17,JJ Peterka,,POINTS,0.5,-168,130,draftkings,
2025-10-17,JJ Peterka,,POINTS,0.5,-160,124,fanduel,
2025-10-17,JJ Peterka,,POINTS,0.5,-175,127,pinnacle,
2025-10-17,JJ Peterka,,SOG,2.5,126,-162,draftkings,
2025-10-17,JJ Peterka,,SOG,2.5,130,-170,fanduel,
2025-10-17,JJ Peterka,,SOG,2.5,130,-174,pinnacle,
2025-10-17,William Eklund,,ASSISTS,0.5,155,-204,draftkings,
2025-10-17,William Eklund,,ASSISTS,0.5,157,-214,pinnacle,
2025-10-17,William Eklund,,GOALS,0.5,290,-440,fanduel,
2025-10-17,William Eklund,,POINTS,0.5,-115,-115,draftkings,
2025-10-17,William Eklund,,POINTS,0.5,-120,-106,fanduel,
2025-10-17,William Eklund,,POINTS,0.5,-117,-114,pinnacle,
2025-10-17,William Eklund,,SOG,1.5,-142,110,draftkings,
2025-10-17,William Eklund,,SOG,1.5,-152,116,fanduel,
2025-10-17,William Eklund,,SOG,1.5,-140,105,pinnacle,
2025-10-17,Dylan Guenther,,ASSISTS,0.5,110,-142,draftkings,
2025-10-17,Dylan Guenther,,ASSISTS,0.5,111,-148,pinnacle,
2025-10-17,Dylan Guenther,,GOALS,0.5,150,-200,fanduel,
2025-10-17,Dylan Guenther,,POINTS,0.5,-225,170,draftkings,
2025-10-17,Dylan Guenther,,POINTS,0.5,-225,172,fanduel,
2025-10-17,Dylan Guenther,,POINTS,0.5,-235,171,pinnacle,
2025-10-17,Dylan Guenther,,SOG,3.5,120,-154,draftkings,
2025-10-17,Dylan Guenther,,SOG,3.5,116,-152,fanduel,
2025-10-17,Dylan Guenther,,SOG,3.5,122,-165,pinnacle,
2025-10-17,Logan Cooley,,ASSISTS,0.5,105,-135,draftkings,
2025-10-17,Logan Cooley,,ASSISTS,0.5,-105,-127,pinnacle,
2025-10-17,Logan Cooley,,GOALS,0.5,175,-240,fanduel,
2025-10-17,Logan Cooley,,POINTS,0.5,-198,150,draftkings,
2025-10-17,Logan Cooley,,POINTS,0.5,-210,162,fanduel,
2025-10-17,Logan Cooley,,POINTS,0.5,-210,155,pinnacle,
2025-10-17,Logan Cooley,,SOG,2.5,130,-168,draftkings,
2025-10-17,Logan Cooley,,SOG,2.5,125,-164,fanduel,
2025-10-17,Logan Cooley,,SOG,2.5,123,-165,pinnacle,
2025-10-17,Marco Kasper,,ASSISTS,0.5,270,-385,draftkings,
2025-10-17,Marco Kasper,,ASSISTS,0.5,280,-425,pinnacle,
2025-10-17,Marco Kasper,,GOALS,0.5,340,-550,fanduel,
2025-10-17,Marco Kasper,,POINTS,0.5,135,-175,draftkings,
2025-10-17,Marco Kasper,,POINTS,0.5,128,-164,fanduel,
2025-10-17,Marco Kasper,,POINTS,0.5,131,-180,pinnacle,
2025-10-17,Marco Kasper,,SOG,1.5,-142,110,draftkings,
2025-10-17,Marco Kasper,,SOG,1.5,-140,108,fanduel,
2025-10-17,Marco Kasper,,SOG,1.5,-151,113,pinnacle,
2025-10-17,Frank Nazar,,ASSISTS,0.5,165,-218,draftkings,
2025-10-17,Frank Nazar,,ASSISTS,0.5,165,-240,pinnacle,
2025-10-17,Frank Nazar,,GOALS,0.5,240,-340,fanduel,
2025-10-17,Frank Nazar,,POINTS,0.5,-130,100,draftkings,
2025-10-17,Frank Nazar,,POINTS,0.5,-136,106,fanduel,
2025-10-17,Frank Nazar,,POINTS,0.5,-125,-106,pinnacle,
2025-10-17,Frank Nazar,,SOG,1.5,-148,115,draftkings,
2025-10-17,Frank Nazar,,SOG,1.5,-156,120,fanduel,
2025-10-17,Frank Nazar,,SOG,1.5,-140,105,pinnacle,
2025-10-17,Sam Rinzel,,ASSISTS,0.5,190,-255,draftkings,
2025-10-17,Sam Rinzel,,ASSISTS,0.5,170,-232,pinnacle,
2025-10-17,Sam Rinzel,,POINTS,0.5,142,-184,fanduel,
2025-10-17,Sam Rinzel,,POINTS,0.5,142,-195,pinnacle,
2025-10-17,Sam Rinzel,,SOG,1.5,-115,-115,draftkings,
2025-10-17,Sam Rinzel,,SOG,1.5,-114,-114,fanduel,
2025-10-17,Sam Rinzel,,SOG,1.5,-114,-117,pinnacle,
2025-10-17,Elias Pettersson,,ASSISTS,0.5,140,-182,draftkings,
2025-10-17,Elias Pettersson,,ASSISTS,0.5,137,-184,pinnacle,
2025-10-17,Elias Pettersson,,GOALS,0.5,240,-340,fanduel,
2025-10-17,Elias Pettersson,,POINTS,0.5,-142,110,draftkings,
2025-10-17,Elias Pettersson,,POINTS,0.5,-143,107,pinnacle,
2025-10-17,Elias Pettersson,,SOG,1.5,-130,100,draftkings,
2025-10-17,Elias Pettersson,,SOG,1.5,-125,-104,fanduel,
2025-10-17,Elias Pettersson,,SOG,1.5,-126,-106,pinnacle,
2025-10-17,Connor Bedard,,ASSISTS,0.5,120,-154,draftkings,
2025-10-17,Connor Bedard,,ASSISTS,0.5,120,-159,pinnacle,
2025-10-17,Connor Bedard,,GOALS,0.5,190,-260,fanduel,
2025-10-17,Connor Bedard,,POINTS,0.5,-168,130,draftkings,
2025-10-17,Connor Bedard,,POINTS,0.5,-186,144,fanduel,
2025-10-17,Connor Bedard,,POINTS,0.5,-177,132,pinnacle,
2025-10-17,Connor Bedard,,SOG,2.5,120,-154,draftkings,
2025-10-17,Connor Bedard,,SOG,2.5,122,-160,fanduel,
2025-10-17,Connor Bedard,,SOG,2.5,122,-165,pinnacle,
2025-10-17,Will Smith,,ASSISTS,0.5,210,-285,draftkings,
2025-10-17,Will Smith,,ASSISTS,0.5,220,-320,pinnacle,
2025-10-17,Will Smith,,GOALS,0.5,290,-440,fanduel,
2025-10-17,Will Smith,,POINTS,0.5,110,-142,draftkings,
2025-10-17,Will Smith,,POINTS,0.5,110,-140,fanduel,
2025-10-17,Will Smith,,POINTS,0.5,-102,-130,pinnacle,
2025-10-17,Will Smith,,SOG,1.5,-130,100,draftkings,
2025-10-17,Will Smith,,SOG,1.5,-138,106,fanduel,
2025-10-17,Will Smith,,SOG,1.5,-131,-102,pinnacle,
2025-10-17,Emmitt Finnie,,ASSISTS,0.5,310,-455,draftkings,
2025-10-17,Emmitt Finnie,,ASSISTS,0.5,344,-543,pinnacle,
2025-10-17,Emmitt Finnie,,POINTS,0.5,176,-234,draftkings,
2025-10-17,Emmitt Finnie,,POINTS,0.5,182,-251,pinnacle,
2025-10-17,Artyom Levshunov,,SOG,1.5,148,-196,fanduel,
2025-10-17,Zeev Buium,,ASSISTS,0.5,160,-212,draftkings,
2025-10-17,Zeev Buium,,ASSISTS,0.5,155,-220,pinnacle,
2025-10-17,Zeev Buium,,POINTS,0.5,110,-142,draftkings,
2025-10-17,Zeev Buium,,POINTS,0.5,116,-148,fanduel,
2025-10-17,Zeev Buium,,POINTS,0.5,101,-134,pinnacle,
2025-10-17,Zeev Buium,,SOG,1.5,116,-152,fanduel,
2025-10-17,Macklin Celebrini,,ASSISTS,0.5,135,-175,draftkings,
2025-10-17,Macklin Celebrini,,ASSISTS,0.5,139,-186,pinnacle,
2025-10-17,Macklin Celebrini,,GOALS,0.5,235,-340,fanduel,
2025-10-17,Macklin Celebrini,,POINTS,0.5,-142,110,draftkings,
2025-10-17,Macklin Celebrini,,POINTS,0.5,-142,112,fanduel,
2025-10-17,Macklin Celebrini,,POINTS,0.5,-150,112,pinnacle,
2025-10-17,Macklin Celebrini,,SOG,2.5,-142,110,draftkings,
2025-10-17,Macklin Celebrini,,SOG,2.5,-148,114,fanduel,
2025-10-17,Macklin Celebrini,,SOG,2.5,-146,109,pinnacle,
