date,home,away,market,ev
2025-11-06T02:30:00Z,Calgary Flames,Columbus Blue Jackets,ev_home_ml,0.3988
2025-11-06T00:30:00Z,Washington Capitals,St. Louis Blues,ev_away_ml,0.2009
2025-11-06T03:00:00Z,Seattle Kraken,San Jose Sharks,ev_home_ml,0.1832
2025-11-06T00:00:00Z,Toronto Maple Leafs,Utah Mammoth,ev_away_pl_+1.5,0.1703
2025-11-06T00:30:00Z,Washington Capitals,St. Louis Blues,ev_away_pl_+1.5,0.1622
2025-11-06T00:00:00Z,Toronto Maple Leafs,Utah Mammoth,ev_away_ml,0.1376
2025-11-06T03:00:00Z,Vancouver Canucks,Chicago Blackhawks,ev_over,0.0845
2025-11-06T03:00:00Z,Vancouver Canucks,Chicago Blackhawks,ev_home_ml,0.068
2025-11-06T00:30:00Z,Washington Capitals,St. Louis Blues,ev_over,0.0533
2025-11-06T00:00:00Z,Toronto Maple Leafs,Utah Mammoth,ev_under,0.0386
2025-11-06T02:30:00Z,Calgary Flames,Columbus Blue Jackets,ev_away_pl_+1.5,0.027
2025-11-06T03:00:00Z,Vancouver Canucks,Chicago Blackhawks,ev_home_pl_-1.5,0.0265
2025-11-06T02:30:00Z,Calgary Flames,Columbus Blue Jackets,ev_over,0.0265
2025-11-06T03:00:00Z,Seattle Kraken,San Jose Sharks,ev_over,0.0246
2025-11-06T03:00:00Z,Seattle Kraken,San Jose Sharks,ev_away_pl_+1.5,0.0096
2025-11-06T03:00:00Z,Vancouver Canucks,Chicago Blackhawks,ev_away_pl_+1.5,-0.0832
2025-11-06T02:30:00Z,Calgary Flames,Columbus Blue Jackets,ev_under,-0.0942
2025-11-06T03:00:00Z,Seattle Kraken,San Jose Sharks,ev_under,-0.1059
2025-11-06T03:00:00Z,Seattle Kraken,San Jose Sharks,ev_home_pl_-1.5,-0.1241
2025-11-06T00:00:00Z,Toronto Maple Leafs,Utah Mammoth,ev_over,-0.1322
2025-11-06T00:30:00Z,Washington Capitals,St. Louis Blues,ev_under,-0.1549
2025-11-06T00:00:00Z,Toronto Maple Leafs,Utah Mammoth,ev_home_ml,-0.1685
2025-11-06T03:00:00Z,Vancouver Canucks,Chicago Blackhawks,ev_under,-0.1932
2025-11-06T02:30:00Z,Calgary Flames,Columbus Blue Jackets,ev_home_pl_-1.5,-0.1987
2025-11-06T03:00:00Z,Vancouver Canucks,Chicago Blackhawks,ev_away_ml,-0.215
2025-11-06T00:30:00Z,Washington Capitals,St. Louis Blues,ev_home_ml,-0.2227
2025-11-06T03:00:00Z,Seattle Kraken,San Jose Sharks,ev_away_ml,-0.3947
2025-11-06T00:00:00Z,Toronto Maple Leafs,Utah Mammoth,ev_home_pl_-1.5,-0.4008
2025-11-06T00:30:00Z,Washington Capitals,St. Louis Blues,ev_home_pl_-1.5,-0.4091
2025-11-06T02:30:00Z,Calgary Flames,Columbus Blue Jackets,ev_away_ml,-0.519
