team,player_id,player,market,value,count,n_sims,game_home,game_away,date,period
Boston Bruins,8477956,,SOG,5.0,773,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477956,,GOALS,0.0,5067,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477956,,ASSISTS,1.0,2054,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477956,,POINTS,1.0,2159,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477956,,BLOCKS,0.0,2284,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477956,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477496,,SOG,3.0,1337,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477496,,GOALS,1.0,2035,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477496,,ASSISTS,0.0,3921,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477496,,POINTS,1.0,2201,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477496,,BLOCKS,1.0,1709,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8477496,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479987,,SOG,3.0,1360,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479987,,GOALS,0.0,5232,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479987,,ASSISTS,0.0,3281,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479987,,POINTS,0.0,2869,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479987,,BLOCKS,2.0,1487,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479987,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479325,,SOG,4.0,842,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479325,,GOALS,0.0,4838,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479325,,ASSISTS,0.0,3587,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479325,,POINTS,0.0,2898,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479325,,BLOCKS,7.0,123,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8479325,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476854,,SOG,2.0,1206,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476854,,GOALS,0.0,3374,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476854,,ASSISTS,0.0,3656,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476854,,POINTS,0.0,2035,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476854,,BLOCKS,0.0,901,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476854,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8481559,,SOG,6.0,403,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8481559,,GOALS,1.0,936,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8481559,,ASSISTS,0.0,3511,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8481559,,POINTS,1.0,2069,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8481559,,BLOCKS,2.0,1586,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8481559,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8480002,,SOG,2.0,854,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8480002,,GOALS,0.0,4132,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8480002,,ASSISTS,1.0,1851,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8480002,,POINTS,1.0,2232,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8480002,,BLOCKS,1.0,2148,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8480002,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8477015,,SOG,4.0,1104,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8477015,,GOALS,0.0,3797,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8477015,,ASSISTS,1.0,1712,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8477015,,POINTS,1.0,2170,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8477015,,BLOCKS,0.0,3231,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8477015,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8482684,,SOG,0.0,224,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8482684,,GOALS,0.0,5069,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8482684,,ASSISTS,0.0,3619,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8482684,,POINTS,0.0,3061,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8482684,,BLOCKS,2.0,1632,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8482684,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8476462,,SOG,8.0,68,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8476462,,GOALS,0.0,4494,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8476462,,ASSISTS,1.0,1689,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8476462,,POINTS,1.0,2100,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8476462,,BLOCKS,2.0,1372,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
New Jersey Devils,8476462,,SAVES,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476914,,SOG,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476914,,GOALS,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476914,,ASSISTS,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
Boston Bruins,8476914,,POINTS,0.0,6000,6000,Boston Bruins,New Jersey Devils,2026-04-14,0
