date,player,team,opp,market,line,book,over_price,under_price,proj_lambda,p_over,side,ev,chosen_prob,source,team_norm,player_norm
2026-03-03,Adam Henrique,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,adam henrique
2026-03-03,Alec Regula,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,alec regula
2026-03-03,Andrew Mangiapane,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,andrew mangiapane
2026-03-03,Connor McDavid,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,connor mcdavid
2026-03-03,Curtis Lazar,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,curtis lazar
2026-03-03,Darnell Nurse,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,darnell nurse
2026-03-03,Evan Bouchard,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,evan bouchard
2026-03-03,Jack Roslovic,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,jack roslovic
2026-03-03,Jake Walman,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,jake walman
2026-03-03,Kasperi Kapanen,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,kasperi kapanen
2026-03-03,Leon Draisaitl,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,leon draisaitl
2026-03-03,Matt Savoie,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,matt savoie
2026-03-03,Mattias Ekholm,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,mattias ekholm
2026-03-03,Mattias Janmark,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,mattias janmark
2026-03-03,Ryan Nugent-Hopkins,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,ryan nugent-hopkins
2026-03-03,Spencer Stastney,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,spencer stastney
2026-03-03,Trent Frederic,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,trent frederic
2026-03-03,Ty Emberson,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,ty emberson
2026-03-03,Vasily Podkolzin,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,vasily podkolzin
2026-03-03,Zach Hyman,EDM,OTT,SOG,4.5,,,,2.5,0.18647,Under,0.0,0.81353,ev,EDM,zach hyman
2026-03-03,Adam Klapka,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,adam klapka
2026-03-03,Blake Coleman,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,blake coleman
2026-03-03,Brayden Pachal,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,brayden pachal
2026-03-03,Connor Zary,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,connor zary
2026-03-03,Hunter Brzustewicz,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,hunter brzustewicz
2026-03-03,Jake Bean,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,jake bean
2026-03-03,Joel Farabee,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,joel farabee
2026-03-03,Joel Hanley,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,joel hanley
2026-03-03,John Beecher,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,john beecher
2026-03-03,Jonathan Huberdeau,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,jonathan huberdeau
2026-03-03,Justin Kirkland,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,justin kirkland
2026-03-03,Kevin Bahl,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,kevin bahl
2026-03-03,MacKenzie Weegar,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,mackenzie weegar
2026-03-03,Martin Pospisil,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,martin pospisil
2026-03-03,Matt Coronato,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,matt coronato
2026-03-03,Matvei Gridin,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,matvei gridin
2026-03-03,Mikael Backlund,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,mikael backlund
2026-03-03,Morgan Frost,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,morgan frost
2026-03-03,Nazem Kadri,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,nazem kadri
2026-03-03,Ryan Lomberg,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,ryan lomberg
2026-03-03,Samuel Honzek,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,samuel honzek
2026-03-03,Yan Kuznetsov,CGY,DAL,SOG,4.5,,,,2.5,0.18177,Under,0.0,0.81823,ev,CGY,yan kuznetsov
