date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2025-11-14,Quinn Hughes,VAN,SOG,2.5,3.061,0.5536,138,-190,pinnacle,Over,0.31765109784858836,3.061,0.31765109784858836
2025-11-14,Kiefer Sherwood,VAN,SOG,1.5,2.553,0.7234,-125,-105,draftkings,Over,0.3021997262970352,2.553,0.3021997262970352
2025-11-14,Kiefer Sherwood,VAN,SOG,1.5,2.553,0.7234,-127,-105,pinnacle,Over,0.29308546749530606,2.553,0.29308546749530606
2025-11-14,Emil Heineman,NYI,SOG,1.5,2.588,0.7303,-130,100,fanduel,Over,0.29204737753398513,2.588,0.29204737753398513
2025-11-14,Evander Kane,VAN,SOG,2.5,3.875,0.7134,-124,-107,pinnacle,Over,0.2887262372123359,3.875,0.2887262372123359
2025-11-14,Evander Kane,VAN,SOG,2.5,3.875,0.7134,-125,-105,draftkings,Over,0.28412364350800623,3.875,0.28412364350800623
2025-11-14,Tony DeAngelo,NYI,SOG,1.5,2.104,0.6214,106,-138,fanduel,Over,0.28007842825170226,2.104,0.28007842825170226
2025-11-14,Quinn Hughes,VAN,SOG,2.5,3.061,0.5536,130,-168,draftkings,Over,0.27336030464359373,3.061,0.27336030464359373
2025-11-14,Lawson Crouse,UTA,SOG,1.5,2.342,0.6788,-115,-113,fanduel,Over,0.2690642370890697,2.342,0.2690642370890697
2025-11-14,Jake DeBrusk,VAN,SOG,1.5,3.307,0.8422,-198,150,draftkings,Over,0.2675513913026448,3.307,0.2675513913026448
2025-11-14,Jake DeBrusk,VAN,SOG,1.5,3.307,0.8422,-204,151,pinnacle,Over,0.25504101436519266,3.307,0.25504101436519266
2025-11-14,Barrett Hayton,UTA,SOG,1.5,2.265,0.6611,-114,-117,pinnacle,Over,0.24095150182108482,2.265,0.24095150182108482
2025-11-14,Trevor Zegras,PHI,SOG,1.5,2.604,0.7334,-146,112,fanduel,Over,0.23569339518614885,2.604,0.23569339518614885
2025-11-14,Andrei Svechnikov,CAR,SOG,2.5,3.455,0.6368,-110,-120,draftkings,Over,0.21575951227736911,3.455,0.21575951227736911
2025-11-14,Brock Boeser,VAN,SOG,1.5,2.788,0.7669,-175,135,draftkings,Over,0.2051692538835992,2.788,0.2051692538835992
2025-11-14,Andrei Svechnikov,CAR,SOG,2.5,3.455,0.6368,-113,-118,pinnacle,Over,0.20038960693884356,3.455,0.20038960693884356
2025-11-14,Michael Carcone,UTA,SOG,1.5,1.984,0.5897,101,-133,pinnacle,Over,0.1853623920165135,1.984,0.1853623920165135
2025-11-14,Taylor Hall,CAR,SOG,1.5,2.172,0.6386,-117,-113,pinnacle,Over,0.18436927779013856,2.172,0.18436927779013856
2025-11-14,Brock Boeser,VAN,SOG,1.5,2.788,0.7669,-184,137,pinnacle,Over,0.18373343711491857,2.788,0.18373343711491857
2025-11-14,Dalibor Dvorsky,STL,SOG,1.5,1.329,0.3834,-120,-110,draftkings,Under,0.17722586595989687,1.329,0.17722586595989687
2025-11-14,Andrei Svechnikov,CAR,SOG,2.5,3.455,0.6368,-118,-110,fanduel,Over,0.176509810508931,3.455,0.176509810508931
2025-11-14,Trevor Zegras,PHI,SOG,1.5,2.604,0.7334,-168,130,draftkings,Over,0.1699141300533205,2.604,0.1699141300533205
2025-11-14,Pavel Buchnevich,STL,SOG,1.5,2.289,0.6665,-135,104,fanduel,Over,0.16026885532788882,2.289,0.16026885532788882
2025-11-14,Kyle Palmieri,NYI,SOG,2.5,2.696,0.4678,148,-196,fanduel,Over,0.16021812699403803,2.696,0.16021812699403803
2025-11-14,Dalibor Dvorsky,STL,SOG,1.5,1.329,0.3834,-117,-114,pinnacle,Under,0.15755626084778496,1.329,0.15755626084778496
2025-11-14,Jimmy Snuggerud,STL,SOG,1.5,2.377,0.6865,-146,112,fanduel,Over,0.1567444920240827,2.377,0.1567444920240827
2025-11-14,Trevor Zegras,PHI,SOG,1.5,2.604,0.7334,-175,130,pinnacle,Over,0.15245272512715147,2.604,0.15245272512715147
2025-11-14,Clayton Keller,UTA,SOG,2.5,3.526,0.6507,-130,-103,pinnacle,Over,0.15116803986115168,3.526,0.15116803986115168
2025-11-14,Clayton Keller,UTA,SOG,2.5,3.526,0.6507,-130,100,draftkings,Over,0.15116803986115168,3.526,0.15116803986115168
