date,home,away,market,ev,date_key,model_total,p_home_ml,p_away_ml,period1_home_proj,period1_away_proj,p_f10_yes,p_f10_no,home_ml_odds,away_ml_odds,over_odds,under_odds,home_pl_-1.5_odds,away_pl_+1.5_odds,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,total_line_used,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-03-16,Dallas Stars,Utah Mammoth,ev_home_ml,0.26611826347305384,2026-03-16,7.570333333333333,0.7919166666666667,0.20808333333333334,1.5606666666666666,0.898,0.7413466851550318,0.25865331484496823,-167.0,138.0,,,,,0.6448333333333334,0.23416666666666666,0.558,0.44199999999999995,6.0,,,,,,1.5703333333333331,moneyline,home_ml,0.7919166666666667,-167.0,,,Dallas Stars,0.5838333333333334,p=0.792,MODEL HOME
2026-03-16,Dallas Stars,Utah Mammoth,ev_away_ml,-0.5047616666666666,2026-03-16,7.570333333333333,0.7919166666666667,0.20808333333333334,1.5606666666666666,0.898,0.7413466851550318,0.25865331484496823,-167.0,138.0,,,,,0.6448333333333334,0.23416666666666666,0.558,0.44199999999999995,6.0,,,,,,1.5703333333333331,moneyline,away_ml,0.20808333333333334,138.0,,,Utah Mammoth,0.5838333333333333,p=0.208,MODEL AWAY
2026-03-16,New York Rangers,Los Angeles Kings,ev_home_ml,0.21435576923076927,2026-03-16,8.099833333333333,0.6190833333333333,0.3809166666666667,1.4335,1.1416666666666666,0.7574000932055629,0.2425999067944371,-104.0,-117.0,,,,,0.7085,0.18116666666666667,0.37033333333333335,0.6296666666666666,6.0,,,,,,2.0998333333333328,moneyline,home_ml,0.6190833333333333,-104.0,,,New York Rangers,0.23816666666666664,p=0.619,MODEL HOME
2026-03-16,New York Rangers,Los Angeles Kings,ev_away_ml,-0.2935135327635327,2026-03-16,8.099833333333333,0.6190833333333333,0.3809166666666667,1.4335,1.1416666666666666,0.7574000932055629,0.2425999067944371,-104.0,-117.0,,,,,0.7085,0.18116666666666667,0.37033333333333335,0.6296666666666666,6.0,,,,,,2.0998333333333328,moneyline,away_ml,0.3809166666666667,-117.0,,,Los Angeles Kings,0.23816666666666664,p=0.381,MODEL AWAY
2026-03-16,Colorado Avalanche,Pittsburgh Penguins,ev_home_ml,-0.19856294964028773,2026-03-16,9.335666666666667,0.5894166666666667,0.41058333333333336,1.5815,1.4088333333333334,0.8069263068828966,0.19307369311710343,-278.0,220.0,,,,,0.8275,0.10116666666666667,0.3413333333333333,0.6586666666666667,6.0,,,,,,3.3356666666666666,moneyline,home_ml,0.5894166666666667,-278.0,,,Colorado Avalanche,0.1788333333333334,p=0.589,MODEL HOME
2026-03-16,Colorado Avalanche,Pittsburgh Penguins,ev_away_ml,0.31386666666666674,2026-03-16,9.335666666666667,0.5894166666666667,0.41058333333333336,1.5815,1.4088333333333334,0.8069263068828966,0.19307369311710343,-278.0,220.0,,,,,0.8275,0.10116666666666667,0.3413333333333333,0.6586666666666667,6.0,,,,,,3.3356666666666666,moneyline,away_ml,0.41058333333333336,220.0,,,Pittsburgh Penguins,0.1788333333333333,p=0.411,MODEL AWAY
2026-03-16,New Jersey Devils,Boston Bruins,ev_away_ml,0.11671604938271607,2026-03-16,6.251,0.4201666666666667,0.5798333333333333,0.9268333333333333,1.0611666666666666,0.6649247012411074,0.33507529875889264,-113.0,-108.0,,,,,0.4535,0.4146666666666667,0.17583333333333334,0.8241666666666667,6.0,,,,,,0.25100000000000033,moneyline,away_ml,0.5798333333333333,-108.0,,,Boston Bruins,0.15966666666666662,p=0.580,MODEL AWAY
2026-03-16,New Jersey Devils,Boston Bruins,ev_home_ml,-0.20800442477876102,2026-03-16,6.251,0.4201666666666667,0.5798333333333333,0.9268333333333333,1.0611666666666666,0.6649247012411074,0.33507529875889264,-113.0,-108.0,,,,,0.4535,0.4146666666666667,0.17583333333333334,0.8241666666666667,6.0,,,,,,0.25100000000000033,moneyline,home_ml,0.4201666666666667,-113.0,,,New Jersey Devils,0.15966666666666662,p=0.420,MODEL HOME
2026-03-16,Detroit Red Wings,Calgary Flames,ev_home_ml,-0.3665912698412699,2026-03-16,5.536333333333333,0.4290833333333333,0.5709166666666666,0.8218333333333333,0.9455,0.6216869809560676,0.37831301904393244,-210.0,170.0,,,,,0.3295,0.5383333333333333,0.174,0.8260000000000001,6.0,,,,,,-0.46366666666666667,moneyline,home_ml,0.4290833333333333,-210.0,,,Detroit Red Wings,0.14183333333333337,p=0.429,MODEL HOME
2026-03-16,Detroit Red Wings,Calgary Flames,ev_away_ml,0.541475,2026-03-16,5.536333333333333,0.4290833333333333,0.5709166666666666,0.8218333333333333,0.9455,0.6216869809560676,0.37831301904393244,-210.0,170.0,,,,,0.3295,0.5383333333333333,0.174,0.8260000000000001,6.0,,,,,,-0.46366666666666667,moneyline,away_ml,0.5709166666666666,170.0,,,Calgary Flames,0.14183333333333326,p=0.571,MODEL AWAY
