gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020955,2026-03-02,Nashville Predators,Detroit Red Wings,2,5
2025020953,2026-03-02,New York Rangers,Columbus Blue Jackets,9,3
2025020954,2026-03-02,Toronto Maple Leafs,Philadelphia Flyers,1,4
2025020956,2026-03-02,Vancouver Canucks,Dallas Stars,1,0
2025020957,2026-03-02,Seattle Kraken,Carolina Hurricanes,6,2
2025020958,2026-03-02,Los Angeles Kings,Colorado Avalanche,6,7
