date,home,away,market,bet,prob,price,book,ev
2025-10-10T02:00:00Z,San Jose Sharks,Vegas Golden Knights,puckline,away_pl_+1.5,0.8261650368510136,-110.0,,0.5772
2025-10-10T00:00:00Z,Nashville Predators,Columbus Blue Jackets,moneyline,away_ml,0.7860505558948949,-108.0,bovada,0.5139
2025-10-10T02:00:00Z,Vancouver Canucks,Calgary Flames,totals,under,0.7661899818401676,-117.0,bovada,0.4211
2025-10-09T23:00:00Z,Detroit Red Wings,Montréal Canadiens,totals,under,0.7270421459068349,-105.0,bovada,0.4195
2025-10-10T00:00:00Z,St. Louis Blues,Minnesota Wild,totals,under,0.7653029274567583,-117.0,bovada,0.4194
2025-10-10T02:00:00Z,Seattle Kraken,Anaheim Ducks,totals,under,0.6945371452945768,102.0,bovada,0.403
2025-10-10T02:00:00Z,San Jose Sharks,Vegas Golden Knights,totals,under,0.6831537247283646,105.0,bovada,0.4005
2025-10-09T23:00:00Z,Tampa Bay Lightning,Ottawa Senators,totals,under,0.7030715693019121,-110.0,bovada,0.3422
2025-10-09T23:00:00Z,Pittsburgh Penguins,New York Islanders,moneyline,home_ml,0.6241631790635973,115.0,bovada,0.342
2025-10-10T00:00:00Z,Winnipeg Jets,Dallas Stars,moneyline,home_ml,0.7006888185899872,-110.0,bovada,0.3377
2025-10-09T23:00:00Z,Buffalo Sabres,New York Rangers,moneyline,home_ml,0.7132309492402878,-115.0,bovada,0.3334
2025-10-09T23:00:00Z,Boston Bruins,Chicago Blackhawks,totals,under,0.7248748119082009,-120.0,bovada,0.3289
2025-10-09T23:00:00Z,Pittsburgh Penguins,New York Islanders,puckline,away_pl_+1.5,0.6925495599209301,-110.0,,0.3221
2025-10-10T02:00:00Z,San Jose Sharks,Vegas Golden Knights,moneyline,away_ml,0.8823335175193252,-225.0,bovada,0.2745
2025-10-10T00:00:00Z,Winnipeg Jets,Dallas Stars,totals,under,0.6971188097731534,-122.0,bovada,0.2685
2025-10-10T02:00:00Z,Seattle Kraken,Anaheim Ducks,moneyline,away_ml,0.5972523625661981,107.0,bovada,0.2363
2025-10-10T00:00:00Z,Nashville Predators,Columbus Blue Jackets,totals,under,0.6058829029626946,102.0,bovada,0.2239
2025-10-09T23:00:00Z,Florida Panthers,Philadelphia Flyers,totals,under,0.5938604479801803,105.0,bovada,0.2174
2025-10-10T02:00:00Z,Vancouver Canucks,Calgary Flames,moneyline,home_ml,0.8115412234796551,-215.0,bovada,0.189
2025-10-10T01:00:00Z,Colorado Avalanche,Utah Mammoth,totals,under,0.636893982531159,-117.0,bovada,0.1812
2025-10-10T00:00:00Z,St. Louis Blues,Minnesota Wild,moneyline,home_ml,0.6463650906193713,-125.0,bovada,0.1635
2025-10-09T23:00:00Z,Buffalo Sabres,New York Rangers,totals,under,0.5534589136988457,105.0,bovada,0.1346
2025-10-10T02:00:00Z,Seattle Kraken,Anaheim Ducks,first10,f10_yes,0.6707704331613183,-150.0,,0.0596
2025-10-10T00:00:00Z,Nashville Predators,Columbus Blue Jackets,first10,f10_yes,0.6689546818046792,-150.0,,0.0566
2025-10-09T23:00:00Z,Detroit Red Wings,Montréal Canadiens,first10,f10_yes,0.6671289163019205,-150.0,,0.0535
2025-10-09T23:00:00Z,Pittsburgh Penguins,New York Islanders,first10,f10_yes,0.6634471216352631,-150.0,,0.0474
2025-10-09T23:00:00Z,Tampa Bay Lightning,Ottawa Senators,first10,f10_yes,0.663447121635263,-150.0,,0.0474
2025-10-10T02:00:00Z,San Jose Sharks,Vegas Golden Knights,first10,f10_yes,0.6597246036596991,-150.0,,0.0411
2025-10-09T23:00:00Z,Boston Bruins,Chicago Blackhawks,first10,f10_yes,0.6578479328659166,-150.0,,0.038
2025-10-10T01:00:00Z,Colorado Avalanche,Utah Mammoth,first10,f10_yes,0.6578479328659166,-150.0,,0.038
2025-10-09T23:00:00Z,Buffalo Sabres,New York Rangers,first10,f10_yes,0.6540634838174594,-150.0,,0.0317
2025-10-09T23:00:00Z,Florida Panthers,Philadelphia Flyers,first10,f10_yes,0.6502371760284711,-150.0,,0.0253
2025-10-10T02:00:00Z,Vancouver Canucks,Calgary Flames,first10,f10_yes,0.6404852235916711,-150.0,,0.0091
2025-10-10T00:00:00Z,St. Louis Blues,Minnesota Wild,first10,f10_yes,0.6365087304350432,-150.0,,0.0025
