gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020716,2026-01-12,Buffalo Sabres,Florida Panthers,4,3
2025020717,2026-01-12,Detroit Red Wings,Carolina Hurricanes,7,2
2025020718,2026-01-12,New York Rangers,Seattle Kraken,2,6
2025020719,2026-01-12,Philadelphia Flyers,Tampa Bay Lightning,2,2
2025020720,2026-01-12,Montréal Canadiens,Vancouver Canucks,2,3
2025020721,2026-01-12,Minnesota Wild,New Jersey Devils,2,3
2025020722,2026-01-12,Chicago Blackhawks,Edmonton Oilers,2,1
2025020723,2026-01-12,Colorado Avalanche,Toronto Maple Leafs,4,2
2025020724,2026-01-12,Los Angeles Kings,Dallas Stars,3,7
