date,team,opponent,is_home,goals_for,goals_against,rest_days,b2b,goals_for_roll10,goals_against_roll10
2022-12-10 01:30:00,Chicago Blackhawks,Winnipeg Jets,1,1.0,3.0,3,0,2.3,4.5
2022-12-14 02:00:00,Chicago Blackhawks,Washington Capitals,1,3.0,7.0,4,0,2.2,4.3
2022-12-16 01:30:00,Chicago Blackhawks,Vegas Golden Knights,1,1.0,4.0,1,1,2.4,4.4
2022-12-17 01:00:00,Chicago Blackhawks,Minnesota Wild,0,1.0,4.0,0,0,2.2,4.3
2022-12-19 00:30:00,Chicago Blackhawks,New York Rangers,1,1.0,7.0,1,1,1.9,4.1
2022-12-22 01:30:00,Chicago Blackhawks,Nashville Predators,1,2.0,4.0,3,0,1.8,4.5
2022-12-24 01:30:00,Chicago Blackhawks,Columbus Blue Jackets,1,5.0,2.0,2,0,1.8,4.2
2022-12-28 00:00:00,Chicago Blackhawks,Carolina Hurricanes,0,0.0,3.0,3,0,1.9,3.9
2022-12-30 01:00:00,Chicago Blackhawks,St. Louis Blues,0,1.0,3.0,2,0,1.4,4.0
2022-12-31 18:00:00,Chicago Blackhawks,Columbus Blue Jackets,0,1.0,4.0,1,1,1.5,4.0
2023-01-02 00:00:00,Chicago Blackhawks,San Jose Sharks,1,2.0,5.0,1,1,1.6,4.1
2023-01-04 01:30:00,Chicago Blackhawks,Tampa Bay Lightning,1,1.0,4.0,2,0,1.7,4.3
2023-01-07 01:30:00,Chicago Blackhawks,Arizona Coyotes,1,2.0,0.0,3,0,1.5,4.0
2023-01-09 00:00:00,Chicago Blackhawks,Calgary Flames,1,4.0,3.0,1,1,1.6,3.6
2023-01-13 01:30:00,Chicago Blackhawks,Colorado Avalanche,1,3.0,2.0,4,0,1.9,3.5
2023-01-15 01:00:00,Chicago Blackhawks,Seattle Kraken,1,5.0,8.0,1,1,2.1,3.0
2023-01-18 01:30:00,Chicago Blackhawks,Buffalo Sabres,1,4.0,3.0,3,0,2.4,3.4
2023-01-20 00:00:00,Chicago Blackhawks,Philadelphia Flyers,0,4.0,1.0,1,1,2.3,3.5
2023-01-22 01:00:00,Chicago Blackhawks,St. Louis Blues,0,5.0,3.0,2,0,2.7,3.3
2023-01-23 00:00:00,Chicago Blackhawks,Los Angeles Kings,1,1.0,2.0,0,0,3.1,3.3
2023-01-25 03:00:00,Chicago Blackhawks,Vancouver Canucks,0,2.0,5.0,2,0,3.1,3.1
2023-01-27 02:00:00,Chicago Blackhawks,Calgary Flames,0,5.0,1.0,1,1,3.1,3.1
2023-01-29 03:00:00,Chicago Blackhawks,Edmonton Oilers,0,3.0,7.0,2,0,3.5,2.8
2023-02-08 01:30:00,Chicago Blackhawks,Anaheim Ducks,1,2.0,3.0,9,0,3.6,3.5
2023-02-11 01:30:00,Chicago Blackhawks,Arizona Coyotes,1,4.0,3.0,3,0,3.4,3.5
2023-02-12 03:00:00,Chicago Blackhawks,Winnipeg Jets,0,1.0,4.0,1,1,3.5,3.6
2023-02-15 00:00:00,Chicago Blackhawks,Montréal Canadiens,0,0.0,4.0,2,0,3.1,3.2
2023-02-16 00:00:00,Chicago Blackhawks,Toronto Maple Leafs,0,2.0,5.0,1,1,2.7,3.3
2023-02-18 00:00:00,Chicago Blackhawks,Ottawa Senators,0,4.0,3.0,2,0,2.5,3.7
2023-02-19 23:00:00,Chicago Blackhawks,Toronto Maple Leafs,1,5.0,3.0,1,1,2.4,3.7
2023-02-22 01:30:00,Chicago Blackhawks,Vegas Golden Knights,1,3.0,2.0,2,0,2.8,3.8
2023-02-23 02:30:00,Chicago Blackhawks,Dallas Stars,0,4.0,3.0,1,1,2.9,3.5
2023-02-26 03:00:00,Chicago Blackhawks,San Jose Sharks,0,4.0,3.0,3,0,2.8,3.7
2023-02-28 03:00:00,Chicago Blackhawks,Anaheim Ducks,0,2.0,4.0,2,0,2.9,3.3
2023-03-01 02:00:00,Chicago Blackhawks,Arizona Coyotes,0,1.0,4.0,0,0,2.9,3.4
2023-03-03 01:30:00,Chicago Blackhawks,Dallas Stars,1,2.0,5.0,1,1,2.6,3.5
2023-03-05 01:00:00,Chicago Blackhawks,Nashville Predators,1,1.0,3.0,1,1,2.7,3.6
2023-03-07 02:00:00,Chicago Blackhawks,Ottawa Senators,1,5.0,0.0,2,0,2.8,3.5
2023-03-09 00:30:00,Chicago Blackhawks,Detroit Red Wings,0,3.0,4.0,1,1,3.1,3.0
2023-03-11 00:00:00,Chicago Blackhawks,Florida Panthers,0,3.0,4.0,1,1,3.0,3.1
2023-03-12 00:00:00,Chicago Blackhawks,Tampa Bay Lightning,0,1.0,3.0,1,1,2.8,3.2
2023-03-15 00:30:00,Chicago Blackhawks,Boston Bruins,1,6.0,3.0,3,0,2.6,3.3
2023-03-17 00:00:00,Chicago Blackhawks,Nashville Predators,0,2.0,1.0,1,1,2.8,3.3
2023-03-19 02:30:00,Chicago Blackhawks,Arizona Coyotes,0,2.0,4.0,2,0,2.6,3.1
2023-03-21 01:00:00,Chicago Blackhawks,Colorado Avalanche,0,0.0,5.0,1,1,2.6,3.1
2023-03-23 23:00:00,Chicago Blackhawks,Washington Capitals,0,1.0,6.0,2,0,2.5,3.2
2023-03-25 21:00:00,Chicago Blackhawks,Minnesota Wild,0,1.0,3.0,1,1,2.4,3.3
2023-03-26 22:00:00,Chicago Blackhawks,Vancouver Canucks,1,2.0,4.0,1,1,2.4,3.3
2023-03-29 00:30:00,Chicago Blackhawks,Dallas Stars,1,1.0,4.0,2,0,2.1,3.7
2023-03-31 00:30:00,Chicago Blackhawks,St. Louis Blues,1,3.0,5.0,2,0,1.9,3.7
2023-04-02 00:00:00,Chicago Blackhawks,New Jersey Devils,1,3.0,6.0,1,1,1.9,3.8
2023-04-05 01:00:00,Chicago Blackhawks,Calgary Flames,0,4.0,3.0,3,0,2.1,4.1
2023-04-07 02:00:00,Chicago Blackhawks,Vancouver Canucks,0,0.0,3.0,2,0,1.9,4.1
2023-04-09 02:00:00,Chicago Blackhawks,Seattle Kraken,0,3.0,7.0,2,0,1.7,4.3
2023-04-11 01:00:00,Chicago Blackhawks,Minnesota Wild,1,2.0,4.0,1,1,1.8,4.6
2023-04-11 23:30:00,Chicago Blackhawks,Pittsburgh Penguins,0,5.0,2.0,0,0,2.0,4.5
2023-04-14 00:30:00,Chicago Blackhawks,Philadelphia Flyers,1,4.0,5.0,2,0,2.4,4.1
2023-09-29 00:30:00,Chicago Blackhawks,St. Louis Blues,1,2.0,1.0,168,0,2.7,4.3
2023-09-30 23:00:00,Chicago Blackhawks,Minnesota Wild,0,2.0,3.0,1,1,2.7,4.0
2023-10-01 23:00:00,Chicago Blackhawks,Detroit Red Wings,0,1.0,6.0,1,1,2.8,3.9
2023-10-04 00:30:00,Chicago Blackhawks,Detroit Red Wings,1,4.0,2.0,2,0,2.6,4.0
2023-10-06 00:30:00,Chicago Blackhawks,Minnesota Wild,1,2.0,3.0,2,0,2.7,3.6
2023-10-08 00:00:00,Chicago Blackhawks,St. Louis Blues,0,3.0,5.0,1,1,2.5,3.6
2023-10-11 00:00:00,Chicago Blackhawks,Pittsburgh Penguins,0,4.0,2.0,3,0,2.8,3.8
2023-10-11 23:30:00,Chicago Blackhawks,Boston Bruins,0,1.0,3.0,0,0,2.9,3.3
2023-10-14 23:00:00,Chicago Blackhawks,Montréal Canadiens,0,2.0,3.0,2,0,2.8,3.2
2023-10-16 23:00:00,Chicago Blackhawks,Toronto Maple Leafs,0,4.0,1.0,2,0,2.5,3.3
2023-10-20 02:30:00,Chicago Blackhawks,Colorado Avalanche,0,0.0,4.0,3,0,2.5,2.9
2023-10-22 00:00:00,Chicago Blackhawks,Vegas Golden Knights,1,3.0,5.0,1,1,2.3,3.2
2023-10-25 00:30:00,Chicago Blackhawks,Boston Bruins,1,0.0,3.0,3,0,2.4,3.4
2023-10-27 22:00:00,Chicago Blackhawks,Vegas Golden Knights,0,4.0,3.0,2,0,2.3,3.1
2023-10-31 02:00:00,Chicago Blackhawks,Arizona Coyotes,0,1.0,8.0,3,0,2.3,3.2
2023-11-05 00:00:00,Chicago Blackhawks,Florida Panthers,1,5.0,2.0,4,0,2.2,3.7
2023-11-06 00:00:00,Chicago Blackhawks,New Jersey Devils,1,2.0,4.0,1,1,2.4,3.4
2023-11-10 00:00:00,Chicago Blackhawks,Tampa Bay Lightning,0,5.0,3.0,4,0,2.2,3.6
2023-11-12 18:00:00,Chicago Blackhawks,Florida Panthers,0,3.0,4.0,2,0,2.6,3.6
2023-11-17 01:00:00,Chicago Blackhawks,Tampa Bay Lightning,1,2.0,4.0,4,0,2.7,3.7
2023-11-18 19:00:00,Chicago Blackhawks,Nashville Predators,0,2.0,4.0,1,1,2.5,4.0
2023-11-20 00:00:00,Chicago Blackhawks,Buffalo Sabres,1,2.0,3.0,1,1,2.7,4.0
2023-11-23 00:00:00,Chicago Blackhawks,Columbus Blue Jackets,0,3.0,7.0,3,0,2.6,3.8
2023-11-24 19:00:00,Chicago Blackhawks,Toronto Maple Leafs,1,4.0,3.0,1,1,2.9,4.2
2023-11-26 19:00:00,Chicago Blackhawks,St. Louis Blues,1,2.0,4.0,2,0,2.9,4.2
2023-11-29 01:30:00,Chicago Blackhawks,Seattle Kraken,1,4.0,3.0,2,0,3.0,3.8
2023-12-01 00:00:00,Chicago Blackhawks,Detroit Red Wings,0,1.0,5.0,1,1,2.9,3.9
2023-12-02 20:00:00,Chicago Blackhawks,Winnipeg Jets,0,1.0,3.0,1,1,2.8,4.0
2023-12-03 19:00:00,Chicago Blackhawks,Minnesota Wild,0,1.0,4.0,0,0,2.4,4.0
2023-12-06 01:30:00,Chicago Blackhawks,Nashville Predators,1,3.0,4.0,2,0,2.2,4.0
2023-12-08 01:30:00,Chicago Blackhawks,Anaheim Ducks,1,1.0,0.0,2,0,2.3,4.0
2023-12-10 01:00:00,Chicago Blackhawks,St. Louis Blues,1,3.0,1.0,1,1,2.2,3.6
2023-12-11 00:00:00,Chicago Blackhawks,Washington Capitals,1,2.0,4.0,0,0,2.3,3.4
2023-12-13 03:00:00,Chicago Blackhawks,Edmonton Oilers,0,1.0,4.0,2,0,2.2,3.1
2023-12-15 03:00:00,Chicago Blackhawks,Seattle Kraken,0,1.0,7.0,2,0,1.9,3.2
2023-12-17 20:00:00,Chicago Blackhawks,Vancouver Canucks,1,3.0,4.0,2,0,1.8,3.5
2023-12-20 01:30:00,Chicago Blackhawks,Colorado Avalanche,1,3.0,2.0,2,0,1.7,3.6
2023-12-23 01:30:00,Chicago Blackhawks,Montréal Canadiens,1,2.0,5.0,3,0,1.9,3.3
2023-12-24 01:00:00,Chicago Blackhawks,St. Louis Blues,0,5.0,7.0,0,0,2.0,3.5
2023-12-28 02:00:00,Chicago Blackhawks,Winnipeg Jets,1,2.0,1.0,4,0,2.4,3.8
2023-12-30 01:00:00,Chicago Blackhawks,Dallas Stars,0,4.0,5.0,1,1,2.3,3.5
2024-01-01 01:00:00,Chicago Blackhawks,Dallas Stars,0,1.0,8.0,2,0,2.6,4.0
2024-01-03 01:00:00,Chicago Blackhawks,Nashville Predators,0,0.0,3.0,2,0,2.4,4.7
2024-01-05 00:00:00,Chicago Blackhawks,New York Rangers,0,1.0,4.0,1,1,2.2,4.6
2024-01-06 00:00:00,Chicago Blackhawks,New Jersey Devils,0,2.0,4.0,1,1,2.2,4.6
2024-01-07 20:00:00,Chicago Blackhawks,Calgary Flames,1,4.0,3.0,1,1,2.3,4.3
2024-01-10 01:30:00,Chicago Blackhawks,Edmonton Oilers,1,1.0,2.0,2,0,2.4,4.2
2024-01-12 01:00:00,Chicago Blackhawks,Winnipeg Jets,0,1.0,2.0,1,1,2.2,4.2
2024-01-14 01:00:00,Chicago Blackhawks,Dallas Stars,1,1.0,3.0,2,0,2.1,3.9
2024-01-17 01:30:00,Chicago Blackhawks,San Jose Sharks,1,2.0,1.0,3,0,1.7,3.5
2024-01-19 00:00:00,Chicago Blackhawks,Buffalo Sabres,0,0.0,3.0,1,1,1.7,3.5
2024-01-20 01:30:00,Chicago Blackhawks,New York Islanders,1,4.0,3.0,1,1,1.3,3.3
2024-01-23 03:00:00,Chicago Blackhawks,Vancouver Canucks,0,0.0,2.0,3,0,1.6,2.8
2024-01-25 03:00:00,Chicago Blackhawks,Seattle Kraken,0,2.0,6.0,2,0,1.6,2.7
2024-01-26 02:00:00,Chicago Blackhawks,Edmonton Oilers,0,0.0,3.0,0,0,1.7,2.9
2024-01-28 03:00:00,Chicago Blackhawks,Calgary Flames,0,0.0,1.0,2,0,1.5,2.8
2024-02-08 02:30:00,Chicago Blackhawks,Minnesota Wild,1,1.0,2.0,10,0,1.1,2.6
2024-02-10 01:30:00,Chicago Blackhawks,New York Rangers,1,3.0,4.0,1,1,1.1,2.6
2024-02-14 01:30:00,Chicago Blackhawks,Vancouver Canucks,1,2.0,4.0,4,0,1.3,2.8
2024-02-16 01:30:00,Chicago Blackhawks,Pittsburgh Penguins,1,1.0,4.0,2,0,1.4,2.9
2024-02-17 20:00:00,Chicago Blackhawks,Ottawa Senators,1,3.0,2.0,1,1,1.3,3.2
2024-02-20 00:00:00,Chicago Blackhawks,Carolina Hurricanes,0,3.0,6.0,2,0,1.6,3.1
2024-02-22 00:30:00,Chicago Blackhawks,Philadelphia Flyers,1,1.0,3.0,2,0,1.5,3.4
2024-02-24 01:30:00,Chicago Blackhawks,Winnipeg Jets,1,2.0,3.0,2,0,1.6,3.5
2024-02-25 23:00:00,Chicago Blackhawks,Detroit Red Wings,1,2.0,3.0,1,1,1.6,3.2
2024-03-01 02:00:00,Chicago Blackhawks,Colorado Avalanche,1,0.0,5.0,4,0,1.8,3.2
2024-03-03 01:00:00,Chicago Blackhawks,Columbus Blue Jackets,1,2.0,5.0,1,1,1.8,3.6
2024-03-05 02:00:00,Chicago Blackhawks,Colorado Avalanche,0,0.0,5.0,2,0,1.9,3.9
2024-03-06 02:00:00,Chicago Blackhawks,Arizona Coyotes,0,5.0,2.0,1,1,1.6,4.0
2024-03-10 00:00:00,Chicago Blackhawks,Washington Capitals,0,1.0,4.0,3,0,1.9,3.8
2024-03-10 22:00:00,Chicago Blackhawks,Arizona Coyotes,1,7.0,4.0,0,0,1.9,3.8
2024-03-13 00:30:00,Chicago Blackhawks,Anaheim Ducks,1,7.0,2.0,2,0,2.3,4.0
2024-03-16 00:30:00,Chicago Blackhawks,Los Angeles Kings,1,0.0,5.0,3,0,2.7,3.6
2024-03-17 22:00:00,Chicago Blackhawks,San Jose Sharks,1,5.0,2.0,1,1,2.6,3.8
2024-03-20 02:00:00,Chicago Blackhawks,Los Angeles Kings,0,2.0,6.0,2,0,2.9,3.7
2024-03-22 02:00:00,Chicago Blackhawks,Anaheim Ducks,0,0.0,4.0,2,0,2.9,4.0
2024-03-24 02:30:00,Chicago Blackhawks,San Jose Sharks,0,5.0,4.0,2,0,2.9,3.9
2024-03-27 00:30:00,Chicago Blackhawks,Calgary Flames,1,3.0,1.0,2,0,3.2,3.8
2024-03-28 23:00:00,Chicago Blackhawks,Ottawa Senators,0,0.0,2.0,1,1,3.5,3.4
2024-03-30 23:00:00,Chicago Blackhawks,Philadelphia Flyers,0,5.0,1.0,2,0,3.0,3.4
2024-04-02 23:30:00,Chicago Blackhawks,New York Islanders,0,1.0,2.0,3,0,3.4,3.1
2024-04-06 19:30:00,Chicago Blackhawks,Dallas Stars,1,3.0,2.0,3,0,2.8,2.9
2024-04-07 19:30:00,Chicago Blackhawks,Minnesota Wild,1,0.0,4.0,1,1,2.4,2.9
2024-04-11 00:00:00,Chicago Blackhawks,St. Louis Blues,0,2.0,5.0,3,0,2.4,2.8
2024-04-13 00:30:00,Chicago Blackhawks,Nashville Predators,1,1.0,5.0,2,0,2.1,3.1
2024-04-14 22:00:00,Chicago Blackhawks,Carolina Hurricanes,1,2.0,4.0,1,1,2.0,3.0
2024-04-17 02:00:00,Chicago Blackhawks,Vegas Golden Knights,0,1.0,3.0,2,0,2.2,3.0
2024-04-19 02:30:00,Chicago Blackhawks,Los Angeles Kings,0,4.0,5.0,2,0,1.8,2.9
2022-09-25 20:00:00,Colorado Avalanche,Minnesota Wild,0,2.0,3.0,7,0,1.9,3.3
2022-09-26 01:00:00,Colorado Avalanche,Vegas Golden Knights,1,3.0,1.0,0,0,,
2022-09-28 01:00:00,Colorado Avalanche,Minnesota Wild,1,2.0,5.0,2,0,,
2022-09-29 02:00:00,Colorado Avalanche,Vegas Golden Knights,0,1.0,7.0,1,1,2.3333333333333335,3.0
2022-10-04 00:00:00,Colorado Avalanche,Dallas Stars,0,3.0,1.0,4,0,2.0,4.0
2022-10-06 01:30:00,Colorado Avalanche,Dallas Stars,1,2.0,1.0,2,0,2.2,3.4
2022-10-13 01:30:00,Colorado Avalanche,Chicago Blackhawks,1,5.0,2.0,7,0,2.1666666666666665,3.0
2022-10-14 01:30:00,Colorado Avalanche,Calgary Flames,0,3.0,5.0,1,1,2.5714285714285716,2.857142857142857
2022-10-18 00:00:00,Colorado Avalanche,Minnesota Wild,0,6.0,3.0,3,0,2.625,3.125
2022-10-20 00:00:00,Colorado Avalanche,Winnipeg Jets,1,3.0,4.0,2,0,3.0,3.111111111111111
2022-10-22 01:00:00,Colorado Avalanche,Seattle Kraken,1,2.0,3.0,2,0,3.0,3.2
2022-10-23 02:00:00,Colorado Avalanche,Vegas Golden Knights,0,3.0,2.0,1,1,3.0,3.2
2022-10-26 00:00:00,Colorado Avalanche,New York Rangers,0,3.0,2.0,2,0,3.0,3.3
2022-10-28 23:00:00,Colorado Avalanche,New Jersey Devils,0,0.0,1.0,2,0,3.1,3.0
2022-10-29 23:30:00,Colorado Avalanche,New York Islanders,0,4.0,5.0,1,1,3.0,2.4
2022-11-04 18:00:00,Colorado Avalanche,Columbus Blue Jackets,1,6.0,3.0,5,0,3.1,2.8
2022-11-05 18:00:00,Colorado Avalanche,Columbus Blue Jackets,0,5.0,1.0,1,1,3.5,3.0
2022-11-11 02:00:00,Colorado Avalanche,Nashville Predators,1,5.0,3.0,5,0,3.5,2.9
2022-11-13 02:00:00,Colorado Avalanche,Carolina Hurricanes,1,4.0,1.0,2,0,3.7,2.7
2022-11-15 02:00:00,Colorado Avalanche,St. Louis Blues,1,2.0,3.0,2,0,3.5,2.5
2022-11-18 00:00:00,Colorado Avalanche,Carolina Hurricanes,0,3.0,2.0,2,0,3.4,2.4
2022-11-20 00:00:00,Colorado Avalanche,Washington Capitals,0,4.0,0.0,2,0,3.5,2.3
2022-11-22 01:30:00,Colorado Avalanche,Dallas Stars,0,3.0,2.0,2,0,3.6,2.1
2022-11-24 03:00:00,Colorado Avalanche,Vancouver Canucks,1,3.0,4.0,2,0,3.6,2.1
2022-11-27 02:00:00,Colorado Avalanche,Dallas Stars,1,4.0,1.0,2,0,3.9,2.4
2022-11-30 01:00:00,Colorado Avalanche,Winnipeg Jets,0,0.0,5.0,2,0,3.9,2.0
2022-12-02 00:00:00,Colorado Avalanche,Buffalo Sabres,0,6.0,4.0,1,1,3.3,2.2
2022-12-04 00:00:00,Colorado Avalanche,Boston Bruins,0,1.0,5.0,2,0,3.4,2.5
2022-12-06 00:00:00,Colorado Avalanche,Philadelphia Flyers,0,3.0,5.0,2,0,3.0,2.7
2022-12-08 02:00:00,Colorado Avalanche,Boston Bruins,1,0.0,4.0,2,0,2.9,3.1
2022-12-10 02:00:00,Colorado Avalanche,New York Rangers,1,1.0,2.0,2,0,2.7,3.2
2022-12-11 20:00:00,Colorado Avalanche,St. Louis Blues,0,3.0,2.0,1,1,2.5,3.2
2022-12-14 02:00:00,Colorado Avalanche,Philadelphia Flyers,1,3.0,2.0,2,0,2.4,3.4
2022-12-16 02:00:00,Colorado Avalanche,Buffalo Sabres,1,2.0,4.0,2,0,2.4,3.4
2022-12-18 02:00:00,Colorado Avalanche,Nashville Predators,1,3.0,1.0,2,0,2.3,3.4
2022-12-20 02:00:00,Colorado Avalanche,New York Islanders,1,1.0,0.0,2,0,2.2,3.4
2022-12-22 01:00:00,Colorado Avalanche,Montréal Canadiens,1,2.0,1.0,1,1,2.3,2.9
2022-12-24 01:00:00,Colorado Avalanche,Nashville Predators,0,3.0,2.0,2,0,1.9,2.6
2022-12-28 02:00:00,Colorado Avalanche,Arizona Coyotes,0,3.0,6.0,4,0,2.1,2.3
2022-12-30 02:00:00,Colorado Avalanche,Los Angeles Kings,1,4.0,5.0,2,0,2.1,2.4
2023-01-01 00:00:00,Colorado Avalanche,Toronto Maple Leafs,1,2.0,6.0,1,1,2.5,2.5
2023-01-03 02:00:00,Colorado Avalanche,Vegas Golden Knights,1,2.0,3.0,2,0,2.6,2.9
2023-01-06 03:00:00,Colorado Avalanche,Vancouver Canucks,0,2.0,4.0,3,0,2.5,3.0
2023-01-08 03:00:00,Colorado Avalanche,Edmonton Oilers,0,3.0,2.0,2,0,2.4,3.2
2023-01-11 02:30:00,Colorado Avalanche,Florida Panthers,1,4.0,5.0,2,0,2.5,3.0
2023-01-13 01:30:00,Colorado Avalanche,Chicago Blackhawks,0,2.0,3.0,1,1,2.6,3.4
2023-01-15 00:00:00,Colorado Avalanche,Ottawa Senators,1,7.0,0.0,1,1,2.7,3.7
2023-01-16 20:00:00,Colorado Avalanche,Detroit Red Wings,1,6.0,3.0,1,1,3.2,3.6
2023-01-19 02:30:00,Colorado Avalanche,Calgary Flames,0,4.0,1.0,2,0,3.5,3.7
2023-01-21 03:00:00,Colorado Avalanche,Vancouver Canucks,0,4.0,1.0,2,0,3.6,3.2
2023-01-22 03:00:00,Colorado Avalanche,Seattle Kraken,0,2.0,1.0,1,1,3.6,2.8
2023-01-25 02:00:00,Colorado Avalanche,Washington Capitals,1,3.0,2.0,2,0,3.6,2.3
2023-01-27 02:00:00,Colorado Avalanche,Anaheim Ducks,1,3.0,5.0,2,0,3.7,2.2
2023-01-28 20:00:00,Colorado Avalanche,St. Louis Blues,1,4.0,2.0,1,1,3.8,2.3
2023-02-08 00:00:00,Colorado Avalanche,Pittsburgh Penguins,0,1.0,2.0,10,0,3.9,2.3
2023-02-10 00:00:00,Colorado Avalanche,Tampa Bay Lightning,0,0.0,5.0,2,0,3.6,2.0
2023-02-11 23:00:00,Colorado Avalanche,Florida Panthers,0,5.0,3.0,1,1,3.4,2.2
2023-02-15 02:00:00,Colorado Avalanche,Tampa Bay Lightning,1,3.0,4.0,3,0,3.2,2.5
2023-02-16 02:30:00,Colorado Avalanche,Minnesota Wild,0,3.0,2.0,1,1,2.9,2.6
2023-02-18 19:00:00,Colorado Avalanche,St. Louis Blues,0,4.0,1.0,2,0,2.8,2.7
2023-02-19 20:00:00,Colorado Avalanche,Edmonton Oilers,1,6.0,5.0,1,1,2.8,2.7
2023-02-25 01:00:00,Colorado Avalanche,Winnipeg Jets,0,5.0,1.0,5,0,3.2,3.1
2023-02-26 03:00:00,Colorado Avalanche,Calgary Flames,1,4.0,1.0,1,1,3.4,3.0
2023-02-28 02:00:00,Colorado Avalanche,Vegas Golden Knights,1,3.0,0.0,1,1,3.5,2.6
2023-03-02 02:00:00,Colorado Avalanche,New Jersey Devils,1,5.0,7.0,2,0,3.4,2.4
2023-03-04 20:30:00,Colorado Avalanche,Dallas Stars,0,3.0,7.0,2,0,3.8,2.9
2023-03-06 02:00:00,Colorado Avalanche,Seattle Kraken,1,2.0,3.0,1,1,4.1,3.1
2023-03-08 02:00:00,Colorado Avalanche,San Jose Sharks,1,6.0,0.0,2,0,3.8,3.1
2023-03-10 02:00:00,Colorado Avalanche,Los Angeles Kings,1,2.0,5.0,2,0,4.1,2.7
2023-03-11 23:00:00,Colorado Avalanche,Arizona Coyotes,1,3.0,2.0,1,1,4.0,3.0
2023-03-13 23:30:00,Colorado Avalanche,Montréal Canadiens,0,8.0,4.0,2,0,3.9,3.1
2023-03-15 23:00:00,Colorado Avalanche,Toronto Maple Leafs,0,2.0,1.0,1,1,4.1,3.0
2023-03-16 23:00:00,Colorado Avalanche,Ottawa Senators,0,5.0,4.0,1,1,3.8,3.0
2023-03-18 17:00:00,Colorado Avalanche,Detroit Red Wings,0,5.0,1.0,1,1,3.9,3.3
2023-03-21 01:00:00,Colorado Avalanche,Chicago Blackhawks,1,5.0,0.0,2,0,4.1,3.4
2023-03-23 00:00:00,Colorado Avalanche,Pittsburgh Penguins,1,2.0,5.0,1,1,4.1,2.7
2023-03-25 01:00:00,Colorado Avalanche,Arizona Coyotes,1,3.0,1.0,2,0,4.0,2.5
2023-03-26 19:00:00,Colorado Avalanche,Arizona Coyotes,0,4.0,3.0,1,1,4.1,2.3
2023-03-28 02:00:00,Colorado Avalanche,Anaheim Ducks,0,5.0,1.0,1,1,3.9,2.6
2023-03-30 02:00:00,Colorado Avalanche,Minnesota Wild,1,2.0,4.0,2,0,4.2,2.2
2023-04-02 01:00:00,Colorado Avalanche,Dallas Stars,1,5.0,2.0,2,0,4.1,2.4
2023-04-05 02:30:00,Colorado Avalanche,San Jose Sharks,0,4.0,3.0,3,0,3.8,2.2
2023-04-07 02:30:00,Colorado Avalanche,San Jose Sharks,0,6.0,2.0,2,0,4.0,2.4
2023-04-09 02:30:00,Colorado Avalanche,Los Angeles Kings,0,4.0,3.0,2,0,4.1,2.2
2023-04-10 00:30:00,Colorado Avalanche,Anaheim Ducks,0,5.0,4.0,0,0,4.0,2.4
2023-04-12 01:30:00,Colorado Avalanche,Edmonton Oilers,1,1.0,2.0,2,0,4.0,2.8
2023-04-14 00:00:00,Colorado Avalanche,Winnipeg Jets,1,4.0,2.0,1,1,3.9,2.5
2023-04-15 00:00:00,Colorado Avalanche,Nashville Predators,0,4.0,3.0,1,1,4.0,2.6
2023-04-19 02:00:00,Colorado Avalanche,Seattle Kraken,1,1.0,3.0,4,0,4.0,2.6
2023-04-21 01:30:00,Colorado Avalanche,Seattle Kraken,1,3.0,2.0,1,1,3.6,2.8
2023-04-23 02:00:00,Colorado Avalanche,Seattle Kraken,0,6.0,4.0,2,0,3.7,2.6
2023-04-25 02:00:00,Colorado Avalanche,Seattle Kraken,0,2.0,3.0,2,0,3.8,2.8
2023-04-27 01:30:00,Colorado Avalanche,Seattle Kraken,1,2.0,3.0,1,1,3.6,2.8
2023-04-29 02:00:00,Colorado Avalanche,Seattle Kraken,0,4.0,1.0,2,0,3.2,2.9
2023-05-01 01:30:00,Colorado Avalanche,Seattle Kraken,1,1.0,2.0,1,1,3.2,2.7
2023-09-24 19:00:00,Colorado Avalanche,Minnesota Wild,1,3.0,4.0,146,0,2.8,2.5
2023-09-26 01:00:00,Colorado Avalanche,Vegas Golden Knights,1,3.0,2.0,1,1,3.0,2.7
2023-09-29 00:00:00,Colorado Avalanche,Minnesota Wild,0,2.0,4.0,2,0,2.9,2.7
2023-10-01 23:00:00,Colorado Avalanche,Dallas Stars,1,4.0,3.0,2,0,2.7,2.8
2023-10-04 00:00:00,Colorado Avalanche,Dallas Stars,0,1.0,3.0,2,0,3.0,2.8
2023-10-06 02:00:00,Colorado Avalanche,Vegas Golden Knights,0,3.0,4.0,2,0,2.8,2.9
2023-10-12 02:00:00,Colorado Avalanche,Los Angeles Kings,0,5.0,2.0,6,0,2.5,2.9
2023-10-15 02:00:00,Colorado Avalanche,San Jose Sharks,0,2.0,1.0,3,0,2.8,2.8
2023-10-18 02:00:00,Colorado Avalanche,Seattle Kraken,0,4.0,1.0,3,0,2.8,2.6
2023-10-20 02:30:00,Colorado Avalanche,Chicago Blackhawks,1,4.0,0.0,2,0,2.8,2.6
2023-10-22 01:00:00,Colorado Avalanche,Carolina Hurricanes,1,6.0,4.0,1,1,3.1,2.4
2023-10-25 00:00:00,Colorado Avalanche,New York Islanders,0,7.0,4.0,2,0,3.4,2.4
2023-10-26 23:00:00,Colorado Avalanche,Pittsburgh Penguins,0,0.0,4.0,1,1,3.8,2.6
