date,team,opponent,is_home,goals_for,goals_against,rest_days,b2b,goals_for_roll10,goals_against_roll10
2022-12-30 22:00:00,Nashville Predators,Anaheim Ducks,0,6.0,1.0,2,0,2.1,3.1
2022-12-31 20:00:00,Nashville Predators,Vegas Golden Knights,0,4.0,5.0,0,0,2.5,2.7
2023-01-04 01:00:00,Nashville Predators,Montréal Canadiens,1,6.0,3.0,3,0,2.7,2.9
2023-01-06 00:00:00,Nashville Predators,Carolina Hurricanes,0,5.0,3.0,1,1,3.3,3.1
2023-01-07 00:00:00,Nashville Predators,Washington Capitals,0,3.0,2.0,1,1,3.5,2.8
2023-01-10 00:30:00,Nashville Predators,Ottawa Senators,0,3.0,0.0,3,0,3.7,2.8
2023-01-12 00:30:00,Nashville Predators,Toronto Maple Leafs,0,1.0,2.0,2,0,3.9,2.5
2023-01-13 00:00:00,Nashville Predators,Montréal Canadiens,0,3.0,4.0,0,0,3.6,2.4
2023-01-15 01:00:00,Nashville Predators,Buffalo Sabres,1,3.0,5.0,2,0,3.5,2.6
2023-01-17 01:00:00,Nashville Predators,Calgary Flames,1,2.0,1.0,2,0,3.6,2.8
2023-01-18 01:00:00,Nashville Predators,Columbus Blue Jackets,1,2.0,1.0,1,1,3.6,2.6
2023-01-20 01:00:00,Nashville Predators,St. Louis Blues,0,2.0,5.0,2,0,3.2,2.6
2023-01-22 01:00:00,Nashville Predators,Los Angeles Kings,1,5.0,3.0,2,0,3.0,2.6
2023-01-25 01:00:00,Nashville Predators,Winnipeg Jets,1,2.0,1.0,3,0,2.9,2.6
2023-01-27 01:00:00,Nashville Predators,New Jersey Devils,1,6.0,4.0,2,0,2.6,2.4
2023-02-08 01:00:00,Nashville Predators,Vegas Golden Knights,1,1.0,5.0,12,0,2.9,2.6
2023-02-11 17:30:00,Nashville Predators,Philadelphia Flyers,0,2.0,1.0,3,0,2.7,3.1
2023-02-14 01:00:00,Nashville Predators,Arizona Coyotes,1,2.0,4.0,2,0,2.8,3.0
2023-02-17 01:00:00,Nashville Predators,Boston Bruins,1,0.0,5.0,3,0,2.7,3.0
2023-02-18 19:00:00,Nashville Predators,Florida Panthers,1,7.0,3.0,1,1,2.4,3.0
2023-02-19 19:00:00,Nashville Predators,Minnesota Wild,0,3.0,4.0,1,1,2.9,3.2
2023-02-22 01:00:00,Nashville Predators,Vancouver Canucks,1,5.0,4.0,2,0,3.0,3.5
2023-02-24 03:30:00,Nashville Predators,San Jose Sharks,0,6.0,2.0,2,0,3.3,3.4
2023-02-27 00:00:00,Nashville Predators,Arizona Coyotes,0,6.0,2.0,2,0,3.4,3.3
2023-03-01 01:00:00,Nashville Predators,Pittsburgh Penguins,1,1.0,3.0,2,0,3.8,3.4
2023-03-03 00:00:00,Nashville Predators,Florida Panthers,0,2.0,1.0,1,1,3.3,3.3
2023-03-05 01:00:00,Nashville Predators,Chicago Blackhawks,0,3.0,1.0,2,0,3.4,2.9
2023-03-07 03:30:00,Nashville Predators,Vancouver Canucks,0,3.0,4.0,2,0,3.5,2.9
2023-03-10 02:00:00,Nashville Predators,Arizona Coyotes,0,1.0,4.0,2,0,3.6,2.9
2023-03-12 03:30:00,Nashville Predators,Los Angeles Kings,0,2.0,1.0,2,0,3.7,2.8
2023-03-13 01:30:00,Nashville Predators,Anaheim Ducks,0,5.0,4.0,0,0,3.2,2.6
2023-03-15 00:00:00,Nashville Predators,Detroit Red Wings,1,2.0,1.0,1,1,3.4,2.6
2023-03-17 00:00:00,Nashville Predators,Chicago Blackhawks,1,1.0,2.0,2,0,3.1,2.3
2023-03-18 18:00:00,Nashville Predators,Winnipeg Jets,1,2.0,3.0,1,1,2.6,2.3
2023-03-19 23:00:00,Nashville Predators,New York Rangers,0,0.0,7.0,1,1,2.2,2.4
2023-03-21 23:00:00,Nashville Predators,Buffalo Sabres,0,7.0,3.0,2,0,2.1,2.8
2023-03-24 00:00:00,Nashville Predators,Seattle Kraken,1,2.0,1.0,2,0,2.6,3.0
2023-03-25 18:00:00,Nashville Predators,Seattle Kraken,1,2.0,7.0,1,1,2.5,3.0
2023-03-26 22:00:00,Nashville Predators,Toronto Maple Leafs,1,2.0,3.0,1,1,2.4,3.3
2023-03-28 23:00:00,Nashville Predators,Boston Bruins,0,2.0,1.0,2,0,2.5,3.2
2023-03-30 23:00:00,Nashville Predators,Pittsburgh Penguins,0,0.0,2.0,2,0,2.5,3.2
2023-04-01 17:00:00,Nashville Predators,St. Louis Blues,1,6.0,1.0,1,1,2.0,3.0
2023-04-04 00:30:00,Nashville Predators,Dallas Stars,0,1.0,5.0,2,0,2.4,3.0
2023-04-05 00:00:00,Nashville Predators,Vegas Golden Knights,1,3.0,2.0,0,0,2.4,3.3
2023-04-07 00:00:00,Nashville Predators,Carolina Hurricanes,1,3.0,0.0,2,0,2.5,3.2
2023-04-08 23:00:00,Nashville Predators,Winnipeg Jets,0,0.0,2.0,1,1,2.8,2.5
2023-04-11 01:30:00,Nashville Predators,Calgary Flames,0,3.0,2.0,2,0,2.1,2.4
2023-04-14 00:00:00,Nashville Predators,Minnesota Wild,1,4.0,3.0,2,0,2.2,2.5
2023-04-15 00:00:00,Nashville Predators,Colorado Avalanche,1,3.0,4.0,1,1,2.4,2.1
2023-09-25 18:00:00,Nashville Predators,Florida Panthers,0,0.0,5.0,163,0,2.5,2.2
2023-09-25 22:00:00,Nashville Predators,Florida Panthers,0,2.0,5.0,0,0,2.3,2.6
2023-09-28 00:00:00,Nashville Predators,Tampa Bay Lightning,1,1.0,2.0,2,0,2.5,2.9
2023-09-30 21:00:00,Nashville Predators,Tampa Bay Lightning,0,4.0,5.0,2,0,2.0,3.0
2023-10-06 00:00:00,Nashville Predators,Carolina Hurricanes,1,5.0,1.0,5,0,2.3,3.0
2023-10-06 23:00:00,Nashville Predators,Carolina Hurricanes,0,1.0,4.0,0,0,2.5,2.9
2023-10-10 21:30:00,Nashville Predators,Tampa Bay Lightning,0,3.0,5.0,3,0,2.3,3.3
2023-10-13 00:00:00,Nashville Predators,Seattle Kraken,1,3.0,0.0,2,0,2.6,3.6
2023-10-14 23:00:00,Nashville Predators,Boston Bruins,0,2.0,3.0,1,1,2.6,3.4
2023-10-18 00:00:00,Nashville Predators,Edmonton Oilers,1,1.0,6.0,3,0,2.4,3.4
2023-10-19 23:00:00,Nashville Predators,New York Rangers,0,4.0,1.0,1,1,2.2,3.6
2023-10-22 00:00:00,Nashville Predators,San Jose Sharks,1,5.0,1.0,2,0,2.6,3.2
2023-10-25 01:15:00,Nashville Predators,Vancouver Canucks,1,2.0,3.0,3,0,2.9,2.8
2023-10-28 23:00:00,Nashville Predators,Toronto Maple Leafs,1,3.0,2.0,3,0,3.0,2.9
2023-11-01 02:00:00,Nashville Predators,Vancouver Canucks,0,2.0,5.0,3,0,2.9,2.6
2023-11-03 02:00:00,Nashville Predators,Seattle Kraken,0,2.0,4.0,2,0,2.6,3.0
2023-11-04 19:00:00,Nashville Predators,Edmonton Oilers,0,5.0,2.0,1,1,2.7,3.0
2023-11-08 02:00:00,Nashville Predators,Calgary Flames,0,2.0,4.0,3,0,2.9,2.7
2023-11-10 01:00:00,Nashville Predators,Winnipeg Jets,0,3.0,6.0,1,1,2.8,3.1
2023-11-12 01:00:00,Nashville Predators,Arizona Coyotes,1,5.0,7.0,2,0,2.9,3.4
2023-11-15 01:00:00,Nashville Predators,Anaheim Ducks,1,2.0,3.0,3,0,3.3,3.5
2023-11-18 19:00:00,Nashville Predators,Chicago Blackhawks,1,4.0,2.0,3,0,3.1,3.7
2023-11-21 01:00:00,Nashville Predators,Colorado Avalanche,1,4.0,3.0,2,0,3.0,3.8
2023-11-23 02:00:00,Nashville Predators,Calgary Flames,1,4.0,2.0,2,0,3.2,3.8
2023-11-24 20:00:00,Nashville Predators,St. Louis Blues,0,8.0,3.0,1,1,3.3,3.8
2023-11-27 01:00:00,Nashville Predators,Winnipeg Jets,1,3.0,2.0,2,0,3.9,3.6
2023-11-29 01:00:00,Nashville Predators,Pittsburgh Penguins,1,3.0,2.0,2,0,4.0,3.4
2023-12-01 01:00:00,Nashville Predators,Minnesota Wild,1,1.0,6.0,2,0,3.8,3.4
2023-12-02 21:30:00,Nashville Predators,New York Rangers,1,3.0,4.0,1,1,3.7,3.6
2023-12-04 00:00:00,Nashville Predators,Buffalo Sabres,0,2.0,1.0,1,1,3.7,3.4
2023-12-06 01:30:00,Nashville Predators,Chicago Blackhawks,0,4.0,3.0,2,0,3.4,2.8
2023-12-08 01:00:00,Nashville Predators,Tampa Bay Lightning,1,5.0,1.0,1,1,3.6,2.8
2023-12-10 00:00:00,Nashville Predators,Toronto Maple Leafs,0,0.0,4.0,1,1,3.7,2.7
2023-12-11 00:00:00,Nashville Predators,Montréal Canadiens,0,2.0,1.0,1,1,3.3,2.8
2023-12-13 01:00:00,Nashville Predators,Philadelphia Flyers,1,3.0,2.0,2,0,3.1,2.7
2023-12-16 00:30:00,Nashville Predators,Carolina Hurricanes,0,6.0,5.0,2,0,2.6,2.6
2023-12-17 01:00:00,Nashville Predators,Washington Capitals,1,3.0,1.0,1,1,2.9,2.9
2023-12-20 01:00:00,Nashville Predators,Vancouver Canucks,1,2.0,5.0,3,0,2.9,2.8
2023-12-22 00:00:00,Nashville Predators,Philadelphia Flyers,0,4.0,2.0,1,1,3.0,2.7
2023-12-23 19:00:00,Nashville Predators,Dallas Stars,1,2.0,3.0,1,1,3.1,2.5
2023-12-28 01:00:00,Nashville Predators,Carolina Hurricanes,1,2.0,5.0,4,0,3.1,2.7
2023-12-30 00:00:00,Nashville Predators,Detroit Red Wings,0,4.0,5.0,1,1,2.9,2.9
2023-12-31 00:00:00,Nashville Predators,Washington Capitals,0,3.0,2.0,1,1,2.8,3.3
2024-01-03 01:00:00,Nashville Predators,Chicago Blackhawks,1,3.0,0.0,3,0,3.1,3.1
2024-01-05 01:00:00,Nashville Predators,Calgary Flames,1,3.0,6.0,2,0,3.2,3.0
2024-01-07 01:00:00,Nashville Predators,Dallas Stars,0,4.0,3.0,2,0,3.2,3.4
2024-01-10 01:00:00,Nashville Predators,Anaheim Ducks,1,3.0,5.0,3,0,3.0,3.2
2024-01-13 01:00:00,Nashville Predators,Dallas Stars,0,6.0,3.0,3,0,3.0,3.6
2024-01-14 01:00:00,Nashville Predators,New York Islanders,1,3.0,1.0,1,1,3.4,3.4
2024-01-15 23:00:00,Nashville Predators,Vegas Golden Knights,0,1.0,4.0,1,1,3.3,3.3
2024-01-19 03:00:00,Nashville Predators,Los Angeles Kings,0,2.0,1.0,3,0,3.2,3.4
2024-01-20 20:00:00,Nashville Predators,Arizona Coyotes,0,2.0,3.0,1,1,3.2,3.0
2024-01-23 01:00:00,Nashville Predators,Florida Panthers,1,1.0,4.0,2,0,3.0,2.8
2024-01-26 01:00:00,Nashville Predators,Minnesota Wild,0,3.0,2.0,3,0,2.8,3.0
2024-01-27 21:00:00,Nashville Predators,Edmonton Oilers,0,1.0,4.0,1,1,2.8,3.2
2024-01-30 00:00:00,Nashville Predators,Ottawa Senators,0,3.0,4.0,2,0,2.6,3.0
2024-02-01 00:30:00,Nashville Predators,Los Angeles Kings,1,2.0,4.0,2,0,2.5,3.1
2024-02-11 01:00:00,Nashville Predators,Arizona Coyotes,1,5.0,4.0,10,0,2.4,3.0
2024-02-14 01:00:00,Nashville Predators,New Jersey Devils,1,2.0,4.0,3,0,2.3,3.1
2024-02-16 01:00:00,Nashville Predators,Dallas Stars,1,2.0,9.0,2,0,2.2,3.4
2024-02-17 22:00:00,Nashville Predators,St. Louis Blues,0,5.0,2.0,1,1,2.3,3.9
2024-02-21 03:00:00,Nashville Predators,Vegas Golden Knights,0,5.0,3.0,3,0,2.6,4.0
2024-02-23 03:30:00,Nashville Predators,Los Angeles Kings,0,4.0,1.0,2,0,2.9,4.0
2024-02-25 03:00:00,Nashville Predators,San Jose Sharks,0,4.0,2.0,1,1,3.2,3.7
2024-02-26 01:00:00,Nashville Predators,Anaheim Ducks,0,4.0,2.0,0,0,3.3,3.7
2024-02-28 01:00:00,Nashville Predators,Ottawa Senators,1,4.0,1.0,2,0,3.6,3.5
2024-03-01 01:00:00,Nashville Predators,Minnesota Wild,1,6.0,1.0,2,0,3.7,3.2
2024-03-02 23:00:00,Nashville Predators,Colorado Avalanche,1,5.0,1.0,1,1,4.1,2.9
2024-03-06 01:00:00,Nashville Predators,Montréal Canadiens,1,3.0,4.0,3,0,4.1,2.6
2024-03-08 01:00:00,Nashville Predators,Buffalo Sabres,1,4.0,2.0,2,0,4.2,2.6
2024-03-09 17:30:00,Nashville Predators,Columbus Blue Jackets,0,2.0,1.0,1,1,4.4,1.9
2024-03-10 19:30:00,Nashville Predators,Minnesota Wild,0,3.0,4.0,1,1,4.1,1.8
2024-03-13 23:30:00,Nashville Predators,Winnipeg Jets,0,4.0,2.0,3,0,3.9,1.9
2024-03-17 02:00:00,Nashville Predators,Seattle Kraken,0,4.0,1.0,3,0,3.9,2.0
2024-03-20 00:00:00,Nashville Predators,San Jose Sharks,1,8.0,2.0,2,0,3.9,1.9
2024-03-21 23:30:00,Nashville Predators,Florida Panthers,0,3.0,0.0,1,1,4.3,1.9
2024-03-23 21:00:00,Nashville Predators,Detroit Red Wings,1,1.0,0.0,1,1,4.2,1.8
2024-03-27 00:00:00,Nashville Predators,Vegas Golden Knights,1,5.0,4.0,3,0,3.7,1.7
2024-03-29 02:00:00,Nashville Predators,Arizona Coyotes,0,4.0,8.0,2,0,3.7,2.0
2024-03-30 22:00:00,Nashville Predators,Colorado Avalanche,0,4.0,7.0,1,1,3.8,2.4
2024-04-03 00:00:00,Nashville Predators,Boston Bruins,1,0.0,3.0,3,0,3.8,2.9
2024-04-05 00:00:00,Nashville Predators,St. Louis Blues,1,6.0,3.0,2,0,3.6,3.1
2024-04-06 23:30:00,Nashville Predators,New York Islanders,0,0.0,2.0,1,1,3.9,3.0
2024-04-07 23:00:00,Nashville Predators,New Jersey Devils,0,3.0,2.0,0,0,3.5,3.0
2024-04-10 00:00:00,Nashville Predators,Winnipeg Jets,1,3.0,4.0,2,0,3.4,3.1
2024-04-13 00:30:00,Nashville Predators,Chicago Blackhawks,0,5.0,1.0,3,0,2.9,3.3
2024-04-14 00:00:00,Nashville Predators,Columbus Blue Jackets,1,6.0,4.0,0,0,3.1,3.4
2024-04-15 23:00:00,Nashville Predators,Pittsburgh Penguins,0,2.0,4.0,1,1,3.6,3.8
2024-04-22 02:00:00,Nashville Predators,Vancouver Canucks,0,2.0,4.0,6,0,3.3,3.8
2024-04-24 02:00:00,Nashville Predators,Vancouver Canucks,0,4.0,1.0,2,0,3.1,3.4
2024-04-26 23:30:00,Nashville Predators,Vancouver Canucks,1,1.0,2.0,2,0,3.1,2.8
2024-04-28 21:00:00,Nashville Predators,Vancouver Canucks,1,3.0,4.0,1,1,3.2,2.7
2024-05-01 02:00:00,Nashville Predators,Vancouver Canucks,0,2.0,1.0,2,0,2.9,2.8
2024-05-03 23:00:00,Nashville Predators,Vancouver Canucks,1,0.0,1.0,2,0,3.1,2.7
2022-09-26 23:00:00,New Jersey Devils,Montréal Canadiens,0,2.0,1.0,7,0,2.8,2.6
2022-09-27 23:00:00,New Jersey Devils,New York Islanders,1,4.0,1.0,1,1,,
2022-09-29 23:00:00,New Jersey Devils,New York Rangers,0,5.0,2.0,2,0,,
2022-09-30 23:00:00,New Jersey Devils,New York Rangers,1,1.0,2.0,1,1,3.6666666666666665,1.3333333333333333
2022-10-03 23:00:00,New Jersey Devils,Boston Bruins,1,1.0,0.0,3,0,3.0,1.5
2022-10-06 23:00:00,New Jersey Devils,New York Islanders,0,2.0,5.0,3,0,2.6,1.2
2022-10-08 23:00:00,New Jersey Devils,Boston Bruins,0,5.0,3.0,2,0,2.5,1.8333333333333333
2022-10-13 23:00:00,New Jersey Devils,Philadelphia Flyers,0,2.0,5.0,5,0,2.857142857142857,2.0
2022-10-15 23:00:00,New Jersey Devils,Detroit Red Wings,1,2.0,5.0,2,0,2.75,2.375
2022-10-18 23:00:00,New Jersey Devils,Anaheim Ducks,1,4.0,2.0,3,0,2.6666666666666665,2.6666666666666665
2022-10-20 23:30:00,New Jersey Devils,New York Islanders,0,4.0,1.0,2,0,2.8,2.6
2022-10-22 17:00:00,New Jersey Devils,San Jose Sharks,1,2.0,1.0,1,1,3.0,2.6
2022-10-24 23:00:00,New Jersey Devils,Washington Capitals,1,3.0,6.0,2,0,2.8,2.6
2022-10-25 23:00:00,New Jersey Devils,Detroit Red Wings,0,6.0,2.0,1,1,2.6,3.0
2022-10-28 23:00:00,New Jersey Devils,Colorado Avalanche,1,1.0,0.0,3,0,3.1,3.0
2022-10-30 18:00:00,New Jersey Devils,Columbus Blue Jackets,1,7.0,1.0,1,1,3.1,3.0
2022-11-02 02:00:00,New Jersey Devils,Vancouver Canucks,0,5.0,2.0,2,0,3.6,2.6
2022-11-04 01:00:00,New Jersey Devils,Edmonton Oilers,0,4.0,3.0,1,1,3.6,2.5
2022-11-06 02:00:00,New Jersey Devils,Calgary Flames,0,4.0,3.0,2,0,3.8,2.3
2022-11-09 00:00:00,New Jersey Devils,Calgary Flames,1,3.0,2.0,2,0,4.0,2.1
2022-11-11 00:00:00,New Jersey Devils,Ottawa Senators,1,4.0,3.0,2,0,3.9,2.1
2022-11-13 00:00:00,New Jersey Devils,Arizona Coyotes,1,4.0,2.0,2,0,3.9,2.3
2022-11-16 00:00:00,New Jersey Devils,Montréal Canadiens,0,5.0,1.0,3,0,4.1,2.4
2022-11-18 00:00:00,New Jersey Devils,Toronto Maple Leafs,0,3.0,2.0,2,0,4.3,1.9
2022-11-19 18:00:00,New Jersey Devils,Ottawa Senators,0,5.0,1.0,1,1,4.0,1.9
2022-11-22 00:00:00,New Jersey Devils,Edmonton Oilers,1,5.0,2.0,2,0,4.4,2.0
2022-11-24 00:00:00,New Jersey Devils,Toronto Maple Leafs,1,1.0,2.0,2,0,4.2,2.1
2022-11-26 01:00:00,New Jersey Devils,Buffalo Sabres,0,3.0,1.0,2,0,3.8,2.1
2022-11-27 00:00:00,New Jersey Devils,Washington Capitals,1,5.0,1.0,0,0,3.7,1.9
2022-11-29 00:00:00,New Jersey Devils,New York Rangers,0,5.0,3.0,2,0,3.8,1.7
2022-12-02 00:00:00,New Jersey Devils,Nashville Predators,1,3.0,4.0,3,0,4.0,1.8
2022-12-04 00:00:00,New Jersey Devils,Philadelphia Flyers,0,3.0,2.0,2,0,3.9,1.9
2022-12-07 00:00:00,New Jersey Devils,Chicago Blackhawks,1,3.0,0.0,3,0,3.8,1.9
2022-12-10 00:00:00,New Jersey Devils,New York Islanders,1,4.0,6.0,3,0,3.6,1.8
2022-12-13 00:00:00,New Jersey Devils,New York Rangers,0,3.0,4.0,3,0,3.7,2.2
2022-12-14 00:00:00,New Jersey Devils,Dallas Stars,1,1.0,4.0,1,1,3.5,2.5
2022-12-16 00:00:00,New Jersey Devils,Philadelphia Flyers,1,1.0,2.0,2,0,3.1,2.7
2022-12-18 00:30:00,New Jersey Devils,Florida Panthers,1,2.0,4.0,2,0,3.1,2.7
2022-12-21 00:00:00,New Jersey Devils,Carolina Hurricanes,0,1.0,4.0,2,0,3.0,3.0
2022-12-22 00:00:00,New Jersey Devils,Florida Panthers,0,4.0,2.0,1,1,2.6,3.3
2022-12-24 00:00:00,New Jersey Devils,Boston Bruins,1,3.0,4.0,2,0,2.5,3.2
2022-12-29 00:30:00,New Jersey Devils,Boston Bruins,1,1.0,3.0,5,0,2.5,3.2
2022-12-31 00:00:00,New Jersey Devils,Pittsburgh Penguins,0,4.0,2.0,1,1,2.3,3.3
2023-01-01 20:00:00,New Jersey Devils,Carolina Hurricanes,1,4.0,5.0,1,1,2.4,3.5
2023-01-05 00:00:00,New Jersey Devils,Detroit Red Wings,0,5.0,1.0,3,0,2.4,3.4
2023-01-06 00:00:00,New Jersey Devils,St. Louis Blues,1,3.0,5.0,1,1,2.6,3.1
2023-01-07 18:00:00,New Jersey Devils,New York Rangers,1,4.0,3.0,1,1,2.8,3.2
2023-01-11 00:00:00,New Jersey Devils,Carolina Hurricanes,0,5.0,3.0,3,0,3.1,3.3
2023-01-14 03:00:00,New Jersey Devils,Anaheim Ducks,0,6.0,2.0,3,0,3.4,3.2
2023-01-15 03:30:00,New Jersey Devils,Los Angeles Kings,0,5.0,2.0,1,1,3.9,3.0
2023-01-16 21:00:00,New Jersey Devils,San Jose Sharks,0,4.0,3.0,1,1,4.0,3.0
2023-01-20 03:00:00,New Jersey Devils,Seattle Kraken,0,3.0,4.0,3,0,4.1,2.9
2023-01-22 19:00:00,New Jersey Devils,Pittsburgh Penguins,1,2.0,1.0,2,0,4.3,3.0
2023-01-25 00:30:00,New Jersey Devils,Vegas Golden Knights,1,3.0,2.0,2,0,4.1,2.9
2023-01-27 01:00:00,New Jersey Devils,Nashville Predators,0,4.0,6.0,2,0,4.0,2.6
2023-01-28 01:30:00,New Jersey Devils,Dallas Stars,0,3.0,2.0,1,1,3.9,3.1
2023-02-07 00:30:00,New Jersey Devils,Vancouver Canucks,1,5.0,4.0,9,0,3.9,2.8
2023-02-10 00:00:00,New Jersey Devils,Seattle Kraken,1,3.0,1.0,2,0,4.0,2.9
2023-02-12 01:00:00,New Jersey Devils,Minnesota Wild,0,2.0,3.0,2,0,3.8,2.7
2023-02-15 00:30:00,New Jersey Devils,Columbus Blue Jackets,0,3.0,2.0,2,0,3.4,2.8
2023-02-17 02:00:00,New Jersey Devils,St. Louis Blues,0,2.0,4.0,2,0,3.2,2.8
2023-02-18 22:30:00,New Jersey Devils,Pittsburgh Penguins,0,5.0,2.0,1,1,3.0,2.9
2023-02-20 00:00:00,New Jersey Devils,Winnipeg Jets,1,4.0,2.0,1,1,3.2,2.7
2023-02-22 00:00:00,New Jersey Devils,Montréal Canadiens,1,2.0,5.0,2,0,3.4,2.8
2023-02-24 00:00:00,New Jersey Devils,Los Angeles Kings,1,4.0,3.0,2,0,3.3,3.1
2023-02-26 00:00:00,New Jersey Devils,Philadelphia Flyers,1,7.0,0.0,2,0,3.3,2.8
2023-03-02 02:00:00,New Jersey Devils,Colorado Avalanche,0,7.0,5.0,4,0,3.7,2.6
2023-03-04 03:00:00,New Jersey Devils,Vegas Golden Knights,0,3.0,4.0,2,0,3.9,2.7
2023-03-06 00:00:00,New Jersey Devils,Arizona Coyotes,0,5.0,4.0,1,1,3.9,3.0
2023-03-08 00:00:00,New Jersey Devils,Toronto Maple Leafs,1,3.0,4.0,2,0,4.2,3.1
2023-03-10 00:00:00,New Jersey Devils,Washington Capitals,0,3.0,2.0,2,0,4.2,3.3
2023-03-12 00:00:00,New Jersey Devils,Montréal Canadiens,0,3.0,1.0,2,0,4.3,3.1
2023-03-12 23:00:00,New Jersey Devils,Carolina Hurricanes,1,3.0,0.0,0,0,4.1,3.0
2023-03-14 23:00:00,New Jersey Devils,Tampa Bay Lightning,1,1.0,4.0,2,0,4.0,2.8
2023-03-16 23:00:00,New Jersey Devils,Tampa Bay Lightning,1,3.0,4.0,2,0,3.9,2.7
2023-03-18 22:00:00,New Jersey Devils,Florida Panthers,0,2.0,4.0,1,1,3.8,2.8
2023-03-19 23:00:00,New Jersey Devils,Tampa Bay Lightning,0,5.0,2.0,1,1,3.3,3.2
2023-03-21 23:00:00,New Jersey Devils,Minnesota Wild,1,1.0,2.0,2,0,3.1,2.9
2023-03-24 23:00:00,New Jersey Devils,Buffalo Sabres,0,4.0,5.0,3,0,2.9,2.7
2023-03-25 23:00:00,New Jersey Devils,Ottawa Senators,1,5.0,3.0,1,1,2.8,2.8
2023-03-27 23:30:00,New Jersey Devils,New York Islanders,0,1.0,5.0,2,0,3.0,2.7
2023-03-30 23:00:00,New Jersey Devils,New York Rangers,1,2.0,1.0,2,0,2.8,3.0
2023-04-02 00:00:00,New Jersey Devils,Chicago Blackhawks,0,6.0,3.0,2,0,2.7,3.0
2023-04-02 23:00:00,New Jersey Devils,Winnipeg Jets,0,1.0,6.0,0,0,3.0,3.3
2023-04-04 23:00:00,New Jersey Devils,Pittsburgh Penguins,1,5.0,1.0,2,0,3.0,3.5
2023-04-06 23:00:00,New Jersey Devils,Columbus Blue Jackets,1,8.0,1.0,2,0,3.2,3.2
2023-04-09 00:00:00,New Jersey Devils,Boston Bruins,0,1.0,2.0,2,0,3.8,2.9
2023-04-11 23:00:00,New Jersey Devils,Buffalo Sabres,1,6.0,2.0,2,0,3.4,2.9
2023-04-13 23:00:00,New Jersey Devils,Washington Capitals,0,5.0,4.0,2,0,3.9,2.9
2023-04-18 23:00:00,New Jersey Devils,New York Rangers,1,1.0,5.0,5,0,4.0,2.8
2023-04-20 23:30:00,New Jersey Devils,New York Rangers,1,1.0,5.0,2,0,3.6,3.0
2023-04-23 00:00:00,New Jersey Devils,New York Rangers,0,2.0,1.0,2,0,3.6,3.0
2023-04-24 23:00:00,New Jersey Devils,New York Rangers,0,3.0,1.0,1,1,3.6,3.0
2023-04-27 23:30:00,New Jersey Devils,New York Rangers,1,4.0,0.0,3,0,3.3,2.8
2023-04-30 00:00:00,New Jersey Devils,New York Rangers,0,2.0,5.0,2,0,3.6,2.2
2023-05-02 00:00:00,New Jersey Devils,New York Rangers,1,4.0,0.0,2,0,3.3,2.6
2023-05-03 23:00:00,New Jersey Devils,Carolina Hurricanes,0,1.0,5.0,1,1,2.9,2.5
2023-05-06 00:00:00,New Jersey Devils,Carolina Hurricanes,0,1.0,6.0,2,0,2.9,2.8
2023-05-07 19:30:00,New Jersey Devils,Carolina Hurricanes,1,8.0,4.0,1,1,2.4,3.2
2023-05-09 23:00:00,New Jersey Devils,Carolina Hurricanes,1,1.0,6.0,2,0,2.7,3.2
2023-05-11 23:00:00,New Jersey Devils,Carolina Hurricanes,0,2.0,3.0,2,0,2.7,3.3
2023-09-25 23:00:00,New Jersey Devils,Montréal Canadiens,0,4.0,2.0,137,0,2.8,3.1
2023-09-25 23:00:00,New Jersey Devils,Philadelphia Flyers,1,6.0,0.0,0,0,3.0,3.2
2023-09-28 23:00:00,New Jersey Devils,New York Rangers,0,3.0,2.0,3,0,3.3,3.1
2023-09-30 23:00:00,New Jersey Devils,Philadelphia Flyers,0,3.0,2.0,2,0,3.2,3.3
2023-10-02 23:00:00,New Jersey Devils,New York Islanders,1,6.0,5.0,2,0,3.3,3.0
2023-10-04 23:00:00,New Jersey Devils,New York Rangers,1,5.0,2.0,2,0,3.5,3.5
2023-10-06 23:00:00,New Jersey Devils,New York Islanders,0,3.0,0.0,2,0,3.9,3.2
2023-10-12 23:30:00,New Jersey Devils,Detroit Red Wings,1,4.0,3.0,6,0,4.1,2.6
2023-10-13 23:00:00,New Jersey Devils,Arizona Coyotes,1,3.0,4.0,0,0,3.7,2.5
2023-10-16 23:00:00,New Jersey Devils,Florida Panthers,1,3.0,4.0,3,0,3.9,2.3
2023-10-20 23:30:00,New Jersey Devils,New York Islanders,0,5.0,4.0,4,0,4.0,2.4
2023-10-24 23:15:00,New Jersey Devils,Montréal Canadiens,0,5.0,2.0,3,0,4.1,2.6
2023-10-25 23:30:00,New Jersey Devils,Washington Capitals,1,4.0,6.0,1,1,4.0,2.8
2023-10-27 23:00:00,New Jersey Devils,Buffalo Sabres,1,5.0,4.0,1,1,4.1,3.2
2023-10-29 21:00:00,New Jersey Devils,Minnesota Wild,1,4.0,3.0,1,1,4.3,3.4
2023-11-03 00:00:00,New Jersey Devils,Minnesota Wild,0,5.0,3.0,4,0,4.1,3.2
2023-11-04 00:00:00,New Jersey Devils,St. Louis Blues,0,1.0,4.0,1,1,4.1,3.3
2023-11-06 00:00:00,New Jersey Devils,Chicago Blackhawks,0,4.0,2.0,2,0,3.9,3.7
