date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2026-02-28,Tage Thompson,BUF,POINTS,0.5,0.0,0.0008,-207,153,pinnacle,Under,1.5279116237498473,0.0,1.5279116237498473
2026-02-28,Tage Thompson,BUF,POINTS,0.5,0.0,0.0008,-188,145,draftkings,Under,1.4479776593625004,0.0,1.4479776593625004
2026-02-28,Tage Thompson,BUF,POINTS,0.5,0.0,0.0008,-200,145,betmgm,Under,1.4479776593625004,0.0,1.4479776593625004
2026-02-28,Mattias Samuelsson,BUF,ASSISTS,0.5,0.715,0.4768,318,-489,pinnacle,Over,0.9929254166653667,0.715,0.9929254166653667
2026-02-28,Mattias Samuelsson,BUF,POINTS,0.5,1.104,0.6007,230,-329,pinnacle,Over,0.9824359452929737,1.104,0.9824359452929737
2026-02-28,Juraj Slafkovsky,MTL,SOG,2.5,4.49,0.8027,145,-196,pinnacle,Over,0.9664987850926626,4.49,0.9664987850926626
2026-02-28,Mattias Samuelsson,BUF,ASSISTS,0.5,0.715,0.4768,310,-455,draftkings,Over,0.954783303427752,0.715,0.954783303427752
2026-02-28,Mattias Samuelsson,BUF,POINTS,0.5,1.104,0.6007,220,-300,draftkings,Over,0.9223621287689444,1.104,0.9223621287689444
2026-02-28,Juraj Slafkovsky,MTL,SOG,2.5,4.49,0.8027,135,-175,draftkings,Over,0.8862335285582682,4.49,0.8862335285582682
2026-02-28,Mattias Samuelsson,BUF,POINTS,0.5,1.104,0.6007,210,-300,betmgm,Over,0.8622883122449149,1.104,0.8622883122449149
2026-02-28,Erik Haula,NSH,ASSISTS,0.5,0.759,0.4952,276,-409,pinnacle,Over,0.8619889914815793,0.759,0.8619889914815793
2026-02-28,Mattias Samuelsson,BUF,ASSISTS,0.5,0.715,0.4768,290,-450,betmgm,Over,0.8594280203337155,0.715,0.8594280203337155
2026-02-28,Juraj Slafkovsky,MTL,SOG,2.5,4.49,0.8027,126,-165,fanduel,Over,0.8139947976773131,4.49,0.8139947976773131
2026-02-28,Jack Quinn,BUF,ASSISTS,0.5,0.772,0.5006,260,-370,draftkings,Over,0.8020368525568061,0.772,0.8020368525568061
2026-02-28,Morgan Geekie,BOS,GOALS,0.5,0.957,0.5763,210,-300,fanduel,Over,0.7866612431623726,0.957,0.7866612431623726
2026-02-28,Erik Haula,NSH,ASSISTS,0.5,0.759,0.4952,260,-370,draftkings,Over,0.7827554173759803,0.759,0.7827554173759803
2026-02-28,Jack Quinn,BUF,ASSISTS,0.5,0.772,0.5006,256,-373,pinnacle,Over,0.7820142208617306,0.772,0.7820142208617306
2026-02-28,Viktor Arvidsson,BOS,GOALS,0.5,0.756,0.4934,260,-400,fanduel,Over,0.7761506904590653,0.756,0.7761506904590653
2026-02-28,Jack Quinn,BUF,ASSISTS,0.5,0.772,0.5006,250,-350,betmgm,Over,0.7519802733191171,0.772,0.7519802733191171
