date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,prob,edge_score,edge_reasons,chosen_prob
2026-04-22,Leon Draisaitl,EDM,ANA,ASSISTS,0.5,1.3113,0.59575,-245,185.0,draftkings,Over,-245.0,0.028706188642262043,0.7305304817894325,0.5524791875041506,MODEL OVR · CONF60+ · B2B · MATCHUP+,0.7305304817894325
2026-04-22,Kirill Kaprizov,MIN,DAL,ASSISTS,0.5,0.3305,0.257063,100,-130.0,draftkings,Under,-130.0,0.27130617788931755,0.7185643614157012,0.499511942176783,MODEL UND · CONF60+ · B2B · MATCHUP+,0.7185643614157012
2026-04-22,Porter Martone,PHI,PIT,POINTS,0.5,1.1194,0.545937,105,-140.0,betmgm,Over,105.0,0.38072497645405523,0.6735243787580758,0.4740247125909403,MODEL OVR · CONF60+ · MATCHUP+,0.6735243787580758
2026-04-22,Leon Draisaitl,EDM,ANA,POINTS,1.5,2.1576,0.488938,-105,-125.0,betmgm,Over,-105.0,0.23971189798287695,0.6349743867717175,0.47344665958080906,MODEL OVR · CONF60+ · B2B · MATCHUP+,0.6349743867717175
2026-04-22,Matvei Michkov,PHI,PIT,POINTS,0.5,1.1077,0.535125,120,-154.0,draftkings,Over,120.0,0.4733007981168641,0.6696821809622109,0.47095095435424844,MODEL OVR · CONF60+ · MATCHUP+,0.6696821809622109
2026-04-22,Ryan Hartman,MIN,DAL,POINTS,0.5,1.2677,0.575812,-125,-105.0,draftkings,Over,-125.0,0.29333909981974937,0.718521722122083,0.44849765511756257,MODEL OVR · CONF60+ · B2B · MATCHUP-,0.718521722122083
2026-04-22,Ryan Nugent-Hopkins,EDM,ANA,POINTS,0.5,0.291,0.230937,-125,-105.0,betmgm,Under,-105.0,0.45943537136865387,0.747515678018091,0.43254539225103783,MODEL UND · CONF60+ · B2B · MATCHUP-,0.747515678018091
2026-04-22,Christian Dvorak,PHI,PIT,POINTS,0.5,0.9395,0.50175,125,-165.0,betmgm,Over,125.0,0.3706478042461576,0.6091768018871812,0.4225466510942247,MODEL OVR · CONF60+ · MATCHUP+,0.6091768018871812
2026-04-22,Owen Tippett,PHI,PIT,POINTS,0.5,0.4728,0.326,-120,-110.0,betmgm,Under,-110.0,0.18984990025107618,0.6232547096553256,0.36339855813978084,MODEL UND · CONF60+ · MATCHUP-,0.6232547096553256
2026-04-22,Trevor Zegras,PHI,PIT,ASSISTS,0.5,0.4907,0.333,-125,-105.0,betmgm,Under,-105.0,0.1952431398306882,0.6121977057669379,0.35575877319582755,MODEL UND · CONF60+ · MATCHUP-,0.6121977057669379
