date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-02-27,Alex Ovechkin,WSH,VGK,BLOCKS,3.5,0.0921,0.9921,3.7e-05,Under,0.999963
2026-02-27,Chris Kreider,ANA,WPG,BLOCKS,3.5,0.0993,0.9966,4.9e-05,Under,0.999951
2026-02-27,Brad Marchand,FLA,BUF,BLOCKS,3.5,0.1006,0.9899,5e-05,Under,0.99995
2026-02-27,Matt Boldy,MIN,UTA,BLOCKS,3.5,0.1006,1.0,5.2e-05,Under,0.999948
2026-02-27,Kyle Connor,WPG,ANA,BLOCKS,3.5,0.135,1.0075,0.000155,Under,0.999845
2026-02-27,Pavel Dorofeyev,VGK,WSH,BLOCKS,3.5,0.1689,1.0034,0.000337,Under,0.999663
2026-02-27,Beckett Sennecke,ANA,WPG,BLOCKS,3.5,0.1744,0.9966,0.000367,Under,0.999633
2026-02-27,Carter Verhaeghe,FLA,BUF,BLOCKS,3.5,0.177,0.9899,0.00038,Under,0.99962
2026-02-27,Kirill Kaprizov,MIN,UTA,BLOCKS,3.5,0.1774,1.0,0.000394,Under,0.999606
2026-02-27,Alex Ovechkin,WSH,VGK,BLOCKS,2.5,0.0921,0.9921,0.000488,Under,0.999512
2026-02-27,Chris Kreider,ANA,WPG,BLOCKS,2.5,0.0993,0.9966,0.00061,Under,0.99939
2026-02-27,Brad Marchand,FLA,BUF,BLOCKS,2.5,0.1006,0.9899,0.000626,Under,0.999374
2026-02-27,Matt Boldy,MIN,UTA,BLOCKS,2.5,0.1006,1.0,0.000634,Under,0.999366
2026-02-27,Joel Eriksson Ek,MIN,UTA,BLOCKS,3.5,0.2082,1.0,0.00068,Under,0.99932
2026-02-27,Mats Zuccarello,MIN,UTA,BLOCKS,3.5,0.2492,1.0,0.001235,Under,0.998765
2026-02-27,Dylan Strome,WSH,VGK,BLOCKS,3.5,0.2535,0.9921,0.001273,Under,0.998727
2026-02-27,Kyle Connor,WPG,ANA,BLOCKS,2.5,0.135,1.0075,0.001452,Under,0.998548
2026-02-27,Leo Carlsson,ANA,WPG,BLOCKS,3.5,0.3044,0.9966,0.002339,Under,0.997661
2026-02-27,Pavel Dorofeyev,VGK,WSH,BLOCKS,2.5,0.1689,1.0034,0.002579,Under,0.997421
2026-02-27,Matthew Tkachuk,FLA,BUF,BLOCKS,3.5,0.322,0.9899,0.002769,Under,0.997231
2026-02-27,Beckett Sennecke,ANA,WPG,BLOCKS,2.5,0.1744,0.9966,0.002774,Under,0.997226
2026-02-27,Marcus Johansson,MIN,UTA,BLOCKS,3.5,0.322,1.0,0.002801,Under,0.997199
2026-02-27,Quinn Hughes,MIN,UTA,BLOCKS,3.5,0.322,1.0,0.002801,Under,0.997199
2026-02-27,Carter Verhaeghe,FLA,BUF,BLOCKS,2.5,0.177,0.9899,0.002867,Under,0.997133
2026-02-27,Kirill Kaprizov,MIN,UTA,BLOCKS,2.5,0.1774,1.0,0.002902,Under,0.997098
2026-02-27,Tomas Hertl,VGK,WSH,BLOCKS,3.5,0.347,1.0034,0.003567,Under,0.996433
2026-02-27,Joel Eriksson Ek,MIN,UTA,BLOCKS,2.5,0.2082,1.0,0.004375,Under,0.995625
2026-02-27,Dylan Guenther,UTA,MIN,BLOCKS,3.5,0.3717,1.007,0.004439,Under,0.995561
2026-02-27,Eetu Luostarinen,FLA,BUF,BLOCKS,3.5,0.3863,0.9899,0.004847,Under,0.995153
2026-02-27,Sam Bennett,FLA,BUF,BLOCKS,3.5,0.3863,0.9899,0.004847,Under,0.995153
2026-02-27,Gabriel Vilardi,WPG,ANA,BLOCKS,3.5,0.3977,1.0075,0.005488,Under,0.994512
2026-02-27,Clayton Keller,UTA,MIN,BLOCKS,3.5,0.4152,1.007,0.006164,Under,0.993836
2026-02-27,Alex Ovechkin,WSH,VGK,BLOCKS,1.5,0.0921,0.9921,0.006497,Under,0.993503
