market,side,price,ev,prob,conf,home,away,totals_line
ML,New York Rangers,-104.0,0.5023750000000001,0.7659166666666667,0.2659166666666667,New York Rangers,Los Angeles Kings,5.5
ML,Dallas Stars,-167.0,0.0887844311377245,0.681,0.18100000000000005,Dallas Stars,Utah Mammoth,5.5
