player,position,team
1.5,F,
2.5,F,
Total Shots On Goal,F,
Brad Marchand,F,
Jeff Petry,F,
Claude Giroux,F,
James van Riemsdyk,F,
David Perron,F,
Patrick Kane,F,
Lars Eller,F,
Travis Hamonic,F,
Dmitry Kulikov,F,
Ben Chiarot,F,
Nick Jensen,F,
Justin Holl,F,
Jason Zucker,F,
Austin Watson,F,
Nick Cousins,F,
Erik Gustafsson,F,
Carter Verhaeghe,F,
Andrew Copp,F,
J.T. Compher,F,
Seth Jones,F,
Tomas Nosek,F,
Aaron Ekblad,F,
Sam Reinhart,F,
Sam Bennett,F,
Dylan Larkin,F,
Alex Tuch,F,
Michael Amadio,F,
Gustav Forsling,F,
Jordan Greenway,F,
A.J. Greer,F,
Thomas Chabot,F,
Evan Rodrigues,F,
Niko Mikkola,F,
Mason Appleton,F,
Luke Kunin,F,
Alex DeBrincat,F,
Beck Malenstyn,F,
Tage Thompson,F,
Justin Danforth,F,
Jonah Gadjovich,F,
Conor Timmins,F,
Michael Rasmussen,F,
Jesper Boqvist,F,
Eetu Luostarinen,F,
Fabian Zetterlund,F,
Jacob Bryson,F,
Drake Batherson,F,
Olle Lycksell,F,
Ryan McLeod,F,
Rasmus Dahlin,F,
Jacob Bernard-Docker,F,
Michael Kesselring,F,
Jonatan Berggren,F,
Peyton Krebs,F,
Bowen Byram,F,
Dylan Cozens,F,
Moritz Seider,F,
Arthur Kaliyev,F,
Ryan Johnson,F,
Shane Pinto,F,
Jordan Spence,F,
Albert Johansson,F,
Zac Jones,F,
Elmer Soderblom,F,
Lucas Raymond,F,
Ridly Greig,F,
Tyler Kleven,F,
Jack Quinn,F,
Jake Sanderson,F,
Anton Lundell,F,
Tim Stützle,F,
Donovan Sebrango,F,
Artem Zub,F,
Josh Dunne,F,
Josh Doan,F,
Owen Power,F,
Mackie Samoskevich,F,
Simon Edvinsson,F,
Tyson Kozak,F,
Marco Kasper,F,
Jiri Kulich,F,
Zach Benson,F,
Uvis Balinskis,F,
Nikolas Matinpalo,F,
Emmitt Finnie,F,
Michael Brandsegg-Nygard,F,
