date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-03-01,Brad Marchand,FLA,NYI,BLOCKS,3.5,0.0428,0.9931,2e-06,Under,0.999998
2026-03-01,Nazem Kadri,CGY,ANA,BLOCKS,3.5,0.0931,1.0075,4e-05,Under,0.99996
2026-03-01,Carter Verhaeghe,FLA,NYI,BLOCKS,3.5,0.0962,0.9931,4.3e-05,Under,0.999957
2026-03-01,Chris Kreider,ANA,CGY,BLOCKS,3.5,0.0993,1.0027,5e-05,Under,0.99995
2026-03-01,Beckett Sennecke,ANA,CGY,BLOCKS,3.5,0.0999,1.0027,5.1e-05,Under,0.999949
2026-03-01,Brad Marchand,FLA,NYI,BLOCKS,2.5,0.0428,0.9931,5.5e-05,Under,0.999945
2026-03-01,Matthew Tkachuk,FLA,NYI,BLOCKS,3.5,0.1206,0.9931,9.8e-05,Under,0.999902
2026-03-01,Leo Carlsson,ANA,CGY,BLOCKS,3.5,0.1702,1.0027,0.000345,Under,0.999655
2026-03-01,Matt Coronato,CGY,ANA,BLOCKS,3.5,0.171,1.0075,0.000356,Under,0.999644
2026-03-01,Mikael Backlund,CGY,ANA,BLOCKS,3.5,0.171,1.0075,0.000356,Under,0.999644
2026-03-01,Cutter Gauthier,ANA,CGY,BLOCKS,3.5,0.1744,1.0027,0.000375,Under,0.999625
2026-03-01,Nazem Kadri,CGY,ANA,BLOCKS,2.5,0.0931,1.0075,0.000526,Under,0.999474
2026-03-01,Carter Verhaeghe,FLA,NYI,BLOCKS,2.5,0.0962,0.9931,0.00055,Under,0.99945
2026-03-01,Chris Kreider,ANA,CGY,BLOCKS,2.5,0.0993,1.0027,0.000621,Under,0.999379
2026-03-01,Beckett Sennecke,ANA,CGY,BLOCKS,2.5,0.0999,1.0027,0.000631,Under,0.999369
2026-03-01,Sam Bennett,FLA,NYI,BLOCKS,3.5,0.2338,0.9931,0.000978,Under,0.999022
2026-03-01,Matthew Tkachuk,FLA,NYI,BLOCKS,2.5,0.1206,0.9931,0.001022,Under,0.998978
2026-03-01,Anders Lee,NYI,FLA,BLOCKS,3.5,0.2585,1.0087,0.001432,Under,0.998568
2026-03-01,Brad Marchand,FLA,NYI,BLOCKS,1.5,0.0428,0.9931,0.001519,Under,0.998481
2026-03-01,Connor Zary,CGY,ANA,BLOCKS,3.5,0.2948,1.0075,0.002187,Under,0.997813
2026-03-01,Blake Coleman,CGY,ANA,BLOCKS,3.5,0.2948,1.0075,0.002187,Under,0.997813
2026-03-01,Leo Carlsson,ANA,CGY,BLOCKS,2.5,0.1702,1.0027,0.002647,Under,0.997353
2026-03-01,Mikael Backlund,CGY,ANA,BLOCKS,2.5,0.171,1.0075,0.002713,Under,0.997287
2026-03-01,Matt Coronato,CGY,ANA,BLOCKS,2.5,0.171,1.0075,0.002713,Under,0.997287
2026-03-01,Cutter Gauthier,ANA,CGY,BLOCKS,2.5,0.1744,1.0027,0.002819,Under,0.997181
2026-03-01,Alex Killorn,ANA,CGY,BLOCKS,3.5,0.3527,1.0027,0.003768,Under,0.996232
2026-03-01,Bo Horvat,NYI,FLA,BLOCKS,3.5,0.4025,1.0087,0.005654,Under,0.994346
2026-03-01,Sam Bennett,FLA,NYI,BLOCKS,2.5,0.2338,0.9931,0.005749,Under,0.994251
2026-03-01,Joel Farabee,CGY,ANA,BLOCKS,3.5,0.424,1.0075,0.006623,Under,0.993377
2026-03-01,Nazem Kadri,CGY,ANA,BLOCKS,1.5,0.0931,1.0075,0.006861,Under,0.993139
2026-03-01,Carter Verhaeghe,FLA,NYI,BLOCKS,1.5,0.0962,0.9931,0.007024,Under,0.992976
2026-03-01,Morgan Frost,CGY,ANA,BLOCKS,3.5,0.436,1.0075,0.007182,Under,0.992818
2026-03-01,Anders Lee,NYI,FLA,BLOCKS,2.5,0.2585,1.0087,0.007657,Under,0.992343
2026-03-01,Chris Kreider,ANA,CGY,BLOCKS,1.5,0.0993,1.0027,0.00766,Under,0.99234
2026-03-01,Beckett Sennecke,ANA,CGY,BLOCKS,1.5,0.0999,1.0027,0.007747,Under,0.992253
2026-03-01,Anton Lundell,FLA,NYI,BLOCKS,3.5,0.4573,0.9931,0.00783,Under,0.99217
2026-03-01,Mackie Samoskevich,FLA,NYI,BLOCKS,3.5,0.4724,0.9931,0.008586,Under,0.991414
2026-03-01,Evan Rodrigues,FLA,NYI,BLOCKS,3.5,0.4724,0.9931,0.008586,Under,0.991414
2026-03-01,Sam Reinhart,FLA,NYI,BLOCKS,3.5,0.4905,0.9931,0.009549,Under,0.990451
2026-03-01,Connor Zary,CGY,ANA,BLOCKS,2.5,0.2948,1.0075,0.010585,Under,0.989415
2026-03-01,Blake Coleman,CGY,ANA,BLOCKS,2.5,0.2948,1.0075,0.010585,Under,0.989415
2026-03-01,Matthew Tkachuk,FLA,NYI,BLOCKS,1.5,0.1206,0.9931,0.010615,Under,0.989385
2026-03-01,Emil Heineman,NYI,FLA,BLOCKS,3.5,0.531,1.0087,0.012409,Under,0.987591
2026-03-01,Simon Holmstrom,NYI,FLA,BLOCKS,3.5,0.531,1.0087,0.012409,Under,0.987591
2026-03-01,Alex Killorn,ANA,CGY,BLOCKS,2.5,0.3527,1.0027,0.015916,Under,0.984084
2026-03-01,Mathew Barzal,NYI,FLA,BLOCKS,3.5,0.5846,1.0087,0.016058,Under,0.983942
2026-03-01,Leo Carlsson,ANA,CGY,BLOCKS,1.5,0.1702,1.0027,0.020126,Under,0.979874
2026-03-01,Matt Coronato,CGY,ANA,BLOCKS,1.5,0.171,1.0075,0.020457,Under,0.979543
2026-03-01,Mikael Backlund,CGY,ANA,BLOCKS,1.5,0.171,1.0075,0.020457,Under,0.979543
2026-03-01,Cutter Gauthier,ANA,CGY,BLOCKS,1.5,0.1744,1.0027,0.020989,Under,0.979011
2026-03-01,Bo Horvat,NYI,FLA,BLOCKS,2.5,0.4025,1.0087,0.021467,Under,0.978533
2026-03-01,Mason McTavish,ANA,CGY,BLOCKS,3.5,0.6813,1.0027,0.023715,Under,0.976285
2026-03-01,Joel Farabee,CGY,ANA,BLOCKS,2.5,0.424,1.0075,0.024281,Under,0.975719
2026-03-01,Morgan Frost,CGY,ANA,BLOCKS,2.5,0.436,1.0075,0.0258,Under,0.9742
2026-03-01,Anton Lundell,FLA,NYI,BLOCKS,2.5,0.4573,0.9931,0.027404,Under,0.972596
2026-03-01,Evan Rodrigues,FLA,NYI,BLOCKS,2.5,0.4724,0.9931,0.029363,Under,0.970637
2026-03-01,Mackie Samoskevich,FLA,NYI,BLOCKS,2.5,0.4724,0.9931,0.029363,Under,0.970637
2026-03-01,Sam Reinhart,FLA,NYI,BLOCKS,2.5,0.4905,0.9931,0.031796,Under,0.968204
2026-03-01,Calum Ritchie,NYI,FLA,BLOCKS,3.5,0.782,1.0087,0.033272,Under,0.966728
2026-03-01,Sam Bennett,FLA,NYI,BLOCKS,1.5,0.2338,0.9931,0.033544,Under,0.966456
2026-03-01,Yegor Sharangovich,CGY,ANA,BLOCKS,3.5,0.8,1.0075,0.035422,Under,0.964578
2026-03-01,Matvei Gridin,CGY,ANA,BLOCKS,3.5,0.8251,1.0075,0.038064,Under,0.961936
2026-03-01,Emil Heineman,NYI,FLA,BLOCKS,2.5,0.531,1.0087,0.03869,Under,0.96131
2026-03-01,Simon Holmstrom,NYI,FLA,BLOCKS,2.5,0.531,1.0087,0.03869,Under,0.96131
2026-03-01,Anders Lee,NYI,FLA,BLOCKS,1.5,0.2585,1.0087,0.040594,Under,0.959406
2026-03-01,Gustav Forsling,FLA,NYI,BLOCKS,3.5,0.9216,0.9931,0.046784,Under,0.953216
2026-03-01,Mathew Barzal,NYI,FLA,BLOCKS,2.5,0.5846,1.0087,0.04692,Under,0.95308
2026-03-01,Blake Coleman,CGY,ANA,BLOCKS,1.5,0.2948,1.0075,0.050597,Under,0.949403
2026-03-01,Connor Zary,CGY,ANA,BLOCKS,1.5,0.2948,1.0075,0.050597,Under,0.949403
2026-03-01,Mason McTavish,ANA,CGY,BLOCKS,2.5,0.6813,1.0027,0.063016,Under,0.936984
2026-03-01,Alex Killorn,ANA,CGY,BLOCKS,1.5,0.3527,1.0027,0.06634,Under,0.93366
2026-03-01,Joel Farabee,CGY,ANA,SOG,4.5,1.4392,1.0075,0.06641,Under,0.93359
2026-03-01,Ryan Poehling,ANA,CGY,SOG,4.5,1.457,1.0027,0.067513,Under,0.932487
2026-03-01,Simon Holmstrom,NYI,FLA,SOG,4.5,1.5785,1.0087,0.080192,Under,0.919808
2026-03-01,Aaron Ekblad,FLA,NYI,SOG,4.5,1.6219,0.9931,0.082123,Under,0.917877
2026-03-01,Calum Ritchie,NYI,FLA,SOG,4.5,1.7207,1.0087,0.095534,Under,0.904466
2026-03-01,Connor Zary,CGY,ANA,SOG,4.5,1.7174,1.0075,0.096088,Under,0.903912
2026-03-01,Matthew Schaefer,NYI,FLA,SOG,4.5,1.7846,1.0087,0.102587,Under,0.897413
2026-03-01,Morgan Frost,CGY,ANA,SOG,4.5,1.905,1.0075,0.117205,Under,0.882795
2026-03-01,Joel Farabee,CGY,ANA,SOG,3.5,1.4392,1.0075,0.118045,Under,0.881955
2026-03-01,Gustav Forsling,FLA,NYI,SOG,4.5,1.954,0.9931,0.118178,Under,0.881822
2026-03-01,Ryan Poehling,ANA,CGY,SOG,3.5,1.457,1.0027,0.119601,Under,0.880399
2026-03-01,Jackson LaCombe,ANA,CGY,SOG,4.5,2.0505,1.0027,0.132775,Under,0.867225
2026-03-01,Simon Holmstrom,NYI,FLA,SOG,3.5,1.5785,1.0087,0.136778,Under,0.8632219999999999
2026-03-01,Sam Reinhart,FLA,NYI,SOG,4.5,2.1334,0.9931,0.13827,Under,0.86173
2026-03-01,Aaron Ekblad,FLA,NYI,SOG,3.5,1.6219,0.9931,0.139388,Under,0.8606119999999999
2026-03-01,MacKenzie Weegar,CGY,ANA,SOG,4.5,2.1231,1.0075,0.142281,Under,0.857719
2026-03-01,Mackie Samoskevich,FLA,NYI,SOG,4.5,2.2247,0.9931,0.148553,Under,0.8514470000000001
2026-03-01,Mathew Barzal,NYI,FLA,SOG,4.5,2.2189,1.0087,0.151835,Under,0.8481650000000001
2026-03-01,Matvei Gridin,CGY,ANA,SOG,4.5,2.2102,1.0075,0.152344,Under,0.847656
2026-03-01,Alex Killorn,ANA,CGY,SOG,4.5,2.2457,1.0027,0.155205,Under,0.844795
2026-03-01,Calum Ritchie,NYI,FLA,SOG,3.5,1.7207,1.0087,0.157176,Under,0.842824
2026-03-01,Connor Zary,CGY,ANA,SOG,3.5,1.7174,1.0075,0.158302,Under,0.8416980000000001
2026-03-01,Anders Lee,NYI,FLA,SOG,4.5,2.2816,1.0087,0.159,Under,0.841
2026-03-01,Mikael Backlund,CGY,ANA,SOG,4.5,2.2832,1.0075,0.160776,Under,0.839224
2026-03-01,Sam Bennett,FLA,NYI,SOG,4.5,2.3353,0.9931,0.160998,Under,0.839002
2026-03-01,Matthew Schaefer,NYI,FLA,SOG,3.5,1.7846,1.0087,0.166317,Under,0.833683
2026-03-01,Brad Marchand,FLA,NYI,SOG,4.5,2.4166,0.9931,0.170122,Under,0.829878
2026-03-01,Mason McTavish,ANA,CGY,SOG,4.5,2.4025,1.0027,0.173212,Under,0.826788
2026-03-01,Chris Kreider,ANA,CGY,SOG,4.5,2.5011,1.0027,0.184462,Under,0.815538
2026-03-01,Morgan Frost,CGY,ANA,SOG,3.5,1.905,1.0075,0.185338,Under,0.814662
2026-03-01,Gustav Forsling,FLA,NYI,SOG,3.5,1.954,0.9931,0.186076,Under,0.813924
2026-03-01,Nazem Kadri,CGY,ANA,SOG,4.5,2.5617,1.0075,0.192721,Under,0.807279
2026-03-01,Jackson LaCombe,ANA,CGY,SOG,3.5,2.0505,1.0027,0.204617,Under,0.795383
2026-03-01,Joel Farabee,CGY,ANA,SOG,2.5,1.4392,1.0075,0.208237,Under,0.791763
2026-03-01,Leo Carlsson,ANA,CGY,SOG,4.5,2.7287,1.0027,0.210092,Under,0.789908
2026-03-01,Blake Coleman,CGY,ANA,SOG,4.5,2.7165,1.0075,0.210181,Under,0.789819
2026-03-01,Ryan Poehling,ANA,CGY,SOG,2.5,1.457,1.0027,0.210272,Under,0.789728
2026-03-01,Sam Reinhart,FLA,NYI,SOG,3.5,2.1334,0.9931,0.210748,Under,0.7892520000000001
2026-03-01,MacKenzie Weegar,CGY,ANA,SOG,3.5,2.1231,1.0075,0.216151,Under,0.783849
2026-03-01,Yegor Sharangovich,CGY,ANA,SOG,4.5,2.8041,1.0075,0.219945,Under,0.7800549999999999
2026-03-01,Evan Rodrigues,FLA,NYI,SOG,4.5,2.8898,0.9931,0.222165,Under,0.777835
2026-03-01,Mackie Samoskevich,FLA,NYI,SOG,3.5,2.2247,0.9931,0.223076,Under,0.776924
2026-03-01,Bo Horvat,NYI,FLA,SOG,4.5,2.8594,1.0087,0.223737,Under,0.776263
2026-03-01,Mathew Barzal,NYI,FLA,SOG,3.5,2.2189,1.0087,0.226973,Under,0.773027
2026-03-01,Matvei Gridin,CGY,ANA,SOG,3.5,2.2102,1.0075,0.228185,Under,0.771815
2026-03-01,Emil Heineman,NYI,FLA,SOG,4.5,2.9146,1.0087,0.229714,Under,0.770286
2026-03-01,Simon Holmstrom,NYI,FLA,SOG,2.5,1.5785,1.0087,0.231517,Under,0.768483
2026-03-01,Alex Killorn,ANA,CGY,SOG,3.5,2.2457,1.0027,0.231576,Under,0.768424
2026-03-01,Anton Lundell,FLA,NYI,SOG,4.5,3.0042,0.9931,0.234346,Under,0.7656540000000001
2026-03-01,Aaron Ekblad,FLA,NYI,SOG,2.5,1.6219,0.9931,0.234787,Under,0.765213
2026-03-01,Anders Lee,NYI,FLA,SOG,3.5,2.2816,1.0087,0.235417,Under,0.764583
2026-03-01,Sam Bennett,FLA,NYI,SOG,3.5,2.3353,0.9931,0.237757,Under,0.762243
2026-03-01,Mikael Backlund,CGY,ANA,SOG,3.5,2.2832,1.0075,0.238139,Under,0.761861
2026-03-01,Matthew Tkachuk,FLA,NYI,SOG,4.5,3.0718,0.9931,0.241465,Under,0.758535
2026-03-01,Jacob Trouba,ANA,CGY,SOG,4.5,3.0392,1.0027,0.244043,Under,0.755957
2026-03-01,Brad Marchand,FLA,NYI,SOG,3.5,2.4166,0.9931,0.248366,Under,0.751634
2026-03-01,Tony DeAngelo,NYI,FLA,SOG,4.5,3.0983,1.0087,0.249299,Under,0.7507010000000001
2026-03-01,Mason McTavish,ANA,CGY,SOG,3.5,2.4025,1.0027,0.252621,Under,0.747379
2026-03-01,Calum Ritchie,NYI,FLA,SOG,2.5,1.7207,1.0087,0.256656,Under,0.743344
2026-03-01,Connor Zary,CGY,ANA,SOG,2.5,1.7174,1.0075,0.258898,Under,0.7411019999999999
2026-03-01,Beckett Sennecke,ANA,CGY,SOG,4.5,3.2127,1.0027,0.262386,Under,0.737614
2026-03-01,Chris Kreider,ANA,CGY,SOG,3.5,2.5011,1.0027,0.265532,Under,0.734468
2026-03-01,Matthew Schaefer,NYI,FLA,SOG,2.5,1.7846,1.0087,0.267637,Under,0.732363
2026-03-01,Nazem Kadri,CGY,ANA,SOG,3.5,2.5617,1.0075,0.274901,Under,0.7250989999999999
2026-03-01,Carter Verhaeghe,FLA,NYI,SOG,4.5,3.4012,0.9931,0.2751,Under,0.7249
2026-03-01,Akira Schmid,VGK,PIT,SAVES,30.5,27.0,0.9921,0.325942,Under,0.674058
2026-03-01,Adin Hill,VGK,PIT,SAVES,30.5,27.0,0.9921,0.325942,Under,0.674058
2026-03-01,Carter Hart,VGK,PIT,SAVES,30.5,27.0,0.9921,0.325942,Under,0.674058
2026-03-01,Stuart Skinner,PIT,VGK,SAVES,30.5,27.0,0.9935,0.326513,Under,0.673487
2026-03-01,Arturs Silovs,PIT,VGK,SAVES,30.5,27.0,0.9935,0.326513,Under,0.673487
2026-03-01,Arvid Soderblom,CHI,UTA,SAVES,30.5,27.0,0.9915,0.326515,Under,0.673485
2026-03-01,Spencer Knight,CHI,UTA,SAVES,30.5,27.0,0.9915,0.326515,Under,0.673485
2026-03-01,David Rittich,NYI,FLA,SAVES,30.5,27.0,0.9931,0.327027,Under,0.672973
