date,player,team,market,line,proj_lambda,p_over,over_price,under_price,book,side,ev,chosen_prob
2026-02-06,Brandt Clarke,LAK,ASSISTS,0.5,0.436,0.316812,155,-210,betmgm,Under,0.008515619047619105,0.683188
2026-02-06,Drew Doughty,LAK,ASSISTS,0.5,0.1326,0.114187,250,-350,betmgm,Under,0.13890242857142843,0.885813
2026-02-06,Drew Doughty,LAK,POINTS,0.5,0.1159,0.10325,190,-250,betmgm,Under,0.25545,0.89675
2026-02-06,Kevin Fiala,LAK,GOALS,0.5,0.1671,0.149562,220,-310,fanduel,Under,0.12477283870967742,0.850438
2026-02-06,Quinton Byfield,LAK,ASSISTS,0.5,0.0,0.0,230,-320,draftkings,Under,0.3125,1.0
2026-02-06,Quinton Byfield,LAK,POINTS,0.5,0.2436,0.199437,126,-162,draftkings,Under,0.2947376913580248,0.800563
2026-02-06,Yegor Chinakhov,NAN,ASSISTS,0.5,0.1355,0.1195,250,-350,betmgm,Under,0.13207142857142856,0.8805000000000001
2026-02-06,Connor Brown,NJD,ASSISTS,0.5,0.3072,0.2415,195,-265,draftkings,Under,0.0447264150943395,0.7585
2026-02-06,Connor Brown,NJD,POINTS,0.5,0.4745,0.326062,100,-135,betmgm,Under,0.17315133333333316,0.6739379999999999
2026-02-06,Dawson Mercer,NJD,ASSISTS,0.5,0.1327,0.118313,260,-375,betmgm,Under,0.11680353333333329,0.881687
2026-02-06,Dawson Mercer,NJD,POINTS,0.5,0.2312,0.19,145,-188,draftkings,Under,0.24085106382978733,0.81
2026-02-06,Jesper Bratt,NJD,ASSISTS,0.5,0.2248,0.18525,130,-168,draftkings,Under,0.2997202380952381,0.81475
2026-02-06,Jesper Bratt,NJD,POINTS,0.5,0.4477,0.312188,-141,106,pinnacle,Under,0.41689272,0.687812
2026-02-06,Nico Hischier,NJD,ASSISTS,0.5,0.1327,0.113375,128,-171,pinnacle,Under,0.4051191520467836,0.886625
2026-02-06,Simon Nemec,NJD,ASSISTS,0.5,0.1327,0.11625,270,-400,betmgm,Under,0.10468750000000004,0.88375
2026-02-06,Timo Meier,NJD,ASSISTS,0.5,0.1327,0.120875,190,-250,betmgm,Under,0.230775,0.879125
2026-02-06,Timo Meier,NJD,GOALS,0.5,0.1112,0.099875,210,-290,fanduel,Under,0.2105129310344827,0.900125
2026-02-06,Timo Meier,NJD,POINTS,0.5,0.2409,0.196125,-131,-101,pinnacle,Under,0.5997908415841584,0.803875
2026-02-06,Brady Skjei,NSH,ASSISTS,0.5,0.2416,0.197937,270,-385,draftkings,Under,0.010391051948051983,0.802063
2026-02-06,Erik Haula,NSH,ASSISTS,0.5,0.2416,0.1905,250,-350,betmgm,Under,0.040785714285714175,0.8095
2026-02-06,Michael Bunting,NSH,ASSISTS,0.5,0.2416,0.198313,270,-385,draftkings,Under,0.009917389610389737,0.801687
2026-02-06,Bo Horvat,NYI,ASSISTS,0.5,0.3375,0.2555,160,-212,draftkings,Under,0.09567924528301885,0.7444999999999999
2026-02-06,Emil Heineman,NYI,ASSISTS,0.5,0.0,0.0,325,-500,betmgm,Under,0.19999999999999996,1.0
2026-02-06,Emil Heineman,NYI,POINTS,0.5,0.1049,0.096375,150,-198,draftkings,Under,0.36000126262626275,0.903625
2026-02-06,Ryan Pulock,NYI,ASSISTS,0.5,0.2245,0.184375,280,-400,betmgm,Under,0.019531250000000056,0.815625
2026-02-06,Gabe Perreault,NYR,ASSISTS,0.5,0.1294,0.1125,320,-500,betmgm,Under,0.06499999999999992,0.8875
2026-02-06,Vincent Trocheck,NYR,GOALS,0.5,0.1035,0.095375,260,-400,fanduel,Under,0.13078125000000002,0.904625
2026-02-06,Vladislav Gavrikov,NYR,ASSISTS,0.5,0.3014,0.235687,185,-250,betmgm,Under,0.07003819999999994,0.764313
2026-02-06,Will Cuylle,NYR,ASSISTS,0.5,0.1294,0.113437,280,-400,betmgm,Under,0.10820374999999999,0.886563
2026-02-06,Drake Batherson,OTT,ASSISTS,0.5,0.398,0.287875,140,-182,draftkings,Under,0.10340247252747259,0.712125
2026-02-06,Drake Batherson,OTT,GOALS,0.5,0.1065,0.098437,270,-400,fanduel,Under,0.12695375,0.901563
2026-02-06,Drake Batherson,OTT,POINTS,0.5,0.5897,0.377437,-130,100,draftkings,Under,0.24512599999999996,0.622563
2026-02-06,Dylan Cozens,OTT,ASSISTS,0.5,0.4655,0.325937,150,-200,betmgm,Under,0.011094500000000118,0.6740630000000001
2026-02-06,Shane Pinto,OTT,ASSISTS,0.5,0.1082,0.097875,230,-320,draftkings,Under,0.18403906249999996,0.902125
2026-02-06,Shane Pinto,OTT,POINTS,0.5,0.3447,0.255375,117,-156,pinnacle,Under,0.2219487179487179,0.744625
2026-02-06,Tim Stützle,OTT,ASSISTS,0.5,0.532,0.352375,100,-130,draftkings,Under,0.1457980769230769,0.647625
2026-02-06,Bobby Brink,PHI,ASSISTS,0.5,0.0017,0.001875,260,-375,betmgm,Under,0.26429166666666665,0.998125
2026-02-06,Bobby Brink,PHI,POINTS,0.5,0.3498,0.264375,140,-182,draftkings,Under,0.13981456043956042,0.735625
2026-02-06,Christian Dvorak,PHI,ASSISTS,0.5,0.3303,0.253437,165,-218,draftkings,Under,0.08902309174311918,0.746563
2026-02-06,Christian Dvorak,PHI,POINTS,0.5,0.5493,0.366063,-120,-110,betmgm,Under,0.21024336363636364,0.633937
2026-02-06,Jamie Drysdale,PHI,ASSISTS,0.5,0.364,0.273188,175,-235,betmgm,Under,0.036093702127659555,0.726812
2026-02-06,Matvei Michkov,PHI,ASSISTS,0.5,0.208,0.17025,280,-400,betmgm,Under,0.037187499999999984,0.82975
2026-02-06,Noah Cates,PHI,ASSISTS,0.5,0.0968,0.088625,340,-500,draftkings,Under,0.09365000000000001,0.911375
2026-02-06,Noah Cates,PHI,POINTS,0.5,0.1116,0.103688,185,-248,draftkings,Under,0.2577281290322581,0.896312
2026-02-06,Travis Konecny,PHI,ASSISTS,0.5,0.6155,0.395,105,-135,draftkings,Under,0.05314814814814811,0.605
2026-02-06,Trevor Zegras,PHI,ASSISTS,0.5,0.4292,0.308688,140,-190,betmgm,Under,0.05516042105263136,0.6913119999999999
2026-02-06,Trevor Zegras,PHI,GOALS,0.5,0.1046,0.09725,270,-400,fanduel,Under,0.12843749999999993,0.9027499999999999
2026-02-06,Trevor Zegras,PHI,POINTS,0.5,0.6076,0.39225,-136,102,pinnacle,Under,0.22765500000000005,0.60775
2026-02-06,Ben Kindel,PIT,ASSISTS,0.5,0.2276,0.190812,270,-385,draftkings,Under,0.019366701298701383,0.809188
2026-02-06,Bryan Rust,PIT,ASSISTS,0.5,0.1273,0.112812,155,-210,betmgm,Under,0.3096584761904762,0.887188
2026-02-06,Bryan Rust,PIT,POINTS,0.5,0.4541,0.319188,-134,101,pinnacle,Under,0.3684321199999998,0.680812
2026-02-06,Erik Karlsson,PIT,ASSISTS,0.5,0.4304,0.303938,120,-154,draftkings,Under,0.14805031168831162,0.696062
2026-02-06,Erik Karlsson,PIT,POINTS,0.5,0.6078,0.383188,-112,-118,pinnacle,Under,0.1395340338983051,0.616812
2026-02-06,Rickard Rakell,PIT,ASSISTS,0.5,0.3199,0.248312,155,-204,draftkings,Under,0.12016250980392162,0.751688
2026-02-06,Brandon Hagel,TBL,GOALS,0.5,0.3325,0.25325,140,-185,fanduel,Under,0.15039864864864871,0.74675
2026-02-06,Brandon Hagel,TBL,POINTS,1.5,1.051,0.264688,145,-188,draftkings,Under,0.12643540425531907,0.735312
2026-02-06,Darren Raddysh,TBL,ASSISTS,0.5,0.1294,0.11725,-130,100,draftkings,Under,0.7655000000000001,0.88275
2026-02-06,Darren Raddysh,TBL,POINTS,0.5,0.2554,0.208063,-205,152,pinnacle,Under,0.99568124,0.791937
2026-02-06,Darren Raddysh,TBL,SOG,2.5,1.6758,0.248,-130,-102,pinnacle,Under,0.48925490196078436,0.752
2026-02-06,Jake Guentzel,TBL,ASSISTS,0.5,0.5185,0.352687,-148,115,draftkings,Under,0.39172295,0.647313
2026-02-06,Oliver Bjorkstrand,TBL,ASSISTS,0.5,0.1428,0.126938,210,-295,betmgm,Under,0.16901522033898303,0.873062
2026-02-06,Oliver Bjorkstrand,TBL,POINTS,0.5,0.32,0.247688,115,-148,draftkings,Under,0.2606309189189189,0.752312
2026-02-06,Victor Hedman,TBL,ASSISTS,0.5,0.4325,0.301312,155,-210,betmgm,Under,0.03139657142857144,0.698688
2026-02-06,Victor Hedman,TBL,POINTS,0.5,0.4108,0.299,125,-165,betmgm,Under,0.12584848484848488,0.7010000000000001
2026-02-06,Ivan Barbashev,VGK,ASSISTS,0.5,0.2781,0.216312,190,-255,draftkings,Under,0.09101662745098027,0.7836879999999999
2026-02-06,Ivan Barbashev,VGK,POINTS,0.5,0.5234,0.345562,100,-130,betmgm,Under,0.1578518461538463,0.6544380000000001
2026-02-06,Jack Eichel,VGK,POINTS,1.5,1.0743,0.265875,135,-175,draftkings,Under,0.153625,0.734125
2026-02-06,Mark Stone,VGK,ASSISTS,0.5,0.5798,0.373063,-142,110,draftkings,Under,0.31656770000000023,0.6269370000000001
2026-02-06,Mark Stone,VGK,GOALS,0.5,0.3194,0.243,180,-250,fanduel,Under,0.059799999999999964,0.757
2026-02-06,Mitch Marner,VGK,ASSISTS,0.5,0.381,0.28,-135,102,pinnacle,Under,0.4543999999999999,0.72
2026-02-06,Noah Hanifin,VGK,ASSISTS,0.5,0.1598,0.138813,200,-285,betmgm,Under,0.1633578771929825,0.861187
2026-02-06,Noah Hanifin,VGK,POINTS,0.5,0.1237,0.109625,155,-210,betmgm,Under,0.31436309523809536,0.890375
2026-02-06,Pavel Dorofeyev,VGK,ASSISTS,0.5,0.0089,0.008875,210,-295,betmgm,Under,0.32709957627118647,0.991125
2026-02-06,Pavel Dorofeyev,VGK,POINTS,0.5,0.6373,0.393688,-125,-105,betmgm,Under,0.18375199999999992,0.606312
2026-02-06,Shea Theodore,VGK,ASSISTS,0.5,0.3231,0.25075,155,-210,betmgm,Under,0.10603571428571429,0.74925
2026-02-06,Shea Theodore,VGK,POINTS,0.5,0.4047,0.292625,120,-154,draftkings,Under,0.16670941558441554,0.707375
2026-02-06,Tomas Hertl,VGK,ASSISTS,0.5,0.381,0.280062,135,-175,draftkings,Under,0.13133114285714276,0.719938
2026-02-06,Tomas Hertl,VGK,POINTS,0.5,0.6369,0.397062,-162,126,draftkings,Under,0.3626398799999998,0.602938
2026-02-06,Alex Ovechkin,WSH,ASSISTS,0.5,0.3589,0.269188,130,-168,draftkings,Under,0.16581914285714294,0.730812
2026-02-06,Alex Ovechkin,WSH,GOALS,0.5,0.1829,0.158438,150,-210,fanduel,Under,0.24230580952380965,0.841562
2026-02-06,Alex Ovechkin,WSH,POINTS,0.5,0.5395,0.358875,-182,140,draftkings,Under,0.5386999999999998,0.641125
2026-02-06,Anthony Beauvillier,WSH,ASSISTS,0.5,0.1319,0.12125,270,-400,betmgm,Under,0.09843750000000004,0.87875
2026-02-06,Anthony Beauvillier,WSH,POINTS,0.5,0.3085,0.243562,125,-160,betmgm,Under,0.22921174999999994,0.7564379999999999
2026-02-06,Dylan Strome,WSH,ASSISTS,0.5,0.4463,0.315188,112,-149,pinnacle,Under,0.14441736912751668,0.684812
2026-02-06,Ryan Leonard,WSH,ASSISTS,0.5,0.1319,0.120375,165,-220,betmgm,Under,0.27945454545454546,0.879625
2026-02-06,Ryan Leonard,WSH,POINTS,0.5,0.1161,0.107313,-110,-118,betmgm,Under,0.649201406779661,0.892687
2026-02-06,Tom Wilson,WSH,GOALS,0.5,0.0733,0.069375,195,-270,fanduel,Under,0.27530092592592587,0.930625
