gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020617,2025-12-30,Toronto Maple Leafs,New Jersey Devils,4,5
2025020618,2025-12-30,Florida Panthers,Montréal Canadiens,3,4
2025020619,2025-12-30,Pittsburgh Penguins,Carolina Hurricanes,2,1
2025020620,2025-12-30,Chicago Blackhawks,New York Islanders,4,5
2025020621,2025-12-30,Vancouver Canucks,Philadelphia Flyers,3,6
