date,player,team,position,market,proj_lambda
2025-10-20,B. Byram,BUF,D,ASSISTS,0.32708024978637695
2025-10-20,B. Byram,BUF,D,BLOCKS,1.4040898084640503
2025-10-20,B. Byram,BUF,D,GOALS,0.10822199285030365
2025-10-20,B. Byram,BUF,D,POINTS,0.41761070489883423
2025-10-20,B. Byram,BUF,D,SOG,1.833003282546997
2025-10-20,C. Poolman,BUF,D,ASSISTS,0.45
2025-10-20,C. Poolman,BUF,D,BLOCKS,1.3
2025-10-20,C. Poolman,BUF,D,GOALS,0.35
2025-10-20,C. Poolman,BUF,D,POINTS,0.9
2025-10-20,C. Poolman,BUF,D,SOG,2.4
2025-10-20,C. Timmins,BUF,D,ASSISTS,3.879396172123961e-05
2025-10-20,C. Timmins,BUF,D,BLOCKS,2.239190101623535
2025-10-20,C. Timmins,BUF,D,GOALS,6.305606916612305e-07
2025-10-20,C. Timmins,BUF,D,POINTS,0.000277719838777557
2025-10-20,C. Timmins,BUF,D,SOG,1.3538734912872314
2025-10-20,E. Prow,BUF,D,ASSISTS,0.45
2025-10-20,E. Prow,BUF,D,BLOCKS,1.3
2025-10-20,E. Prow,BUF,D,GOALS,0.35
2025-10-20,E. Prow,BUF,D,POINTS,0.9
2025-10-20,E. Prow,BUF,D,SOG,2.4
2025-10-20,J. Bryson,BUF,D,ASSISTS,0.23339052498340607
2025-10-20,J. Bryson,BUF,D,BLOCKS,1.030653953552246
2025-10-20,J. Bryson,BUF,D,GOALS,6.305606916612305e-07
2025-10-20,J. Bryson,BUF,D,POINTS,0.22518841922283173
2025-10-20,J. Bryson,BUF,D,SOG,1.2017338275909424
2025-10-20,J. Rathbone,BUF,D,ASSISTS,0.45
2025-10-20,J. Rathbone,BUF,D,BLOCKS,1.3
2025-10-20,J. Rathbone,BUF,D,GOALS,0.35
2025-10-20,J. Rathbone,BUF,D,POINTS,0.9
2025-10-20,J. Rathbone,BUF,D,SOG,2.4
2025-10-20,M. Kesselring,BUF,D,ASSISTS,0.3554937541484833
