gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020910,2026-02-25,New Jersey Devils,Buffalo Sabres,8,2
2025020911,2026-02-25,Washington Capitals,Philadelphia Flyers,3,2
2025020912,2026-02-25,Tampa Bay Lightning,Toronto Maple Leafs,5,6
2025020913,2026-02-25,Dallas Stars,Seattle Kraken,4,5
2025020914,2026-02-25,Utah Mammoth,Colorado Avalanche,4,3
2025020915,2026-02-25,Vancouver Canucks,Winnipeg Jets,3,5
2025020916,2026-02-25,Los Angeles Kings,Vegas Golden Knights,6,4
2025020917,2026-02-25,Anaheim Ducks,Edmonton Oilers,3,2
