market,side,price,ev,prob,conf,home,away,totals_line
PL,Carolina Hurricanes +1.5,-250.0,0.2037666666666666,0.8598333333333333,0.35983333333333334,Ottawa Senators,Carolina Hurricanes,5.5
PL,Buffalo Sabres +1.5,-278.0,0.07575899280575543,0.7911666666666667,0.2911666666666667,Boston Bruins,Buffalo Sabres,6.5
ML,Carolina Hurricanes,102.0,0.36366833333333337,0.6750833333333334,0.17508333333333337,Ottawa Senators,Carolina Hurricanes,5.5
