gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020662,2026-01-05,New York Rangers,Utah Mammoth,2,3
2025020663,2026-01-05,Washington Capitals,Anaheim Ducks,6,2
2025020664,2026-01-05,Ottawa Senators,Detroit Red Wings,4,3
2025020665,2026-01-05,Calgary Flames,Seattle Kraken,3,2
2025020666,2026-01-05,Los Angeles Kings,Minnesota Wild,1,4
