date,player,team,market,line,proj_lambda,p_over,over_price,under_price,book,side,ev,chosen_prob
2026-02-27,Leo Carlsson,ANA,GOALS,0.5,0.112,0.101688,230,-320.0,fanduel,Under,0.17903449999999999,0.898312
2026-02-27,Josh Norris,BUF,GOALS,0.5,0.1806,0.15875,250,-380.0,fanduel,Under,0.06263157894736843,0.84125
2026-02-27,Aaron Ekblad,FLA,ASSISTS,0.5,0.3362,0.257312,200,-275.0,betmgm,Under,0.012756363636363732,0.742688
2026-02-27,Aaron Ekblad,FLA,POINTS,0.5,0.3071,0.234,155,-210.0,betmgm,Under,0.13076190476190486,0.766
2026-02-27,Brad Marchand,FLA,ASSISTS,0.5,0.4011,0.282938,157,-214.0,pinnacle,Under,0.05213770093457942,0.717062
2026-02-27,Brad Marchand,FLA,POINTS,0.5,0.6003,0.383562,-135,102.0,pinnacle,Under,0.24520476000000013,0.616438
2026-02-27,Carter Verhaeghe,FLA,GOALS,0.5,0.2025,0.169375,250,-360.0,fanduel,Under,0.061354166666666515,0.830625
2026-02-27,Carter Verhaeghe,FLA,POINTS,0.5,0.6322,0.393437,-128,-103.0,pinnacle,Under,0.19545911650485426,0.606563
2026-02-27,Evan Rodrigues,FLA,POINTS,0.5,0.3504,0.265875,110,-150.0,betmgm,Under,0.22354166666666658,0.734125
2026-02-27,Mackie Samoskevich,FLA,ASSISTS,0.5,0.0,0.0,275,-400.0,betmgm,Under,0.25,1.0
2026-02-27,Mackie Samoskevich,FLA,POINTS,0.5,0.2179,0.176875,150,-200.0,betmgm,Under,0.2346875,0.823125
2026-02-27,Matthew Tkachuk,FLA,ASSISTS,0.5,0.5074,0.341875,-119,-112.0,pinnacle,Under,0.24573660714285728,0.6581250000000001
2026-02-27,Sam Bennett,FLA,ASSISTS,0.5,0.3029,0.23525,140,-190.0,betmgm,Under,0.16724999999999995,0.76475
2026-02-27,Sam Bennett,FLA,GOALS,0.5,0.0,0.0,290,-440.0,fanduel,Under,0.2272727272727273,1.0
2026-02-27,Sam Bennett,FLA,POINTS,0.5,0.3205,0.24575,-170,127.0,pinnacle,Under,0.7121474999999999,0.75425
2026-02-27,Sam Reinhart,FLA,ASSISTS,0.5,0.593,0.37675,112,-149.0,pinnacle,Under,0.041538590604026926,0.6232500000000001
2026-02-27,Sam Reinhart,FLA,GOALS,0.5,0.2132,0.177687,155,-210.0,fanduel,Under,0.21389061904761908,0.822313
2026-02-27,Clayton Keller,UTA,GOALS,0.5,0.045,0.044687,210,-290.0,fanduel,Under,0.2847312758620689,0.955313
2026-02-27,Tomas Hertl,VGK,GOALS,0.5,0.0972,0.085812,250,-360.0,fanduel,Under,0.168129111111111,0.914188
2026-02-27,Kyle Connor,WPG,GOALS,0.5,0.3079,0.242063,160,-220.0,fanduel,Under,0.10245381818181815,0.757937
2026-02-27,Alex Ovechkin,WSH,GOALS,0.5,0.1829,0.155312,180,-250.0,fanduel,Under,0.18256319999999993,0.844688
