date,home,away,market,bet,prob,price,book,ev
2025-10-12T23:00:00Z,New York Rangers,Washington Capitals,moneyline,away_ml,0.7371810446415356,-112.0,draftkings,0.3954
2025-10-12T23:00:00Z,New York Rangers,Washington Capitals,first10,f10_yes,0.6093721646414789,-150.0,,0.0156
