date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-02-08,David Rittich,NYI,,SAVES,24.5,1.0407,0.9931,0.0,Under,1.0
2026-02-08,David Rittich,NYI,,SAVES,26.5,1.0407,0.9931,0.0,Under,1.0
2026-02-08,David Rittich,NYI,,SAVES,28.5,1.0407,0.9931,0.0,Under,1.0
2026-02-08,David Rittich,NYI,,SAVES,30.5,1.0407,0.9931,0.0,Under,1.0
2026-02-08,Jonas Johansson,TBL,,SAVES,30.5,1.954,1.0139,1e-06,Under,0.999999
2026-02-08,Jonas Johansson,TBL,,SAVES,28.5,1.954,1.0139,3e-06,Under,0.999997
2026-02-08,Liam O'Brien,UTA,,BLOCKS,3.5,0.0508,1.0,4e-06,Under,0.999996
2026-02-08,Drew O'Connor,VAN,,BLOCKS,3.5,0.0519,1.0,4e-06,Under,0.999996
2026-02-08,Nazem Kadri,CGY,,BLOCKS,3.5,0.0577,1.0,6e-06,Under,0.999994
2026-02-08,Clay Stevenson,WSH,,SAVES,30.5,2.5323,1.0034,7e-06,Under,0.999993
2026-02-08,Ryan Donato,CHI,,BLOCKS,3.5,0.0567,1.0,7e-06,Under,0.999993
2026-02-08,Jonas Johansson,TBL,,SAVES,26.5,1.954,1.0139,8e-06,Under,0.999992
2026-02-08,Pavol Regenda,SJS,,BLOCKS,3.5,0.0596,1.0,8e-06,Under,0.999992
2026-02-08,Ryan Nugent-Hopkins,EDM,,BLOCKS,3.5,0.0617,1.0,8e-06,Under,0.999992
2026-02-08,Yanni Gourde,TBL,,BLOCKS,3.5,0.0636,1.0,9e-06,Under,0.999991
2026-02-08,Taylor Ward,LAK,,BLOCKS,3.5,0.0739,1.0,1.7e-05,Under,0.999983
2026-02-08,Jonas Johansson,TBL,,SAVES,24.5,1.954,1.0139,1.8e-05,Under,0.999982
2026-02-08,Clay Stevenson,WSH,,SAVES,28.5,2.5323,1.0034,1.9e-05,Under,0.999981
2026-02-08,Ville Husso,ANA,,SAVES,30.5,2.5392,1.0075,2e-05,Under,0.99998
2026-02-08,Sebastian Aho,CAR,,BLOCKS,3.5,0.0847,1.0,2.8e-05,Under,0.999972
2026-02-08,Jordan Kyrou,STL,,BLOCKS,3.5,0.0877,1.0,3.2e-05,Under,0.999968
2026-02-08,Jake Allen,NJD,,SAVES,30.5,2.8771,0.9963,3.4e-05,Under,0.999966
2026-02-08,Sonny Milano,WSH,,BLOCKS,3.5,0.0921,1.0,3.7e-05,Under,0.999963
2026-02-08,Alex Ovechkin,WSH,,BLOCKS,3.5,0.0921,1.0,3.7e-05,Under,0.999963
2026-02-08,Ville Husso,ANA,,SAVES,28.5,2.5392,1.0075,3.9e-05,Under,0.999961
2026-02-08,Donovan Sebrango,FLA,,BLOCKS,3.5,0.0967,1.0,4.5e-05,Under,0.999955
2026-02-08,Zayne Parekh,CGY,,BLOCKS,3.5,0.0971,1.0,4.5e-05,Under,0.999955
2026-02-08,Cole Schwindt,FLA,,BLOCKS,3.5,0.0967,1.0,4.5e-05,Under,0.999955
2026-02-08,Clay Stevenson,WSH,,SAVES,26.5,2.5323,1.0034,4.8e-05,Under,0.999952
2026-02-08,Beckett Sennecke,ANA,,BLOCKS,3.5,0.0993,1.0,4.9e-05,Under,0.999951
2026-02-08,Chris Kreider,ANA,,BLOCKS,3.5,0.0993,1.0,4.9e-05,Under,0.999951
2026-02-08,Pavel Dorofeyev,VGK,,BLOCKS,3.5,0.1015,1.0,5.5e-05,Under,0.999945
2026-02-08,Cole Reinhardt,VGK,,BLOCKS,3.5,0.1015,1.0,5.5e-05,Under,0.999945
2026-02-08,Tyler Seguin,DAL,,BLOCKS,3.5,0.103,1.0,6e-05,Under,0.99994
2026-02-08,Jack Quinn,BUF,,BLOCKS,3.5,0.1051,1.0,6.1e-05,Under,0.999939
2026-02-08,Jake Allen,NJD,,SAVES,28.5,2.8771,0.9963,6.7e-05,Under,0.999933
2026-02-08,Nikita Grebenkin,PHI,,BLOCKS,3.5,0.1126,1.0,7.3e-05,Under,0.999927
2026-02-08,Ville Husso,ANA,,SAVES,26.5,2.5392,1.0075,7.4e-05,Under,0.999926
2026-02-08,Luke Evangelista,NSH,,BLOCKS,3.5,0.1134,1.0,7.9e-05,Under,0.999921
2026-02-08,Jonathan Marchessault,NSH,,BLOCKS,3.5,0.1134,1.0,7.9e-05,Under,0.999921
2026-02-08,Steven Stamkos,NSH,,BLOCKS,3.5,0.1134,1.0,7.9e-05,Under,0.999921
2026-02-08,Emmitt Finnie,DET,,BLOCKS,3.5,0.1123,1.0,8.1e-05,Under,0.999919
2026-02-08,Dylan Larkin,DET,,BLOCKS,3.5,0.1149,1.0,8.8e-05,Under,0.999912
2026-02-08,Artturi Lehkonen,COL,,BLOCKS,3.5,0.117,1.0,8.9e-05,Under,0.999911
2026-02-08,Gavin Brindley,COL,,BLOCKS,3.5,0.1189,1.0,9.4e-05,Under,0.999906
2026-02-08,Liam O'Brien,UTA,,BLOCKS,2.5,0.0508,1.0,9.5e-05,Under,0.999905
2026-02-08,Petr Mrazek,ANA,,SAVES,30.5,3.0827,1.0075,9.6e-05,Under,0.999904
2026-02-08,Sam Lafferty,CHI,,BLOCKS,3.5,0.1183,1.0,0.0001,Under,0.9999
2026-02-08,Drew O'Connor,VAN,,BLOCKS,2.5,0.0519,1.0,0.000101,Under,0.999899
2026-02-08,Eric Robinson,CAR,,BLOCKS,3.5,0.1229,1.0,0.000108,Under,0.999892
2026-02-08,Clay Stevenson,WSH,,SAVES,24.5,2.5323,1.0034,0.000113,Under,0.999887
2026-02-08,Teuvo Teravainen,CHI,,BLOCKS,3.5,0.1227,1.0,0.000114,Under,0.999886
2026-02-08,Kurtis MacDermid,OTT,,BLOCKS,3.5,0.1285,1.0,0.000126,Under,0.999874
2026-02-08,Drake Batherson,OTT,,BLOCKS,3.5,0.1285,1.0,0.000126,Under,0.999874
2026-02-08,Dylan Cozens,OTT,,BLOCKS,3.5,0.1285,1.0,0.000126,Under,0.999874
2026-02-08,Ryan Donato,CHI,,BLOCKS,2.5,0.0567,1.0,0.000133,Under,0.999867
2026-02-08,Jake Allen,NJD,,SAVES,26.5,2.8771,0.9963,0.000133,Under,0.999867
2026-02-08,Nazem Kadri,CGY,,BLOCKS,2.5,0.0577,1.0,0.000134,Under,0.999866
2026-02-08,Ville Husso,ANA,,SAVES,24.5,2.5392,1.0075,0.000139,Under,0.999861
2026-02-08,Pavol Regenda,SJS,,BLOCKS,2.5,0.0596,1.0,0.000153,Under,0.999847
2026-02-08,Oliver Bjorkstrand,TBL,,BLOCKS,3.5,0.1357,1.0,0.000155,Under,0.999845
2026-02-08,Curtis Douglas,TBL,,BLOCKS,3.5,0.1371,1.0,0.000161,Under,0.999839
2026-02-08,Petr Mrazek,ANA,,SAVES,28.5,3.0827,1.0075,0.000162,Under,0.999838
2026-02-08,Ryan Nugent-Hopkins,EDM,,BLOCKS,2.5,0.0617,1.0,0.000163,Under,0.999837
2026-02-08,Calle Jarnkrok,TOR,,BLOCKS,3.5,0.1415,1.0,0.000174,Under,0.999826
2026-02-08,Yanni Gourde,TBL,,BLOCKS,2.5,0.0636,1.0,0.000178,Under,0.999822
2026-02-08,Anthony Mantha,PIT,,BLOCKS,3.5,0.1433,1.0,0.00018,Under,0.99982
2026-02-08,Yan Kuznetsov,CGY,,BLOCKS,3.5,0.1444,1.0,0.00019,Under,0.99981
2026-02-08,Jesperi Kotkaniemi,CAR,,BLOCKS,3.5,0.1444,1.0,0.000193,Under,0.999807
2026-02-08,Andrei Svechnikov,CAR,,BLOCKS,3.5,0.1444,1.0,0.000193,Under,0.999807
2026-02-08,Casey DeSmith,DAL,,SAVES,30.5,3.4059,0.9966,0.000202,Under,0.999798
2026-02-08,Maxim Tsyplakov,NJD,,BLOCKS,3.5,0.1528,1.0,0.000225,Under,0.999775
2026-02-08,Jake Allen,NJD,,SAVES,24.5,2.8771,0.9963,0.00026,Under,0.99974
2026-02-08,Petr Mrazek,ANA,,SAVES,26.5,3.0827,1.0075,0.000277,Under,0.999723
2026-02-08,Taylor Ward,LAK,,BLOCKS,2.5,0.0739,1.0,0.000278,Under,0.999722
2026-02-08,Nicholas Robertson,TOR,,BLOCKS,3.5,0.1636,1.0,0.00029,Under,0.99971
2026-02-08,Matt Duchene,DAL,,BLOCKS,3.5,0.1636,1.0,0.000311,Under,0.999689
2026-02-08,Jason Robertson,DAL,,BLOCKS,3.5,0.1636,1.0,0.000311,Under,0.999689
2026-02-08,Matthew Robertson,NYR,,BLOCKS,3.5,0.1636,1.0,0.000316,Under,0.999684
2026-02-08,Braeden Bowman,VGK,,BLOCKS,3.5,0.1663,1.0,0.000325,Under,0.999675
2026-02-08,Casey DeSmith,DAL,,SAVES,28.5,3.4059,0.9966,0.00034,Under,0.99966
2026-02-08,Martin Pospisil,CGY,,BLOCKS,3.5,0.1707,1.0,0.000342,Under,0.999658
2026-02-08,Matt Coronato,CGY,,BLOCKS,3.5,0.1707,1.0,0.000342,Under,0.999658
2026-02-08,Brandon Saad,VGK,,BLOCKS,3.5,0.1689,1.0,0.000343,Under,0.999657
2026-02-08,Jonas Rondbjerg,VGK,,BLOCKS,3.5,0.1689,1.0,0.000343,Under,0.999657
2026-02-08,Samuel Honzek,CGY,,BLOCKS,3.5,0.171,1.0,0.000344,Under,0.999656
2026-02-08,Ryan McLeod,BUF,,BLOCKS,3.5,0.1721,1.0,0.000354,Under,0.999646
2026-02-08,Sam Colangelo,ANA,,BLOCKS,3.5,0.1744,1.0,0.000371,Under,0.999629
2026-02-08,Leo Carlsson,ANA,,BLOCKS,3.5,0.1744,1.0,0.000371,Under,0.999629
2026-02-08,Marcus Johansson,MIN,,BLOCKS,3.5,0.1774,1.0,0.000375,Under,0.999625
2026-02-08,Kirill Kaprizov,MIN,,BLOCKS,3.5,0.1774,1.0,0.000375,Under,0.999625
2026-02-08,Matt Boldy,MIN,,BLOCKS,3.5,0.1774,1.0,0.000375,Under,0.999625
