date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2025-10-16,Gustav Forsling,FLA,POINTS,0.5,0.9,0.5934,223.0,-318.0,pinnacle,Over,0.9168,0.9,0.9168
2025-10-16,Gustav Forsling,FLA,POINTS,0.5,0.9,0.5934,220.0,-295.0,fanduel,Over,0.899,0.9,0.899
2025-10-16,Gustav Forsling,FLA,POINTS,0.5,0.9,0.5934,220.0,-300.0,draftkings,Over,0.899,0.9,0.899
2025-10-16,Adam Fox,NYR,GOALS,0.5,0.35,0.2953,525.0,-1000.0,fanduel,Over,0.8457,0.35,0.8457
2025-10-16,Arseny Gritsyuk,NJD,POINTS,0.5,0.9,0.5934,203.0,-284.0,pinnacle,Over,0.7981,0.9,0.7981
2025-10-16,Matias Maccelli,TOR,GOALS,0.5,0.35,0.2953,500.0,-900.0,fanduel,Over,0.7719,0.35,0.7719
2025-10-16,Darnell Nurse,EDM,POINTS,0.5,0.9,0.5934,190.0,-250.0,fanduel,Over,0.7209,0.9,0.7209
2025-10-16,Nathan MacKinnon,COL,SOG,3.5,2.4,0.2213,-154.0,120.0,draftkings,Under,0.7132,2.4,0.7132
2025-10-16,Ivan Provorov,CBJ,POINTS,0.5,0.9,0.5934,188.0,-261.0,pinnacle,Over,0.7091,0.9,0.7091
2025-10-16,Darnell Nurse,EDM,POINTS,0.5,0.9,0.5934,188.0,-260.0,pinnacle,Over,0.7091,0.9,0.7091
2025-10-16,Mike Matheson,MTL,POINTS,0.5,0.9,0.5934,186.0,-245.0,fanduel,Over,0.6972,0.9,0.6972
2025-10-16,Patrik Laine,MTL,ASSISTS,0.5,0.45,0.3624,367.0,-593.0,pinnacle,Over,0.6923,0.45,0.6923
2025-10-16,Ivan Provorov,CBJ,POINTS,0.5,0.9,0.5934,185.0,-248.0,draftkings,Over,0.6913,0.9,0.6913
2025-10-16,Darnell Nurse,EDM,POINTS,0.5,0.9,0.5934,185.0,-248.0,draftkings,Over,0.6913,0.9,0.6913
2025-10-16,Brady Skjei,NSH,POINTS,0.5,0.9,0.5934,182.0,-250.0,pinnacle,Over,0.6735,0.9,0.6735
2025-10-16,Nathan MacKinnon,COL,SOG,3.5,2.4,0.2213,-148.0,114.0,fanduel,Under,0.6665,2.4,0.6665
2025-10-16,Nathan MacKinnon,COL,SOG,3.5,2.4,0.2213,-155.0,113.0,pinnacle,Under,0.6587,2.4,0.6587
2025-10-16,Brady Skjei,NSH,POINTS,0.5,0.9,0.5934,176.0,-234.0,draftkings,Over,0.6379,0.9,0.6379
2025-10-16,Brady Skjei,NSH,POINTS,0.5,0.9,0.5934,176.0,-230.0,fanduel,Over,0.6379,0.9,0.6379
2025-10-16,Ivan Provorov,CBJ,POINTS,0.5,0.9,0.5934,176.0,-230.0,fanduel,Over,0.6379,0.9,0.6379
2025-10-16,Charlie Coyle,CBJ,POINTS,0.5,0.9,0.5934,176.0,-230.0,fanduel,Over,0.6379,0.9,0.6379
2025-10-16,Auston Matthews,TOR,SOG,3.5,2.4,0.2213,-144.0,110.0,fanduel,Under,0.6353,2.4,0.6353
2025-10-16,Auston Matthews,TOR,SOG,3.5,2.4,0.2213,-142.0,110.0,draftkings,Under,0.6353,2.4,0.6353
2025-10-16,Auston Matthews,TOR,SOG,3.5,2.4,0.2213,-148.0,110.0,pinnacle,Under,0.6353,2.4,0.6353
2025-10-16,Nino Niederreiter,WPG,ASSISTS,0.5,0.45,0.3624,347.0,-549.0,pinnacle,Over,0.6198,0.45,0.6198
2025-10-16,Tony DeAngelo,NYI,POINTS,0.5,0.9,0.5934,170.0,-225.0,draftkings,Over,0.6023,0.9,0.6023
2025-10-16,Shane Wright,SEA,POINTS,0.5,0.9,0.5934,170.0,-232.0,pinnacle,Over,0.6023,0.9,0.6023
2025-10-16,Mike Matheson,MTL,POINTS,0.5,0.9,0.5934,170.0,-233.0,pinnacle,Over,0.6023,0.9,0.6023
2025-10-16,Luke Evangelista,NSH,POINTS,0.5,0.9,0.5934,170.0,-233.0,pinnacle,Over,0.6023,0.9,0.6023
2025-10-16,Evan Bouchard,EDM,GOALS,0.5,0.35,0.2953,440.0,-700.0,fanduel,Over,0.5947,0.35,0.5947
2025-10-16,Patrik Laine,MTL,ASSISTS,0.5,0.45,0.3624,340.0,-500.0,draftkings,Over,0.5944,0.45,0.5944
2025-10-16,Michael Bunting,NSH,ASSISTS,0.5,0.45,0.3624,339.0,-533.0,pinnacle,Over,0.5908,0.45,0.5908
2025-10-16,Patrik Laine,MTL,POINTS,0.5,0.9,0.5934,168.0,-220.0,fanduel,Over,0.5904,0.9,0.5904
2025-10-16,Tony DeAngelo,NYI,POINTS,0.5,0.9,0.5934,167.0,-229.0,pinnacle,Over,0.5845,0.9,0.5845
2025-10-16,Owen Tippett,PHI,ASSISTS,0.5,0.45,0.3624,337.0,-530.0,pinnacle,Over,0.5836,0.45,0.5836
2025-10-16,Arseny Gritsyuk,NJD,ASSISTS,0.5,0.45,0.3624,335.0,-525.0,pinnacle,Over,0.5763,0.45,0.5763
2025-10-16,Mattias Ekholm,EDM,POINTS,0.5,0.9,0.5934,165.0,-225.0,pinnacle,Over,0.5726,0.9,0.5726
2025-10-16,Mike Matheson,MTL,POINTS,0.5,0.9,0.5934,165.0,-218.0,draftkings,Over,0.5726,0.9,0.5726
2025-10-16,Luke Evangelista,NSH,POINTS,0.5,0.9,0.5934,165.0,-218.0,draftkings,Over,0.5726,0.9,0.5726
2025-10-16,Vladislav Namestnikov,WPG,POINTS,0.5,0.9,0.5934,165.0,-218.0,draftkings,Over,0.5726,0.9,0.5726
2025-10-16,Vladislav Namestnikov,WPG,POINTS,0.5,0.9,0.5934,165.0,-240.0,pinnacle,Over,0.5726,0.9,0.5726
2025-10-16,Shane Wright,SEA,POINTS,0.5,0.9,0.5934,165.0,-218.0,draftkings,Over,0.5726,0.9,0.5726
2025-10-16,Brendan Gallagher,MTL,POINTS,0.5,0.9,0.5934,164.0,-215.0,fanduel,Over,0.5667,0.9,0.5667
2025-10-16,Charlie Coyle,CBJ,POINTS,0.5,0.9,0.5934,164.0,-223.0,pinnacle,Over,0.5667,0.9,0.5667
2025-10-16,Mattias Ekholm,EDM,POINTS,0.5,0.9,0.5934,164.0,-215.0,fanduel,Over,0.5667,0.9,0.5667
2025-10-16,Connor McDavid,EDM,POINTS,1.5,0.9,0.2275,-130.0,102.0,fanduel,Under,0.5604,0.9,0.5604
2025-10-16,Brendan Gallagher,MTL,ASSISTS,0.5,0.45,0.3624,330.0,-525.0,pinnacle,Over,0.5582,0.45,0.5582
2025-10-16,Tony DeAngelo,NYI,POINTS,0.5,0.9,0.5934,162.0,-210.0,fanduel,Over,0.5548,0.9,0.5548
2025-10-16,Mason Marchment,SEA,POINTS,0.5,0.9,0.5934,160.0,-212.0,draftkings,Over,0.5429,0.9,0.5429
2025-10-16,Charlie Coyle,CBJ,POINTS,0.5,0.9,0.5934,160.0,-212.0,draftkings,Over,0.5429,0.9,0.5429
2025-10-16,Mattias Ekholm,EDM,POINTS,0.5,0.9,0.5934,160.0,-212.0,draftkings,Over,0.5429,0.9,0.5429
2025-10-16,Nino Niederreiter,WPG,ASSISTS,0.5,0.45,0.3624,325.0,-475.0,draftkings,Over,0.5401,0.45,0.5401
2025-10-16,Evan Rodrigues,FLA,POINTS,0.5,0.9,0.5934,158.0,-205.0,fanduel,Over,0.5311,0.9,0.5311
2025-10-16,Mason Marchment,SEA,POINTS,0.5,0.9,0.5934,158.0,-215.0,pinnacle,Over,0.5311,0.9,0.5311
2025-10-16,Connor McDavid,EDM,POINTS,1.5,0.9,0.2275,-129.0,-104.0,pinnacle,Under,0.5153,0.9,0.5153
2025-10-16,Brendan Gallagher,MTL,POINTS,0.5,0.9,0.5934,155.0,-210.0,pinnacle,Over,0.5132,0.9,0.5132
2025-10-16,Fabian Zetterlund,OTT,POINTS,0.5,0.9,0.5934,155.0,-204.0,draftkings,Over,0.5132,0.9,0.5132
2025-10-16,Michael Bunting,NSH,POINTS,0.5,0.9,0.5934,155.0,-204.0,draftkings,Over,0.5132,0.9,0.5132
2025-10-16,Nino Niederreiter,WPG,POINTS,0.5,0.9,0.5934,154.0,-209.0,pinnacle,Over,0.5073,0.9,0.5073
2025-10-16,Michael Bunting,NSH,POINTS,0.5,0.9,0.5934,154.0,-200.0,fanduel,Over,0.5073,0.9,0.5073
2025-10-16,Nino Niederreiter,WPG,POINTS,0.5,0.9,0.5934,152.0,-196.0,fanduel,Over,0.4954,0.9,0.4954
2025-10-16,Michael Bunting,NSH,POINTS,0.5,0.9,0.5934,151.0,-204.0,pinnacle,Over,0.4895,0.9,0.4895
2025-10-16,Owen Tippett,PHI,ASSISTS,0.5,0.45,0.3624,310.0,-455.0,draftkings,Over,0.4857,0.45,0.4857
2025-10-16,Brendan Gallagher,MTL,ASSISTS,0.5,0.45,0.3624,310.0,-455.0,draftkings,Over,0.4857,0.45,0.4857
2025-10-16,Michael Bunting,NSH,ASSISTS,0.5,0.45,0.3624,310.0,-455.0,draftkings,Over,0.4857,0.45,0.4857
2025-10-16,Luke Evangelista,NSH,ASSISTS,0.5,0.45,0.3624,310.0,-500.0,pinnacle,Over,0.4857,0.45,0.4857
2025-10-16,Luke Evangelista,NSH,ASSISTS,0.5,0.45,0.3624,310.0,-455.0,draftkings,Over,0.4857,0.45,0.4857
2025-10-16,Mason Marchment,SEA,ASSISTS,0.5,0.45,0.3624,310.0,-474.0,pinnacle,Over,0.4857,0.45,0.4857
2025-10-16,Mason Marchment,SEA,ASSISTS,0.5,0.45,0.3624,310.0,-455.0,draftkings,Over,0.4857,0.45,0.4857
2025-10-16,Brendan Gallagher,MTL,POINTS,0.5,0.9,0.5934,150.0,-198.0,draftkings,Over,0.4836,0.9,0.4836
2025-10-16,Patrik Laine,MTL,POINTS,0.5,0.9,0.5934,150.0,-198.0,draftkings,Over,0.4836,0.9,0.4836
2025-10-16,Nino Niederreiter,WPG,POINTS,0.5,0.9,0.5934,150.0,-198.0,draftkings,Over,0.4836,0.9,0.4836
2025-10-16,Michael Bunting,NSH,GOALS,0.5,0.35,0.2953,400.0,-650.0,fanduel,Over,0.4766,0.35,0.4766
2025-10-16,Connor McDavid,EDM,POINTS,1.5,0.9,0.2275,-120.0,-110.0,draftkings,Under,0.4747,0.9,0.4747
2025-10-16,Mason Marchment,SEA,POINTS,0.5,0.9,0.5934,148.0,-194.0,fanduel,Over,0.4717,0.9,0.4717
2025-10-16,Patrik Laine,MTL,POINTS,0.5,0.9,0.5934,147.0,-200.0,pinnacle,Over,0.4658,0.9,0.4658
