date,player,team,market,line,proj_lambda,p_over,over_price,under_price,book,side,ev,chosen_prob
2026-01-31,Jason Zucker,BUF,GOALS,0.5,0.1789,0.14615,250,-360.0,fanduel,Under,0.09103055555555548,0.85385
2026-01-31,Andrei Svechnikov,CAR,GOALS,0.5,0.3245,0.2432,180,-250.0,fanduel,Under,0.05951999999999996,0.7568
2026-01-31,Nikolaj Ehlers,CAR,GOALS,0.5,0.2224,0.18165,240,-350.0,fanduel,Under,0.052164285714285635,0.81835
2026-01-31,Sebastian Aho,CAR,GOALS,0.5,0.0861,0.07585,160,-220.0,fanduel,Under,0.34421818181818187,0.92415
2026-01-31,Adam Fantilli,CBJ,ASSISTS,0.5,0.5157,0.3396,140,-190.0,betmgm,Under,0.007978947368420919,0.6604
2026-01-31,Adam Fantilli,CBJ,GOALS,0.5,0.0003,0.00015,220,-310.0,fanduel,Under,0.3223822580645161,0.99985
2026-01-31,Adam Fantilli,CBJ,GOALS,1.5,0.0003,0.0,1200,,ballybet,Under,0.0,1.0
2026-01-31,Adam Fantilli,CBJ,GOALS,2.5,0.0003,0.0,5500,,betrivers,Under,0.0,1.0
2026-01-31,Adam Fantilli,CBJ,POINTS,0.5,0.5993,0.3715,-155,116.0,pinnacle,Under,0.3575600000000002,0.6285000000000001
2026-01-31,Boone Jenner,CBJ,GOALS,1.5,0.1836,0.02345,1900,,betrivers,Under,0.0,0.97655
2026-01-31,Boone Jenner,CBJ,GOALS,2.5,0.1836,0.003,7500,,betrivers,Under,0.0,0.997
2026-01-31,Charlie Coyle,CBJ,ASSISTS,0.5,0.2243,0.1789,180,-240.0,draftkings,Under,0.16322499999999995,0.8210999999999999
2026-01-31,Cole Sillinger,CBJ,GOALS,1.5,0.0003,0.0,2900,,ballybet,Under,0.0,1.0
2026-01-31,Cole Sillinger,CBJ,GOALS,2.5,0.0003,0.0,11000,,ballybet,Under,0.0,1.0
2026-01-31,Cole Sillinger,CBJ,POINTS,0.5,0.2829,0.2175,180,-250.0,betmgm,Under,0.09549999999999992,0.7825
2026-01-31,Damon Severson,CBJ,GOALS,1.5,0.0,0.0,6600,,betrivers,Under,0.0,1.0
2026-01-31,Damon Severson,CBJ,GOALS,2.5,0.0,0.0,20000,,betrivers,Under,0.0,1.0
2026-01-31,Damon Severson,CBJ,POINTS,0.5,0.392,0.2765,155,-204.0,draftkings,Under,0.07815686274509809,0.7235
2026-01-31,Dante Fabbro,CBJ,GOALS,1.5,0.0807,0.0053,5500,,betrivers,Under,0.0,0.9947
2026-01-31,Dante Fabbro,CBJ,GOALS,2.5,0.0807,0.0004,18000,,betrivers,Under,0.0,0.9996
2026-01-31,Danton Heinen,CBJ,GOALS,1.5,0.0,0.0,3300,,betrivers,Under,0.0,1.0
2026-01-31,Danton Heinen,CBJ,GOALS,2.5,0.0,0.0,12000,,betrivers,Under,0.0,1.0
2026-01-31,Denton Mateychuk,CBJ,GOALS,2.5,0.1836,0.0041,16000,,ballybet,Under,0.0,0.9959
2026-01-31,Dmitri Voronkov,CBJ,GOALS,1.5,0.2041,0.03085,1900,,betrivers,Under,0.0,0.96915
2026-01-31,Dmitri Voronkov,CBJ,GOALS,2.5,0.2041,0.0046,7500,,betrivers,Under,0.0,0.9954
2026-01-31,Egor Zamula,CBJ,GOALS,1.5,0.0,0.0,7500,,betrivers,Under,0.0,1.0
2026-01-31,Egor Zamula,CBJ,GOALS,2.5,0.0,0.0,22500,,betrivers,Under,0.0,1.0
2026-01-31,Erik Gudbranson,CBJ,GOALS,1.5,0.0807,0.00625,9000,,betrivers,Under,0.0,0.99375
2026-01-31,Erik Gudbranson,CBJ,GOALS,2.5,0.0807,0.0004,25000,,ballybet,Under,0.0,0.9996
2026-01-31,Ivan Provorov,CBJ,ASSISTS,0.5,0.3395,0.2511,200,-275.0,betmgm,Under,0.021227272727272817,0.7489
2026-01-31,Ivan Provorov,CBJ,GOALS,1.5,0.0,0.0,6600,,betrivers,Under,0.0,1.0
2026-01-31,Ivan Provorov,CBJ,GOALS,2.5,0.0,0.0,20000,,betrivers,Under,0.0,1.0
2026-01-31,Ivan Provorov,CBJ,POINTS,0.5,0.308,0.23555,150,-200.0,betmgm,Under,0.14667499999999994,0.76445
2026-01-31,Jake Christiansen,CBJ,GOALS,1.5,0.0,0.0,11000,,betrivers,Under,0.0,1.0
2026-01-31,Jake Christiansen,CBJ,GOALS,2.5,0.0,0.0,27500,,betrivers,Under,0.0,1.0
2026-01-31,Kent Johnson,CBJ,ASSISTS,0.5,0.195,0.16145,220,-300.0,betmgm,Under,0.11806666666666665,0.83855
2026-01-31,Kent Johnson,CBJ,GOALS,1.5,0.0807,0.00465,2200,,betrivers,Under,0.0,0.99535
2026-01-31,Kent Johnson,CBJ,GOALS,2.5,0.0807,0.00025,9000,,ballybet,Under,0.0,0.99975
2026-01-31,Kent Johnson,CBJ,POINTS,0.5,0.308,0.23085,140,-182.0,draftkings,Under,0.19175989010989014,0.76915
2026-01-31,Kirill Marchenko,CBJ,ASSISTS,0.5,0.5334,0.3425,110,-150.0,betmgm,Under,0.09583333333333321,0.6575
2026-01-31,Kirill Marchenko,CBJ,GOALS,0.5,0.2825,0.21795,195,-270.0,fanduel,Under,0.07169814814814807,0.78205
2026-01-31,Kirill Marchenko,CBJ,GOALS,1.5,0.2825,0.0488,1100,,betrivers,Under,0.0,0.9512
2026-01-31,Kirill Marchenko,CBJ,GOALS,2.5,0.2825,0.0108,4500,,betrivers,Under,0.0,0.9892
2026-01-31,Mason Marchment,CBJ,ASSISTS,0.5,0.1934,0.16015,185,-250.0,betmgm,Under,0.1757899999999999,0.83985
2026-01-31,Mathieu Olivier,CBJ,GOALS,1.5,0.0807,0.0058,4500,,betrivers,Under,0.0,0.9942
2026-01-31,Mathieu Olivier,CBJ,GOALS,2.5,0.0807,0.00065,15000,,betrivers,Under,0.0,0.99935
2026-01-31,Miles Wood,CBJ,GOALS,1.5,0.0,0.0,3500,,betrivers,Under,0.0,1.0
2026-01-31,Miles Wood,CBJ,GOALS,2.5,0.0,0.0,12500,,betrivers,Under,0.0,1.0
2026-01-31,Sean Monahan,CBJ,GOALS,1.5,0.2955,0.054,1700,,betrivers,Under,0.0,0.946
2026-01-31,Sean Monahan,CBJ,GOALS,2.5,0.2955,0.0125,7000,,betrivers,Under,0.0,0.9875
2026-01-31,Jonathan Huberdeau,CGY,GOALS,0.5,0.0784,0.07285,275,-420.0,fanduel,Under,0.1479000000000001,0.92715
2026-01-31,Matt Coronato,CGY,GOALS,0.5,0.0784,0.07155,240,-350.0,fanduel,Under,0.19372142857142843,0.92845
2026-01-31,Mikael Backlund,CGY,GOALS,0.5,0.1839,0.1543,250,-380.0,fanduel,Under,0.06825263157894731,0.8457
2026-01-31,Nazem Kadri,CGY,GOALS,0.5,0.0784,0.07595,210,-300.0,fanduel,Under,0.23206666666666664,0.92405
2026-01-31,Yegor Sharangovich,CGY,GOALS,0.5,0.0608,0.0561,230,-330.0,fanduel,Under,0.22993030303030293,0.9439
2026-01-31,Artturi Lehkonen,COL,ASSISTS,0.5,0.1004,0.09235,170,-225.0,betmgm,Under,0.31104999999999994,0.90765
2026-01-31,Artturi Lehkonen,COL,POINTS,0.5,0.4057,0.28685,-120,-110.0,pinnacle,Under,0.36146818181818174,0.71315
2026-01-31,Brock Nelson,COL,ASSISTS,0.5,0.4839,0.32515,135,-185.0,betmgm,Under,0.03963378378378374,0.67485
2026-01-31,Cale Makar,COL,POINTS,1.5,1.0246,0.25615,180,-250.0,betmgm,Under,0.04138999999999993,0.74385
2026-01-31,Martin Necas,COL,GOALS,0.5,0.2415,0.1945,165,-230.0,fanduel,Under,0.15571739130434775,0.8055
2026-01-31,Nathan MacKinnon,COL,GOALS,0.5,0.5288,0.3468,-105,-125.0,fanduel,Under,0.17576000000000003,0.6532
2026-01-31,Nathan MacKinnon,COL,POINTS,1.5,1.6713,0.38745,-120,-110.0,betmgm,Under,0.16941363636363627,0.6125499999999999
2026-01-31,Valeri Nichushkin,COL,ASSISTS,0.5,0.0,5e-05,220,-300.0,betmgm,Under,0.3332666666666666,0.99995
2026-01-31,Valeri Nichushkin,COL,POINTS,0.5,0.4178,0.29135,102,-136.0,pinnacle,Under,0.22971617647058828,0.70865
2026-01-31,Victor Olofsson,COL,ASSISTS,0.5,0.1966,0.1631,195,-275.0,betmgm,Under,0.1412272727272728,0.8369
2026-01-31,Victor Olofsson,COL,GOALS,0.5,0.2363,0.1934,250,-360.0,fanduel,Under,0.030655555555555464,0.8066
2026-01-31,Victor Olofsson,COL,POINTS,0.5,0.4471,0.30345,100,-135.0,betmgm,Under,0.21251296296296296,0.69655
2026-01-31,Ilya Lyubushkin,DAL,GOALS,1.5,0.0,0.0,14000,,betrivers,Under,0.0,1.0
2026-01-31,Justin Hryckowian,DAL,GOALS,2.5,0.2084,0.005,12000,,ballybet,Under,0.0,0.995
2026-01-31,Mikko Rantanen,DAL,GOALS,0.5,0.3246,0.2443,195,-270.0,fanduel,Under,0.03558888888888884,0.7557
2026-01-31,Nils Lundkvist,DAL,GOALS,1.5,0.0,0.0,6600,,ballybet,Under,0.0,1.0
2026-01-31,Nils Lundkvist,DAL,GOALS,2.5,0.0,0.0,20000,,ballybet,Under,0.0,1.0
2026-01-31,Alex DeBrincat,DET,GOALS,0.5,0.4417,0.30585,150,-210.0,fanduel,Under,0.02469761904761919,0.69415
