date,home,away,market,ev
2026-03-04T02:00:00Z,Calgary Flames,Dallas Stars,ev_home_ml,0.4172
2026-03-04T02:00:00Z,Edmonton Oilers,Ottawa Senators,ev_home_ml,0.4129
2026-03-04T02:00:00Z,Edmonton Oilers,Ottawa Senators,ev_under,0.3574
2026-03-04T01:00:00Z,Winnipeg Jets,Chicago Blackhawks,ev_under,0.355
2026-03-04T03:00:00Z,San Jose Sharks,Montréal Canadiens,ev_under,0.3384
2026-03-04T00:00:00Z,Washington Capitals,Utah Mammoth,ev_away_ml,0.2678
2026-03-04T03:00:00Z,Anaheim Ducks,Colorado Avalanche,ev_under,0.248
2026-03-04T00:00:00Z,New Jersey Devils,Florida Panthers,ev_away_ml,0.2206
2026-03-04T02:00:00Z,Calgary Flames,Dallas Stars,ev_under,0.2061
2026-03-04T00:00:00Z,Boston Bruins,Pittsburgh Penguins,ev_under,0.1965
2026-03-04T00:00:00Z,New Jersey Devils,Florida Panthers,ev_under,0.1607
2026-03-04T01:00:00Z,Winnipeg Jets,Chicago Blackhawks,ev_home_pl_-1.5,0.1497
2026-03-04T01:00:00Z,Winnipeg Jets,Chicago Blackhawks,ev_home_ml,0.1349
2026-03-04T00:00:00Z,Washington Capitals,Utah Mammoth,ev_under,0.1338
2026-03-04T03:00:00Z,San Jose Sharks,Montréal Canadiens,ev_away_ml,0.1278
2026-03-04T00:00:00Z,Buffalo Sabres,Vegas Golden Knights,ev_away_pl_+1.5,0.0862
2026-03-04T00:00:00Z,Buffalo Sabres,Vegas Golden Knights,ev_away_ml,0.0799
2026-03-04T00:00:00Z,Columbus Blue Jackets,Nashville Predators,ev_away_ml,0.0762
2026-03-04T02:00:00Z,Edmonton Oilers,Ottawa Senators,ev_home_pl_-1.5,0.0652
2026-03-04T02:30:00Z,Minnesota Wild,Tampa Bay Lightning,ev_under,0.0645
2026-03-04T00:00:00Z,Washington Capitals,Utah Mammoth,ev_away_pl_+1.5,0.0512
2026-03-04T00:00:00Z,Columbus Blue Jackets,Nashville Predators,ev_under,0.0503
2026-03-04T00:00:00Z,Buffalo Sabres,Vegas Golden Knights,ev_under,0.0444
2026-03-04T02:30:00Z,Minnesota Wild,Tampa Bay Lightning,ev_home_ml,0.0424
2026-03-04T00:00:00Z,Boston Bruins,Pittsburgh Penguins,ev_away_ml,0.0187
2026-03-04T00:00:00Z,Columbus Blue Jackets,Nashville Predators,ev_home_pl_-1.5,0.0151
2026-03-04T03:00:00Z,Anaheim Ducks,Colorado Avalanche,ev_home_ml,-0.0301
2026-03-04T00:00:00Z,Boston Bruins,Pittsburgh Penguins,ev_away_pl_+1.5,-0.0396
2026-03-04T00:00:00Z,Boston Bruins,Pittsburgh Penguins,ev_home_pl_-1.5,-0.0423
2026-03-04T03:00:00Z,Anaheim Ducks,Colorado Avalanche,ev_away_ml,-0.0499
2026-03-04T00:00:00Z,Columbus Blue Jackets,Nashville Predators,ev_away_pl_+1.5,-0.0701
2026-03-04T02:00:00Z,Edmonton Oilers,Ottawa Senators,ev_away_pl_+1.5,-0.0922
2026-03-04T00:00:00Z,Boston Bruins,Pittsburgh Penguins,ev_home_ml,-0.1005
2026-03-04T02:30:00Z,Minnesota Wild,Tampa Bay Lightning,ev_away_ml,-0.1033
2026-03-04T00:00:00Z,Buffalo Sabres,Vegas Golden Knights,ev_home_ml,-0.1321
2026-03-04T00:00:00Z,Columbus Blue Jackets,Nashville Predators,ev_home_ml,-0.1347
2026-03-04T00:00:00Z,Buffalo Sabres,Vegas Golden Knights,ev_over,-0.1394
2026-03-04T00:00:00Z,Columbus Blue Jackets,Nashville Predators,ev_over,-0.1458
2026-03-04T01:00:00Z,Winnipeg Jets,Chicago Blackhawks,ev_away_pl_+1.5,-0.1504
2026-03-04T02:30:00Z,Minnesota Wild,Tampa Bay Lightning,ev_over,-0.1624
2026-03-04T00:00:00Z,New Jersey Devils,Florida Panthers,ev_over,-0.2306
2026-03-04T03:00:00Z,San Jose Sharks,Montréal Canadiens,ev_home_ml,-0.2386
2026-03-04T00:00:00Z,Washington Capitals,Utah Mammoth,ev_home_pl_-1.5,-0.2401
2026-03-04T00:00:00Z,Washington Capitals,Utah Mammoth,ev_over,-0.2413
2026-03-04T00:00:00Z,Buffalo Sabres,Vegas Golden Knights,ev_home_pl_-1.5,-0.2711
2026-03-04T02:00:00Z,Calgary Flames,Dallas Stars,ev_over,-0.2925
2026-03-04T03:00:00Z,Anaheim Ducks,Colorado Avalanche,ev_over,-0.2958
2026-03-04T01:00:00Z,Winnipeg Jets,Chicago Blackhawks,ev_away_ml,-0.2961
2026-03-04T00:00:00Z,Boston Bruins,Pittsburgh Penguins,ev_over,-0.3053
2026-03-04T00:00:00Z,New Jersey Devils,Florida Panthers,ev_home_ml,-0.3115
2026-03-04T00:00:00Z,Washington Capitals,Utah Mammoth,ev_home_ml,-0.3132
2026-03-04T02:00:00Z,Edmonton Oilers,Ottawa Senators,ev_over,-0.3919
2026-03-04T01:00:00Z,Winnipeg Jets,Chicago Blackhawks,ev_over,-0.4087
2026-03-04T03:00:00Z,San Jose Sharks,Montréal Canadiens,ev_over,-0.412
2026-03-04T02:00:00Z,Calgary Flames,Dallas Stars,ev_away_ml,-0.4121
2026-03-04T02:00:00Z,Edmonton Oilers,Ottawa Senators,ev_away_ml,-0.5591
