date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,ev_over,chosen_prob,edge_score,edge_reasons,proj
2026-03-01,Tyler Bertuzzi,CHI,UTA,GOALS,0.5,0.0581868030130863,0.05605797548184303,260,-390,fanduel,Under,-390,0.18597844106127417,0.18597844106127417,0.943942024518157,0.687237683770839,p 94%; opp allow 2.80; line 0.5,0.0581868030130863
2026-03-01,Emil Heineman,NYI,FLA,POINTS,0.5,0.104873426258564,0.149020916437791,155,-210,betmgm,Under,-210,0.2562072185918324,0.2562072185918324,0.850979083562209,0.5664444826790394,p 85%; opp allow 9.00; line 0.5,0.104873426258564
2026-03-01,Jacob Trouba,ANA,CGY,SOG,1.5,3.0391852855682373,0.8066285398576395,-188,145,draftkings,Over,-188,0.235686273824469,0.235686273824469,0.8066285398576395,0.564437436243802,p 81%; opp allow 29.10; line 1.5,3.0391852855682373
2026-03-01,Nazem Kadri,CGY,ANA,GOALS,0.5,0.1927390992641449,0.16553337565660436,235,-340,fanduel,Under,-340,0.07989798444439433,0.07989798444439433,0.8344666243433956,0.5639416274880947,p 83%; opp allow 3.20; line 0.5,0.1927390992641449
2026-03-01,Shea Theodore,VGK,PIT,ASSISTS,0.5,0.2530664503574371,0.2291778965437327,195,-265,draftkings,Under,-265,0.06169836891146252,0.06169836891146252,0.7708221034562673,0.5593882415494436,p 77%; opp allow 4.50; line 0.5,0.2530664503574371
2026-03-01,Rasmus Andersson,VGK,PIT,ASSISTS,0.5,0.2530664503574371,0.2291778965437327,230,-320,draftkings,Under,-320,0.011704010786350888,0.011704010786350888,0.7708221034562673,0.5593882415494436,p 77%; opp allow 4.50; line 0.5,0.2530664503574371
2026-03-01,Jack Eichel,VGK,PIT,GOALS,0.5,0.3031908869743347,0.24390283337931237,160,-220,fanduel,Under,-220,0.09977769690281835,0.09977769690281835,0.7560971666206876,0.5592391353411111,p 76%; opp allow 2.50; line 0.5,0.3031908869743347
2026-03-01,Mark Stone,VGK,PIT,GOALS,0.5,0.3031908869743347,0.24390283337931237,200,-270,fanduel,Under,-270,0.036133154257979194,0.036133154257979194,0.7560971666206876,0.5592391353411111,p 76%; opp allow 2.50; line 0.5,0.3031908869743347
2026-03-01,Frank Nazar,CHI,UTA,ASSISTS,0.5,0.2330597341060638,0.21523991899186745,220,-300,betmgm,Under,-300,0.04634677467751003,0.04634677467751003,0.7847600810081325,0.5573878206752962,p 78%; opp allow 4.80; line 0.5,0.2330597341060638
2026-03-01,Clayton Keller,UTA,CHI,GOALS,0.5,0.1605694144964218,0.14096416310938817,160,-220,fanduel,Under,-220,0.24950667184088993,0.24950667184088993,0.8590358368906118,0.5487855183543873,p 86%; opp allow 3.60; line 0.5,0.1605694144964218
2026-03-01,Shea Theodore,VGK,PIT,POINTS,0.5,0.2362512946128845,0.25149149890325573,145,-188,draftkings,Under,-188,0.14665132082905502,0.14665132082905502,0.7485085010967443,0.546373703878363,p 75%; opp allow 7.00; line 0.5,0.2362512946128845
2026-03-01,Rasmus Andersson,VGK,PIT,POINTS,0.5,0.2362512946128845,0.25149149890325573,165,-218,draftkings,Under,-218,0.09186102453561773,0.09186102453561773,0.7485085010967443,0.546373703878363,p 75%; opp allow 7.00; line 0.5,0.2362512946128845
2026-03-01,Noah Hanifin,VGK,PIT,POINTS,0.5,0.2362512946128845,0.25149149890325573,190,-250,betmgm,Under,-250,0.04791190153544189,0.04791190153544189,0.7485085010967443,0.546373703878363,p 75%; opp allow 7.00; line 0.5,0.2362512946128845
2026-03-01,Tomas Hertl,VGK,PIT,ASSISTS,0.5,0.2808020114898681,0.24788366550778104,140,-182,draftkings,Under,-182,0.1653670677297019,0.1653670677297019,0.7521163344922189,0.5444236263782049,p 75%; opp allow 4.50; line 0.5,0.2808020114898681
2026-03-01,Lawson Crouse,UTA,CHI,SOG,1.5,2.8204171657562256,0.7723754102869864,-188,142,fanduel,Over,-188,0.18321339448219193,0.18321339448219193,0.7723754102869864,0.533756154087983,p 77%; opp allow 28.90; line 1.5,2.8204171657562256
2026-03-01,Matthew Schaefer,NYI,FLA,SOG,2.5,1.7846217155456543,0.2472883900049035,128,-168,fanduel,Under,-168,0.20075423499217793,0.20075423499217793,0.7527116099950966,0.5325460088730093,p 75%; opp allow 26.10; line 2.5,1.7846217155456543
2026-03-01,Blake Coleman,CGY,ANA,SOG,1.5,2.716456174850464,0.7543102214800137,-205,154,fanduel,Over,-205,0.12226642708002039,0.12226642708002039,0.7543102214800137,0.5321408190052428,p 75%; opp allow 29.70; line 1.5,2.716456174850464
2026-03-01,Will Smith,SJS,WPG,ASSISTS,0.5,0.2278391420841217,0.2115376606170101,140,-182,draftkings,Under,-182,0.2216834049780394,0.2216834049780394,0.7884623393829899,0.5309230914333476,p 79%; opp allow 5.40; line 0.5,0.2278391420841217
2026-03-01,Mikael Backlund,CGY,ANA,ASSISTS,0.5,0.221149206161499,0.20675231182429946,200,-285,betmgm,Under,-285,0.07158021034261303,0.07158021034261303,0.7932476881757006,0.5296990342072674,p 79%; opp allow 5.50; line 0.5,0.221149206161499
2026-03-01,Matt Coronato,CGY,ANA,ASSISTS,0.5,0.221149206161499,0.20675231182429946,210,-295,betmgm,Under,-295,0.062145209591192296,0.062145209591192296,0.7932476881757006,0.5296990342072674,p 79%; opp allow 5.50; line 0.5,0.221149206161499
2026-03-01,Leo Carlsson,ANA,CGY,ASSISTS,0.5,0.241106778383255,0.2208929236688793,105,-145,betmgm,Under,-145,0.3164223013870662,0.3164223013870662,0.7791070763311208,0.5284904351498657,p 78%; opp allow 5.30; line 0.5,0.241106778383255
2026-03-01,Alex Wennberg,SJS,WPG,ASSISTS,0.5,0.2377222031354904,0.218523113876681,150,-200,betmgm,Under,-200,0.1722153291849785,0.1722153291849785,0.781476886123319,0.5253347288256108,p 78%; opp allow 5.40; line 0.5,0.2377222031354904
2026-03-01,Alexander Wennberg,SJS,WPG,ASSISTS,0.5,0.2377222031354904,0.218523113876681,155,-210,pinnacle,Under,-210,0.15360873665823288,0.15360873665823288,0.781476886123319,0.5253347288256108,p 78%; opp allow 5.40; line 0.5,0.2377222031354904
2026-03-01,Kiefer Sherwood,SJS,WPG,ASSISTS,0.5,0.2377222031354904,0.218523113876681,230,-320,draftkings,Under,-320,0.025688413036856206,0.025688413036856206,0.781476886123319,0.5253347288256108,p 78%; opp allow 5.40; line 0.5,0.2377222031354904
2026-03-01,Bo Horvat,NYI,FLA,ASSISTS,0.5,0.2232828289270401,0.20828358028339772,145,-188,draftkings,Under,-188,0.21284217488500767,0.21284217488500767,0.7917164197166022,0.5234466306255433,p 79%; opp allow 5.60; line 0.5,0.2232828289270401
2026-03-01,Matthew Schaefer,NYI,FLA,ASSISTS,0.5,0.2244501262903213,0.20911931092436653,145,-188,draftkings,Under,-188,0.2115619066690555,0.2115619066690555,0.7908806890756335,0.5227780461127683,p 79%; opp allow 5.60; line 0.5,0.2244501262903213
2026-03-01,Tony DeAngelo,NYI,FLA,SOG,1.5,3.098274707794189,0.8150571879272182,-170,130,fanduel,Over,-170,0.29450259259028777,0.29450259259028777,0.8150571879272182,0.5216690294648424,p 82%; opp allow 26.10; line 1.5,3.098274707794189
2026-03-01,Gustav Forsling,FLA,NYI,POINTS,0.5,0.2757400274276733,0.2766912530663103,170,-225,betmgm,Under,-225,0.044779301126440574,0.044779301126440574,0.7233087469336896,0.5209351888613059,p 72%; opp allow 7.20; line 0.5,0.2757400274276733
2026-03-01,Logan Cooley,UTA,CHI,ASSISTS,0.5,0.2307099848985672,0.2135769959782837,170,-225,betmgm,Under,-225,0.13594433914247905,0.13594433914247905,0.7864230040217163,0.5192118980696345,p 79%; opp allow 5.60; line 0.5,0.2307099848985672
2026-03-01,Frank Nazar,CHI,UTA,SOG,1.5,2.7486391067504883,0.7600311696222839,-175,125,betmgm,Over,-175,0.19433469512073182,0.19433469512073182,0.7600311696222839,0.517224280801091,p 76%; opp allow 28.50; line 1.5,2.7486391067504883
2026-03-01,Kyle Connor,WPG,SJS,POINTS,1.5,0.923724889755249,0.19889146847924152,145,-188,draftkings,Under,-188,0.22723009084031082,0.22723009084031082,0.8011085315207584,0.516993164361146,p 80%; opp allow 9.30; line 1.5,0.923724889755249
2026-03-01,Jack Eichel,VGK,PIT,POINTS,1.5,1.1815199851989746,0.2890297965299342,160,-212,draftkings,Under,-212,0.04633350699368183,0.04633350699368183,0.7109702034700658,0.5163430657770203,p 71%; opp allow 7.00; line 1.5,1.1815199851989746
2026-03-01,Dylan Guenther,UTA,CHI,GOALS,0.5,0.2154003679752349,0.18233688401962048,145,-200,fanduel,Under,-200,0.22649467397056933,0.22649467397056933,0.8176631159803796,0.5156873416262016,p 82%; opp allow 3.60; line 0.5,0.2154003679752349
2026-03-01,Matthew Tkachuk,FLA,NYI,ASSISTS,0.5,0.3380563855171203,0.28446963375317147,120,-154,draftkings,Under,-154,0.18016047419931458,0.18016047419931458,0.7155303662468285,0.5151548517818926,p 72%; opp allow 4.50; line 0.5,0.3380563855171203
2026-03-01,Bryan Rust,PIT,VGK,ASSISTS,0.5,0.2275529950857162,0.21133392956801356,135,-175,betmgm,Under,-175,0.23933239639312154,0.23933239639312154,0.7886660704319864,0.5111263061132677,p 79%; opp allow 5.80; line 0.5,0.2275529950857162
2026-03-01,Rickard Rakell,PIT,VGK,ASSISTS,0.5,0.2275529950857162,0.21133392956801356,130,-175,betmgm,Under,-175,0.23933239639312154,0.23933239639312154,0.7886660704319864,0.5111263061132677,p 79%; opp allow 5.80; line 0.5,0.2275529950857162
2026-03-01,Clayton Keller,UTA,CHI,SOG,3.5,2.6342341899871826,0.22036270028711755,136,-178,fanduel,Under,-178,0.21763578269764788,0.21763578269764788,0.7796372997128824,0.507854013911912,p 78%; opp allow 28.90; line 3.5,2.6342341899871826
2026-03-01,Anton Lundell,FLA,NYI,SOG,1.5,3.004153251647949,0.8014712029922515,-190,144,fanduel,Over,-190,0.22329815193554164,0.22329815193554164,0.8014712029922515,0.5077620943706015,p 80%; opp allow 25.90; line 1.5,3.004153251647949
2026-03-01,Cam Fowler,STL,MIN,POINTS,0.5,0.2023492753505706,0.22821294008922144,230,-320,draftkings,Under,-320,0.012970516132896848,0.012970516132896848,0.7717870599107786,0.4998665928332385,p 77%; opp allow 9.10; line 0.5,0.2023492753505706
2026-03-01,Emil Heineman,NYI,FLA,SOG,1.5,2.914586544036865,0.7877258816268926,-154,120,draftkings,Over,-154,0.2992361943716281,0.2992361943716281,0.7877258816268926,0.49980398442458207,p 79%; opp allow 26.10; line 1.5,2.914586544036865
2026-03-01,Ben Kindel,PIT,VGK,SOG,1.5,2.9526290893554688,0.7936637459240361,-148,115,draftkings,Over,-148,0.329923033710547,0.329923033710547,0.7936637459240361,0.49854586932243367,p 79%; opp allow 25.70; line 1.5,2.9526290893554688
2026-03-01,Erik Karlsson,PIT,VGK,SOG,1.5,2.9119043350219727,0.7873015911198389,-192,146,fanduel,Over,-192,0.19735450316142178,0.19735450316142178,0.7873015911198389,0.49345614547907585,p 79%; opp allow 25.70; line 1.5,2.9119043350219727
2026-03-01,Mikael Backlund,CGY,ANA,POINTS,0.5,0.247276946902275,0.2587188391812416,105,-135,draftkings,Under,-135,0.29037831698080163,0.29037831698080163,0.7412811608187584,0.48851602441422853,p 74%; opp allow 8.70; line 0.5,0.247276946902275
2026-03-01,Connor Zary,CGY,ANA,POINTS,0.5,0.247276946902275,0.2587188391812416,150,-198,draftkings,Under,-198,0.11566558547469707,0.11566558547469707,0.7412811608187584,0.48851602441422853,p 74%; opp allow 8.70; line 0.5,0.247276946902275
2026-03-01,Sam Bennett,FLA,NYI,POINTS,0.5,0.3504482805728912,0.3199010329753522,-145,110,betmgm,Under,110,0.4282078307517604,0.4282078307517604,0.6800989670246478,0.48636736493407245,p 68%; opp allow 7.20; line 0.5,0.3504482805728912
2026-03-01,Rasmus Andersson,VGK,PIT,SOG,1.5,2.843240976333618,0.7761826499816634,-198,150,fanduel,Over,-198,0.168194089366342,0.168194089366342,0.7761826499816634,0.48603735457018765,p 78%; opp allow 25.80; line 1.5,2.843240976333618
2026-03-01,Kyle Connor,WPG,SJS,GOALS,0.5,0.3289698958396911,0.2610032072286427,150,-210,fanduel,Under,-210,0.09090002742438469,0.09090002742438469,0.7389967927713573,0.47841161305511415,p 74%; opp allow 3.30; line 0.5,0.3289698958396911
2026-03-01,Teuvo Teravainen,CHI,UTA,POINTS,0.5,0.3467733860015869,0.3178922248086607,130,-168,draftkings,Under,-168,0.08812430804332716,0.08812430804332716,0.6821077751913394,0.4765324775636028,p 68%; opp allow 7.60; line 0.5,0.3467733860015869
2026-03-01,Alex Wennberg,SJS,WPG,POINTS,0.5,0.2873681783676147,0.2837717900096202,-110,-120,betmgm,Under,-120,0.3130850516490298,0.3130850516490298,0.7162282099903798,0.4750878398642594,p 72%; opp allow 8.50; line 0.5,0.2873681783676147
2026-03-01,Alexander Wennberg,SJS,WPG,POINTS,0.5,0.2873681783676147,0.2837717900096202,-108,-122,pinnacle,Under,-122,0.303300513261183,0.303300513261183,0.7162282099903798,0.4750878398642594,p 72%; opp allow 8.50; line 0.5,0.2873681783676147
2026-03-01,Kiefer Sherwood,SJS,WPG,POINTS,0.5,0.2873681783676147,0.2837717900096202,105,-135,betmgm,Under,-135,0.24676762479806857,0.24676762479806857,0.7162282099903798,0.4750878398642594,p 72%; opp allow 8.50; line 0.5,0.2873681783676147
2026-03-01,Kris Letang,PIT,VGK,ASSISTS,0.5,0.2977858781814575,0.2590088336391969,210,-285,draftkings,Under,-285,0.0009880668382778457,0.0009880668382778457,0.7409911663608031,0.4729863828563211,p 74%; opp allow 5.80; line 0.5,0.2977858781814575
2026-03-01,Frank Nazar,CHI,UTA,POINTS,0.5,0.3598371148109436,0.3249841061075212,120,-154,draftkings,Under,-154,0.11333790291356899,0.11333790291356899,0.6750158938924788,0.4708589725245143,p 68%; opp allow 7.60; line 0.5,0.3598371148109436
2026-03-01,Tomas Hertl,VGK,PIT,POINTS,0.5,0.4359620809555053,0.3638367888156312,-142,110,draftkings,Under,110,0.33594274348717457,0.33594274348717457,0.6361632111843688,0.45649747194846263,p 64%; opp allow 7.00; line 0.5,0.4359620809555053
2026-03-01,Mark Scheifele,WPG,SJS,POINTS,1.5,1.1430128812789917,0.2753957326575992,160,-212,draftkings,Under,-212,0.06639873306994842,0.06639873306994842,0.7246042673424008,0.45578975301845986,p 72%; opp allow 9.30; line 1.5,1.1430128812789917
2026-03-01,Vladimir Tarasenko,MIN,STL,ASSISTS,0.5,0.2492849826812744,0.2265730961473226,230,-320,draftkings,Under,-320,0.015122811306639117,0.015122811306639117,0.7734269038526774,0.4519223203686913,p 77%; opp allow 7.00; line 0.5,0.2492849826812744
2026-03-01,Sam Reinhart,FLA,NYI,ASSISTS,0.5,0.4764471650123596,0.36360092513404285,126,-162,draftkings,Under,-162,0.02923800996839987,0.02923800996839987,0.6363990748659571,0.4518498186771955,p 64%; opp allow 4.50; line 0.5,0.4764471650123596
2026-03-01,Will Smith,SJS,WPG,POINTS,0.5,0.3514468967914581,0.3204450177418317,-162,122,pinnacle,Under,122,0.5086120606131336,0.5086120606131336,0.6795549822581683,0.4457492576784902,p 68%; opp allow 8.50; line 0.5,0.3514468967914581
2026-03-01,Sam Reinhart,FLA,NYI,POINTS,0.5,0.4535665214061737,0.3722855015215605,-198,150,draftkings,Under,150,0.5692862461960988,0.5692862461960988,0.6277144984784395,0.44445979009710584,p 63%; opp allow 7.20; line 0.5,0.4535665214061737
2026-03-01,Cole Perfetti,WPG,SJS,ASSISTS,0.5,0.3403888642787933,0.2859069094542524,165,-218,draftkings,Under,-218,0.04165872841076945,0.04165872841076945,0.7140930905457477,0.44197459713862025,p 71%; opp allow 6.00; line 0.5,0.3403888642787933
2026-03-01,Macklin Celebrini,SJS,WPG,POINTS,1.5,1.2994033098220823,0.33075916192368754,125,-160,betmgm,Under,-160,0.08751636187400769,0.08751636187400769,0.6692408380763124,0.4374979423330055,p 67%; opp allow 8.50; line 1.5,1.2994033098220823
2026-03-01,Jordan Kyrou,STL,MIN,POINTS,0.5,1.296510934829712,0.6485346314104794,-142,110,draftkings,Over,-142,0.10524916057278882,0.10524916057278882,0.6485346314104794,0.43639076022376794,p 65%; opp allow 9.10; line 0.5,1.296510934829712
2026-03-01,Kris Letang,PIT,VGK,POINTS,0.5,0.3225120007991791,0.3043458356761239,165,-225,betmgm,Under,-225,0.004833792912265378,0.004833792912265378,0.6956541643238761,0.43577324929061884,p 70%; opp allow 9.20; line 0.5,0.3225120007991791
2026-03-01,Matt Coronato,CGY,ANA,POINTS,0.5,0.3614238500595093,0.32583630046068773,100,-135,betmgm,Under,-135,0.17354421771658068,0.17354421771658068,0.6741636995393123,0.4348220553906716,p 67%; opp allow 8.70; line 0.5,0.3614238500595093
2026-03-01,Mitch Marner,VGK,PIT,ASSISTS,0.5,0.5305956602096558,0.3915847318790048,-110,-118,betmgm,Under,-118,0.12402142754556744,0.12402142754556744,0.6084152681209952,0.4294627732812259,p 61%; opp allow 4.50; line 0.5,0.5305956602096558
2026-03-01,Nazem Kadri,CGY,ANA,ASSISTS,0.5,0.4203788340091705,0.3329589724908151,140,-182,draftkings,Under,-182,0.0335470865801657,0.0335470865801657,0.6670410275091849,0.4287337056740549,p 67%; opp allow 5.50; line 0.5,0.4203788340091705
2026-03-01,Macklin Celebrini,SJS,WPG,ASSISTS,0.5,0.4386351108551025,0.3431333912456695,-154,120,draftkings,Under,120,0.44510653925952715,0.44510653925952715,0.6568666087543304,0.42564650693042005,p 66%; opp allow 5.40; line 0.5,0.4386351108551025
2026-03-01,Anthony Mantha,PIT,VGK,POINTS,0.5,1.2124178409576416,0.6284183289738616,-109,-121,pinnacle,Over,-109,0.20494890601410165,0.20494890601410165,0.6284183289738616,0.42348474534757136,p 63%; opp allow 9.20; line 0.5,1.2124178409576416
2026-03-01,Rickard Rakell,PIT,VGK,POINTS,0.5,0.3526739478111267,0.321112342256043,-166,124,pinnacle,Under,124,0.5207083533464638,0.5207083533464638,0.678887657743957,0.42236004402668353,p 68%; opp allow 9.20; line 0.5,0.3526739478111267
2026-03-01,Leo Carlsson,ANA,CGY,POINTS,0.5,0.4439653754234314,0.3677006259678816,-198,150,draftkings,Under,150,0.5807484350802958,0.5807484350802958,0.6322993740321183,0.41781367562840066,p 63%; opp allow 8.20; line 0.5,0.4439653754234314
2026-03-01,Mason McTavish,ANA,CGY,POINTS,0.5,0.4482503533363342,0.3697535590005769,-118,-110,betmgm,Under,-110,0.20319775099889859,0.20319775099889859,0.6302464409994231,0.4161713292022444,p 63%; opp allow 8.20; line 0.5,0.4482503533363342
2026-03-01,Gabriel Vilardi,WPG,SJS,ASSISTS,0.5,0.4215037524700165,0.3335916115860073,105,-140,betmgm,Under,-140,0.14241438013827318,0.14241438013827318,0.6664083884139926,0.40382683543321624,p 67%; opp allow 6.00; line 0.5,0.4215037524700165
2026-03-01,Brock Faber,MIN,STL,ASSISTS,0.5,0.3445272445678711,0.2884473125823971,130,-175,betmgm,Under,-175,0.11815422308480455,0.11815422308480455,0.7115526874176029,0.4024229472206317,p 71%; opp allow 7.00; line 0.5,0.3445272445678711
