date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2025-11-12,Connor McDavid,EDM,ASSISTS,0.5,0.45,0.3553,-243,177,pinnacle,Under,0.7859,0.45,0.7859
2025-11-12,Connor McDavid,EDM,ASSISTS,0.5,0.45,0.3553,-234,176,draftkings,Under,0.7794,0.45,0.7794
2025-11-12,Jack Hughes,NJD,SOG,3.5,2.4,0.173,-150,113,pinnacle,Under,0.7616,2.4,0.7616
2025-11-12,Jack Hughes,NJD,SOG,3.5,2.4,0.173,-142,110,draftkings,Under,0.7368,2.4,0.7368
2025-11-12,Jack Hughes,NJD,SOG,3.5,2.4,0.173,-144,110,fanduel,Under,0.7368,2.4,0.7368
2025-11-12,Noah Cates,PHI,SOG,1.5,2.4,0.6916,122,-162,pinnacle,Over,0.5353,2.4,0.5353
2025-11-12,Travis Sanheim,PHI,SOG,1.5,2.4,0.6916,120,-156,fanduel,Over,0.5214,2.4,0.5214
2025-11-12,Noah Cates,PHI,SOG,1.5,2.4,0.6916,120,-154,draftkings,Over,0.5214,2.4,0.5214
2025-11-12,Nate Schmidt,UTA,POINTS,0.5,0.9,0.5422,174,-239,pinnacle,Over,0.4855,0.9,0.4855
2025-11-12,Tage Thompson,BUF,SOG,3.5,2.4,0.173,-104,-129,pinnacle,Under,0.4681,2.4,0.4681
2025-11-12,Nate Schmidt,UTA,POINTS,0.5,0.9,0.5422,170,-225,draftkings,Over,0.4638,0.9,0.4638
2025-11-12,Tage Thompson,BUF,SOG,3.5,2.4,0.173,100,-130,fanduel,Under,0.4632,2.4,0.4632
2025-11-12,Tage Thompson,BUF,SOG,3.5,2.4,0.173,100,-130,draftkings,Under,0.4632,2.4,0.4632
2025-11-12,Stefan Noesen,NJD,SOG,1.5,2.4,0.6916,110,-142,draftkings,Over,0.4523,2.4,0.4523
2025-11-12,Stefan Noesen,NJD,SOG,1.5,2.4,0.6916,109,-145,pinnacle,Over,0.4454,2.4,0.4454
2025-11-12,Ilya Mikheyev,CHI,SOG,1.5,2.4,0.6916,108,-140,fanduel,Over,0.4384,2.4,0.4384
2025-11-12,Connor McDavid,EDM,POINTS,1.5,0.9,0.2022,-106,-125,pinnacle,Under,0.436,0.9,0.436
2025-11-12,Timo Meier,NJD,SOG,3.5,2.4,0.173,106,-138,fanduel,Under,0.4263,2.4,0.4263
2025-11-12,Nikita Kucherov,TBL,ASSISTS,0.5,0.45,0.3553,-154,120,draftkings,Under,0.4184,0.45,0.4184
2025-11-12,Nikita Kucherov,TBL,ASSISTS,0.5,0.45,0.3553,-165,120,pinnacle,Under,0.4184,0.45,0.4184
2025-11-12,Nikita Kucherov,TBL,SOG,3.5,2.4,0.173,108,-140,fanduel,Under,0.4178,2.4,0.4178
2025-11-12,Ilya Mikheyev,CHI,SOG,1.5,2.4,0.6916,105,-135,draftkings,Over,0.4177,2.4,0.4177
2025-11-12,Connor McDavid,EDM,POINTS,1.5,0.9,0.2022,100,-130,draftkings,Under,0.4114,0.9,0.4114
2025-11-12,Ilya Mikheyev,CHI,SOG,1.5,2.4,0.6916,104,-138,pinnacle,Over,0.4108,2.4,0.4108
2025-11-12,Owen Tippett,PHI,ASSISTS,0.5,0.45,0.3553,297,-450,pinnacle,Over,0.4105,0.45,0.4105
2025-11-12,Owen Power,BUF,POINTS,0.5,0.9,0.5422,160,-218,pinnacle,Over,0.4096,0.9,0.4096
2025-11-12,Mattias Ekholm,EDM,POINTS,0.5,0.9,0.5422,160,-212,draftkings,Over,0.4096,0.9,0.4096
2025-11-12,Mattias Ekholm,EDM,POINTS,0.5,0.9,0.5422,160,-218,pinnacle,Over,0.4096,0.9,0.4096
2025-11-12,Jake Walman,EDM,POINTS,0.5,0.9,0.5422,160,-212,draftkings,Over,0.4096,0.9,0.4096
2025-11-12,Jake Walman,EDM,POINTS,0.5,0.9,0.5422,160,-218,pinnacle,Over,0.4096,0.9,0.4096
2025-11-12,Timo Meier,NJD,SOG,3.5,2.4,0.173,110,-142,draftkings,Under,0.4094,2.4,0.4094
2025-11-12,Connor Bedard,CHI,SOG,2.5,2.4,0.394,-177,132,pinnacle,Under,0.406,2.4,0.406
2025-11-12,Connor Bedard,CHI,SOG,2.5,2.4,0.394,-174,132,fanduel,Under,0.406,2.4,0.406
2025-11-12,Artemi Panarin,NYR,SOG,2.5,2.4,0.394,-180,132,pinnacle,Under,0.406,2.4,0.406
2025-11-12,Mattias Ekholm,EDM,SOG,1.5,2.4,0.6916,102,-132,fanduel,Over,0.3969,2.4,0.3969
2025-11-12,Artemi Panarin,NYR,SOG,2.5,2.4,0.394,-168,130,draftkings,Under,0.3939,2.4,0.3939
2025-11-12,Connor Bedard,CHI,SOG,2.5,2.4,0.394,-168,130,draftkings,Under,0.3939,2.4,0.3939
2025-11-12,Timo Meier,NJD,SOG,3.5,2.4,0.173,109,-146,pinnacle,Under,0.3935,2.4,0.3935
2025-11-12,Connor McDavid,EDM,SOG,2.5,2.4,0.394,-172,129,pinnacle,Under,0.3878,2.4,0.3878
2025-11-12,Nikita Kucherov,TBL,SOG,3.5,2.4,0.173,115,-148,draftkings,Under,0.3858,2.4,0.3858
2025-11-12,Will Cuylle,NYR,ASSISTS,0.5,0.45,0.3553,290,-450,pinnacle,Over,0.3856,0.45,0.3856
