date,player,team,market,line,proj_lambda,p_over,over_price,under_price,book,side,ev,chosen_prob
2026-01-28,Casey Cizikas,NYI,SOG,1.5,3.167,0.578275,,,,Over,0.0,0.578275
2026-01-28,Anders Lee,NYI,SOG,1.5,3.1608,0.577733,,,,Over,0.0,0.577733
2026-01-28,Bobby Brink,PHI,SOG,1.5,3.0998,0.568489,,,,Over,0.0,0.568489
2026-01-28,Tyson Foerster,PHI,SOG,1.5,3.1142,0.569787,,,,Over,0.0,0.569787
2026-01-28,Nikita Grebenkin,PHI,SOG,1.5,3.129,0.571113,,,,Over,0.0,0.571113
2026-01-28,Denver Barkey,PHI,SOG,1.5,3.1288,0.571095,,,,Over,0.0,0.571095
2026-01-28,Gabriel Landeskog,COL,SOG,1.5,3.1618,0.578304,,,,Over,0.0,0.578304
2026-01-28,Artturi Lehkonen,COL,SOG,1.5,3.1014,0.572926,,,,Over,0.0,0.572926
2026-01-28,Nathan MacKinnon,COL,SOG,1.5,3.0934,0.572204,,,,Over,0.0,0.572204
2026-01-28,Ross Colton,COL,SOG,1.5,3.0622,0.569364,,,,Over,0.0,0.569364
2026-01-28,Zakhar Bardakov,COL,SOG,1.5,3.1614,0.578269,,,,Over,0.0,0.578269
2026-01-28,Gavin Brindley,COL,SOG,1.5,3.1374,0.576148,,,,Over,0.0,0.576148
2026-01-28,Nick Cousins,OTT,SOG,1.5,3.1642,0.577512,,,,Over,0.0,0.577512
2026-01-28,Kurtis MacDermid,OTT,SOG,1.5,3.2108,0.581572,,,,Over,0.0,0.581572
2026-01-28,Michael Amadio,OTT,SOG,1.5,3.1446,0.575781,,,,Over,0.0,0.575781
2026-01-28,Drake Batherson,OTT,SOG,1.5,3.1562,0.576807,,,,Over,0.0,0.576807
2026-01-28,Ridly Greig,OTT,SOG,1.5,3.1856,0.579386,,,,Over,0.0,0.579386
2026-01-28,Rodrigo Abols,PHI,SOG,1.5,3.1596,0.573829,,,,Over,0.0,0.573829
2026-01-28,Christian Dvorak,PHI,SOG,1.5,3.1542,0.573352,,,,Over,0.0,0.573352
2026-01-28,Adam Fantilli,CBJ,SOG,1.5,3.1544,0.57595,,,,Over,0.0,0.57595
2026-01-28,Jonny Brodzinski,NYR,SOG,1.5,3.1716,0.576603,,,,Over,0.0,0.576603
2026-01-28,Jonathan Drouin,NYI,SOG,1.5,3.158,0.577488,,,,Over,0.0,0.577488
2026-01-28,Bo Horvat,NYI,SOG,1.5,3.187,0.580015,,,,Over,0.0,0.580015
2026-01-28,Mathew Barzal,NYI,SOG,1.5,3.1874,0.580049,,,,Over,0.0,0.580049
2026-01-28,Simon Holmstrom,NYI,SOG,1.5,3.1776,0.579199,,,,Over,0.0,0.579199
2026-01-28,Sam Carrick,NYR,SOG,1.5,3.1484,0.574567,,,,Over,0.0,0.574567
2026-01-28,J.T. Miller,NYR,SOG,1.5,3.1176,0.571834,,,,Over,0.0,0.571834
2026-01-28,Artemi Panarin,NYR,SOG,1.5,3.1176,0.571834,,,,Over,0.0,0.571834
2026-01-28,Kirill Marchenko,CBJ,SOG,1.5,3.199,0.579848,,,,Over,0.0,0.579848
2026-01-28,Will Cuylle,NYR,SOG,1.5,3.0952,0.569825,,,,Over,0.0,0.569825
2026-01-28,Brennan Othmann,NYR,SOG,1.5,3.1088,0.571047,,,,Over,0.0,0.571047
2026-01-28,Charlie Coyle,CBJ,SOG,1.5,3.1378,0.574481,,,,Over,0.0,0.574481
2026-01-28,Sean Monahan,CBJ,SOG,1.5,3.2148,0.581212,,,,Over,0.0,0.581212
2026-01-28,Danton Heinen,CBJ,SOG,1.5,3.1254,0.573377,,,,Over,0.0,0.573377
2026-01-28,Mason Marchment,CBJ,SOG,1.5,3.1586,0.57632,,,,Over,0.0,0.57632
2026-01-28,Stephen Halliday,OTT,SOG,1.5,3.1684,0.577881,,,,Over,0.0,0.577881
