gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020735,2026-01-14,New Jersey Devils,Seattle Kraken,5,3
2025020736,2026-01-14,Buffalo Sabres,Philadelphia Flyers,5,7
2025020737,2026-01-14,New York Rangers,Ottawa Senators,4,3
2025020738,2026-01-14,Los Angeles Kings,Vegas Golden Knights,5,1
