date,home,away,market,ev,date_key,total_line_used,model_total,model_spread,period1_home_proj,period1_away_proj,p_home_ml,p_away_ml,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,home_ml_odds,away_ml_odds,home_ml_book,away_ml_book,over_odds,under_odds,over_book,under_book,home_pl_-1.5_odds,away_pl_+1.5_odds,home_pl_-1.5_book,away_pl_+1.5_book,p_f10_yes,p_f10_no,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-03-26T23:00:00Z,Tampa Bay Lightning,Seattle Kraken,ev_home_ml,-0.0381,2026-03-26,6.5,6.37,1.0,1.0,0.79,0.7152677490213548,0.2847322509786452,0.3816606033823491,0.6183393966176509,0.35045,0.6495500000000001,-290.0,235.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,0.6263740067621865,0.37362599323781354,,,,,,-0.1299999999999999,moneyline,home_ml,0.7152677490213548,-290.0,draftkings,,Tampa Bay Lightning,0.6111401139344975,p=0.715; spread +1.00,MODEL HOME · SPREAD+
2026-03-27T00:00:00Z,Winnipeg Jets,Colorado Avalanche,ev_under,0.1144,2026-03-27,6.5,5.9,1.01,0.85,0.87,0.4124318563109341,0.5875681436890658,0.3598283482874446,0.6401716517125554,0.2494,0.7505999999999999,160.0,-192.0,draftkings,draftkings,114.0,-135.0,draftkings,draftkings,,,draftkings,draftkings,0.611708914394127,0.388291085605873,,,,,,-0.5999999999999996,totals,under,0.6401716517125554,-135.0,draftkings,6.5,Under 6.5,0.5755609900347634,total 5.90 vs line 6.5 (-0.60); p=0.640; P1 pace 1.72,MODEL UND · LINE+ · PACE+
2026-03-26T23:00:00Z,Florida Panthers,Minnesota Wild,ev_under,0.1268,2026-03-26,6.5,5.96,0.86,0.93,0.74,0.4767940184989267,0.5232059815010732,0.3740060548822409,0.6259939451177591,0.3312,0.6688000000000001,130.0,-155.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,,,draftkings,draftkings,0.6008827317956869,0.39911726820431315,,,,,,-0.54,totals,under,0.6259939451177591,-125.0,draftkings,6.5,Under 6.5,0.5604040209417249,total 5.96 vs line 6.5 (-0.54); p=0.626; P1 pace 1.67,MODEL UND · LINE+ · PACE+
2026-03-27T01:30:00Z,Vegas Golden Knights,Edmonton Oilers,ev_under,0.1505,2026-03-27,6.5,5.83,0.63,0.94,0.79,0.5533060231094514,0.4466939768905485,0.4106963500546983,0.5893036499453017,0.3047,0.6953,-135.0,114.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,185.0,-225.0,draftkings,draftkings,0.6138386532144895,0.3861613467855105,,,,,,-0.6699999999999999,totals,under,0.5893036499453017,-105.0,draftkings,6.5,Under 6.5,0.5379238680778801,total 5.83 vs line 6.5 (-0.67); p=0.589; P1 pace 1.73,MODEL UND · LINE+ · PACE+
2026-03-27T01:00:00Z,Utah Mammoth,Washington Capitals,ev_under,0.075,2026-03-27,6.5,5.82,0.18,0.91,0.96,0.5250663094262088,0.4749336905737912,0.3923754870106591,0.607624512989341,0.2324,0.7676000000000001,-155.0,130.0,draftkings,draftkings,110.0,-130.0,draftkings,draftkings,170.0,-205.0,draftkings,draftkings,0.6424571271562767,0.3575428728437233,,,,,,-0.6799999999999997,totals,under,0.607624512989341,-130.0,draftkings,6.5,Under 6.5,0.5329442100290162,total 5.82 vs line 6.5 (-0.68); p=0.608; P1 pace 1.87,MODEL UND · LINE+ · PACE+
2026-03-27T01:00:00Z,Calgary Flames,Anaheim Ducks,ev_under,0.1304,2026-03-27,6.5,6.17,0.68,0.92,0.83,0.4832995642999269,0.5167004357000731,0.4210390381550966,0.5789609618449034,0.2858,0.7142,114.0,-135.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,,,draftkings,draftkings,0.6180631506960512,0.3819368493039488,,,,,,-0.33000000000000007,totals,under,0.5789609618449034,-105.0,draftkings,6.5,Under 6.5,0.46946337833083235,total 6.17 vs line 6.5 (-0.33); p=0.579; P1 pace 1.75,MODEL UND · LINE+ · PACE+
2026-03-26T23:00:00Z,Tampa Bay Lightning,Seattle Kraken,ev_under,0.113,2026-03-26,6.5,6.37,1.0,1.0,0.79,0.7152677490213548,0.2847322509786452,0.3816606033823491,0.6183393966176509,0.35045,0.6495500000000001,-290.0,235.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,0.6263740067621865,0.37362599323781354,,,,,,-0.1299999999999999,totals,under,0.6183393966176509,-125.0,draftkings,6.5,Under 6.5,0.4530111610280833,total 6.37 vs line 6.5 (-0.13); p=0.618; P1 pace 1.79,MODEL UND · LINE+ · PACE+
2026-03-26T23:00:00Z,Philadelphia Flyers,Chicago Blackhawks,ev_home_ml,-0.056,2026-03-26,5.5,6.11,0.99,1.11,0.79,0.5943790939265271,0.4056209060734729,0.526916307539985,0.473083692460015,0.40555,0.5944499999999999,-170.0,142.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,160.0,-192.0,draftkings,draftkings,0.6483081806219332,0.3516918193780668,,,,,,0.6100000000000003,moneyline,home_ml,0.5943790939265271,-170.0,draftkings,,Philadelphia Flyers,0.45202187482907247,p=0.594; spread +0.99,MODEL HOME · SPREAD+
2026-03-26T23:00:00Z,Ottawa Senators,Pittsburgh Penguins,ev_home_ml,0.0016,2026-03-26,6.5,6.34,0.69,1.09,0.85,0.6088168622397794,0.3911831377602206,0.4352586943818936,0.5647413056181063,0.37005,0.62995,-155.0,130.0,draftkings,draftkings,-108.0,-112.0,draftkings,draftkings,164.0,-198.0,draftkings,draftkings,0.6559609119460121,0.34403908805398786,,,,,,-0.16000000000000014,moneyline,home_ml,0.6088168622397794,-155.0,draftkings,,Ottawa Senators,0.4498341884548094,p=0.609; spread +0.69,MODEL HOME · SPREAD+
2026-03-27T00:00:00Z,Winnipeg Jets,Colorado Avalanche,ev_home_ml,0.0723,2026-03-27,6.5,5.9,1.01,0.85,0.87,0.4124318563109341,0.5875681436890658,0.3598283482874446,0.6401716517125554,0.2494,0.7505999999999999,160.0,-192.0,draftkings,draftkings,114.0,-135.0,draftkings,draftkings,,,draftkings,draftkings,0.611708914394127,0.388291085605873,,,,,,-0.5999999999999996,moneyline,home_ml,0.4124318563109341,160.0,draftkings,,Winnipeg Jets,0.4439737591011978,p=0.412; spread +1.01,MODEL HOME · SPREAD+
2026-03-27T00:00:00Z,St. Louis Blues,San Jose Sharks,ev_under,0.0399,2026-03-27,6.5,6.16,0.48,1.01,0.89,0.5679777821298629,0.432022217870137,0.4285116735067542,0.5714883264932458,0.36185,0.63815,-142.0,120.0,draftkings,draftkings,102.0,-122.0,draftkings,draftkings,180.0,-218.0,draftkings,draftkings,0.6483081806219331,0.3516918193780669,,,,,,-0.33999999999999986,totals,under,0.5714883264932458,-122.0,draftkings,6.5,Under 6.5,0.4396122160208914,total 6.16 vs line 6.5 (-0.34); p=0.571; P1 pace 1.90,MODEL UND · LINE+ · PACE+
2026-03-27T00:00:00Z,Nashville Predators,New Jersey Devils,ev_under,-0.0271,2026-03-27,6.5,6.11,0.32,0.95,1.0,0.5113133499883981,0.4886866500116019,0.4594813535424403,0.5405186464575598,0.29615,0.70385,-115.0,-105.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,215.0,-265.0,draftkings,draftkings,0.6578479328659166,0.3421520671340834,,,,,,-0.3899999999999997,totals,under,0.5405186464575598,-125.0,draftkings,6.5,Under 6.5,0.4123828018165417,total 6.11 vs line 6.5 (-0.39); p=0.541; P1 pace 1.95,MODEL UND · LINE+
2026-03-26T23:00:00Z,Philadelphia Flyers,Chicago Blackhawks,ev_over,-0.0149,2026-03-26,5.5,6.11,0.99,1.11,0.79,0.5943790939265271,0.4056209060734729,0.526916307539985,0.473083692460015,0.40555,0.5944499999999999,-170.0,142.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,160.0,-192.0,draftkings,draftkings,0.6483081806219332,0.3516918193780668,,,,,,0.6100000000000003,totals,over,0.526916307539985,-115.0,draftkings,5.5,Over 5.5,0.407631482865196,total 6.11 vs line 5.5 (+0.61); p=0.527; P1 pace 1.90,MODEL OVR · LINE+ · PACE-
2026-03-27T02:00:00Z,Vancouver Canucks,Los Angeles Kings,ev_home_pl_-1.5,-0.5769,2026-03-27,5.5,6.2,0.45,0.83,0.85,0.4010795228719301,0.5989204771280698,0.4881316386347434,0.5118683613652566,0.2216,0.7784,145.0,-175.0,draftkings,draftkings,-135.0,114.0,draftkings,draftkings,,,draftkings,draftkings,0.6030718511741175,0.39692814882588245,,,,,,0.7000000000000002,puckline,home_pl_-1.5,0.2216,,draftkings,,Vancouver Canucks -1.5,0.4053709836396926,p=0.222; spread +0.45; cover margin -1.05,MODEL HOME · COVER-
2026-03-27T02:00:00Z,Vancouver Canucks,Los Angeles Kings,ev_home_ml,-0.0174,2026-03-27,5.5,6.2,0.45,0.83,0.85,0.4010795228719301,0.5989204771280698,0.4881316386347434,0.5118683613652566,0.2216,0.7784,145.0,-175.0,draftkings,draftkings,-135.0,114.0,draftkings,draftkings,,,draftkings,draftkings,0.6030718511741175,0.39692814882588245,,,,,,0.7000000000000002,moneyline,home_ml,0.4010795228719301,145.0,draftkings,,Vancouver Canucks,0.4047407360082438,p=0.401; spread +0.45,MODEL HOME · SPREAD+
2026-03-26T23:00:00Z,Ottawa Senators,Pittsburgh Penguins,ev_under,0.069,2026-03-26,6.5,6.34,0.69,1.09,0.85,0.6088168622397794,0.3911831377602206,0.4352586943818936,0.5647413056181063,0.37005,0.62995,-155.0,130.0,draftkings,draftkings,-108.0,-112.0,draftkings,draftkings,164.0,-198.0,draftkings,draftkings,0.6559609119460121,0.34403908805398786,,,,,,-0.16000000000000014,totals,under,0.5647413056181063,-112.0,draftkings,6.5,Under 6.5,0.3856109711299208,total 6.34 vs line 6.5 (-0.16); p=0.565; P1 pace 1.94,MODEL UND · LINE+
2026-03-26T23:00:00Z,New York Islanders,Dallas Stars,ev_over,-0.0357,2026-03-26,5.5,6.05,0.39,0.82,1.01,0.4674946422291618,0.5325053577708381,0.5259959074774425,0.4740040925225575,0.1908,0.8092,102.0,-122.0,draftkings,draftkings,-120.0,100.0,draftkings,draftkings,,,draftkings,draftkings,0.6345040205537995,0.3654959794462005,,,,,,0.5499999999999998,totals,over,0.5259959074774425,-120.0,draftkings,5.5,Over 5.5,0.3855467681452295,total 6.05 vs line 5.5 (+0.55); p=0.526; P1 pace 1.83,MODEL OVR · LINE+ · PACE-
2026-03-26T23:00:00Z,Montréal Canadiens,Columbus Blue Jackets,ev_under,-0.0998,2026-03-26,6.5,6.08,0.38,1.04,1.09,0.5649903491369916,0.4350096508630083,0.5388973692250185,0.4611026307749815,0.27255,0.7274499999999999,-122.0,102.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,205.0,-250.0,draftkings,draftkings,0.6900982601581203,0.30990173984187974,,,,,,-0.41999999999999993,totals,under,0.4611026307749815,-105.0,draftkings,6.5,Under 6.5,0.3820647093413986,total 6.08 vs line 6.5 (-0.42); p=0.461; P1 pace 2.13,MODEL UND · LINE+ · PACE-
2026-03-27T01:00:00Z,Utah Mammoth,Washington Capitals,ev_home_pl_-1.5,-0.3725,2026-03-27,6.5,5.82,0.18,0.91,0.96,0.5250663094262088,0.4749336905737912,0.3923754870106591,0.607624512989341,0.2324,0.7676000000000001,-155.0,130.0,draftkings,draftkings,110.0,-130.0,draftkings,draftkings,170.0,-205.0,draftkings,draftkings,0.6424571271562767,0.3575428728437233,,,,,,-0.6799999999999997,puckline,home_pl_-1.5,0.2324,170.0,draftkings,,Utah Mammoth -1.5,0.3767056590915747,p=0.232; spread +0.18; cover margin -1.32,MODEL HOME · COVER-
2026-03-27T02:00:00Z,Vancouver Canucks,Los Angeles Kings,ev_away_pl_+1.5,0.486,2026-03-27,5.5,6.2,0.45,0.83,0.85,0.4010795228719301,0.5989204771280698,0.4881316386347434,0.5118683613652566,0.2216,0.7784,145.0,-175.0,draftkings,draftkings,-135.0,114.0,draftkings,draftkings,,,draftkings,draftkings,0.6030718511741175,0.39692814882588245,,,,,,0.7000000000000002,puckline,away_pl_+1.5,0.7784,,draftkings,,Los Angeles Kings +1.5,0.37518127988064387,p=0.778; spread +0.45; cover margin -1.95,MODEL AWAY · COVER-
2026-03-27T02:00:00Z,Vancouver Canucks,Los Angeles Kings,ev_over,-0.1503,2026-03-27,5.5,6.2,0.45,0.83,0.85,0.4010795228719301,0.5989204771280698,0.4881316386347434,0.5118683613652566,0.2216,0.7784,145.0,-175.0,draftkings,draftkings,-135.0,114.0,draftkings,draftkings,,,draftkings,draftkings,0.6030718511741175,0.39692814882588245,,,,,,0.7000000000000002,totals,over,0.4881316386347434,-135.0,draftkings,5.5,Over 5.5,0.3709529967257985,total 6.20 vs line 5.5 (+0.70); p=0.488; P1 pace 1.68,MODEL OVR · LINE+ · PACE-
2026-03-27T01:30:00Z,Vegas Golden Knights,Edmonton Oilers,ev_home_ml,-0.0368,2026-03-27,6.5,5.83,0.63,0.94,0.79,0.5533060231094514,0.4466939768905485,0.4106963500546983,0.5893036499453017,0.3047,0.6953,-135.0,114.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,185.0,-225.0,draftkings,draftkings,0.6138386532144895,0.3861613467855105,,,,,,-0.6699999999999999,moneyline,home_ml,0.5533060231094514,-135.0,draftkings,,Vegas Golden Knights,0.37046457189685245,p=0.553; spread +0.63,MODEL HOME · SPREAD+
2026-03-27T00:00:00Z,St. Louis Blues,San Jose Sharks,ev_home_ml,-0.032,2026-03-27,6.5,6.16,0.48,1.01,0.89,0.5679777821298629,0.432022217870137,0.4285116735067542,0.5714883264932458,0.36185,0.63815,-142.0,120.0,draftkings,draftkings,102.0,-122.0,draftkings,draftkings,180.0,-218.0,draftkings,draftkings,0.6483081806219331,0.3516918193780669,,,,,,-0.33999999999999986,moneyline,home_ml,0.5679777821298629,-142.0,draftkings,,St. Louis Blues,0.36907025083385137,p=0.568; spread +0.48,MODEL HOME · SPREAD+
2026-03-27T01:00:00Z,Utah Mammoth,Washington Capitals,ev_away_pl_+1.5,0.142,2026-03-27,6.5,5.82,0.18,0.91,0.96,0.5250663094262088,0.4749336905737912,0.3923754870106591,0.607624512989341,0.2324,0.7676000000000001,-155.0,130.0,draftkings,draftkings,110.0,-130.0,draftkings,draftkings,170.0,-205.0,draftkings,draftkings,0.6424571271562767,0.3575428728437233,,,,,,-0.6799999999999997,puckline,away_pl_+1.5,0.7676000000000001,-205.0,draftkings,,Washington Capitals +1.5,0.36553076669814855,p=0.768; spread +0.18; cover margin -1.68,MODEL AWAY · COVER-
2026-03-26T23:00:00Z,Florida Panthers,Minnesota Wild,ev_home_ml,0.0966,2026-03-26,6.5,5.96,0.86,0.93,0.74,0.4767940184989267,0.5232059815010732,0.3740060548822409,0.6259939451177591,0.3312,0.6688000000000001,130.0,-155.0,draftkings,draftkings,105.0,-125.0,draftkings,draftkings,,,draftkings,draftkings,0.6008827317956869,0.39911726820431315,,,,,,-0.54,moneyline,home_ml,0.4767940184989267,130.0,draftkings,,Florida Panthers,0.3514425046874534,p=0.477; spread +0.86,MODEL HOME · SPREAD+
2026-03-26T23:00:00Z,Montréal Canadiens,Columbus Blue Jackets,ev_home_ml,0.0281,2026-03-26,6.5,6.08,0.38,1.04,1.09,0.5649903491369916,0.4350096508630083,0.5388973692250185,0.4611026307749815,0.27255,0.7274499999999999,-122.0,102.0,draftkings,draftkings,-115.0,-105.0,draftkings,draftkings,205.0,-250.0,draftkings,draftkings,0.6900982601581203,0.30990173984187974,,,,,,-0.41999999999999993,moneyline,home_ml,0.5649903491369916,-122.0,draftkings,,Montréal Canadiens,0.3475831270099079,p=0.565; spread +0.38,MODEL HOME · SPREAD+
