market,player,team,line,over_price,under_price,proj_lambda,p_over,ev_over,book
GOALS,Sam Rinzel,,0.5,800,-2000,0.3,0.25918177931828207,1.3326360138645386,fanduel
GOALS,Lane Hutson,,0.5,700,-1500,0.3,0.25918177931828207,1.0734542345462565,fanduel
GOALS,Kris Letang,,0.5,650,-1400,0.3,0.25918177931828207,0.9438633448871154,fanduel
GOALS,Aaron Ekblad,,0.5,625,-1200,0.3,0.25918177931828207,0.879067900057545,fanduel
GOALS,Erik Karlsson,,0.5,550,-1100,0.3,0.25918177931828207,0.6846815655688334,fanduel
GOALS,Jake Sanderson,,0.5,550,-1000,0.3,0.25918177931828207,0.6846815655688334,fanduel
GOALS,Adam Fox,,0.5,500,-850,0.3,0.25918177931828207,0.5550906759096923,fanduel
POINTS,Gustav Forsling,,0.5,190,-275,0.7,0.5034146962085905,0.45990261900491236,betmgm
ASSISTS,Warren Foegele,,0.5,340,-550,0.4,0.32967995396436056,0.45059179744318667,betmgm
ASSISTS,Mikael Backlund,,0.5,333,-525,0.4,0.32967995396436056,0.42751420066568124,betmgm
GOALS,Anze Kopitar,,0.5,440,-700,0.3,0.25918177931828207,0.39958160831872314,fanduel
GOALS,Claude Giroux,,0.5,440,-700,0.3,0.25918177931828207,0.39958160831872314,fanduel
POINTS,Justin Faulk,,0.5,175,-235,0.7,0.5034146962085905,0.3843904145736238,betmgm
POINTS,Mike Matheson,,0.5,170,-235,0.7,0.5034146962085905,0.35921967976319436,betmgm
POINTS,Mikael Backlund,,0.5,170,-235,0.7,0.5034146962085905,0.35921967976319436,betmgm
ASSISTS,Trevor Moore,,0.5,310,-450,0.4,0.32967995396436056,0.35168781125387827,betmgm
ASSISTS,Matvei Gridin,,0.5,310,-450,0.4,0.32967995396436056,0.35168781125387827,betmgm
ASSISTS,Josh Doan,,0.5,310,-500,0.4,0.32967995396436056,0.35168781125387827,betmgm
POINTS,Ridly Greig,,0.5,165,-225,0.7,0.5034146962085905,0.3340489449527647,betmgm
POINTS,Warren Foegele,,0.5,165,-225,0.7,0.5034146962085905,0.3340489449527647,betmgm
