date,player,team,opp,market,line,proj_lambda,lam_scale_mean,p_over,side,chosen_prob
2026-02-24,Jonas Johansson,TBL,,SAVES,26.5,1.1934,1.0139,0.0,Under,1.0
2026-02-24,Jonas Johansson,TBL,,SAVES,30.5,1.1934,1.0139,0.0,Under,1.0
2026-02-24,Arturs Silovs,PIT,,SAVES,26.5,1.4869,0.9935,0.0,Under,1.0
2026-02-24,Arturs Silovs,PIT,,SAVES,24.5,1.4869,0.9935,0.0,Under,1.0
2026-02-24,Colten Ellis,BUF,,SAVES,24.5,0.911,0.9899,0.0,Under,1.0
2026-02-24,Jonas Johansson,TBL,,SAVES,24.5,1.1934,1.0139,0.0,Under,1.0
2026-02-24,Arturs Silovs,PIT,,SAVES,30.5,1.4869,0.9935,0.0,Under,1.0
2026-02-24,Jonas Johansson,TBL,,SAVES,28.5,1.1934,1.0139,0.0,Under,1.0
2026-02-24,Arturs Silovs,PIT,,SAVES,28.5,1.4869,0.9935,0.0,Under,1.0
2026-02-24,Colten Ellis,BUF,,SAVES,30.5,0.911,0.9899,0.0,Under,1.0
2026-02-24,Colten Ellis,BUF,,SAVES,28.5,0.911,0.9899,0.0,Under,1.0
2026-02-24,Akira Schmid,VGK,,SAVES,30.5,0.9505,0.9921,0.0,Under,1.0
2026-02-24,Akira Schmid,VGK,,SAVES,28.5,0.9505,0.9921,0.0,Under,1.0
2026-02-24,Akira Schmid,VGK,,SAVES,26.5,0.9505,0.9921,0.0,Under,1.0
2026-02-24,Colten Ellis,BUF,,SAVES,26.5,0.911,0.9899,0.0,Under,1.0
2026-02-24,Akira Schmid,VGK,,SAVES,24.5,0.9505,0.9921,0.0,Under,1.0
2026-02-24,Joonas Korpisalo,BOS,,SAVES,30.5,2.3825,1.0092,2e-06,Under,0.999998
2026-02-24,Liam O'Brien,UTA,,BLOCKS,3.5,0.0508,1.0,4e-06,Under,0.999996
2026-02-24,Joonas Korpisalo,BOS,,SAVES,28.5,2.3825,1.0092,6e-06,Under,0.999994
2026-02-24,Ryan Nugent-Hopkins,EDM,,BLOCKS,3.5,0.0617,1.0,9e-06,Under,0.999991
2026-02-24,Frederik Andersen,CAR,,SAVES,30.5,2.2346,1.0032,1.6e-05,Under,0.999984
2026-02-24,Joonas Korpisalo,BOS,,SAVES,26.5,2.3825,1.0092,1.8e-05,Under,0.999982
2026-02-24,Ville Husso,ANA,,SAVES,30.5,2.5392,1.0075,2e-05,Under,0.99998
2026-02-24,Frederik Andersen,CAR,,SAVES,28.5,2.2346,1.0032,2.8e-05,Under,0.999972
2026-02-24,Sonny Milano,WSH,,BLOCKS,3.5,0.0921,1.0,3.7e-05,Under,0.999963
2026-02-24,Alex Ovechkin,WSH,,BLOCKS,3.5,0.0921,1.0,3.7e-05,Under,0.999963
2026-02-24,Ville Husso,ANA,,SAVES,28.5,2.5392,1.0075,3.9e-05,Under,0.999961
2026-02-24,Frederik Andersen,CAR,,SAVES,26.5,2.2346,1.0032,4.6e-05,Under,0.999954
2026-02-24,Cole Schwindt,FLA,,BLOCKS,3.5,0.0967,1.0,4.7e-05,Under,0.999953
2026-02-24,JJ Peterka,UTA,,BLOCKS,3.5,0.1006,1.0,4.9e-05,Under,0.999951
2026-02-24,Joonas Korpisalo,BOS,,SAVES,24.5,2.3825,1.0092,4.9e-05,Under,0.999951
2026-02-24,Beckett Sennecke,ANA,,BLOCKS,3.5,0.0993,1.0,4.9e-05,Under,0.999951
2026-02-24,Chris Kreider,ANA,,BLOCKS,3.5,0.0993,1.0,4.9e-05,Under,0.999951
2026-02-24,Lucas Raymond,DET,,BLOCKS,3.5,0.1006,1.0,5.1e-05,Under,0.999949
2026-02-24,Cole Reinhardt,VGK,,BLOCKS,3.5,0.1015,1.0,5.1e-05,Under,0.999949
2026-02-24,Pavel Dorofeyev,VGK,,BLOCKS,3.5,0.1015,1.0,5.1e-05,Under,0.999949
2026-02-24,Adrian Kempe,LAK,,BLOCKS,3.5,0.1006,1.0,5.1e-05,Under,0.999949
2026-02-24,Matt Boldy,MIN,,BLOCKS,3.5,0.1006,1.0,5.2e-05,Under,0.999948
2026-02-24,Brad Marchand,FLA,,BLOCKS,3.5,0.1006,1.0,5.4e-05,Under,0.999946
2026-02-24,Jake Guentzel,TBL,,BLOCKS,3.5,0.1006,1.0,5.5e-05,Under,0.999945
2026-02-24,Jack Quinn,BUF,,BLOCKS,3.5,0.1051,1.0,6.1e-05,Under,0.999939
2026-02-24,Tyler Seguin,DAL,,BLOCKS,3.5,0.103,1.0,6.1e-05,Under,0.999939
2026-02-24,Ville Husso,ANA,,SAVES,26.5,2.5392,1.0075,7.4e-05,Under,0.999926
2026-02-24,Emmitt Finnie,DET,,BLOCKS,3.5,0.1123,1.0,7.7e-05,Under,0.999923
