date,player,team,position,market,proj_lambda
2025-10-21,D. Heatherington,ANA,D,ASSISTS,0.45
2025-10-21,D. Heatherington,ANA,D,BLOCKS,1.3
2025-10-21,D. Heatherington,ANA,D,GOALS,0.35
2025-10-21,D. Heatherington,ANA,D,POINTS,0.9
2025-10-21,D. Heatherington,ANA,D,SOG,2.4
2025-10-21,D. Helleson,ANA,D,ASSISTS,0.4287739396095276
2025-10-21,D. Helleson,ANA,D,BLOCKS,1.2208244800567627
2025-10-21,D. Helleson,ANA,D,GOALS,0.10053344070911407
2025-10-21,D. Helleson,ANA,D,POINTS,0.5741226673126221
2025-10-21,D. Helleson,ANA,D,SOG,2.1110706329345703
2025-10-21,G. Lindstrom,ANA,D,ASSISTS,0.21534810960292816
2025-10-21,G. Lindstrom,ANA,D,BLOCKS,0.9778825044631958
2025-10-21,G. Lindstrom,ANA,D,GOALS,5.2131039410596713e-05
2025-10-21,G. Lindstrom,ANA,D,POINTS,0.07500436902046204
2025-10-21,G. Lindstrom,ANA,D,SOG,1.5970404148101807
2025-10-21,I. Moore,ANA,D,ASSISTS,0.45
2025-10-21,I. Moore,ANA,D,BLOCKS,1.3
2025-10-21,I. Moore,ANA,D,GOALS,0.35
2025-10-21,I. Moore,ANA,D,POINTS,0.9
2025-10-21,I. Moore,ANA,D,SOG,2.4
2025-10-21,J. LaCombe,ANA,D,ASSISTS,0.6010908484458923
2025-10-21,J. LaCombe,ANA,D,BLOCKS,0.8874503374099731
2025-10-21,J. LaCombe,ANA,D,GOALS,6.305606916612305e-07
2025-10-21,J. LaCombe,ANA,D,POINTS,0.7518405914306641
2025-10-21,J. LaCombe,ANA,D,SOG,1.8176281452178955
2025-10-21,J. Trouba,ANA,D,ASSISTS,0.0001962166716111824
2025-10-21,J. Trouba,ANA,D,BLOCKS,1.648671269416809
2025-10-21,J. Trouba,ANA,D,GOALS,5.2131039410596713e-05
2025-10-21,J. Trouba,ANA,D,POINTS,0.004458931274712086
2025-10-21,J. Trouba,ANA,D,SOG,1.5198676586151123
2025-10-21,K. Smith,ANA,D,ASSISTS,0.45
2025-10-21,K. Smith,ANA,D,BLOCKS,1.3
2025-10-21,K. Smith,ANA,D,GOALS,0.35
2025-10-21,K. Smith,ANA,D,POINTS,0.9
2025-10-21,K. Smith,ANA,D,SOG,2.4
2025-10-21,L. Profaca,ANA,D,ASSISTS,0.45
2025-10-21,L. Profaca,ANA,D,BLOCKS,1.3
2025-10-21,L. Profaca,ANA,D,GOALS,0.35
2025-10-21,L. Profaca,ANA,D,POINTS,0.9
2025-10-21,L. Profaca,ANA,D,SOG,2.4
2025-10-21,M. Pysyk,ANA,D,ASSISTS,0.45
