date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,prob,edge_score,edge_reasons,chosen_prob
2026-04-19,Tage Thompson,BUF,BOS,POINTS,0.5,0.0001,6.3e-05,-215,165,draftkings,Under,165,1.649735013249558,0.9999000049998333,0.7505994946328063,MODEL UND · CONF60+ · MATCHUP+,0.9999000049998333
2026-04-19,Tage Thompson,BUF,BOS,ASSISTS,0.5,0.1769,0.146437,110,-140,draftkings,Under,-140,0.436337542897974,0.8378635666904848,0.6232156479161404,MODEL UND · CONF60+ · MATCHUP+,0.8378635666904848
2026-04-19,Anze Kopitar,LAK,COL,ASSISTS,0.5,0.2228,0.184,120,-154,draftkings,Under,-154,0.3199339066234762,0.8002748882677769,0.5991677615400697,MODEL UND · CONF60+ · MATCHUP+,0.8002748882677769
2026-04-19,Trevor Moore,LAK,COL,SOG,1.5,3.6729,0.643437,-188,145,draftkings,Over,-188,0.35007007830205844,0.8812957455582882,0.5673284019324573,MODEL OVR · CONF60+ · MATCHUP-,0.8812957455582882
2026-04-19,Brayden Point,TBL,MTL,POINTS,0.5,0.3013,0.23525,-140,110,draftkings,Under,110,0.5536971437016122,0.7398557827150534,0.5485918253898642,MODEL UND · CONF60+ · MATCHUP+,0.7398557827150534
2026-04-19,Anze Kopitar,LAK,COL,POINTS,0.5,0.3257,0.249875,-130,100,draftkings,Under,100,0.4440435229448543,0.7220217614724271,0.5380365558881111,MODEL UND · CONF60+ · MATCHUP+,0.7220217614724271
2026-04-19,Viktor Arvidsson,BOS,BUF,POINTS,0.5,1.5334,0.630875,110,-140,draftkings,Over,110,0.6468185379673125,0.7841993037939583,0.5280445948881966,MODEL OVR · CONF60+,0.7841993037939583
2026-04-19,Alex Tuch,BUF,BOS,POINTS,0.5,0.3275,0.251437,-115,-115,draftkings,Under,-115,0.34743919673253265,0.7207232912755408,0.5272581236533722,MODEL UND · CONF60+ · MATCHUP+,0.7207232912755408
2026-04-19,Pavel Zacha,BOS,BUF,POINTS,0.5,1.5207,0.629687,-105,-125,draftkings,Over,-105,0.5256708318888741,0.7814411577967404,0.5258380780904223,MODEL OVR · CONF60+,0.7814411577967404
2026-04-19,Clayton Keller,UTA,VGK,POINTS,0.5,1.8682,0.67325,-188,145,draftkings,Over,-188,0.29538519010562425,0.8455986657633936,0.523729258673707,MODEL OVR · CONF60+ · MATCHUP-,0.8455986657633936
2026-04-19,Nazem Kadri,COL,LAK,ASSISTS,0.5,0.3223,0.247938,114,-145,draftkings,Under,-145,0.22412275381265911,0.7244808134809615,0.5149561320197205,MODEL UND · CONF60+ · MATCHUP+,0.7244808134809615
2026-04-19,Mitch Marner,VGK,UTA,SOG,1.5,2.8746,0.577125,-195,150,draftkings,Over,-195,0.18200081465563261,0.781322572399486,0.5132975213615978,MODEL OVR · CONF60+,0.781322572399486
2026-04-19,Ivan Barbashev,VGK,UTA,SOG,1.5,2.8489,0.574063,-105,-125,draftkings,Over,-105,0.5172302988211157,0.7771179579327666,0.5099338297882223,MODEL OVR · CONF60+,0.7771179579327666
2026-04-19,Tomas Hertl,VGK,UTA,SOG,1.5,2.7581,0.563187,-135,105,draftkings,Over,-135,0.325906290639539,0.7616908478142033,0.4975921416933716,MODEL OVR · CONF60+,0.7616908478142033
2026-04-19,Mark Stone,VGK,UTA,ASSISTS,0.5,0.2531,0.2065,110,-140,draftkings,Under,-140,0.330954695287598,0.7763902389177655,0.4930307604399055,MODEL UND · CONF60+ · MATCHUP-,0.7763902389177655
2026-04-19,Rasmus Dahlin,BUF,BOS,ASSISTS,0.5,0.3969,0.29575,-130,100,draftkings,Under,100,0.3448025247940054,0.6724012623970027,0.4908458044813547,MODEL UND · CONF60+ · MATCHUP+,0.6724012623970027
2026-04-19,Ivan Barbashev,VGK,UTA,POINTS,0.5,1.1815,0.560562,110,-140,draftkings,Over,110,0.45568185138103523,0.6931818339909691,0.48529204140223375,MODEL OVR · CONF60+ · MATCHUP+,0.6931818339909691
2026-04-19,Lane Hutson,MTL,TBL,ASSISTS,0.5,0.4263,0.313563,-135,105,draftkings,Under,105,0.33848689504093876,0.652920436605336,0.44570010360479656,MODEL UND · CONF60+ · MATCHUP+,0.652920436605336
2026-04-19,Nathan MacKinnon,COL,LAK,ASSISTS,0.5,0.4799,0.334813,-220,170,draftkings,Under,170,0.670882237746222,0.6188452732393415,0.43044769982642445,MODEL UND · CONF60+ · MATCHUP+,0.6188452732393415
2026-04-19,Gabriel Landeskog,COL,LAK,POINTS,0.5,0.4903,0.332937,-130,100,draftkings,Under,100,0.22488526766318362,0.6124426338315918,0.4269892007172447,MODEL UND · CONF60+ · MATCHUP+,0.6124426338315918
2026-04-19,Nathan MacKinnon,COL,LAK,POINTS,1.5,1.3611,0.339375,-130,100,draftkings,Under,100,0.21067105005039988,0.6053355250251999,0.4213035136721312,MODEL UND · CONF60+ · MATCHUP+,0.6053355250251999
2026-04-19,David Pastrnak,BOS,BUF,ASSISTS,0.5,1.0474,0.533625,100,-130,draftkings,Over,100,0.29830245785162535,0.6491512289258127,0.4174594829037613,MODEL OVR · CONF60+,0.6491512289258127
2026-04-19,Mitch Marner,VGK,UTA,ASSISTS,0.5,0.4537,0.31975,-140,110,draftkings,Under,110,0.3340739019597142,0.635273286647483,0.38013719862367945,MODEL UND · CONF60+ · MATCHUP-,0.635273286647483
