date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2025-10-24,Josh Morrissey,WPG,POINTS,0.5,0.105,0.1001,-138,108,fanduel,Under,0.8718721063676508,0.105,0.8718721063676508
2025-10-24,Josh Morrissey,WPG,POINTS,0.5,0.105,0.1001,-133,-101,pinnacle,Under,0.7909667430497801,0.105,0.7909667430497801
2025-10-24,Michael Misa,SJS,GOALS,0.5,0.35,0.2953,500,-900,fanduel,Over,0.7718714616877195,0.35,0.7718714616877195
2025-10-24,Josh Morrissey,WPG,POINTS,0.5,0.105,0.1001,-125,-105,draftkings,Under,0.757022810464141,0.105,0.757022810464141
2025-10-24,Jeff Skinner,SJS,GOALS,0.5,0.484,0.3835,320,-490,fanduel,Over,0.6108469505349603,0.484,0.6108469505349603
2025-10-24,Jeff Skinner,SJS,POINTS,0.5,0.891,0.5896,156,-211,pinnacle,Over,0.5094476875496918,0.891,0.5094476875496918
2025-10-24,Jeff Skinner,SJS,POINTS,0.5,0.891,0.5896,150,-198,draftkings,Over,0.47407000737274585,0.891,0.47407000737274585
2025-10-24,Mark Scheifele,WPG,GOALS,0.5,0.825,0.5616,155,-210,fanduel,Over,0.4320084799099637,0.825,0.4320084799099637
2025-10-24,Jeff Skinner,SJS,POINTS,0.5,0.891,0.5896,140,-180,fanduel,Over,0.415107207077836,0.891,0.415107207077836
2025-10-24,Neal Pionk,WPG,SOG,1.5,2.774,0.7645,-120,-110,draftkings,Over,0.4016619908116067,2.774,0.4016619908116067
2025-10-24,Neal Pionk,WPG,SOG,1.5,2.774,0.7645,-122,-108,pinnacle,Over,0.3912174156192697,2.774,0.3912174156192697
2025-10-24,Neal Pionk,WPG,SOG,1.5,2.774,0.7645,-125,-104,fanduel,Over,0.37617722734230463,2.774,0.37617722734230463
2025-10-24,William Eklund,SJS,POINTS,0.5,0.322,0.2751,-108,-115,fanduel,Under,0.3552793450242765,0.322,0.3552793450242765
2025-10-24,Will Smith,SJS,ASSISTS,0.5,0.593,0.4475,201,-282,pinnacle,Over,0.3469883602114786,0.593,0.3469883602114786
2025-10-24,Jonathan Toews,WPG,POINTS,0.5,0.9,0.5934,126,-162,draftkings,Over,0.3411525689862457,0.9,0.3411525689862457
2025-10-24,Jonathan Toews,WPG,POINTS,0.5,0.9,0.5934,126,-170,pinnacle,Over,0.3411525689862457,0.9,0.3411525689862457
2025-10-24,Will Smith,SJS,ASSISTS,0.5,0.593,0.4475,195,-265,draftkings,Over,0.32013809389497083,0.593,0.32013809389497083
2025-10-24,William Eklund,SJS,POINTS,0.5,0.322,0.2751,-107,-124,pinnacle,Under,0.3095272291007263,0.322,0.3095272291007263
2025-10-24,Jonathan Toews,WPG,POINTS,0.5,0.9,0.5934,120,-154,fanduel,Over,0.30554674857068187,0.9,0.30554674857068187
2025-10-24,William Eklund,SJS,POINTS,0.5,0.322,0.2751,-105,-125,draftkings,Under,0.30485034613965234,0.322,0.30485034613965234
2025-10-24,Tyler Toffoli,SJS,GOALS,0.5,0.466,0.3723,250,-360,fanduel,Over,0.30317761369573115,0.466,0.30317761369573115
2025-10-24,Gabriel Vilardi,WPG,GOALS,0.5,0.0,0.0,235,-340,fanduel,Under,0.2941168310393623,0.0,0.2941168310393623
2025-10-24,Josh Morrissey,WPG,ASSISTS,0.5,0.305,0.2626,105,-135,draftkings,Under,0.28365266999592254,0.305,0.28365266999592254
2025-10-24,Josh Morrissey,WPG,ASSISTS,0.5,0.305,0.2626,106,-141,pinnacle,Under,0.2604086198375537,0.305,0.2604086198375537
2025-10-24,William Eklund,SJS,ASSISTS,0.5,0.139,0.1296,170,-225,draftkings,Under,0.2572776718028096,0.139,0.2572776718028096
2025-10-24,Gabriel Vilardi,WPG,POINTS,0.5,0.546,0.4206,-146,114,fanduel,Under,0.2400145342817369,0.546,0.2400145342817369
2025-10-24,Alex Wennberg,SJS,POINTS,0.5,0.195,0.1772,150,-198,draftkings,Under,0.23829060635921012,0.195,0.23829060635921012
2025-10-24,Will Smith,SJS,POINTS,0.5,0.883,0.5863,110,-142,draftkings,Over,0.23117157828583257,0.883,0.23117157828583257
2025-10-24,William Eklund,SJS,ASSISTS,0.5,0.139,0.1296,177,-244,pinnacle,Under,0.22715374271800082,0.139,0.22715374271800082
2025-10-24,Alex Wennberg,SJS,POINTS,0.5,0.195,0.1772,158,-205,fanduel,Under,0.22410164868280724,0.195,0.22410164868280724
2025-10-24,Will Smith,SJS,POINTS,0.5,0.883,0.5863,108,-143,pinnacle,Over,0.21944613468311036,0.883,0.21944613468311036
2025-10-24,Gabriel Vilardi,WPG,POINTS,0.5,0.546,0.4206,-142,110,draftkings,Under,0.2168366925194617,0.546,0.2168366925194617
2025-10-24,Alexander Wennberg,SJS,POINTS,0.5,0.195,0.1772,155,-210,pinnacle,Under,0.21454582004359724,0.195,0.21454582004359724
2025-10-24,Gabriel Vilardi,WPG,POINTS,0.5,0.546,0.4206,-145,109,pinnacle,Under,0.21104223207889272,0.546,0.21104223207889272
2025-10-24,Will Smith,SJS,POINTS,0.5,0.883,0.5863,106,-136,fanduel,Over,0.20772069108038804,0.883,0.20772069108038804
2025-10-24,Tyler Toffoli,SJS,POINTS,0.5,0.945,0.6115,-106,-120,fanduel,Over,0.18836167973600015,0.945,0.18836167973600015
2025-10-24,Alex Iafallo,WPG,SOG,1.5,2.531,0.7189,-154,120,draftkings,Over,0.18578382464344845,2.531,0.18578382464344845
2025-10-24,Jonathan Toews,WPG,ASSISTS,0.5,0.45,0.3624,227,-324,pinnacle,Over,0.1849559441968016,0.45,0.1849559441968016
2025-10-24,Alex Iafallo,WPG,SOG,1.5,2.531,0.7189,-156,120,fanduel,Over,0.1797986448299846,2.531,0.1797986448299846
2025-10-24,William Eklund,SJS,SOG,1.5,2.794,0.7679,-188,145,draftkings,Over,0.1763515777402046,2.794,0.1763515777402046
2025-10-24,Alex Iafallo,WPG,SOG,1.5,2.531,0.7189,-158,118,pinnacle,Over,0.1739649885561022,2.531,0.1739649885561022
2025-10-24,Gabriel Vilardi,WPG,SOG,1.5,2.476,0.7077,-154,120,draftkings,Over,0.16721134711069258,2.476,0.16721134711069258
2025-10-24,Jonathan Toews,WPG,ASSISTS,0.5,0.45,0.3624,220,-300,draftkings,Over,0.1595899148103258,0.45,0.1595899148103258
2025-10-24,Alex Iafallo,WPG,POINTS,0.5,0.4,0.3299,110,-140,fanduel,Under,0.14867978138016813,0.4,0.14867978138016813
2025-10-24,Will Smith,SJS,SOG,1.5,2.355,0.6816,-146,112,fanduel,Over,0.1484538948634413,2.355,0.1484538948634413
2025-10-24,William Eklund,SJS,SOG,1.5,2.794,0.7679,-202,149,pinnacle,Over,0.1480427870217591,2.794,0.1480427870217591
2025-10-24,Mark Scheifele,WPG,ASSISTS,0.5,0.451,0.3632,-105,-125,draftkings,Under,0.1462043447778737,0.451,0.1462043447778737
2025-10-24,Gabriel Vilardi,WPG,SOG,1.5,2.476,0.7077,-162,121,pinnacle,Over,0.14451840753432066,2.476,0.14451840753432066
2025-10-24,William Eklund,SJS,SOG,1.5,2.794,0.7679,-205,154,fanduel,Over,0.14247966577952798,2.794,0.14247966577952798
2025-10-24,Mark Scheifele,WPG,ASSISTS,0.5,0.451,0.3632,-106,-126,pinnacle,Under,0.14216129594267823,0.451,0.14216129594267823
2025-10-24,Will Smith,SJS,SOG,1.5,2.355,0.6816,-148,115,draftkings,Over,0.1421450951773094,2.355,0.1421450951773094
2025-10-24,Alex Iafallo,WPG,POINTS,0.5,0.4,0.3299,110,-142,draftkings,Under,0.14193870285094168,0.4,0.14193870285094168
2025-10-24,Alex Iafallo,WPG,POINTS,0.5,0.4,0.3299,109,-144,pinnacle,Under,0.13538487650308278,0.4,0.13538487650308278
2025-10-24,Gabriel Vilardi,WPG,SOG,1.5,2.476,0.7077,-168,128,fanduel,Over,0.12891701157556495,2.476,0.12891701157556495
2025-10-24,Macklin Celebrini,SJS,SOG,2.5,2.679,0.5012,-165,126,fanduel,Under,0.12737587355555213,2.679,0.12737587355555213
2025-10-24,Tyler Toffoli,SJS,POINTS,0.5,0.945,0.6115,-119,-111,pinnacle,Over,0.12534176525216245,0.945,0.12534176525216245
2025-10-24,Will Smith,SJS,SOG,1.5,2.355,0.6816,-154,116,pinnacle,Over,0.12420188568038898,2.355,0.12420188568038898
2025-10-24,Tyler Toffoli,SJS,POINTS,0.5,0.945,0.6115,-120,-110,draftkings,Over,0.12105964285774784,0.945,0.12105964285774784
2025-10-24,Nino Niederreiter,WPG,GOALS,0.5,0.101,0.0956,290,-450,fanduel,Under,0.10532261844763247,0.101,0.10532261844763247
2025-10-24,Alex Iafallo,WPG,ASSISTS,0.5,0.203,0.1833,210,-285,draftkings,Under,0.10320414844994813,0.203,0.10320414844994813
2025-10-24,Neal Pionk,WPG,ASSISTS,0.5,0.233,0.2082,190,-255,draftkings,Under,0.1023714460670972,0.233,0.1023714460670972
2025-10-24,Jeff Skinner,SJS,SOG,1.5,2.491,0.7108,-182,140,draftkings,Over,0.1013484837114687,2.491,0.1013484837114687
2025-10-24,Vladislav Namestnikov,WPG,ASSISTS,0.5,0.135,0.1263,270,-385,draftkings,Under,0.10064296692267613,0.135,0.10064296692267613
2025-10-24,Alexander Wennberg,SJS,ASSISTS,0.5,0.369,0.3085,256,-374,pinnacle,Over,0.09814365264955005,0.369,0.09814365264955005
2025-10-24,Macklin Celebrini,SJS,SOG,2.5,2.679,0.5012,-165,120,pinnacle,Under,0.09744554062929878,2.679,0.09744554062929878
2025-10-24,Jeff Skinner,SJS,SOG,1.5,2.491,0.7108,-188,142,fanduel,Over,0.08888415048702925,2.491,0.08888415048702925
2025-10-24,Will Smith,SJS,GOALS,0.5,0.108,0.1026,310,-470,fanduel,Under,0.08837055411425532,0.108,0.08837055411425532
2025-10-24,Nino Niederreiter,WPG,POINTS,0.5,0.42,0.3428,120,-154,draftkings,Under,0.08391211317626329,0.42,0.08391211317626329
2025-10-24,Alex Iafallo,WPG,ASSISTS,0.5,0.203,0.1833,219,-311,pinnacle,Under,0.0792484898207263,0.203,0.0792484898207263
2025-10-24,Jeff Skinner,SJS,SOG,1.5,2.491,0.7108,-195,141,pinnacle,Over,0.07531187653152849,2.491,0.07531187653152849
2025-10-24,Neal Pionk,WPG,ASSISTS,0.5,0.233,0.2082,195,-280,pinnacle,Under,0.07464580607547011,0.233,0.07464580607547011
2025-10-24,Vladislav Namestnikov,WPG,POINTS,0.5,0.318,0.2723,162,-210,fanduel,Under,0.07429695285188864,0.318,0.07429695285188864
2025-10-24,Macklin Celebrini,SJS,SOG,2.5,2.679,0.5012,-148,115,draftkings,Under,0.07250359652408733,2.679,0.07250359652408733
2025-10-24,Vladislav Namestnikov,WPG,POINTS,0.5,0.318,0.2723,160,-212,draftkings,Under,0.07102763771843801,0.318,0.07102763771843801
2025-10-24,Vladislav Namestnikov,WPG,ASSISTS,0.5,0.135,0.1263,295,-446,pinnacle,Under,0.06960454013598874,0.135,0.06960454013598874
2025-10-24,Neal Pionk,WPG,POINTS,0.5,0.375,0.3125,140,-182,draftkings,Under,0.06531737970647383,0.375,0.06531737970647383
2025-10-24,Nino Niederreiter,WPG,POINTS,0.5,0.42,0.3428,126,-162,fanduel,Under,0.06283867848828312,0.42,0.06283867848828312
2025-10-24,Neal Pionk,WPG,POINTS,0.5,0.375,0.3125,142,-184,fanduel,Under,0.06121116100578583,0.375,0.06121116100578583
2025-10-24,Macklin Celebrini,SJS,POINTS,0.5,0.967,0.6197,-142,112,fanduel,Over,0.0560527712476116,0.967,0.0560527712476116
2025-10-24,Vladislav Namestnikov,WPG,POINTS,0.5,0.318,0.2723,163,-222,pinnacle,Under,0.05556466073590105,0.318,0.05556466073590105
2025-10-24,Kyle Connor,WPG,GOALS,0.5,0.391,0.3235,130,-180,fanduel,Under,0.052353126668472805,0.391,0.052353126668472805
2025-10-24,Nino Niederreiter,WPG,POINTS,0.5,0.42,0.3428,125,-167,pinnacle,Under,0.05069306119056982,0.42,0.05069306119056982
2025-10-24,Mark Scheifele,WPG,POINTS,0.5,1.351,0.741,-240,180,draftkings,Over,0.04981849627257828,1.351,0.04981849627257828
2025-10-24,Neal Pionk,WPG,POINTS,0.5,0.375,0.3125,144,-193,pinnacle,Under,0.043786326208566206,0.375,0.043786326208566206
2025-10-24,Macklin Celebrini,SJS,POINTS,0.5,0.967,0.6197,-148,115,draftkings,Over,0.03836146951797775,0.967,0.03836146951797775
2025-10-24,Mark Scheifele,WPG,POINTS,0.5,1.351,0.741,-255,185,pinnacle,Over,0.03165554651007685,1.351,0.03165554651007685
2025-10-24,Macklin Celebrini,SJS,POINTS,0.5,0.967,0.6197,-153,115,pinnacle,Over,0.024678654454753257,0.967,0.024678654454753257
2025-10-24,Mark Scheifele,WPG,POINTS,0.5,1.351,0.741,-265,200,fanduel,Over,0.020689237219509993,1.351,0.020689237219509993
2025-10-24,Tyler Toffoli,SJS,SOG,2.5,2.578,0.4759,-122,-106,fanduel,Under,0.018515962028274657,2.578,0.018515962028274657
2025-10-24,Alex Wennberg,SJS,ASSISTS,0.5,0.369,0.3085,230,-320,draftkings,Over,0.01794214992795362,0.369,0.01794214992795362
2025-10-24,Tyler Toffoli,SJS,ASSISTS,0.5,0.411,0.3367,201,-281,pinnacle,Over,0.013493085988852682,0.411,0.013493085988852682
