date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,ev_over,chosen_prob,edge_score,edge_drivers,edge_reasons,proj
2026-05-18,Phillip Danault,MTL,BUF,SOG,0.5,2.075493574142456,0.8745055286216067,-179,133.0,williamhill_us,Over,-179.0,0.36305610327054905,0.36305610327054905,0.8745055286216067,0.5801140978446577,MODEL OVR · JUICE+ · CONF60+ · CONS4+ · B2B · MATCHUP-,MODEL OVR · JUICE+ · CONF60+ · CONS4+ · B2B · MATCHUP-,2.075493574142456
2026-05-18,Tage Thompson,BUF,MTL,SOG,3.5,2.4,0.17297174030349166,-115,-115.0,draftkings,Under,-115.0,0.5461832681282547,0.5461832681282547,0.8270282596965084,0.5556789441633995,MODEL UND · CONF60+ · CONS5+ · B2B,MODEL UND · CONF60+ · CONS5+ · B2B,2.4
2026-05-18,Zack Bolduc,MTL,BUF,SOG,0.5,1.7411750555038452,0.8246857244678601,-215,165.0,draftkings,Over,-215.0,0.2082604800343067,0.2082604800343067,0.8246857244678601,0.5402582545216607,MODEL OVR · JUICE+ · CONF60+ · CONS4+ · B2B · MATCHUP-,MODEL OVR · JUICE+ · CONF60+ · CONS4+ · B2B · MATCHUP-,1.7411750555038452
2026-05-18,Nick Suzuki,MTL,BUF,ASSISTS,0.5,0.3235660493373871,0.27545101476997924,-135,102.0,pinnacle,Under,102.0,0.46358895016464197,0.46358895016464197,0.7245489852300208,0.5117244888820311,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,0.3235660493373871
2026-05-18,Ivan Demidov,MTL,BUF,SOG,1.5,2.6062190532684326,0.7338137915780945,-175,130.0,betmgm,Over,-175.0,0.15313595819414838,0.15313595819414838,0.7338137915780945,0.4675607082098481,MODEL OVR · JUICE+ · CONF60+ · CONS5+ · B2B · MATCHUP-,MODEL OVR · JUICE+ · CONF60+ · CONS5+ · B2B · MATCHUP-,2.6062190532684326
2026-05-18,Owen Power,BUF,MTL,SOG,1.5,2.4,0.6915589588159976,187,-258.0,pinnacle,Over,187.0,0.9847742118019132,0.9847742118019132,0.6915589588159976,0.45919083064660543,MODEL OVR · CONF60+ · CONS4+ · B2B,MODEL OVR · CONF60+ · CONS4+ · B2B,2.4
2026-05-18,Mattias Samuelsson,BUF,MTL,SOG,1.5,2.4,0.6915589588159976,129,-172.0,pinnacle,Over,129.0,0.5836700156886345,0.5836700156886345,0.6915589588159976,0.45919083064660543,MODEL OVR · CONF60+ · CONS2 · B2B,MODEL OVR · CONF60+ · CONS2 · B2B,2.4
2026-05-18,Bowen Byram,BUF,MTL,SOG,1.5,2.4,0.6915589588159976,-120,-108.0,fanduel,Over,-120.0,0.26785809116266235,0.26785809116266235,0.6915589588159976,0.45919083064660543,MODEL OVR · CONF60+ · CONS5+ · B2B,MODEL OVR · CONF60+ · CONS5+ · B2B,2.4
2026-05-18,Jason Zucker,BUF,MTL,SOG,1.5,2.4,0.6915589588159976,-122,-106.0,fanduel,Over,-122.0,0.2584105644028809,0.2584105644028809,0.6915589588159976,0.45919083064660543,MODEL OVR · PRICE+ · CONF60+ · CONS5+ · B2B,MODEL OVR · PRICE+ · CONF60+ · CONS5+ · B2B,2.4
2026-05-18,Josh Norris,BUF,MTL,SOG,1.5,2.4,0.6915589588159976,-122,-106.0,fanduel,Over,-122.0,0.2584105644028809,0.2584105644028809,0.6915589588159976,0.45919083064660543,MODEL OVR · PRICE+ · CONF60+ · CONS5+ · B2B,MODEL OVR · PRICE+ · CONF60+ · CONS5+ · B2B,2.4
2026-05-18,Zach Benson,BUF,MTL,SOG,1.5,2.4,0.6915589588159976,-188,144.0,fanduel,Over,-188.0,0.059409468824506984,0.059409468824506984,0.6915589588159976,0.45919083064660543,MODEL OVR · PRICE- · JUICE+ · CONF60+ · CONS5+ · B2B,MODEL OVR · PRICE- · JUICE+ · CONF60+ · CONS5+ · B2B,2.4
2026-05-18,Rasmus Dahlin,BUF,MTL,ASSISTS,0.5,0.45,0.3493693361689746,-129,-103.0,pinnacle,Under,-103.0,0.282310919977652,0.282310919977652,0.6506306638310254,0.4525898317628349,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,0.45
2026-05-18,Alex Newhook,MTL,BUF,SOG,1.5,2.4263267517089844,0.6972469984288494,-165,126.0,fanduel,Over,-165.0,0.11982093687057627,0.11982093687057627,0.6972469984288494,0.438307273690452,MODEL OVR · PRICE+ · JUICE · CONF60+ · CONS5+ · B2B · MATCHUP-,MODEL OVR · PRICE+ · JUICE · CONF60+ · CONS5+ · B2B · MATCHUP-,2.4263267517089844
2026-05-18,Ivan Demidov,MTL,BUF,POINTS,0.5,0.4627461433410644,0.3720796122661388,-129,-103.0,pinnacle,Under,-103.0,0.23755183213566833,0.23755183213566833,0.6279203877338613,0.43100194806611186,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,MODEL UND · CONF60+ · CONS3+ · B2B · MATCHUP+,0.4627461433410644
2026-05-18,Lane Hutson,MTL,BUF,SOG,1.5,2.272792100906372,0.6628234595299951,-113,-115.0,fanduel,Over,-113.0,0.2493928927423802,0.2493928927423802,0.6628234595299951,0.41076844257136863,MODEL OVR · CONF60+ · CONS5+ · B2B · MATCHUP-,MODEL OVR · CONF60+ · CONS5+ · B2B · MATCHUP-,2.272792100906372
2026-05-18,Cole Caufield,MTL,BUF,SOG,2.5,2.4084315299987797,0.3961127443822973,-176,134.0,fanduel,Under,134.0,0.4130961781454241,0.4130961781454241,0.6038872556177026,0.40260012954678964,MODEL UND · PRICE+ · CONF60+ · CONS5+ · B2B · MATCHUP+,MODEL UND · PRICE+ · CONF60+ · CONS5+ · B2B · MATCHUP+,2.4084315299987797
2026-05-18,Josh Anderson,MTL,BUF,SOG,1.5,2.177802324295044,0.6399860360041104,162,-221.0,pinnacle,Over,162.0,0.6767634143307694,0.6767634143307694,0.6399860360041104,0.3924985037506608,MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,2.177802324295044
2026-05-18,Rasmus Dahlin,BUF,MTL,SOG,2.5,2.4,0.39396803713236717,-170,127.0,pinnacle,Under,127.0,0.37569255570952653,0.37569255570952653,0.6060319628676328,0.378881906700299,MODEL UND · CONF60+ · CONS5+ · B2B,MODEL UND · CONF60+ · CONS5+ · B2B,2.4
2026-05-18,Jack Quinn,BUF,MTL,SOG,2.5,2.4,0.39396803713236717,-130,-103.0,williamhill_us,Under,-103.0,0.1944125093410628,0.1944125093410628,0.6060319628676328,0.378881906700299,MODEL UND · CONF60+ · CONS5+ · B2B,MODEL UND · CONF60+ · CONS5+ · B2B,2.4
2026-05-18,Cole Caufield,MTL,BUF,POINTS,0.5,0.6115484833717346,0.43868475768787907,-183,136.0,pinnacle,Under,136.0,0.3247039718566056,0.3247039718566056,0.5613152423121209,0.3777178317287196,MODEL UND · CONF55+ · CONS3+ · B2B · MATCHUP+,MODEL UND · CONF55+ · CONS3+ · B2B · MATCHUP+,0.6115484833717346
2026-05-18,Jake Evans,MTL,BUF,SOG,1.5,2.073688745498657,0.613572248825504,187,-259.0,pinnacle,Over,187.0,0.7609523541291965,0.7609523541291965,0.613572248825504,0.3713674740077757,MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,MODEL OVR · CONF60+ · CONS4+ · B2B · MATCHUP-,2.073688745498657
2026-05-18,Nick Suzuki,MTL,BUF,POINTS,0.5,0.6843652725219727,0.46780582841196816,-265,191.0,pinnacle,Under,191.0,0.5486850393211726,0.5486850393211726,0.5321941715880318,0.3544209751494483,MODEL UND · CONS3+ · B2B · MATCHUP+,MODEL UND · CONS3+ · B2B · MATCHUP+,0.6843652725219727
2026-05-18,Tage Thompson,BUF,MTL,POINTS,0.5,0.9,0.543765510353974,-220,160.0,betmgm,Under,160.0,0.18620967307966763,0.18620967307966763,0.456234489646026,0.331023314095446,MODEL UND · CONS3+ · B2B · MATCHUP+,MODEL UND · CONS3+ · B2B · MATCHUP+,0.9
