date,player,team,position,market,proj_lambda
2025-10-31,D. Heatherington,ANA,D,ASSISTS,0.45
2025-10-31,D. Heatherington,ANA,D,BLOCKS,1.3
2025-10-31,D. Heatherington,ANA,D,GOALS,0.35
2025-10-31,D. Heatherington,ANA,D,POINTS,0.9
2025-10-31,D. Heatherington,ANA,D,SOG,2.4
2025-10-31,D. Helleson,ANA,D,ASSISTS,0.2005193680524826
2025-10-31,D. Helleson,ANA,D,BLOCKS,0.7827648520469666
2025-10-31,D. Helleson,ANA,D,GOALS,0.24453307688236237
2025-10-31,D. Helleson,ANA,D,POINTS,0.3984084725379944
2025-10-31,D. Helleson,ANA,D,SOG,1.7274900674819946
2025-10-31,G. Lindstrom,ANA,D,ASSISTS,0.25032901763916016
2025-10-31,G. Lindstrom,ANA,D,BLOCKS,1.0999326705932617
2025-10-31,G. Lindstrom,ANA,D,GOALS,5.573123780777678e-05
2025-10-31,G. Lindstrom,ANA,D,POINTS,0.10000968724489212
2025-10-31,G. Lindstrom,ANA,D,SOG,1.5080002546310425
2025-10-31,I. Moore,ANA,D,ASSISTS,0.45
2025-10-31,I. Moore,ANA,D,BLOCKS,1.3
2025-10-31,I. Moore,ANA,D,GOALS,0.35
2025-10-31,I. Moore,ANA,D,POINTS,0.9
2025-10-31,I. Moore,ANA,D,SOG,2.4
2025-10-31,J. LaCombe,ANA,D,ASSISTS,0.5916184186935425
2025-10-31,J. LaCombe,ANA,D,BLOCKS,1.8799362182617188
2025-10-31,J. LaCombe,ANA,D,GOALS,5.764032948718523e-07
2025-10-31,J. LaCombe,ANA,D,POINTS,0.7351546287536621
2025-10-31,J. LaCombe,ANA,D,SOG,1.788941740989685
2025-10-31,J. Trouba,ANA,D,ASSISTS,0.36251014471054077
2025-10-31,J. Trouba,ANA,D,BLOCKS,1.678931474685669
2025-10-31,J. Trouba,ANA,D,GOALS,0.15826493501663208
2025-10-31,J. Trouba,ANA,D,POINTS,0.22415784001350403
2025-10-31,J. Trouba,ANA,D,SOG,1.5775938034057617
2025-10-31,K. Smith,ANA,D,ASSISTS,0.45
2025-10-31,K. Smith,ANA,D,BLOCKS,1.3
2025-10-31,K. Smith,ANA,D,GOALS,0.35
2025-10-31,K. Smith,ANA,D,POINTS,0.9
2025-10-31,K. Smith,ANA,D,SOG,2.4
2025-10-31,L. Profaca,ANA,D,ASSISTS,0.45
2025-10-31,L. Profaca,ANA,D,BLOCKS,1.3
2025-10-31,L. Profaca,ANA,D,GOALS,0.35
2025-10-31,L. Profaca,ANA,D,POINTS,0.9
2025-10-31,L. Profaca,ANA,D,SOG,2.4
2025-10-31,M. Pysyk,ANA,D,ASSISTS,0.45
2025-10-31,M. Pysyk,ANA,D,BLOCKS,1.3
2025-10-31,M. Pysyk,ANA,D,GOALS,0.35
2025-10-31,M. Pysyk,ANA,D,POINTS,0.9
2025-10-31,M. Pysyk,ANA,D,SOG,2.4
2025-10-31,N. Warren,ANA,D,ASSISTS,0.45
2025-10-31,N. Warren,ANA,D,BLOCKS,1.3
2025-10-31,N. Warren,ANA,D,GOALS,0.35
2025-10-31,N. Warren,ANA,D,POINTS,0.9
2025-10-31,N. Warren,ANA,D,SOG,2.4
2025-10-31,N. Wolff,ANA,D,ASSISTS,0.45
2025-10-31,N. Wolff,ANA,D,BLOCKS,1.3
2025-10-31,N. Wolff,ANA,D,GOALS,0.35
2025-10-31,N. Wolff,ANA,D,POINTS,0.9
2025-10-31,N. Wolff,ANA,D,SOG,2.4
2025-10-31,O. Zellweger,ANA,D,ASSISTS,0.13715966045856476
2025-10-31,O. Zellweger,ANA,D,BLOCKS,0.8189853429794312
2025-10-31,O. Zellweger,ANA,D,GOALS,5.764032948718523e-07
2025-10-31,O. Zellweger,ANA,D,POINTS,0.11631239950656891
2025-10-31,O. Zellweger,ANA,D,SOG,2.3436572551727295
2025-10-31,P. Mintyukov,ANA,D,ASSISTS,0.23095212876796722
2025-10-31,P. Mintyukov,ANA,D,BLOCKS,0.8403591513633728
2025-10-31,P. Mintyukov,ANA,D,GOALS,5.764032948718523e-07
2025-10-31,P. Mintyukov,ANA,D,POINTS,0.22286532819271088
2025-10-31,P. Mintyukov,ANA,D,SOG,1.4466252326965332
2025-10-31,R. Dionicio,ANA,D,ASSISTS,0.45
2025-10-31,R. Dionicio,ANA,D,BLOCKS,1.3
2025-10-31,R. Dionicio,ANA,D,GOALS,0.35
2025-10-31,R. Dionicio,ANA,D,POINTS,0.9
2025-10-31,R. Dionicio,ANA,D,SOG,2.4
2025-10-31,R. Gudas,ANA,D,ASSISTS,0.1334829032421112
2025-10-31,R. Gudas,ANA,D,BLOCKS,1.6565155982971191
2025-10-31,R. Gudas,ANA,D,GOALS,0.10535774379968643
2025-10-31,R. Gudas,ANA,D,POINTS,0.21724891662597656
2025-10-31,R. Gudas,ANA,D,SOG,2.392021656036377
2025-10-31,R. McKeown,ANA,D,ASSISTS,0.45
2025-10-31,R. McKeown,ANA,D,BLOCKS,1.3
2025-10-31,R. McKeown,ANA,D,GOALS,0.35
2025-10-31,R. McKeown,ANA,D,POINTS,0.9
2025-10-31,R. McKeown,ANA,D,SOG,2.4
2025-10-31,S. Solberg,ANA,D,ASSISTS,0.45
2025-10-31,S. Solberg,ANA,D,BLOCKS,1.3
2025-10-31,S. Solberg,ANA,D,GOALS,0.35
2025-10-31,S. Solberg,ANA,D,POINTS,0.9
2025-10-31,S. Solberg,ANA,D,SOG,2.4
2025-10-31,T. Hinds,ANA,D,ASSISTS,0.45
2025-10-31,T. Hinds,ANA,D,BLOCKS,1.3
2025-10-31,T. Hinds,ANA,D,GOALS,0.35
2025-10-31,T. Hinds,ANA,D,POINTS,0.9
2025-10-31,T. Hinds,ANA,D,SOG,2.4
2025-10-31,T. Luneau,ANA,D,ASSISTS,0.009833134710788727
2025-10-31,T. Luneau,ANA,D,BLOCKS,1.0614851713180542
2025-10-31,T. Luneau,ANA,D,GOALS,5.764032948718523e-07
2025-10-31,T. Luneau,ANA,D,POINTS,0.007933929562568665
2025-10-31,T. Luneau,ANA,D,SOG,1.7683926820755005
2025-10-31,A. Killorn,ANA,F,ASSISTS,0.13715966045856476
2025-10-31,A. Killorn,ANA,F,BLOCKS,0.7304811477661133
2025-10-31,A. Killorn,ANA,F,GOALS,0.10535774379968643
2025-10-31,A. Killorn,ANA,F,POINTS,0.22286532819271088
2025-10-31,A. Killorn,ANA,F,SOG,2.2548282146453857
2025-10-31,B. McGinn,ANA,F,ASSISTS,0.13715966045856476
2025-10-31,B. McGinn,ANA,F,BLOCKS,0.754608690738678
2025-10-31,B. McGinn,ANA,F,GOALS,0.10535774379968643
2025-10-31,B. McGinn,ANA,F,POINTS,0.22286532819271088
2025-10-31,B. McGinn,ANA,F,SOG,1.863459587097168
2025-10-31,B. McLaughlin,ANA,F,ASSISTS,0.45
2025-10-31,B. McLaughlin,ANA,F,BLOCKS,1.3
2025-10-31,B. McLaughlin,ANA,F,GOALS,0.35
2025-10-31,B. McLaughlin,ANA,F,POINTS,0.9
2025-10-31,B. McLaughlin,ANA,F,SOG,2.4
2025-10-31,B. Sennecke,ANA,F,ASSISTS,0.23095212876796722
2025-10-31,B. Sennecke,ANA,F,BLOCKS,0.6321894526481628
2025-10-31,B. Sennecke,ANA,F,GOALS,0.33482909202575684
2025-10-31,B. Sennecke,ANA,F,POINTS,0.5443688631057739
2025-10-31,B. Sennecke,ANA,F,SOG,2.2285332679748535
2025-10-31,B. Tracey,ANA,F,ASSISTS,0.45
2025-10-31,B. Tracey,ANA,F,BLOCKS,1.3
2025-10-31,B. Tracey,ANA,F,GOALS,0.35
2025-10-31,B. Tracey,ANA,F,POINTS,0.9
2025-10-31,B. Tracey,ANA,F,SOG,2.4
2025-10-31,C. De Leo,ANA,F,ASSISTS,0.45
2025-10-31,C. De Leo,ANA,F,BLOCKS,1.3
2025-10-31,C. De Leo,ANA,F,GOALS,0.35
2025-10-31,C. De Leo,ANA,F,POINTS,0.9
2025-10-31,C. De Leo,ANA,F,SOG,2.4
2025-10-31,C. Gauthier,ANA,F,ASSISTS,0.1334829032421112
2025-10-31,C. Gauthier,ANA,F,BLOCKS,0.40123724937438965
2025-10-31,C. Gauthier,ANA,F,GOALS,0.6801960468292236
2025-10-31,C. Gauthier,ANA,F,POINTS,0.9338222742080688
2025-10-31,C. Gauthier,ANA,F,SOG,5.227044582366943
2025-10-31,C. Kreider,ANA,F,ASSISTS,0.25032901763916016
2025-10-31,C. Kreider,ANA,F,BLOCKS,0.22749878466129303
2025-10-31,C. Kreider,ANA,F,GOALS,0.3634183406829834
2025-10-31,C. Kreider,ANA,F,POINTS,0.4824668765068054
2025-10-31,C. Kreider,ANA,F,SOG,2.3374524116516113
2025-10-31,C. Meyer,ANA,F,ASSISTS,0.1188485398888588
2025-10-31,C. Meyer,ANA,F,BLOCKS,0.34325236082077026
2025-10-31,C. Meyer,ANA,F,GOALS,0.15826493501663208
2025-10-31,C. Meyer,ANA,F,POINTS,0.12011858075857162
2025-10-31,C. Meyer,ANA,F,SOG,1.8991707563400269
2025-10-31,C. Pitre,ANA,F,ASSISTS,0.45
2025-10-31,C. Pitre,ANA,F,BLOCKS,1.3
2025-10-31,C. Pitre,ANA,F,GOALS,0.35
2025-10-31,C. Pitre,ANA,F,POINTS,0.9
2025-10-31,C. Pitre,ANA,F,SOG,2.4
2025-10-31,F. Vatrano,ANA,F,ASSISTS,0.13715966045856476
2025-10-31,F. Vatrano,ANA,F,BLOCKS,0.664058268070221
2025-10-31,F. Vatrano,ANA,F,GOALS,5.764032948718523e-07
2025-10-31,F. Vatrano,ANA,F,POINTS,0.11631239950656891
2025-10-31,F. Vatrano,ANA,F,SOG,2.417079210281372
2025-10-31,J. Bailey,ANA,F,ASSISTS,1.8802886188495904e-05
2025-10-31,J. Bailey,ANA,F,BLOCKS,0.27680081129074097
2025-10-31,J. Bailey,ANA,F,GOALS,1.0556045708653983e-06
2025-10-31,J. Bailey,ANA,F,POINTS,0.0004567681171465665
2025-10-31,J. Bailey,ANA,F,SOG,1.3507813215255737
2025-10-31,J. Caulfield,ANA,F,ASSISTS,0.45
2025-10-31,J. Caulfield,ANA,F,BLOCKS,1.3
2025-10-31,J. Caulfield,ANA,F,GOALS,0.35
2025-10-31,J. Caulfield,ANA,F,POINTS,0.9
2025-10-31,J. Caulfield,ANA,F,SOG,2.4
2025-10-31,J. Harkins,ANA,F,ASSISTS,1.8802886188495904e-05
2025-10-31,J. Harkins,ANA,F,BLOCKS,0.6449786424636841
2025-10-31,J. Harkins,ANA,F,GOALS,1.0556045708653983e-06
2025-10-31,J. Harkins,ANA,F,POINTS,0.0004567681171465665
2025-10-31,J. Harkins,ANA,F,SOG,1.6286354064941406
2025-10-31,J. Mysak,ANA,F,ASSISTS,0.45
2025-10-31,J. Mysak,ANA,F,BLOCKS,1.3
2025-10-31,J. Mysak,ANA,F,GOALS,0.35
2025-10-31,J. Mysak,ANA,F,POINTS,0.9
2025-10-31,J. Mysak,ANA,F,SOG,2.4
2025-10-31,J. Perreault,ANA,F,ASSISTS,0.45
2025-10-31,J. Perreault,ANA,F,BLOCKS,1.3
2025-10-31,J. Perreault,ANA,F,GOALS,0.35
2025-10-31,J. Perreault,ANA,F,POINTS,0.9
2025-10-31,J. Perreault,ANA,F,SOG,2.4
2025-10-31,J. Silfverberg,ANA,F,ASSISTS,0.13715966045856476
2025-10-31,J. Silfverberg,ANA,F,BLOCKS,0.7342836260795593
2025-10-31,J. Silfverberg,ANA,F,GOALS,0.10535774379968643
2025-10-31,J. Silfverberg,ANA,F,POINTS,0.2881387174129486
2025-10-31,J. Silfverberg,ANA,F,SOG,1.7198646068572998
2025-10-31,J. Wiebe,ANA,F,ASSISTS,0.45
2025-10-31,J. Wiebe,ANA,F,BLOCKS,1.3
2025-10-31,J. Wiebe,ANA,F,GOALS,0.35
2025-10-31,J. Wiebe,ANA,F,POINTS,0.9
2025-10-31,J. Wiebe,ANA,F,SOG,2.4
2025-10-31,L. Carlsson,ANA,F,ASSISTS,0.809380292892456
2025-10-31,L. Carlsson,ANA,F,BLOCKS,0.2572941184043884
2025-10-31,L. Carlsson,ANA,F,GOALS,0.43013375997543335
2025-10-31,L. Carlsson,ANA,F,POINTS,1.349865436553955
2025-10-31,L. Carlsson,ANA,F,SOG,2.488124132156372
2025-10-31,M. Granlund,ANA,F,ASSISTS,0.4429946839809418
2025-10-31,M. Granlund,ANA,F,BLOCKS,0.3697645962238312
