date,player,team,opp,market,line,book,over_price,under_price,proj_lambda,p_over,side,ev,chosen_prob,source,team_norm,player_norm
2026-02-05,Alex Tuch,BUF,,ASSISTS,0.5,draftkings,145.0,-188.0,0.2789,0.216688,Under,0.1999673191489361,0.783312,ev,BUF,alex tuch
2026-02-05,Bowen Byram,BUF,,ASSISTS,0.5,betmgm,210.0,-300.0,0.2315,0.188812,Under,0.0815839999999999,0.811188,ev,BUF,bowen byram
2026-02-05,Bowen Byram,BUF,,POINTS,0.5,betmgm,165.0,-220.0,0.2175,0.175313,Under,0.1995447272727272,0.824687,ev,BUF,bowen byram
2026-02-05,Jack Quinn,BUF,,GOALS,0.5,fanduel,270.0,-400.0,0.1806,0.151062,Under,0.0611724999999999,0.848938,ev,BUF,jack quinn
2026-02-05,Jason Zucker,BUF,,ASSISTS,0.5,pinnacle,165.0,-210.0,0.3288,0.252375,Under,0.1036369047619047,0.747625,ev,BUF,jason zucker
2026-02-05,Josh Doan,BUF,,ASSISTS,0.5,betmgm,175.0,-235.0,0.1797,0.149062,Under,0.2130392765957446,0.850938,ev,BUF,josh doan
2026-02-05,Josh Doan,BUF,,GOALS,0.5,fanduel,270.0,-420.0,0.1754,0.151438,Under,0.0506005714285715,0.848562,ev,BUF,josh doan
2026-02-05,Josh Doan,BUF,,POINTS,0.5,draftkings,-110.0,-120.0,0.3756,0.27525,Under,0.3287083333333335,0.72475,ev,BUF,josh doan
2026-02-05,Owen Power,BUF,,ASSISTS,0.5,betmgm,230.0,-325.0,0.1797,0.152188,Under,0.1086772307692308,0.847812,ev,BUF,owen power
2026-02-05,Owen Power,BUF,,POINTS,0.5,betmgm,175.0,-235.0,0.2527,0.205063,Under,0.1332080638297872,0.794937,ev,BUF,owen power
2026-02-05,Tage Thompson,BUF,,ASSISTS,0.5,betmgm,-105.0,-125.0,0.5375,0.354875,Under,0.1612249999999999,0.645125,ev,BUF,tage thompson
