date,home,away,market,ev,date_key,total_line_used,model_total,model_spread,period1_home_proj,period1_away_proj,p_home_ml,p_away_ml,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,home_ml_odds,away_ml_odds,home_ml_book,away_ml_book,over_odds,under_odds,over_book,under_book,home_pl_-1.5_odds,away_pl_+1.5_odds,home_pl_-1.5_book,away_pl_+1.5_book,p_f10_yes,p_f10_no,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-04-25T21:30:00Z,Minnesota Wild,Dallas Stars,ev_home_pl_-1.5,-0.5836,2026-04-25,5.5,6.29,0.3,0.8,1.01,0.5778115614492163,0.4221884385507837,0.5341884418036575,0.4658115581963424,0.1487,0.8513,-142.0,120.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,180.0,-218.0,draftkings,draftkings,0.6304613709704842,0.36953862902951584,,,,,,0.79,puckline,home_pl_-1.5,0.1487,180.0,draftkings,,Minnesota Wild -1.5,0.4930878238141208,p=0.149; spread +0.30; cover margin -1.20,MODEL HOME · COVER-
2026-04-25T21:30:00Z,Minnesota Wild,Dallas Stars,ev_away_pl_+1.5,0.2418,2026-04-25,5.5,6.29,0.3,0.8,1.01,0.5778115614492163,0.4221884385507837,0.5341884418036575,0.4658115581963424,0.1487,0.8513,-142.0,120.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,180.0,-218.0,draftkings,draftkings,0.6304613709704842,0.36953862902951584,,,,,,0.79,puckline,away_pl_+1.5,0.8513,-218.0,draftkings,,Dallas Stars +1.5,0.4739519242980575,p=0.851; spread +0.30; cover margin -1.80,MODEL AWAY · COVER-
2026-04-25T19:00:00Z,Ottawa Senators,Carolina Hurricanes,ev_over,0.055,2026-04-25,5.5,6.1,0.69,1.1,0.89,0.4993693003222956,0.5006306996777043,0.5754713697953785,0.4245286302046215,0.34415,0.65585,110.0,-130.0,draftkings,draftkings,-120.0,100.0,draftkings,draftkings,,,draftkings,draftkings,0.6652930814234969,0.33470691857650314,,,,,,0.5999999999999996,totals,over,0.5754713697953785,-120.0,draftkings,5.5,Over 5.5,0.46698556695872695,total 6.10 vs line 5.5 (+0.60); p=0.575; P1 pace 1.99,MODEL OVR · LINE+
2026-04-26T00:00:00Z,Philadelphia Flyers,Pittsburgh Penguins,ev_over,-0.0376,2026-04-26,5.5,6.21,0.69,1.06,0.82,0.5717734356840383,0.4282265643159617,0.5346556377527343,0.4653443622472657,0.33535,0.66465,-120.0,100.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,210.0,-258.0,draftkings,draftkings,0.6444182150217139,0.3555817849782861,,,,,,0.71,totals,over,0.5346556377527343,-125.0,draftkings,5.5,Over 5.5,0.42343822618853183,total 6.21 vs line 5.5 (+0.71); p=0.535; P1 pace 1.88,MODEL OVR · LINE+ · PACE-
2026-04-25T21:30:00Z,Minnesota Wild,Dallas Stars,ev_over,-0.0549,2026-04-25,5.5,6.29,0.3,0.8,1.01,0.5778115614492163,0.4221884385507837,0.5341884418036575,0.4658115581963424,0.1487,0.8513,-142.0,120.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,180.0,-218.0,draftkings,draftkings,0.6304613709704842,0.36953862902951584,,,,,,0.79,totals,over,0.5341884418036575,-130.0,draftkings,5.5,Over 5.5,0.41925761863778027,total 6.29 vs line 5.5 (+0.79); p=0.534; P1 pace 1.81,MODEL OVR · LINE+ · PACE-
2026-04-26T00:00:00Z,Philadelphia Flyers,Pittsburgh Penguins,ev_home_ml,0.0483,2026-04-26,5.5,6.21,0.69,1.06,0.82,0.5717734356840383,0.4282265643159617,0.5346556377527343,0.4653443622472657,0.33535,0.66465,-120.0,100.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,210.0,-258.0,draftkings,draftkings,0.6444182150217139,0.3555817849782861,,,,,,0.71,moneyline,home_ml,0.5717734356840383,-120.0,draftkings,,Philadelphia Flyers,0.4012146911003992,p=0.572; spread +0.69,MODEL HOME · SPREAD+
2026-04-25T21:30:00Z,Minnesota Wild,Dallas Stars,ev_home_ml,-0.0153,2026-04-25,5.5,6.29,0.3,0.8,1.01,0.5778115614492163,0.4221884385507837,0.5341884418036575,0.4658115581963424,0.1487,0.8513,-142.0,120.0,draftkings,draftkings,-130.0,110.0,draftkings,draftkings,180.0,-218.0,draftkings,draftkings,0.6304613709704842,0.36953862902951584,,,,,,0.79,moneyline,home_ml,0.5778115614492163,-142.0,draftkings,,Minnesota Wild,0.3481387676619625,p=0.578; spread +0.30,MODEL HOME · SPREAD+
2026-04-26T00:00:00Z,Philadelphia Flyers,Pittsburgh Penguins,ev_f10_yes,0.074,2026-04-26,5.5,6.21,0.69,1.06,0.82,0.5717734356840383,0.4282265643159617,0.5346556377527343,0.4653443622472657,0.33535,0.66465,-120.0,100.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,210.0,-258.0,draftkings,draftkings,0.6444182150217139,0.3555817849782861,,,,,,0.71,first10,f10_yes,0.6444182150217139,,,,Yes,0.30959070047447257,p=0.644; P1 pace 1.88,MODEL YES · PACE-
2026-04-26T00:00:00Z,Philadelphia Flyers,Pittsburgh Penguins,ev_f10_no,-0.4074,2026-04-26,5.5,6.21,0.69,1.06,0.82,0.5717734356840383,0.4282265643159617,0.5346556377527343,0.4653443622472657,0.33535,0.66465,-120.0,100.0,draftkings,draftkings,-125.0,105.0,draftkings,draftkings,210.0,-258.0,draftkings,draftkings,0.6444182150217139,0.3555817849782861,,,,,,0.71,first10,f10_no,0.3555817849782861,,,,No,0.30959070047447257,p=0.356; P1 pace 1.88,MODEL NO · PACE-
2026-04-25T19:00:00Z,Ottawa Senators,Carolina Hurricanes,ev_home_ml,0.0487,2026-04-25,5.5,6.1,0.69,1.1,0.89,0.4993693003222956,0.5006306996777043,0.5754713697953785,0.4245286302046215,0.34415,0.65585,110.0,-130.0,draftkings,draftkings,-120.0,100.0,draftkings,draftkings,,,draftkings,draftkings,0.6652930814234969,0.33470691857650314,,,,,,0.5999999999999996,moneyline,home_ml,0.4993693003222956,110.0,draftkings,,Ottawa Senators,0.30783985009208603,p=0.499; spread +0.69,MODEL HOME · SPREAD+
