date,player,team,position,market,proj_lambda
2025-10-28,D. Heatherington,ANA,D,ASSISTS,0.45
2025-10-28,D. Heatherington,ANA,D,BLOCKS,1.3
2025-10-28,D. Heatherington,ANA,D,GOALS,0.35
2025-10-28,D. Heatherington,ANA,D,POINTS,0.9
2025-10-28,D. Heatherington,ANA,D,SOG,2.4
2025-10-28,D. Helleson,ANA,D,ASSISTS,0.3249751925468445
2025-10-28,D. Helleson,ANA,D,BLOCKS,0.8000820875167847
2025-10-28,D. Helleson,ANA,D,GOALS,0.09771055728197098
2025-10-28,D. Helleson,ANA,D,POINTS,0.3984084725379944
2025-10-28,D. Helleson,ANA,D,SOG,1.7274900674819946
2025-10-28,G. Lindstrom,ANA,D,ASSISTS,0.25032901763916016
2025-10-28,G. Lindstrom,ANA,D,BLOCKS,1.0999326705932617
2025-10-28,G. Lindstrom,ANA,D,GOALS,5.573123780777678e-05
2025-10-28,G. Lindstrom,ANA,D,POINTS,0.10000968724489212
2025-10-28,G. Lindstrom,ANA,D,SOG,1.5080002546310425
2025-10-28,I. Moore,ANA,D,ASSISTS,0.45
2025-10-28,I. Moore,ANA,D,BLOCKS,1.3
2025-10-28,I. Moore,ANA,D,GOALS,0.35
2025-10-28,I. Moore,ANA,D,POINTS,0.9
2025-10-28,I. Moore,ANA,D,SOG,2.4
2025-10-28,J. LaCombe,ANA,D,ASSISTS,0.4581359624862671
2025-10-28,J. LaCombe,ANA,D,BLOCKS,1.8010331392288208
2025-10-28,J. LaCombe,ANA,D,GOALS,5.764032948718523e-07
2025-10-28,J. LaCombe,ANA,D,POINTS,0.4685160517692566
2025-10-28,J. LaCombe,ANA,D,SOG,2.2151081562042236
2025-10-28,J. Trouba,ANA,D,ASSISTS,0.3236835300922394
2025-10-28,J. Trouba,ANA,D,BLOCKS,1.522567868232727
2025-10-28,J. Trouba,ANA,D,GOALS,0.15826493501663208
2025-10-28,J. Trouba,ANA,D,POINTS,0.17359541356563568
2025-10-28,J. Trouba,ANA,D,SOG,1.5775938034057617
2025-10-28,K. Smith,ANA,D,ASSISTS,0.45
2025-10-28,K. Smith,ANA,D,BLOCKS,1.3
2025-10-28,K. Smith,ANA,D,GOALS,0.35
2025-10-28,K. Smith,ANA,D,POINTS,0.9
2025-10-28,K. Smith,ANA,D,SOG,2.4
2025-10-28,L. Profaca,ANA,D,ASSISTS,0.45
2025-10-28,L. Profaca,ANA,D,BLOCKS,1.3
2025-10-28,L. Profaca,ANA,D,GOALS,0.35
2025-10-28,L. Profaca,ANA,D,POINTS,0.9
2025-10-28,L. Profaca,ANA,D,SOG,2.4
2025-10-28,M. Pysyk,ANA,D,ASSISTS,0.45
2025-10-28,M. Pysyk,ANA,D,BLOCKS,1.3
2025-10-28,M. Pysyk,ANA,D,GOALS,0.35
2025-10-28,M. Pysyk,ANA,D,POINTS,0.9
2025-10-28,M. Pysyk,ANA,D,SOG,2.4
2025-10-28,N. Warren,ANA,D,ASSISTS,0.45
2025-10-28,N. Warren,ANA,D,BLOCKS,1.3
2025-10-28,N. Warren,ANA,D,GOALS,0.35
2025-10-28,N. Warren,ANA,D,POINTS,0.9
2025-10-28,N. Warren,ANA,D,SOG,2.4
2025-10-28,N. Wolff,ANA,D,ASSISTS,0.45
2025-10-28,N. Wolff,ANA,D,BLOCKS,1.3
2025-10-28,N. Wolff,ANA,D,GOALS,0.35
2025-10-28,N. Wolff,ANA,D,POINTS,0.9
2025-10-28,N. Wolff,ANA,D,SOG,2.4
2025-10-28,O. Zellweger,ANA,D,ASSISTS,0.23095212876796722
2025-10-28,O. Zellweger,ANA,D,BLOCKS,0.5814760327339172
2025-10-28,O. Zellweger,ANA,D,GOALS,5.764032948718523e-07
2025-10-28,O. Zellweger,ANA,D,POINTS,0.22286532819271088
2025-10-28,O. Zellweger,ANA,D,SOG,2.3436572551727295
2025-10-28,P. Mintyukov,ANA,D,ASSISTS,0.3249751925468445
2025-10-28,P. Mintyukov,ANA,D,BLOCKS,0.8403591513633728
2025-10-28,P. Mintyukov,ANA,D,GOALS,5.764032948718523e-07
2025-10-28,P. Mintyukov,ANA,D,POINTS,0.31946495175361633
2025-10-28,P. Mintyukov,ANA,D,SOG,1.4466252326965332
2025-10-28,R. Dionicio,ANA,D,ASSISTS,0.45
2025-10-28,R. Dionicio,ANA,D,BLOCKS,1.3
2025-10-28,R. Dionicio,ANA,D,GOALS,0.35
2025-10-28,R. Dionicio,ANA,D,POINTS,0.9
2025-10-28,R. Dionicio,ANA,D,SOG,2.4
2025-10-28,R. Gudas,ANA,D,ASSISTS,0.1334829032421112
2025-10-28,R. Gudas,ANA,D,BLOCKS,1.6565155982971191
2025-10-28,R. Gudas,ANA,D,GOALS,0.10535774379968643
2025-10-28,R. Gudas,ANA,D,POINTS,0.21724891662597656
2025-10-28,R. Gudas,ANA,D,SOG,2.392021656036377
2025-10-28,R. McKeown,ANA,D,ASSISTS,0.45
2025-10-28,R. McKeown,ANA,D,BLOCKS,1.3
2025-10-28,R. McKeown,ANA,D,GOALS,0.35
2025-10-28,R. McKeown,ANA,D,POINTS,0.9
2025-10-28,R. McKeown,ANA,D,SOG,2.4
2025-10-28,S. Solberg,ANA,D,ASSISTS,0.45
2025-10-28,S. Solberg,ANA,D,BLOCKS,1.3
2025-10-28,S. Solberg,ANA,D,GOALS,0.35
2025-10-28,S. Solberg,ANA,D,POINTS,0.9
2025-10-28,S. Solberg,ANA,D,SOG,2.4
2025-10-28,T. Hinds,ANA,D,ASSISTS,0.45
2025-10-28,T. Hinds,ANA,D,BLOCKS,1.3
2025-10-28,T. Hinds,ANA,D,GOALS,0.35
2025-10-28,T. Hinds,ANA,D,POINTS,0.9
2025-10-28,T. Hinds,ANA,D,SOG,2.4
2025-10-28,T. Luneau,ANA,D,ASSISTS,0.009833134710788727
2025-10-28,T. Luneau,ANA,D,BLOCKS,1.0614851713180542
2025-10-28,T. Luneau,ANA,D,GOALS,5.764032948718523e-07
2025-10-28,T. Luneau,ANA,D,POINTS,0.007933929562568665
2025-10-28,T. Luneau,ANA,D,SOG,1.7683926820755005
2025-10-28,A. Killorn,ANA,F,ASSISTS,0.13715966045856476
2025-10-28,A. Killorn,ANA,F,BLOCKS,0.6767286658287048
2025-10-28,A. Killorn,ANA,F,GOALS,0.10535774379968643
2025-10-28,A. Killorn,ANA,F,POINTS,0.22286532819271088
2025-10-28,A. Killorn,ANA,F,SOG,2.1936278343200684
2025-10-28,B. McGinn,ANA,F,ASSISTS,0.13715966045856476
2025-10-28,B. McGinn,ANA,F,BLOCKS,0.754608690738678
2025-10-28,B. McGinn,ANA,F,GOALS,0.10535774379968643
