team,player_id,period,player,game_home,game_away,date,shots,goals,assists,points,blocks,saves,toi_sec,is_dressed
Carolina Hurricanes,8478427,1,Sebastian Aho,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,1.2805,0.19666666666666666,0.15866666666666665,0.3553333333333333,0.24516666666666667,0.0,443.80000000002224,1
Carolina Hurricanes,8482093,1,Seth Jarvis,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,1.1021666666666667,0.14666666666666667,0.185,0.33166666666666667,0.31066666666666665,0.0,443.80000000002224,1
Carolina Hurricanes,8473533,1,Jordan Staal,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,1.0228333333333333,0.057833333333333334,0.20483333333333334,0.26266666666666666,0.3476666666666667,0.0,443.80000000002224,1
Carolina Hurricanes,8476958,1,Jaccob Slavin,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,1.0403333333333333,0.057833333333333334,0.20616666666666666,0.264,0.6936666666666667,0.0,531.6814814815133,1
Carolina Hurricanes,8480336,1,Sean Walker,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,1.1815,0.11866666666666666,0.20099999999999998,0.31966666666666665,0.594,0.0,531.6814814815133,1
Philadelphia Flyers,8477989,1,Christian Dvorak,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.9668333333333333,0.05633333333333333,0.14016666666666666,0.1965,0.4383333333333333,0.0,435.63703703705494,1
Philadelphia Flyers,8482159,1,Tyson Foerster,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,1.1041666666666667,0.0665,0.142,0.2085,0.49366666666666664,0.0,435.63703703705494,1
Philadelphia Flyers,8478439,1,Travis Konecny,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,1.1606666666666667,0.06766666666666667,0.14583333333333331,0.21349999999999997,0.24366666666666667,0.0,435.63703703705494,1
Philadelphia Flyers,8477948,1,Travis Sanheim,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.9215,0.16783333333333333,0.11566666666666667,0.2835,0.8266666666666667,0.0,547.1259259259551,1
Philadelphia Flyers,8477499,1,Rasmus Ristolainen,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.9228333333333333,0.0515,0.13533333333333333,0.18683333333333332,0.3438333333333333,0.0,492.2592592592941,1
Carolina Hurricanes,8475883,1,Frederik Andersen,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.0,0.0,0.0,0.0,0.0,9.970783333333351,1199.9999999999998,1
Philadelphia Flyers,8484147,1,Carson Bjarnason,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.0,0.0,0.0,0.0,0.0,11.06360000000001,1199.9999999999998,1
Carolina Hurricanes,8477940,1,Nikolaj Ehlers,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.7936666666666666,0.049166666666666664,0.147,0.19616666666666666,0.21233333333333332,0.0,289.296296296293,1
Carolina Hurricanes,8480830,1,Andrei Svechnikov,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.9651666666666666,0.135,0.11433333333333333,0.24933333333333335,0.18133333333333332,0.0,289.296296296293,1
Carolina Hurricanes,8482809,1,Jackson Blake,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.7715,0.10516666666666666,0.11933333333333333,0.22449999999999998,0.17883333333333332,0.0,289.296296296293,1
Carolina Hurricanes,8476906,1,Shayne Gostisbehere,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.7171666666666666,0.04066666666666666,0.1415,0.18216666666666664,0.2558333333333333,0.0,315.82222222220656,1
Carolina Hurricanes,8482100,1,Alexander Nikishin,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.6718333333333333,0.03233333333333333,0.12966666666666665,0.16199999999999998,0.34933333333333333,0.0,315.82222222220656,1
Philadelphia Flyers,8476461,1,Sean Couturier,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.6956666666666667,0.07733333333333334,0.08733333333333333,0.16466666666666668,0.17099999999999999,0.0,255.48148148148775,1
Philadelphia Flyers,8480220,1,Noah Cates,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.6488333333333333,0.073,0.08299999999999999,0.15599999999999997,0.25516666666666665,0.0,255.48148148148775,1
Philadelphia Flyers,8479022,1,Rodrigo Abols,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.5005,0.03,0.09366666666666666,0.12366666666666666,0.22283333333333333,0.0,255.48148148148775,1
Philadelphia Flyers,8483460,1,David Jiricek,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.533,0.07166666666666667,0.06966666666666667,0.14133333333333334,0.3845,0.0,286.64444444444104,1
Philadelphia Flyers,8481546,1,Cam York,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.5788333333333333,0.03333333333333333,0.1105,0.14383333333333334,0.5941666666666666,0.0,366.22962962961054,1
Carolina Hurricanes,8476921,1,Jordan Martinook,Carolina Hurricanes,Philadelphia Flyers,2026-05-04,0.6631666666666667,0.0475,0.14233333333333334,0.18983333333333335,0.30283333333333334,0.0,267.6666666666716,1
