gamePk,date,home,away,home_goals_sim,away_goals_sim
2025020802,2026-01-23,Toronto Maple Leafs,Vegas Golden Knights,4,2
2025020803,2026-01-23,Chicago Blackhawks,Tampa Bay Lightning,2,6
2025020804,2026-01-23,Dallas Stars,St. Louis Blues,2,2
2025020805,2026-01-23,Colorado Avalanche,Philadelphia Flyers,3,2
2025020806,2026-01-23,Calgary Flames,Washington Capitals,3,1
2025020807,2026-01-23,Vancouver Canucks,New Jersey Devils,2,4
2025020808,2026-01-23,San Jose Sharks,New York Rangers,2,4
2025020809,2026-01-23,Seattle Kraken,Anaheim Ducks,2,2
